Uniprot ID 1	Uniprot ID 2	PocketVec distance	Exp. Prof, Jaccard Similarity
O95835	P22694	0.1538	0.0
O95835	P23443	0.1256	0.0
O95835	P30291	0.2045	0.0
O95835	P36507	0.2068	0.0
O95835	P36896	0.2066	0.0
O95835	P36897	0.2021	0.0
O95835	P45983	0.1904	0.0
O95835	P45984	0.2046	0.0
O95835	P48729	0.1801	0.0
O95835	P48730	0.1845	0.0
O95835	P49137	0.1919	0.0
O95835	P49674	0.162	0.0
O95835	P49759	0.1669	0.0
O95835	P49760	0.204	0.0
O95835	P49840	0.1752	0.0
O95835	P49841	0.1716	0.0
O95835	P50613	0.1614	0.0
O95835	P50750	0.155	0.0
O95835	P51817	0.1727	0.0
O95835	P54646	0.2007	0.0
O95835	P68400	0.185	0.0
O95835	Q00536	0.1794	0.0
O95835	Q02750	0.1585	0.0
O95835	Q04759	0.162	0.0
O95835	Q05655	0.2359	0.0
O95835	Q13043	0.1702	0.0
O95835	Q13163	0.2175	0.0
O95835	Q13188	0.1803	0.0
O95835	Q13464	0.1644	0.0
O95835	Q13705	0.1958	0.0
O95835	Q13873	0.1906	0.0
O95835	Q13976	0.1374	0.09999999999999998
O95835	Q15759	0.1788	0.0
O95835	Q16512	0.2009	0.0
O95835	Q16539	0.1861	0.0
O95835	Q2M2I8	0.1964	0.0
O95835	Q5VT25	0.1818	0.0
O95835	Q6DT37	0.1489	0.0
O95835	Q6P5Z2	0.1654	0.09999999999999998
O95835	Q6PHR2	0.1462	0.0
O95835	Q7L7X3	0.1928	0.0
O95835	Q8NEV1	0.1976	0.0
O95835	Q8TD19	0.2068	0.0
O95835	Q96GD4	0.1826	0.0
O95835	Q9H093	0.1406	0.0
O95835	Q9H0K1	0.1852	0.0
O95835	Q9HAZ1	0.1972	0.0
O95835	Q9NQU5	0.1912	0.0
O95835	Q9NSY1	0.1977	0.0
O95835	Q9UBE8	0.1962	0.0
O95835	Q9UK32	0.1322	0.0
O95835	Q9UPZ9	0.1457	0.0
O95835	Q9Y572	0.1834	0.0
O95835	Q9Y5S2	0.1713	0.0
O95835	Q9Y616	0.1554	0.0
O95835	Q9Y6E0	0.1947	0.0
O96013	O00311	0.1501	0.0
O96013	O00444	0.174	0.0
O96013	O14578	0.1766	0.0
O96013	O14757	0.1596	0.0
O96013	O14965	0.1641	0.0
O96013	O14976	0.1491	0.0
O96013	O60285	0.1912	0.08333333333333337
O96013	O75116	0.1716	0.0
O96013	O76039	0.1756	0.0
O96013	O94806	0.2074	0.0
O96013	O95835	0.1546	0.0
O96013	O96013	0.0	1.0
O96013	P05771	0.1965	0.0
O96013	P15735	0.1845	0.0
O96013	P17252	0.1775	0.0
O96013	P17612	0.1593	0.0
O96013	P19784	0.1801	0.0
O96013	P22694	0.1744	0.0
O96013	P23443	0.1725	0.0
O96013	P30291	0.1543	0.0
O96013	P36507	0.1705	0.0
O96013	P36896	0.195	0.0
O96013	P36897	0.1433	0.0
O96013	P45983	0.1686	0.0
O96013	P45984	0.1476	0.0
O96013	P48729	0.1632	0.0
O96013	P48730	0.1759	0.0
O96013	P49137	0.1734	0.0
O96013	P49674	0.1596	0.0
O96013	P49759	0.1636	0.0
O96013	P49760	0.1782	0.0
O96013	P49840	0.2027	0.05882352941176472
O96013	P49841	0.1672	0.0
O96013	P50613	0.1774	0.0
O96013	P50750	0.1852	0.0
O96013	P51817	0.186	0.16666666666666663
O96013	P54646	0.1534	0.0
O96013	P68400	0.155	0.0
O96013	Q00536	0.1754	0.0
O96013	Q02750	0.1804	0.0
O96013	Q04759	0.171	0.0
O96013	Q05655	0.2085	0.0
O96013	Q13043	0.1698	0.0
O96013	Q13163	0.2265	0.0
O96013	Q13188	0.1542	0.0
O96013	Q13464	0.1685	0.0
O96013	Q13705	0.1875	0.0
O96013	Q13873	0.1915	0.0
O96013	Q13976	0.1514	0.09090909090909094
O96013	Q15759	0.1851	0.0
O96013	Q16512	0.166	0.5
O96013	Q16539	0.1556	0.0
O96013	Q2M2I8	0.1372	0.0
O96013	Q5VT25	0.2073	0.0
O96013	Q6DT37	0.1432	0.0
O96013	Q6P5Z2	0.1788	0.09090909090909094
O96013	Q6PHR2	0.1575	0.0
O96013	Q7L7X3	0.2215	0.0
O96013	Q8NEV1	0.174	0.0
O96013	Q8TD19	0.1721	0.0
O96013	Q96GD4	0.1368	0.0
O96013	Q9H093	0.1959	0.0
O96013	Q9H0K1	0.2183	0.0
O96013	Q9HAZ1	0.1813	0.0
O96013	Q9NQU5	0.0923	0.5
O96013	Q9NSY1	0.1598	0.0
O96013	Q9UBE8	0.1899	0.0
O96013	Q9UK32	0.1529	0.0
O96013	Q9UPZ9	0.2175	0.0
O96013	Q9Y572	0.1838	0.0
O96013	Q9Y5S2	0.1599	0.0
O96013	Q9Y616	0.1802	0.0
O96013	Q9Y6E0	0.1791	0.0
P05771	O00311	0.1646	0.0
P05771	O00444	0.1646	0.0
P05771	O14578	0.17	0.0
P05771	O14757	0.1892	0.0
P05771	O14965	0.1542	0.0
P05771	O14976	0.1577	0.0
P05771	O60285	0.1678	0.07692307692307687
P05771	O75116	0.1218	0.0
P05771	O76039	0.168	0.0
P05771	O94806	0.1883	0.0
P05771	O95835	0.1572	0.0
P05771	O96013	0.1965	0.0
P05771	P05771	0.0	1.0
P05771	P15735	0.1602	0.0
P05771	P17252	0.071	0.5
P05771	P17612	0.1527	0.0
P05771	P19784	0.1488	0.0
P05771	P22694	0.1276	0.0
P05771	P23443	0.1626	0.0
P05771	P30291	0.1626	0.0
P05771	P36507	0.1737	0.0
P05771	P36896	0.1611	0.0
P05771	P36897	0.1794	0.0
P05771	P45983	0.1655	0.0
P05771	P45984	0.177	0.0
P05771	P48729	0.1775	0.0
P05771	P48730	0.1724	0.0
P05771	P49137	0.1798	0.0
P05771	P49674	0.1614	0.0
P05771	P49759	0.1402	0.0
P05771	P49760	0.1522	0.0
P05771	P49840	0.2112	0.0
P05771	P49841	0.1722	0.0
P05771	P50613	0.1717	0.0
P05771	P50750	0.1745	0.0
P05771	P51817	0.1845	0.0
P05771	P54646	0.1732	0.0
P05771	P68400	0.1633	0.0
P05771	Q00536	0.2009	0.0
P05771	Q02750	0.1728	0.0
P05771	Q04759	0.1406	0.0
P05771	Q05655	0.1878	0.2857142857142857
P05771	Q13043	0.1612	0.0
P05771	Q13163	0.1894	0.0
P05771	Q13188	0.183	0.0
P05771	Q13464	0.1339	0.0
P05771	Q13705	0.1899	0.0
P05771	Q13873	0.1678	0.0
P05771	Q13976	0.12	0.0
P05771	Q15759	0.1877	0.0
P05771	Q16512	0.1605	0.0
P05771	Q16539	0.1711	0.0
P05771	Q2M2I8	0.1308	0.0
P05771	Q5VT25	0.1749	0.0
P05771	Q6DT37	0.1864	0.0
P05771	Q6P5Z2	0.1763	0.0
P05771	Q6PHR2	0.1606	0.0
P05771	Q7L7X3	0.2002	0.0
P05771	Q8NEV1	0.1639	0.0
P05771	Q8TD19	0.1404	0.0
P05771	Q96GD4	0.1824	0.0
P05771	Q9H093	0.1816	0.0
P05771	Q9H0K1	0.174	0.0
P05771	Q9HAZ1	0.1444	0.0
P05771	Q9NQU5	0.1812	0.0
P05771	Q9NSY1	0.1789	0.0
P05771	Q9UBE8	0.2122	0.0
P05771	Q9UK32	0.15	0.0
P05771	Q9UPZ9	0.1784	0.0
P05771	Q9Y572	0.1845	0.0
P05771	Q9Y5S2	0.155	0.0
P05771	Q9Y616	0.1841	0.0
P05771	Q9Y6E0	0.1533	0.0
P15735	O00311	0.1694	0.0
P15735	O00444	0.1678	0.0
P15735	O14578	0.1541	0.0
P15735	O14757	0.1431	0.0
P15735	O14965	0.1754	0.0
P15735	O14976	0.16	0.0
P15735	O60285	0.1769	0.0
P15735	O75116	0.1829	0.0
P15735	O76039	0.1595	0.0
P15735	O94806	0.1764	0.0
P15735	O95835	0.2022	0.0
P15735	O96013	0.1845	0.0
P15735	P05771	0.1602	0.0
P15735	P15735	0.0	1.0
P15735	P17252	0.1702	0.0
P15735	P17612	0.1573	0.0
P15735	P19784	0.1526	0.0
P15735	P22694	0.2	0.0
P15735	P23443	0.158	0.0
P15735	P30291	0.1658	0.0
P15735	P36507	0.1514	0.0
P15735	P36896	0.1795	0.0
P15735	P36897	0.1692	0.0
P15735	P45983	0.1882	0.0
P15735	P45984	0.1573	0.0
P15735	P48729	0.1457	0.0
P15735	P48730	0.1694	0.0
P15735	P49137	0.1293	0.0
P15735	P49674	0.1627	0.0
P15735	P49759	0.126	0.0
P15735	P49760	0.1353	0.0
P15735	P49840	0.1826	0.0
P15735	P49841	0.1771	0.0
P15735	P50613	0.1648	0.0
P15735	P50750	0.1325	0.0
P15735	P51817	0.1446	0.0
P15735	P54646	0.1417	0.0
P15735	P68400	0.1331	0.0
P15735	Q00536	0.1581	0.0
P15735	Q02750	0.1728	0.0
P15735	Q04759	0.1584	0.0
P15735	Q05655	0.192	0.0
P15735	Q13043	0.1398	0.0
P15735	Q13163	0.1925	0.0
P15735	Q13188	0.1611	0.0
P15735	Q13464	0.1722	0.0
P15735	Q13705	0.1827	0.0
P15735	Q13873	0.1626	0.0
P15735	Q13976	0.1775	0.0
P15735	Q15759	0.1794	0.0
P15735	Q16512	0.1632	0.0
P15735	Q16539	0.1299	0.0
P15735	Q2M2I8	0.1286	0.0
P15735	Q5VT25	0.1978	0.0
P15735	Q6DT37	0.1796	0.0
P15735	Q6P5Z2	0.1603	0.0
P15735	Q6PHR2	0.1622	0.0
P15735	Q7L7X3	0.1683	0.0
P15735	Q8NEV1	0.114	0.0
P15735	Q8TD19	0.1371	0.0
P15735	Q96GD4	0.1882	0.0
P15735	Q9H093	0.1716	0.0
P15735	Q9H0K1	0.1876	0.0
P15735	Q9HAZ1	0.121	0.0
P15735	Q9NQU5	0.1885	0.0
P15735	Q9NSY1	0.1372	0.0
P15735	Q9UBE8	0.1902	0.0
P15735	Q9UK32	0.097	0.0
P15735	Q9UPZ9	0.1836	0.0
P15735	Q9Y572	0.181	0.0
P15735	Q9Y5S2	0.1423	0.0
P15735	Q9Y616	0.1571	0.0
P15735	Q9Y6E0	0.1551	0.0
P17252	O00311	0.175	0.0
P17252	O00444	0.1641	0.0
P17252	O14578	0.1867	0.0
P17252	O14757	0.1559	0.0
P17252	O14965	0.1758	0.0
P17252	O14976	0.151	0.0
P17252	O60285	0.1519	0.0625
P17252	O75116	0.1371	0.0
P17252	O76039	0.1743	0.0
P17252	O94806	0.2101	0.0
P17252	O95835	0.1565	0.0
P17252	O96013	0.1775	0.0
P17252	P05771	0.071	0.5
P17252	P15735	0.1702	0.0
P17252	P17252	0.0	1.0
P17252	P17612	0.1702	0.0
P17252	P19784	0.1439	0.0
P17252	P22694	0.1413	0.0
P17252	P23443	0.1258	0.0
P17252	P30291	0.1537	0.0
P17252	P36507	0.1727	0.0
P17252	P36896	0.1878	0.0
P17252	P36897	0.146	0.0
P17252	P45983	0.1833	0.0
P17252	P45984	0.1844	0.0
P17252	P48729	0.1816	0.0
P17252	P48730	0.1787	0.0
P17252	P49137	0.1676	0.0
P17252	P49674	0.151	0.0
P17252	P49759	0.1644	0.0
P17252	P49760	0.1651	0.0
P17252	P49840	0.1871	0.0
P17252	P49841	0.1711	0.0
P17252	P50613	0.1627	0.0
P17252	P50750	0.1667	0.0
P17252	P51817	0.1487	0.0
P17252	P54646	0.1641	0.0
P17252	P68400	0.1586	0.0
P17252	Q00536	0.1751	0.0
P17252	Q02750	0.1789	0.0
P17252	Q04759	0.1276	0.0
P17252	Q05655	0.2243	0.33333333333333337
P17252	Q13043	0.1709	0.0
P17252	Q13163	0.249	0.0
P17252	Q13188	0.1733	0.0
P17252	Q13464	0.1309	0.0
P17252	Q13705	0.1872	0.0
P17252	Q13873	0.168	0.0
P17252	Q13976	0.0964	0.0
P17252	Q15759	0.1936	0.0
P17252	Q16512	0.1612	0.0
P17252	Q16539	0.1438	0.0
P17252	Q2M2I8	0.1571	0.0
P17252	Q5VT25	0.1812	0.0
P17252	Q6DT37	0.1851	0.0
P17252	Q6P5Z2	0.1674	0.0
P17252	Q6PHR2	0.1521	0.0
P17252	Q7L7X3	0.2063	0.0
P17252	Q8NEV1	0.1313	0.0
P17252	Q8TD19	0.1383	0.0
P17252	Q96GD4	0.1812	0.0
P17252	Q9H093	0.1694	0.0
P17252	Q9H0K1	0.1741	0.0
P17252	Q9HAZ1	0.1605	0.0
P17252	Q9NQU5	0.1597	0.0
P17252	Q9NSY1	0.1727	0.0
P17252	Q9UBE8	0.2247	0.0
P17252	Q9UK32	0.1484	0.0
P17252	Q9UPZ9	0.1464	0.0
P17252	Q9Y572	0.1636	0.0
P17252	Q9Y5S2	0.1486	0.0
P17252	Q9Y616	0.1744	0.0
P17252	Q9Y6E0	0.1542	0.0
P17612	O00311	0.1722	0.0
P17612	O00444	0.1858	0.0
P17612	O14578	0.1561	0.0
P17612	O14757	0.1539	0.11111111111111116
P17612	O14965	0.1669	0.0
P17612	O14976	0.1679	0.0
P17612	O60285	0.1886	0.052631578947368474
P17612	O75116	0.1356	0.2666666666666667
P17612	O76039	0.1634	0.0
P17612	O94806	0.2294	0.0
P17612	O95835	0.1464	0.0
P17612	O96013	0.1593	0.0
P17612	P05771	0.1527	0.0
P17612	P15735	0.1573	0.0
P17612	P17252	0.1702	0.0
P17612	P17612	0.0	1.0
P17612	P19784	0.1451	0.0
P17612	P22694	0.1091	0.4444444444444444
P17612	P23443	0.1784	0.0
P17612	P30291	0.175	0.0
P17612	P36507	0.1669	0.0
P17612	P36896	0.1876	0.0
P17612	P36897	0.1774	0.0
P17612	P45983	0.1823	0.0
P17612	P45984	0.1723	0.0
P17612	P48729	0.1893	0.0
P17612	P48730	0.1874	0.0
P17612	P49137	0.1629	0.0
P17612	P49674	0.1872	0.0
P17612	P49759	0.1433	0.0
P17612	P49760	0.1724	0.0
P17612	P49840	0.1941	0.0
P17612	P49841	0.1943	0.0
P17612	P50613	0.174	0.0
P17612	P50750	0.1742	0.0
P17612	P51817	0.1594	0.07692307692307687
P17612	P54646	0.1743	0.0
P17612	P68400	0.154	0.0
P17612	Q00536	0.1705	0.0
P17612	Q02750	0.1848	0.0
P17612	Q04759	0.1278	0.09999999999999998
P17612	Q05655	0.2185	0.25
P17612	Q13043	0.1606	0.0
P17612	Q13163	0.255	0.0
P17612	Q13188	0.1592	0.0
P17612	Q13464	0.1725	0.2857142857142857
P17612	Q13705	0.1666	0.0
P17612	Q13873	0.1947	0.0
P17612	Q13976	0.1	0.46153846153846156
P17612	Q15759	0.2061	0.0
P17612	Q16512	0.1482	0.0
P17612	Q16539	0.1808	0.0
P17612	Q2M2I8	0.1801	0.0
P17612	Q5VT25	0.1587	0.09999999999999998
P17612	Q6DT37	0.1631	0.4
P17612	Q6P5Z2	0.1537	0.05555555555555558
P17612	Q6PHR2	0.1857	0.0
P17612	Q7L7X3	0.2212	0.11111111111111116
P17612	Q8NEV1	0.1733	0.0
P17612	Q8TD19	0.1595	0.0
P17612	Q96GD4	0.1702	0.0
P17612	Q9H093	0.1746	0.0
P17612	Q9H0K1	0.2059	0.0
P17612	Q9HAZ1	0.1782	0.0
P17612	Q9NQU5	0.1709	0.0
P17612	Q9NSY1	0.1785	0.0
P17612	Q9UBE8	0.1872	0.0
P17612	Q9UK32	0.1466	0.09090909090909094
P17612	Q9UPZ9	0.2015	0.0
P17612	Q9Y572	0.1929	0.0
P17612	Q9Y5S2	0.1529	0.18181818181818177
P17612	Q9Y616	0.1708	0.0
P17612	Q9Y6E0	0.1806	0.0
P19784	O00311	0.1492	0.0
P19784	O00444	0.158	0.16666666666666663
P19784	O14578	0.1602	0.0
P19784	O14757	0.1474	0.0
P19784	O14965	0.1638	0.25
P19784	O14976	0.1377	0.0
P19784	O60285	0.2088	0.06666666666666665
P19784	O75116	0.1835	0.0
P19784	O76039	0.1375	0.0
P19784	O94806	0.2033	0.0
P19784	O95835	0.1719	0.0
P19784	O96013	0.1801	0.0
P19784	P05771	0.1488	0.0
P19784	P15735	0.1526	0.0
P19784	P17252	0.1439	0.0
P19784	P17612	0.1451	0.0
P19784	P19784	0.0	1.0
P19784	P22694	0.2038	0.0
P19784	P23443	0.151	0.0
P19784	P30291	0.1498	0.4
P19784	P36507	0.1675	0.0
P19784	P36896	0.1649	0.0
P19784	P36897	0.1559	0.0
P19784	P45983	0.158	0.0
P19784	P45984	0.1466	0.0
P19784	P48729	0.1358	0.0
P19784	P48730	0.1447	0.0
P19784	P49137	0.1266	0.0
P19784	P49674	0.1414	0.0
P19784	P49759	0.1293	0.0
P19784	P49760	0.1242	0.0
P19784	P49840	0.1701	0.0
P19784	P49841	0.1732	0.0
P19784	P50613	0.1521	0.0
P19784	P50750	0.1462	0.0
P19784	P51817	0.1607	0.0
P19784	P54646	0.1394	0.16666666666666663
P19784	P68400	0.0254	0.8
P19784	Q00536	0.1481	0.0
P19784	Q02750	0.1833	0.0
P19784	Q04759	0.1528	0.0
P19784	Q05655	0.1914	0.0
P19784	Q13043	0.1435	0.0
P19784	Q13163	0.2117	0.0
P19784	Q13188	0.1615	0.0
P19784	Q13464	0.1745	0.0
P19784	Q13705	0.1676	0.0
P19784	Q13873	0.1679	0.0
P19784	Q13976	0.1515	0.0
P19784	Q15759	0.2006	0.0
P19784	Q16512	0.1402	0.0
P19784	Q16539	0.1557	0.0
P19784	Q2M2I8	0.1365	0.0
P19784	Q5VT25	0.1761	0.0
P19784	Q6DT37	0.1825	0.0
P19784	Q6P5Z2	0.164	0.0
P19784	Q6PHR2	0.17	0.19999999999999996
P19784	Q7L7X3	0.2032	0.0
P19784	Q8NEV1	0.0767	0.8
P19784	Q8TD19	0.115	0.0
P19784	Q96GD4	0.185	0.0
P19784	Q9H093	0.186	0.0
P19784	Q9H0K1	0.19	0.19999999999999996
P19784	Q9HAZ1	0.1411	0.0
P19784	Q9NQU5	0.1573	0.0
P19784	Q9NSY1	0.1348	0.0
P19784	Q9UBE8	0.2033	0.0
P19784	Q9UK32	0.1435	0.0
P19784	Q9UPZ9	0.1762	0.0
P19784	Q9Y572	0.1482	0.0
P19784	Q9Y5S2	0.1517	0.0
P19784	Q9Y616	0.1667	0.16666666666666663
P19784	Q9Y6E0	0.1744	0.0
P22694	O00311	0.1799	0.0
P22694	O00444	0.1812	0.0
P22694	O14578	0.2048	0.0
P22694	O14757	0.1873	0.25
P22694	O14965	0.1884	0.0
P22694	O14976	0.2097	0.0
P22694	O60285	0.2033	0.0714285714285714
P22694	O75116	0.1758	0.2727272727272727
P22694	O76039	0.2199	0.0
P22694	O94806	0.1891	0.0
P22694	O95835	0.1538	0.0
P22694	O96013	0.1744	0.0
P22694	P05771	0.1276	0.0
P22694	P15735	0.2	0.0
P22694	P17252	0.1413	0.0
P22694	P17612	0.1091	0.4444444444444444
P22694	P19784	0.2038	0.0
P22694	P22694	0.0	1.0
P22694	P23443	0.1814	0.0
P22694	P30291	0.2171	0.0
P22694	P36507	0.1785	0.0
P22694	P36896	0.2342	0.0
P22694	P36897	0.2136	0.0
P22694	P45983	0.186	0.0
P22694	P45984	0.1993	0.0
P22694	P48729	0.1686	0.0
P22694	P48730	0.1981	0.0
P22694	P49137	0.1974	0.0
P22694	P49674	0.1779	0.0
P22694	P49759	0.1893	0.0
P22694	P49760	0.22	0.0
P22694	P49840	0.2184	0.0
P22694	P49841	0.1914	0.0
P22694	P50613	0.1838	0.0
P22694	P50750	0.1828	0.0
P22694	P51817	0.1953	0.0
P22694	P54646	0.1808	0.0
P22694	P68400	0.1885	0.0
P22694	Q00536	0.1753	0.0
P22694	Q02750	0.2023	0.0
P22694	Q04759	0.1723	0.19999999999999996
P22694	Q05655	0.1856	0.4285714285714286
P22694	Q13043	0.1732	0.0
P22694	Q13163	0.2074	0.0
P22694	Q13188	0.1597	0.0
P22694	Q13464	0.1976	0.30000000000000004
P22694	Q13705	0.1867	0.0
P22694	Q13873	0.2167	0.0
P22694	Q13976	0.1393	0.2727272727272727
P22694	Q15759	0.1848	0.0
P22694	Q16512	0.1962	0.0
P22694	Q16539	0.1979	0.0
P22694	Q2M2I8	0.2007	0.0
P22694	Q5VT25	0.1833	0.0
P22694	Q6DT37	0.1757	0.2857142857142857
P22694	Q6P5Z2	0.1872	0.0
P22694	Q6PHR2	0.1857	0.0
P22694	Q7L7X3	0.2175	0.25
P22694	Q8NEV1	0.206	0.0
P22694	Q8TD19	0.2086	0.0
P22694	Q96GD4	0.192	0.0
P22694	Q9H093	0.1922	0.0
P22694	Q9H0K1	0.1839	0.0
P22694	Q9HAZ1	0.1737	0.0
P22694	Q9NQU5	0.1873	0.0
P22694	Q9NSY1	0.2143	0.0
P22694	Q9UBE8	0.2156	0.0
P22694	Q9UK32	0.1643	0.16666666666666663
P22694	Q9UPZ9	0.2191	0.0
P22694	Q9Y572	0.1968	0.0
P22694	Q9Y5S2	0.1858	0.1428571428571429
P22694	Q9Y616	0.1968	0.0
P22694	Q9Y6E0	0.2015	0.0
P23443	O00311	0.1561	0.0
P23443	O00444	0.1545	0.0
P23443	O14578	0.1853	0.0
P23443	O14757	0.1451	0.0
P23443	O14965	0.1747	0.0
P23443	O14976	0.1595	0.0
P23443	O60285	0.1857	0.0
P23443	O75116	0.158	0.0
P23443	O76039	0.1706	0.0
P23443	O94806	0.1852	0.0
P23443	O95835	0.1256	0.0
P23443	O96013	0.1725	0.0
P23443	P05771	0.1626	0.0
P23443	P15735	0.158	0.0
P23443	P17252	0.1258	0.0
P23443	P17612	0.1784	0.0
P23443	P19784	0.151	0.0
P23443	P22694	0.1814	0.0
P23443	P23443	0.0	1.0
P23443	P30291	0.1551	0.0
P23443	P36507	0.1798	0.0
P23443	P36896	0.1705	0.0
P23443	P36897	0.1515	0.0
P23443	P45983	0.1747	0.0
P23443	P45984	0.1553	0.0
P23443	P48729	0.1562	0.0
P23443	P48730	0.1534	0.0
P23443	P49137	0.1582	0.0
P23443	P49674	0.1728	0.0
P23443	P49759	0.1602	0.0
P23443	P49760	0.1262	0.0
P23443	P49840	0.1653	0.0
P23443	P49841	0.1656	0.0
P23443	P50613	0.1675	0.0
P23443	P50750	0.1524	0.0
P23443	P51817	0.1708	0.0
P23443	P54646	0.1622	0.0
P23443	P68400	0.152	0.0
P23443	Q00536	0.1428	0.0
P23443	Q02750	0.1634	0.0
P23443	Q04759	0.157	0.0
P23443	Q05655	0.191	0.0
P23443	Q13043	0.1655	0.0
P23443	Q13163	0.2126	0.0
P23443	Q13188	0.1912	0.0
P23443	Q13464	0.1536	0.0
P23443	Q13705	0.1803	0.0
P23443	Q13873	0.1994	0.0
P23443	Q13976	0.1209	0.0
P23443	Q15759	0.1989	0.0
P23443	Q16512	0.1425	0.0
P23443	Q16539	0.1325	0.0
P23443	Q2M2I8	0.1515	0.0
P23443	Q5VT25	0.1804	0.0
P23443	Q6DT37	0.1512	0.0
P23443	Q6P5Z2	0.1775	0.0
P23443	Q6PHR2	0.1649	0.0
P23443	Q7L7X3	0.1635	0.0
P23443	Q8NEV1	0.1287	0.0
P23443	Q8TD19	0.1454	0.0
P23443	Q96GD4	0.1876	0.0
P23443	Q9H093	0.1703	0.0
P23443	Q9H0K1	0.16	0.0
P23443	Q9HAZ1	0.1684	0.0
P23443	Q9NQU5	0.1713	0.0
P23443	Q9NSY1	0.1635	0.0
P23443	Q9UBE8	0.2143	0.0
P23443	Q9UK32	0.1483	0.0
P23443	Q9UPZ9	0.1731	0.0
P23443	Q9Y572	0.1949	0.0
P23443	Q9Y5S2	0.1761	0.0
P23443	Q9Y616	0.1749	0.0
P23443	Q9Y6E0	0.1673	0.0
P30291	O00311	0.1824	0.0
P30291	O00444	0.1802	0.33333333333333337
P30291	O14578	0.1838	0.0
P30291	O14757	0.1435	0.0
P30291	O14965	0.174	0.4
P30291	O14976	0.1359	0.0
P30291	O60285	0.2157	0.0
P30291	O75116	0.203	0.0
P30291	O76039	0.151	0.0
P30291	O94806	0.2095	0.0
P30291	O95835	0.2045	0.0
P30291	O96013	0.1543	0.0
P30291	P05771	0.1626	0.0
P30291	P15735	0.1658	0.0
P30291	P17252	0.1537	0.0
P30291	P17612	0.175	0.0
P30291	P19784	0.1498	0.4
P30291	P22694	0.2171	0.0
P30291	P23443	0.1551	0.0
P30291	P30291	0.0	1.0
P30291	P36507	0.1809	0.0
P30291	P36896	0.1565	0.0
P30291	P36897	0.1672	0.0
P30291	P45983	0.1744	0.0
P30291	P45984	0.1469	0.0
P30291	P48729	0.1589	0.0
P30291	P48730	0.1506	0.0
P30291	P49137	0.1288	0.0
P30291	P49674	0.1747	0.0
P30291	P49759	0.1467	0.0
P30291	P49760	0.1614	0.0
P30291	P49840	0.19	0.0
P30291	P49841	0.1753	0.0
P30291	P50613	0.1656	0.0
P30291	P50750	0.1614	0.0
P30291	P51817	0.2086	0.0
P30291	P54646	0.1568	0.33333333333333337
P30291	P68400	0.1368	0.19999999999999996
P30291	Q00536	0.1662	0.0
P30291	Q02750	0.1704	0.0
P30291	Q04759	0.1461	0.0
P30291	Q05655	0.2076	0.0
P30291	Q13043	0.1729	0.0
P30291	Q13163	0.2238	0.0
P30291	Q13188	0.1492	0.0
P30291	Q13464	0.1759	0.0
P30291	Q13705	0.1762	0.0
P30291	Q13873	0.1867	0.0
P30291	Q13976	0.194	0.0
P30291	Q15759	0.1986	0.0
P30291	Q16512	0.1781	0.0
P30291	Q16539	0.1522	0.0
P30291	Q2M2I8	0.1419	0.0
P30291	Q5VT25	0.1871	0.0
P30291	Q6DT37	0.1886	0.0
P30291	Q6P5Z2	0.1793	0.0
P30291	Q6PHR2	0.1676	0.5
P30291	Q7L7X3	0.2074	0.0
P30291	Q8NEV1	0.121	0.19999999999999996
P30291	Q8TD19	0.1491	0.0
P30291	Q96GD4	0.1596	0.0
P30291	Q9H093	0.2028	0.0
P30291	Q9H0K1	0.1922	0.5
P30291	Q9HAZ1	0.1601	0.0
P30291	Q9NQU5	0.1744	0.0
P30291	Q9NSY1	0.1456	0.0
P30291	Q9UBE8	0.2219	0.0
P30291	Q9UK32	0.1599	0.0
P30291	Q9UPZ9	0.1814	0.0
P30291	Q9Y572	0.1837	0.0
P30291	Q9Y5S2	0.1642	0.0
P30291	Q9Y616	0.1811	0.33333333333333337
P30291	Q9Y6E0	0.1822	0.0
P36507	O00311	0.1884	0.0
P36507	O00444	0.1997	0.0
P36507	O14578	0.1943	0.0
P36507	O14757	0.1827	0.0
P36507	O14965	0.1918	0.0
P36507	O14976	0.1768	0.0
P36507	O60285	0.1995	0.0
P36507	O75116	0.189	0.0
P36507	O76039	0.1567	0.0
P36507	O94806	0.2159	0.0
P36507	O95835	0.2068	0.0
P36507	O96013	0.1705	0.0
P36507	P05771	0.1737	0.0
P36507	P15735	0.1514	0.0
P36507	P17252	0.1727	0.0
P36507	P17612	0.1669	0.0
P36507	P19784	0.1675	0.0
P36507	P22694	0.1785	0.0
P36507	P23443	0.1798	0.0
P36507	P30291	0.1809	0.0
P36507	P36507	0.0	1.0
P36507	P36896	0.1698	0.0
P36507	P36897	0.1638	0.0
P36507	P45983	0.1702	0.0
P36507	P45984	0.1486	0.0
P36507	P48729	0.1854	0.0
P36507	P48730	0.1812	0.0
P36507	P49137	0.1843	0.0
P36507	P49674	0.1921	0.0
P36507	P49759	0.1791	0.0
P36507	P49760	0.1754	0.0
P36507	P49840	0.2125	0.0
P36507	P49841	0.17	0.0
P36507	P50613	0.1635	0.0
P36507	P50750	0.1713	0.0
P36507	P51817	0.2055	0.0
P36507	P54646	0.1763	0.0
P36507	P68400	0.1617	0.0
P36507	Q00536	0.1615	0.0
P36507	Q02750	0.0818	1.0
P36507	Q04759	0.2026	0.0
P36507	Q05655	0.2181	0.0
P36507	Q13043	0.1788	0.0
P36507	Q13163	0.1943	0.0
