Uniprot ID	Number of domains	Pfam domains
P30084	1	{'PF00378': 1}
P30085	1	{'PF00406': 1}
P30086	1	{'PF01161': 1}
P30101	3	{'PF00085': 2, 'PF13848': 1}
P30153	0	
P30154	0	
P30203	3	{'PF00530': 3}
P30260	0	
P30273	0	
P30279	2	{'PF00134': 1, 'PF02984': 1}
P30281	2	{'PF00134': 1, 'PF02984': 1}
P30291	1	{'PF00069': 1}
P30301	0	
P30304	1	{'PF00581': 1}
P30305	1	{'PF00581': 1}
P30307	1	{'PF00581': 1}
P30405	1	{'PF00160': 1}
P30408	0	
P30411	0	
P30414	1	{'PF00160': 1}
P30419	2	{'PF01233': 1, 'PF02799': 1}
P30511	2	{'PF00129': 1, 'PF07654': 1}
P30518	0	
P30519	1	{'PF01126': 1}
P30520	1	{'PF00709': 1}
P30530	4	{'PF00041': 2, 'PF07714': 1, 'PF13927': 1}
P30531	0	
P30532	0	
P30533	2	{'PF06400': 1, 'PF06401': 1}
P30536	0	
P30542	0	
P30550	0	
P30556	0	
P30559	0	
P30566	2	{'PF00206': 1, 'PF10397': 1}
P30613	2	{'PF00224': 1, 'PF02887': 1}
P30622	2	{'PF01302': 2}
P30626	2	{'PF13405': 1, 'PF13833': 1}
P30679	1	{'PF00503': 1}
P30711	2	{'PF00043': 1, 'PF13417': 1}
P30740	1	{'PF00079': 1}
P30793	1	{'PF01227': 1}
P30825	1	{'PF13906': 1}
P30837	0	
P30838	0	
P30872	0	
P30874	0	
P30876	6	{'PF00562': 1, 'PF04560': 1, 'PF04561': 1, 'PF04565': 1, 'PF04566': 1, 'PF04567': 1}
P30926	0	
P30939	0	
P30953	0	
P30954	0	
P30968	0	
P30988	0	
P30989	0	
P30990	0	
P31025	1	{'PF00061': 1}
P31040	1	{'PF02910': 1}
P31146	1	{'PF08953': 1}
P31150	0	
P31151	1	{'PF01023': 1}
P31152	1	{'PF00069': 1}
P31153	3	{'PF00438': 1, 'PF02772': 1, 'PF02773': 1}
P31213	0	
P31249	1	{'PF00046': 1}
P31260	1	{'PF00046': 1}
P31267	1	{'PF00046': 1}
P31268	1	{'PF00046': 1}
P31269	1	{'PF00046': 1}
P31270	1	{'PF00046': 1}
P31271	1	{'PF00046': 1}
P31273	1	{'PF00046': 1}
P31274	1	{'PF00046': 1}
P31275	1	{'PF00046': 1}
P31276	1	{'PF00046': 1}
P31277	1	{'PF00046': 1}
P31314	1	{'PF00046': 1}
P31321	3	{'PF00027': 2, 'PF02197': 1}
P31323	3	{'PF00027': 2, 'PF02197': 1}
P31327	6	{'PF00117': 1, 'PF00988': 1, 'PF02142': 1, 'PF02786': 2, 'PF02787': 1}
P31350	1	{'PF00268': 1}
P31358	0	
P31371	1	{'PF00167': 1}
P31391	0	
P31415	0	
P31431	0	
P31483	3	{'PF00076': 3}
P31512	0	
P31513	0	
P31629	3	{'PF00096': 3}
P31639	0	
P31641	0	
P31644	0	
P31645	0	
P31689	3	{'PF00226': 1, 'PF00684': 1, 'PF01556': 1}
P31749	2	{'PF00069': 1, 'PF00169': 1}
P31751	2	{'PF00069': 1, 'PF00169': 1}
P31785	1	{'PF09240': 1}
P31930	1	{'PF05193': 1}
P31937	2	{'PF03446': 1, 'PF14833': 1}
P31939	1	{'PF02142': 1}
P31941	1	{'PF05240': 1}
P31942	2	{'PF00076': 2}
P31943	4	{'PF00076': 3, 'PF08080': 1}
P31944	1	{'PF00656': 1}
P31946	1	{'PF00244': 1}
P31947	1	{'PF00244': 1}
P31948	2	{'PF17830': 2}
P31949	2	{'PF00036': 1, 'PF01023': 1}
P31994	2	{'PF13895': 2}
P31995	2	{'PF13895': 2}
P31997	3	{'PF07686': 1, 'PF13895': 1, 'PF13927': 1}
P32004	10	{'PF00041': 4, 'PF07679': 3, 'PF13882': 1, 'PF13927': 2}
P32019	3	{'PF00620': 1, 'PF03372': 1, 'PF16776': 1}
P32119	2	{'PF00578': 1, 'PF10417': 1}
P32121	2	{'PF00339': 1, 'PF02752': 1}
P32189	2	{'PF00370': 1, 'PF02782': 1}
P32238	1	{'PF09193': 1}
P32239	0	
P32241	0	
P32242	1	{'PF00046': 1}
P32243	1	{'PF00046': 1}
P32245	0	
P32246	0	
P32247	0	
P32248	0	
P32249	0	
P32297	0	
P32298	2	{'PF00615': 1, 'PF00069': 1}
P32302	0	
P32314	1	{'PF00250': 1}
P32320	1	{'PF00383': 1}
P32321	1	{'PF00383': 1}
P32322	1	{'PF14748': 1}
P32418	2	{'PF03160': 2}
P32455	2	{'PF02263': 1, 'PF02841': 1}
P32456	2	{'PF02263': 1, 'PF02841': 1}
P32519	1	{'PF00178': 1}
P32745	0	
P32754	1	{'PF00903': 1}
P32780	2	{'PF03909': 1, 'PF08567': 1}
P32856	1	{'PF00804': 1}
P32881	1	{'PF00143': 1}
P32926	3	{'PF00028': 3}
P32927	0	
P32929	1	{'PF01053': 1}
P32942	1	{'PF03921': 1}
P32969	2	{'PF00347': 2}
P32970	1	{'PF00229': 1}
P32971	1	{'PF00229': 1}
P33032	0	
P33076	1	{'PF05729': 1}
P33121	1	{'PF13193': 1}
P33151	5	{'PF00028': 5}
P33176	1	{'PF00225': 1}
P33240	2	{'PF00076': 1, 'PF14304': 1}
P33241	0	
P33260	1	{'PF00067': 1}
P33261	1	{'PF00067': 1}
P33316	1	{'PF00692': 1}
P33402	3	{'PF00211': 1, 'PF07700': 1, 'PF07701': 1}
P33527	2	{'PF00005': 2}
P33552	1	{'PF01111': 1}
P33681	2	{'PF07686': 1, 'PF08205': 1}
P33763	1	{'PF01023': 1}
P33764	1	{'PF01023': 1}
P33778	1	{'PF00125': 1}
P33897	1	{'PF00005': 1}
P33908	0	
P33947	0	
P33981	1	{'PF00069': 1}
P33991	4	{'PF00493': 1, 'PF14551': 1, 'PF17207': 1, 'PF17855': 1}
P33992	4	{'PF00493': 1, 'PF14551': 1, 'PF17207': 1, 'PF17855': 1}
P33993	4	{'PF00493': 1, 'PF14551': 1, 'PF17207': 1, 'PF17855': 1}
P34059	1	{'PF14707': 1}
P34096	1	{'PF00074': 1}
P34130	1	{'PF00243': 1}
P34741	0	
P34810	0	
P34820	1	{'PF00019': 1}
P34896	1	{'PF00464': 1}
P34897	1	{'PF00464': 1}
P34903	0	
P34910	0	
P34913	2	{'PF00561': 1, 'PF00702': 1}
P34925	1	{'PF07714': 1}
P34931	0	
P34932	0	
P34947	2	{'PF00615': 1, 'PF00069': 1}
P34949	0	
P34969	0	
P34972	0	
P34981	0	
P34982	0	
P34995	0	
P34998	0	
P35030	1	{'PF00089': 1}
P35052	0	
P35070	0	
P35080	1	{'PF00235': 1}
P35125	0	
P35212	1	{'PF00029': 1}
P35218	1	{'PF00194': 1}
P35219	1	{'PF00194': 1}
P35221	0	
P35222	0	
P35225	1	{'PF03487': 1}
P35226	2	{'PF13923': 1, 'PF16207': 1}
P35227	2	{'PF13923': 1, 'PF16207': 1}
P35228	4	{'PF00175': 1, 'PF00258': 1, 'PF00667': 1, 'PF02898': 1}
P35232	0	
P35236	1	{'PF00102': 1}
P35237	1	{'PF00079': 1}
P35240	3	{'PF00373': 1, 'PF09379': 1, 'PF09380': 1}
P35241	3	{'PF00373': 1, 'PF09379': 1, 'PF09380': 1}
P35243	2	{'PF13499': 1, 'PF13833': 1}
P35244	1	{'PF08661': 1}
P35247	1	{'PF00059': 1}
P35249	2	{'PF00004': 1, 'PF08542': 1}
P35250	2	{'PF00004': 1, 'PF08542': 1}
P35251	2	{'PF00004': 1, 'PF08519': 1}
P35268	0	
P35269	0	
P35270	1	{'PF00106': 1}
P35318	0	
P35321	0	
P35325	0	
P35326	0	
P35346	0	
P35348	0	
P35354	2	{'PF00008': 1, 'PF03098': 1}
P35367	0	
P35368	0	
P35372	0	
P35398	2	{'PF00104': 1, 'PF00105': 1}
P35408	0	
P35410	0	
P35414	0	
P35442	13	{'PF00090': 3, 'PF00093': 1, 'PF02412': 7, 'PF07645': 1, 'PF12947': 1}
P35443	8	{'PF02412': 6, 'PF07645': 2}
P35452	1	{'PF00046': 1}
P35453	1	{'PF00046': 1}
P35462	0	
P35475	0	
P35498	0	
P35499	0	
P35503	0	
P35504	0	
P35520	1	{'PF00571': 1}
P35523	0	
P35527	0	
P35542	0	
P35548	1	{'PF00046': 1}
P35555	43	{'PF07645': 38, 'PF12662': 2, 'PF12947': 1, 'PF14670': 1, 'PF18193': 1}
P35556	44	{'PF07645': 38, 'PF12661': 2, 'PF12662': 2, 'PF12947': 1, 'PF18193': 1}
P35557	2	{'PF00349': 1, 'PF03727': 1}
P35558	2	{'PF00821': 1, 'PF17297': 1}
P35568	2	{'PF02174': 1, 'PF00169': 1}
P35573	2	{'PF14701': 1, 'PF14702': 1}
P35575	0	
P35579	2	{'PF00063': 1, 'PF02736': 1}
P35580	2	{'PF00063': 1, 'PF02736': 1}
P35590	6	{'PF00041': 3, 'PF00047': 2, 'PF07714': 1}
P35606	0	
P35609	7	{'PF00307': 2, 'PF08726': 1, 'PF00435': 4}
P35610	0	
P35611	1	{'PF00596': 1}
P35612	1	{'PF00596': 1}
P35613	2	{'PF13927': 2}
P35625	1	{'PF00965': 1}
P35626	3	{'PF00615': 1, 'PF00069': 1, 'PF00169': 1}
P35637	2	{'PF00076': 1, 'PF00641': 1}
P35638	0	
P35658	1	{'PF18617': 1}
P35659	1	{'PF08766': 1}
P35663	0	
P35670	7	{'PF00403': 6, 'PF00702': 1}
P35680	0	
P35711	1	{'PF00505': 1}
P35712	1	{'PF00505': 1}
P35713	1	{'PF00505': 1}
P35716	1	{'PF00505': 1}
P35749	2	{'PF00063': 1, 'PF02736': 1}
P35754	1	{'PF00462': 1}
P35789	15	{'PF00096': 14, 'PF13912': 1}
P35790	0	
P35813	1	{'PF07830': 1}
P35858	0	
P35869	3	{'PF00010': 1, 'PF00989': 1, 'PF08447': 1}
P35900	0	
P35908	0	
P35913	3	{'PF00233': 1, 'PF01590': 2}
P35914	1	{'PF00682': 1}
P35916	5	{'PF07679': 1, 'PF07714': 1, 'PF13927': 2, 'PF17988': 1}
P35968	6	{'PF07679': 2, 'PF07714': 1, 'PF13927': 2, 'PF17988': 1}
P35998	2	{'PF00004': 1, 'PF17862': 1}
P36021	0	
P36222	1	{'PF00704': 1}
P36268	1	{'PF01019': 1}
P36269	1	{'PF01019': 1}
P36382	2	{'PF00029': 1, 'PF16791': 1}
P36383	1	{'PF00029': 1}
P36402	1	{'PF00505': 1}
P36404	1	{'PF00025': 1}
P36405	1	{'PF00025': 1}
P36406	2	{'PF00025': 1, 'PF00643': 1}
P36507	1	{'PF00069': 1}
P36508	4	{'PF00096': 4}
P36537	0	
P36542	1	{'PF00231': 1}
P36543	0	
P36544	0	
P36551	0	
P36575	2	{'PF00339': 1, 'PF02752': 1}
P36578	1	{'PF14374': 1}
P36639	1	{'PF00293': 1}
P36776	2	{'PF00004': 1, 'PF05362': 1}
P36871	3	{'PF02878': 1, 'PF02879': 1, 'PF02880': 1}
P36873	1	{'PF00149': 1}
P36888	2	{'PF00047': 1, 'PF07714': 1}
P36894	2	{'PF01064': 1, 'PF07714': 1}
P36896	2	{'PF00069': 1, 'PF01064': 1}
P36897	2	{'PF00069': 1, 'PF01064': 1}
P36915	0	
P36941	3	{'PF00020': 3}
P36952	1	{'PF00079': 1}
P36954	2	{'PF01096': 1, 'PF02150': 1}
P36955	1	{'PF00079': 1}
P36956	1	{'PF00010': 1}
P36957	2	{'PF00198': 1, 'PF00364': 1}
P36959	1	{'PF00478': 1}
P36969	0	
P36980	4	{'PF00084': 4}
P37023	1	{'PF07714': 1}
P37058	1	{'PF00106': 1}
P37059	1	{'PF00106': 1}
P37088	0	
P37108	1	{'PF02290': 1}
P37173	2	{'PF07714': 1, 'PF08917': 1}
P37198	0	
P37231	2	{'PF00104': 1, 'PF00105': 1}
P37235	2	{'PF13499': 1, 'PF13833': 1}
P37268	1	{'PF00494': 1}
P37275	5	{'PF00096': 4, 'PF05605': 1}
P37287	0	
P37288	1	{'PF08983': 1}
P37802	1	{'PF00307': 1}
P37837	1	{'PF00923': 1}
P37840	0	
P38117	1	{'PF01012': 1}
P38159	1	{'PF00076': 1}
P38398	2	{'PF00097': 1, 'PF12820': 1}
P38405	1	{'PF00503': 1}
P38432	0	
P38435	0	
P38484	1	{'PF09294': 1}
P38567	1	{'PF01630': 1}
P38570	1	{'PF00092': 1}
P38571	1	{'PF00561': 1}
P38606	2	{'PF00006': 1, 'PF02874': 1}
P38646	0	
P38919	2	{'PF00270': 1, 'PF00271': 1}
P38935	3	{'PF01424': 1, 'PF13086': 1, 'PF13087': 1}
P38936	0	
P39019	0	
P39023	0	
P39059	3	{'PF06482': 1, 'PF13385': 1, 'PF20010': 1}
P39060	4	{'PF01392': 1, 'PF06121': 1, 'PF06482': 1, 'PF20010': 1}
P39086	1	{'PF10613': 1}
P39210	0	
P39656	0	
P39687	0	
P39748	0	
P39877	1	{'PF00068': 1}
P39880	4	{'PF00046': 1, 'PF02376': 3}
P39900	2	{'PF00413': 1, 'PF01471': 1}
P39905	1	{'PF00019': 1}
P40121	3	{'PF00626': 3}
P40123	0	
P40126	1	{'PF00264': 1}
P40145	2	{'PF00211': 2}
P40189	4	{'PF00041': 2, 'PF06328': 1, 'PF09240': 1}
P40197	0	
P40198	1	{'PF07686': 1}
P40199	3	{'PF07686': 1, 'PF13895': 1, 'PF13927': 1}
P40200	0	
P40205	0	
P40222	0	
P40225	1	{'PF00758': 1}
P40227	0	
P40238	2	{'PF00041': 1, 'PF09067': 1}
P40259	1	{'PF07686': 1}
P40261	0	
P40305	0	
P40306	1	{'PF00227': 1}
P40313	1	{'PF00089': 1}
P40337	2	{'PF01847': 1, 'PF17211': 1}
P40394	2	{'PF00107': 1, 'PF08240': 1}
P40424	1	{'PF00046': 1}
P40425	1	{'PF00046': 1}
P40426	1	{'PF00046': 1}
P40429	0	
P40616	1	{'PF00025': 1}
P40617	1	{'PF00025': 1}
P40692	2	{'PF13589': 1, 'PF16413': 1}
P40763	3	{'PF00017': 1, 'PF02864': 1, 'PF02865': 1}
P40818	2	{'PF00581': 1, 'PF08969': 1}
P40855	0	
P40879	1	{'PF01740': 1}
P40925	2	{'PF00056': 1, 'PF02866': 1}
P40926	2	{'PF00056': 1, 'PF02866': 1}
P40933	1	{'PF02372': 1}
P40937	2	{'PF00004': 1, 'PF08542': 1}
P40938	1	{'PF13177': 1}
P40939	4	{'PF00378': 1, 'PF00725': 2, 'PF02737': 1}
P40967	1	{'PF00801': 1}
P41002	3	{'PF00134': 1, 'PF00646': 1, 'PF02984': 1}
P41091	3	{'PF00009': 1, 'PF03144': 1, 'PF09173': 1}
P41134	1	{'PF00010': 1}
P41143	0	
P41145	0	
P41146	0	
P41159	1	{'PF02024': 1}
P41161	1	{'PF00178': 1}
P41162	1	{'PF00178': 1}
P41180	1	{'PF00003': 1}
P41181	0	
P41182	5	{'PF00096': 4, 'PF00651': 1}
P41208	2	{'PF13499': 2}
P41212	2	{'PF00178': 1, 'PF02198': 1}
P41214	2	{'PF01253': 1, 'PF17832': 1}
P41217	2	{'PF00047': 2}
P41218	1	{'PF02758': 1}
P41219	0	
P41220	1	{'PF00615': 1}
P41221	0	
P41222	1	{'PF00061': 1}
P41223	1	{'PF01125': 1}
P41225	1	{'PF00505': 1}
P41226	6	{'PF00899': 2, 'PF09358': 1, 'PF10585': 1, 'PF16190': 1, 'PF16191': 1}
P41227	0	
P41229	4	{'PF00628': 1, 'PF01388': 1, 'PF02373': 1, 'PF02928': 1}
P41231	0	
P41235	2	{'PF00104': 1, 'PF00105': 1}
P41236	0	
P41238	1	{'PF05240': 1}
P41240	3	{'PF00017': 1, 'PF07714': 1, 'PF00018': 1}
P41247	0	
P41250	3	{'PF00458': 1, 'PF00587': 1, 'PF03129': 1}
P41252	2	{'PF08264': 1, 'PF19302': 1}
P41271	1	{'PF03045': 1}
P41273	1	{'PF00229': 1}
P41279	1	{'PF00069': 1}
P41439	1	{'PF03024': 1}
P41440	0	
P41567	1	{'PF01253': 1}
P41586	0	
P41587	0	
P41594	2	{'PF10606': 1, 'PF00003': 1}
P41595	0	
P41597	0	
P41732	0	
P41743	3	{'PF00130': 1, 'PF00564': 1, 'PF00069': 1}
P41968	0	
P41970	1	{'PF00178': 1}
P42025	0	
P42081	1	{'PF07686': 1}
P42126	1	{'PF00378': 1}
P42127	0	
P42166	2	{'PF03020': 1, 'PF08198': 1}
P42167	2	{'PF03020': 1, 'PF08198': 1}
P42224	3	{'PF00017': 1, 'PF02864': 1, 'PF02865': 1}
P42226	3	{'PF00017': 1, 'PF02864': 1, 'PF02865': 1}
P42229	3	{'PF00017': 1, 'PF02864': 1, 'PF02865': 1}
P42261	1	{'PF10613': 1}
P42262	1	{'PF10613': 1}
P42263	1	{'PF10613': 1}
P42285	4	{'PF00270': 1, 'PF00271': 1, 'PF08148': 1, 'PF13234': 1}
P42330	1	{'PF00248': 1}
P42331	2	{'PF00620': 1, 'PF00169': 1}
P42336	2	{'PF00792': 1, 'PF00794': 1}
P42338	2	{'PF00792': 1, 'PF00794': 1}
P42345	1	{'PF08771': 1}
P42356	0	
P42357	0	
P42566	0	
P42568	2	{'PF03366': 1, 'PF17793': 1}
P42574	1	{'PF00656': 1}
P42575	2	{'PF00619': 1, 'PF00656': 1}
P42658	1	{'PF00326': 1}
P42677	0	
P42679	3	{'PF00017': 1, 'PF07714': 1, 'PF00018': 1}
P42680	4	{'PF00017': 1, 'PF07714': 1, 'PF00169': 1, 'PF00018': 1}
P42681	3	{'PF00017': 1, 'PF07714': 1, 'PF00018': 1}
P42684	4	{'PF00017': 1, 'PF07714': 1, 'PF08919': 1, 'PF00018': 1}
P42685	3	{'PF00017': 1, 'PF07714': 1, 'PF00018': 1}
P42694	3	{'PF13086': 2, 'PF13087': 1}
P42695	0	
P42696	2	{'PF00076': 2}
P42701	1	{'PF00041': 1}
P42702	3	{'PF00041': 1, 'PF17971': 1, 'PF18207': 1}
P42704	0	
P42765	2	{'PF00108': 1, 'PF02803': 1}
P42766	0	
P42768	2	{'PF00568': 1, 'PF00786': 1}
P42771	0	
P42772	0	
P42773	0	
P42785	1	{'PF05577': 1}
P42830	1	{'PF00048': 1}
P42857	0	
P42858	0	
P42892	0	
P42898	1	{'PF02219': 1}
P43003	0	
P43004	0	
P43005	0	
P43007	0	
P43026	1	{'PF00019': 1}
P43034	1	{'PF08513': 1}
P43080	2	{'PF13499': 1, 'PF13833': 1}
P43088	0	
P43115	0	
P43116	0	
P43119	0	
P43121	4	{'PF00047': 1, 'PF07686': 1, 'PF08205': 1, 'PF13927': 1}
P43146	9	{'PF00041': 6, 'PF07679': 3}
P43155	0	
P43166	1	{'PF00194': 1}
P43220	0	
P43234	1	{'PF00112': 1}
P43235	2	{'PF00112': 1, 'PF08246': 1}
P43243	0	
P43246	5	{'PF00488': 1, 'PF01624': 1, 'PF05188': 1, 'PF05190': 1, 'PF05192': 1}
P43250	2	{'PF00615': 1, 'PF00069': 1}
P43251	1	{'PF19018': 1}
P43268	1	{'PF00178': 1}
P43304	1	{'PF01266': 1}
P43307	0	
P43308	0	
P43320	2	{'PF00030': 2}
P43351	0	
P43353	0	
P43354	2	{'PF00104': 1, 'PF00105': 1}
P43355	0	
P43356	0	
P43357	0	
P43358	0	
P43359	0	
P43360	0	
P43361	0	
P43362	0	
P43363	0	
P43364	0	
P43365	0	
P43366	0	
P43378	2	{'PF00102': 1, 'PF00650': 1}
P43403	3	{'PF00017': 2, 'PF07714': 1}
P43405	3	{'PF00017': 2, 'PF07714': 1}
P43487	1	{'PF00638': 1}
P43489	3	{'PF00020': 3}
P43490	1	{'PF18127': 1}
P43626	2	{'PF00047': 2}
P43627	2	{'PF00047': 2}
P43628	2	{'PF00047': 2}
P43629	3	{'PF00047': 3}
P43630	3	{'PF00047': 3}
P43631	2	{'PF00047': 2}
P43632	2	{'PF00047': 2}
P43652	3	{'PF00273': 3}
P43657	0	
P43681	0	
P43686	3	{'PF00004': 1, 'PF16450': 1, 'PF17862': 1}
P43694	2	{'PF00320': 2}
P43699	1	{'PF00046': 1}
P43897	0	
P45378	0	
P45379	0	
P45381	1	{'PF04952': 1}
P45452	2	{'PF00413': 1, 'PF01471': 1}
P45844	1	{'PF00005': 1}
P45877	1	{'PF00160': 1}
P45880	0	
P45954	3	{'PF00441': 1, 'PF02770': 1, 'PF02771': 1}
P45973	2	{'PF00385': 1, 'PF01393': 1}
P45974	4	{'PF00627': 2, 'PF02148': 1, 'PF17807': 1}
P45983	1	{'PF00069': 1}
P45984	1	{'PF00069': 1}
P45985	1	{'PF00069': 1}
P46013	0	
P46019	1	{'PF19292': 1}
P46020	1	{'PF19292': 1}
P46059	0	
P46060	1	{'PF07834': 1}
P46063	3	{'PF00270': 1, 'PF00271': 1, 'PF16124': 1}
P46087	1	{'PF17125': 1}
P46089	0	
P46091	0	
P46092	0	
P46093	0	
P46094	0	
P46095	0	
P46098	0	
P46100	3	{'PF00176': 1, 'PF00271': 1, 'PF17981': 1}
P46108	3	{'PF00017': 1, 'PF07653': 1, 'PF00018': 1}
P46109	3	{'PF00017': 1, 'PF07653': 1, 'PF00018': 1}
P46199	2	{'PF00009': 1, 'PF11987': 1}
P46379	2	{'PF00240': 1, 'PF12057': 1}
P46439	2	{'PF02798': 1, 'PF14497': 1}
P46459	5	{'PF00004': 2, 'PF02359': 1, 'PF02933': 1, 'PF17862': 1}
P46527	0	
P46531	34	{'PF00066': 3, 'PF00008': 25, 'PF07645': 4, 'PF12661': 2}
P46597	2	{'PF00891': 1, 'PF16864': 1}
P46663	0	
P46695	0	
P46721	1	{'PF07648': 1}
P46734	1	{'PF00069': 1}
P46736	1	{'PF18110': 1}
P46776	0	
P46777	1	{'PF14204': 1}
P46778	0	
P46779	0	
P46781	1	{'PF01479': 1}
P46782	1	{'PF00177': 1}
P46783	1	{'PF03501': 1}
P46821	0	
P46926	1	{'PF01182': 1}
P46934	5	{'PF00397': 4, 'PF00632': 1}
P46937	2	{'PF00397': 2}
P46939	16	{'PF00307': 2, 'PF00397': 1, 'PF00569': 1, 'PF09068': 1, 'PF09069': 1, 'PF00435': 10}
P46940	1	{'PF00307': 1}
P46952	1	{'PF06052': 1}
P46976	0	
P46977	0	
P47211	0	
P47224	1	{'PF04421': 1}
P47710	0	
P47712	1	{'PF00168': 1}
P47736	0	
P47755	0	
P47756	0	
P47775	0	
P47804	0	
P47813	1	{'PF01176': 1}
P47869	0	
P47870	0	
P47871	0	
P47872	0	
P47874	0	
P47881	0	
P47883	0	
P47884	0	
P47887	0	
P47888	0	
P47890	0	
P47893	0	
P47895	0	
P47897	2	{'PF00749': 1, 'PF03950': 1}
P47898	0	
P47900	0	
P47901	0	
P47902	1	{'PF00046': 1}
P47914	0	
P47928	1	{'PF00010': 1}
P47929	1	{'PF00337': 1}
P47944	1	{'PF00131': 1}
P47972	1	{'PF00354': 1}
P47974	0	
P47985	2	{'PF00355': 1, 'PF09165': 1}
P47989	4	{'PF00111': 1, 'PF01315': 1, 'PF01799': 1, 'PF03450': 1}
P47992	1	{'PF00048': 1}
P48023	1	{'PF00229': 1}
P48029	0	
P48039	0	
P48047	0	
P48048	2	{'PF01007': 1, 'PF17655': 1}
P48050	2	{'PF01007': 1, 'PF17655': 1}
P48051	2	{'PF01007': 1, 'PF17655': 1}
P48052	2	{'PF00246': 1, 'PF02244': 1}
P48058	1	{'PF10613': 1}
P48059	5	{'PF00412': 5}
P48060	1	{'PF00188': 1}
P48061	1	{'PF00048': 1}
P48065	0	
P48066	0	
P48067	0	
P48145	0	
P48146	0	
P48147	1	{'PF00326': 1}
P48163	2	{'PF00390': 1, 'PF03949': 1}
P48165	1	{'PF00029': 1}
P48167	0	
P48169	0	
P48200	1	{'PF00694': 1}
P48201	0	
P48230	0	
P48304	1	{'PF00059': 1}
P48307	3	{'PF00014': 3}
P48357	3	{'PF06328': 1, 'PF18589': 2}
P48378	1	{'PF02257': 1}
P48380	1	{'PF02257': 1}
P48382	3	{'PF02257': 1, 'PF14621': 1, 'PF18326': 1}
P48426	0	
P48431	1	{'PF00505': 1}
P48436	1	{'PF00505': 1}
P48443	2	{'PF00104': 1, 'PF00105': 1}
P48444	1	{'PF01217': 1}
P48448	0	
P48449	0	
P48454	1	{'PF00149': 1}
P48506	0	
P48507	1	{'PF00248': 1}
P48509	0	
P48539	0	
P48544	2	{'PF01007': 1, 'PF17655': 1}
P48546	0	
P48547	1	{'PF02214': 1}
P48549	2	{'PF01007': 1, 'PF17655': 1}
P48551	1	{'PF09294': 1}
P48552	0	
P48553	0	
P48556	0	
P48594	1	{'PF00079': 1}
P48595	1	{'PF00079': 1}
P48634	0	
P48637	2	{'PF03199': 1, 'PF03917': 1}
P48643	0	
P48645	0	
P48651	0	
P48664	0	
P48668	0	
P48681	0	
P48723	0	
P48728	2	{'PF01571': 1, 'PF08669': 1}
P48729	1	{'PF00069': 1}
P48730	1	{'PF00069': 1}
P48735	1	{'PF00180': 1}
P48736	3	{'PF00792': 1, 'PF00794': 1, 'PF19710': 1}
P48739	0	
P48740	5	{'PF00084': 2, 'PF00089': 1, 'PF00431': 2}
P48741	0	
P48742	3	{'PF00046': 1, 'PF00412': 2}
P48745	4	{'PF00007': 1, 'PF00093': 1, 'PF00219': 1, 'PF19035': 1}
P48751	1	{'PF07565': 1}
P48764	0	
P48775	0	
P48788	0	
P48960	4	{'PF07645': 4}
P48995	0	
P49005	1	{'PF18018': 1}
P49006	0	
P49019	0	
P49023	4	{'PF00412': 4}
P49069	0	
P49116	2	{'PF00104': 1, 'PF00105': 1}
P49137	1	{'PF00069': 1}
P49146	0	
P49184	1	{'PF03372': 1}
P49189	0	
P49190	0	
P49207	0	
P49221	2	{'PF00868': 1, 'PF00927': 1}
P49223	1	{'PF00014': 1}
P49238	0	
P49247	0	
P49257	1	{'PF03388': 1}
P49279	0	
P49281	0	
P49286	0	
P49321	0	
P49326	0	
P49327	8	{'PF00109': 1, 'PF00550': 1, 'PF00107': 1, 'PF00698': 1, 'PF00975': 1, 'PF02801': 1, 'PF08242': 1, 'PF14765': 1}
P49335	2	{'PF00046': 1, 'PF00157': 1}
P49336	1	{'PF00069': 1}
P49354	0	
P49356	0	
P49366	1	{'PF01916': 1}
P49368	0	
P49406	0	
P49407	2	{'PF00339': 1, 'PF02752': 1}
P49411	3	{'PF00009': 1, 'PF03143': 1, 'PF03144': 1}
P49418	2	{'PF03114': 1, 'PF14604': 1}
P49419	0	
P49427	1	{'PF00179': 1}
P49441	0	
P49447	0	
P49448	2	{'PF00208': 1, 'PF02812': 1}
P49450	1	{'PF00125': 1}
P49454	1	{'PF10490': 1}
P49458	1	{'PF05486': 1}
P49459	1	{'PF00179': 1}
P49585	1	{'PF01467': 1}
P49588	1	{'PF07973': 1}
P49589	0	
P49590	2	{'PF03129': 1, 'PF13393': 1}
P49591	2	{'PF00587': 1, 'PF02403': 1}
P49593	0	
P49619	2	{'PF00130': 1, 'PF14513': 1}
P49638	2	{'PF00650': 1, 'PF03765': 1}
P49639	1	{'PF00046': 1}
P49640	1	{'PF00046': 1}
P49641	3	{'PF01074': 1, 'PF07748': 1, 'PF09261': 1}
P49642	0	
P49643	0	
P49662	2	{'PF00619': 1, 'PF00656': 1}
P49674	1	{'PF00069': 1}
P49675	1	{'PF01852': 1}
P49682	0	
P49683	0	
P49685	0	
P49703	1	{'PF00025': 1}
P49711	7	{'PF00096': 6, 'PF13909': 1}
P49715	0	
P49716	0	
P49720	1	{'PF00227': 1}
P49721	1	{'PF00227': 1}
P49736	4	{'PF00493': 1, 'PF14551': 1, 'PF17207': 1, 'PF17855': 1}
P49746	8	{'PF02412': 6, 'PF07645': 2}
P49747	8	{'PF02412': 6, 'PF07645': 2}
