Pfam domain	Domain 1	Domain 2	Length Domain 1	Length Domain 2	Seq Id	RMSD	Prop aligned	Dist centroids (A)	Pocket 1	Pocket 2	PocketVec Similarity
PF00069	Q15831_PF00069_49_309	Q9UK32_PF00069_73_330	261	258	0.571	0.952	0.944444	4.743	Q15831_PF00069_49_309_fpocket_2	Q9UK32_PF00069_73_330_fpocket_19	0.81
PF00069	Q52WX2_PF00069_53_315	Q9UK32_PF00069_73_330	263	258	0.556	0.556	1.0	2.187	Q52WX2_PF00069_53_315_fpocket_10	Q9UK32_PF00069_73_330_fpocket_19	0.813
PF00070	O95831_PF00070_302_386	P00390_PF00070_233_312	85	80	0.214	2.067	1.0	3.008	O95831_PF00070_302_386_fpocket_3	P00390_PF00070_233_312_fpocket_2	0.787
PF00071	P08134_PF00071_7_180	P11233_PF00071_16_177	174	162	0.714	0.387	1.0	5.419	P08134_PF00071_7_180_fpocket_1	P11233_PF00071_16_177_fpocket_8	0.868
PF00071	P08134_PF00071_7_180	P11233_PF00071_16_177	174	162	0.571	0.554	1.0	3.841	P08134_PF00071_7_180_fpocket_3	P11233_PF00071_16_177_fpocket_8	0.851
PF00071	P08134_PF00071_7_180	P57735_PF00071_14_175	174	162	0.571	0.561	1.0	0.667	P08134_PF00071_7_180_fpocket_1	P57735_PF00071_14_175_fpocket_1	0.8180000000000001
PF00071	P08134_PF00071_7_180	P57735_PF00071_14_175	174	162	0.524	0.691	1.0	5.724	P08134_PF00071_7_180_fpocket_3	P57735_PF00071_14_175_fpocket_1	0.8069999999999999
PF00071	P08134_PF00071_7_180	P61018_PF00071_10_171	174	162	0.619	0.581	1.0	3.442	P08134_PF00071_7_180_fpocket_1	P61018_PF00071_10_171_fpocket_1	0.857
PF00071	P08134_PF00071_7_180	Q86YS6_PF00071_20_182	174	163	0.667	0.503	1.0	3.44	P08134_PF00071_7_180_fpocket_1	Q86YS6_PF00071_20_182_fpocket_1	0.84
PF00071	P08134_PF00071_7_180	Q96D21_PF00071_21_191	174	171	0.524	0.517	1.0	2.868	P08134_PF00071_7_180_fpocket_1	Q96D21_PF00071_21_191_fpocket_1	0.815
PF00071	P08134_PF00071_7_180	Q96D21_PF00071_21_191	174	171	0.364	0.536	1.0	3.741	P08134_PF00071_7_180_fpocket_3	Q96D21_PF00071_21_191_fpocket_1	0.813
PF00071	P08134_PF00071_7_180	Q9H082_PF00071_35_201	174	167	0.714	0.558	1.0	1.857	P08134_PF00071_7_180_fpocket_1	Q9H082_PF00071_35_201_fpocket_1	0.836
PF00071	P08134_PF00071_7_180	Q9H082_PF00071_35_201	174	167	0.65	0.711	1.0	4.544	P08134_PF00071_7_180_fpocket_3	Q9H082_PF00071_35_201_fpocket_1	0.804
PF00071	P11233_PF00071_16_177	P57735_PF00071_14_175	162	162	0.571	0.673	1.0	5.695	P11233_PF00071_16_177_fpocket_8	P57735_PF00071_14_175_fpocket_1	0.812
PF00071	P11233_PF00071_16_177	P61018_PF00071_10_171	162	162	0.571	0.761	1.0	3.64	P11233_PF00071_16_177_fpocket_8	P61018_PF00071_10_171_fpocket_1	0.835
PF00071	P11233_PF00071_16_177	Q86YS6_PF00071_20_182	162	163	0.476	0.607	1.0	3.742	P11233_PF00071_16_177_fpocket_8	Q86YS6_PF00071_20_182_fpocket_1	0.8140000000000001
PF00071	P11233_PF00071_16_177	Q96D21_PF00071_21_191	162	171	0.571	0.285	1.0	4.901	P11233_PF00071_16_177_fpocket_8	Q96D21_PF00071_21_191_fpocket_1	0.8029999999999999
PF00071	P11233_PF00071_16_177	Q9H082_PF00071_35_201	162	167	0.571	0.742	1.0	4.817	P11233_PF00071_16_177_fpocket_8	Q9H082_PF00071_35_201_fpocket_1	0.783
PF00071	P57735_PF00071_14_175	P61018_PF00071_10_171	162	162	0.619	0.261	1.0	4.057	P57735_PF00071_14_175_fpocket_1	P61018_PF00071_10_171_fpocket_1	0.884
PF00071	P57735_PF00071_14_175	P61018_PF00071_10_171	162	162	0.714	0.805	1.0	5.482	P57735_PF00071_14_175_fpocket_2	P61018_PF00071_10_171_fpocket_1	0.862
PF00071	P57735_PF00071_14_175	Q86YS6_PF00071_20_182	162	163	0.571	0.301	1.0	3.897	P57735_PF00071_14_175_fpocket_1	Q86YS6_PF00071_20_182_fpocket_1	0.848
PF00071	P57735_PF00071_14_175	Q86YS6_PF00071_20_182	162	163	0.667	0.481	1.0	5.701	P57735_PF00071_14_175_fpocket_2	Q86YS6_PF00071_20_182_fpocket_1	0.877
PF00071	P57735_PF00071_14_175	Q96D21_PF00071_21_191	162	171	0.524	0.786	1.0	2.519	P57735_PF00071_14_175_fpocket_1	Q96D21_PF00071_21_191_fpocket_1	0.761
PF00071	P57735_PF00071_14_175	Q9H082_PF00071_35_201	162	167	0.667	0.392	1.0	1.508	P57735_PF00071_14_175_fpocket_1	Q9H082_PF00071_35_201_fpocket_1	0.83
PF00071	P57735_PF00071_14_175	Q9H082_PF00071_35_201	162	167	0.667	0.832	1.0	0.733	P57735_PF00071_14_175_fpocket_2	Q9H082_PF00071_35_201_fpocket_6	0.8280000000000001
PF00071	P61018_PF00071_10_171	Q86YS6_PF00071_20_182	162	163	0.476	0.694	1.0	0.836	P61018_PF00071_10_171_fpocket_1	Q86YS6_PF00071_20_182_fpocket_1	0.897
PF00071	P61018_PF00071_10_171	Q86YS6_PF00071_20_182	162	163	0.714	0.45	1.0	2.302	P61018_PF00071_10_171_fpocket_6	Q86YS6_PF00071_20_182_fpocket_6	0.752
PF00071	P61018_PF00071_10_171	Q96D21_PF00071_21_191	162	171	0.429	0.824	1.0	5.104	P61018_PF00071_10_171_fpocket_1	Q96D21_PF00071_21_191_fpocket_1	0.76
PF00071	P61018_PF00071_10_171	Q9H082_PF00071_35_201	162	167	0.55	0.457	1.0	4.188	P61018_PF00071_10_171_fpocket_1	Q9H082_PF00071_35_201_fpocket_1	0.8220000000000001
PF00071	P61018_PF00071_10_171	Q9H082_PF00071_35_201	162	167	0.667	0.571	1.0	5.259	P61018_PF00071_10_171_fpocket_1	Q9H082_PF00071_35_201_fpocket_6	0.858
PF00071	Q86YS6_PF00071_20_182	Q96D21_PF00071_21_191	163	171	0.455	0.619	1.0	5.072	Q86YS6_PF00071_20_182_fpocket_1	Q96D21_PF00071_21_191_fpocket_1	0.751
PF00071	Q86YS6_PF00071_20_182	Q9H082_PF00071_35_201	163	167	0.7	0.571	1.0	3.869	Q86YS6_PF00071_20_182_fpocket_1	Q9H082_PF00071_35_201_fpocket_1	0.8280000000000001
PF00071	Q86YS6_PF00071_20_182	Q9H082_PF00071_35_201	163	167	0.714	0.727	1.0	5.6	Q86YS6_PF00071_20_182_fpocket_1	Q9H082_PF00071_35_201_fpocket_6	0.862
PF00071	Q96D21_PF00071_21_191	Q9H082_PF00071_35_201	171	167	0.5	0.67	1.0	2.25	Q96D21_PF00071_21_191_fpocket_1	Q9H082_PF00071_35_201_fpocket_1	0.792
PF00074	P07998_PF00074_31_149	P10153_PF00074_33_158	119	126	0.692	0.261	0.928571	3.201	P07998_PF00074_31_149_fpocket_2	P10153_PF00074_33_158_fpocket_1	0.786
PF00074	P07998_PF00074_31_149	P34096_PF00074_31_146	119	116	0.8	0.345	1.0	1.303	P07998_PF00074_31_149_fpocket_1	P34096_PF00074_31_146_fpocket_1	0.847
PF00074	P07998_PF00074_31_149	Q5GAN3_PF00074_28_150	119	123	0.133	1.779	0.8	2.057	P07998_PF00074_31_149_fpocket_1	Q5GAN3_PF00074_28_150_fpocket_1	0.766
PF00074	P07998_PF00074_31_149	Q9H1E1_PF00074_34_153	119	120	0.733	0.574	1.0	5.283	P07998_PF00074_31_149_fpocket_1	Q9H1E1_PF00074_34_153_fpocket_9	0.845
PF00074	P07998_PF00074_31_149	Q9H1E1_PF00074_34_153	119	120	0.75	0.297	1.0	1.644	P07998_PF00074_31_149_fpocket_2	Q9H1E1_PF00074_34_153_fpocket_2	0.863
PF00074	P10153_PF00074_33_158	P12724_PF00074_33_157	126	125	0.733	0.823	1.0	4.151	P10153_PF00074_33_158_fpocket_2	P12724_PF00074_33_157_fpocket_6	0.8089999999999999
PF00074	P10153_PF00074_33_158	Q9H1E1_PF00074_34_153	126	120	0.769	0.348	0.928571	1.644	P10153_PF00074_33_158_fpocket_1	Q9H1E1_PF00074_34_153_fpocket_2	0.813
PF00074	P12724_PF00074_33_157	P56851_PF00074_28_142	125	115	0.25	0.311	0.833333	5.396	P12724_PF00074_33_157_fpocket_6	P56851_PF00074_28_142_fpocket_4	0.763
PF00074	P12724_PF00074_33_157	Q93091_PF00074_29_147	125	119	0.786	0.602	1.0	5.125	P12724_PF00074_33_157_fpocket_6	Q93091_PF00074_29_147_fpocket_4	0.794
PF00074	P12724_PF00074_33_157	Q9H1E1_PF00074_34_153	125	120	0.769	0.528	1.0	6.096	P12724_PF00074_33_157_fpocket_6	Q9H1E1_PF00074_34_153_fpocket_9	0.78
PF00074	P34096_PF00074_31_146	Q5GAN3_PF00074_28_150	116	123	0.133	2.232	0.823529	2.484	P34096_PF00074_31_146_fpocket_1	Q5GAN3_PF00074_28_150_fpocket_1	0.789
PF00074	P34096_PF00074_31_146	Q93091_PF00074_29_147	116	119	0.786	0.482	1.0	5.196	P34096_PF00074_31_146_fpocket_1	Q93091_PF00074_29_147_fpocket_4	0.8069999999999999
PF00074	P34096_PF00074_31_146	Q9H1E1_PF00074_34_153	116	120	0.769	0.523	1.0	4.051	P34096_PF00074_31_146_fpocket_1	Q9H1E1_PF00074_34_153_fpocket_9	0.837
PF00074	P56851_PF00074_28_142	Q14507_PF00074_29_139	115	111	0.692	1.376	1.0	5.96	P56851_PF00074_28_142_fpocket_4	Q14507_PF00074_29_139_fpocket_4	0.798
PF00074	P56851_PF00074_28_142	Q5GAN4_PF00074_23_143	115	121	0.333	0.482	0.923077	5.803	P56851_PF00074_28_142_fpocket_4	Q5GAN4_PF00074_23_143_fpocket_9	0.834
PF00074	Q5GAN3_PF00074_28_150	Q5GAN4_PF00074_23_143	123	121	0.333	2.845	0.818182	4.332	Q5GAN3_PF00074_28_150_fpocket_1	Q5GAN4_PF00074_23_143_fpocket_9	0.77
PF00074	Q93091_PF00074_29_147	Q9H1E1_PF00074_34_153	119	120	0.786	0.17	1.0	1.144	Q93091_PF00074_29_147_fpocket_4	Q9H1E1_PF00074_34_153_fpocket_9	0.884
PF00075	P63132_PF00075_461_590	P63133_PF00075_461_590	130	130	0.95	0.172	1.0	1.758	P63132_PF00075_461_590_fpocket_4	P63133_PF00075_461_590_fpocket_9	0.915
PF00075	P63132_PF00075_461_590	Q9UQG0_PF00075_461_590	130	130	1.0	0.08	1.0	0.117	P63132_PF00075_461_590_fpocket_4	Q9UQG0_PF00075_461_590_fpocket_4	0.966
PF00075	P63133_PF00075_461_590	Q9UQG0_PF00075_461_590	130	130	0.95	0.159	1.0	1.867	P63133_PF00075_461_590_fpocket_9	Q9UQG0_PF00075_461_590_fpocket_4	0.916
PF00076	A0A2R8Y4L2_PF00076_62_131	O60506_PF00076_164_232	70	69	0.462	2.381	0.842105	4.481	A0A2R8Y4L2_PF00076_62_131_fpocket_1	O60506_PF00076_164_232_fpocket_1	0.8029999999999999
PF00076	A0A2R8Y4L2_PF00076_62_131	P0CB38_PF00076_100_167	70	68	0.278	2.329	0.866667	1.87	A0A2R8Y4L2_PF00076_62_131_fpocket_1	P0CB38_PF00076_100_167_fpocket_1	0.8240000000000001
PF00076	A0A2R8Y4L2_PF00076_62_131	P23246_PF00076_299_363	70	65	0.375	1.748	0.8	5.011	A0A2R8Y4L2_PF00076_62_131_fpocket_1	P23246_PF00076_299_363_fpocket_5	0.79
PF00076	A0A2R8Y4L2_PF00076_62_131	Q13151_PF00076_9_78	70	70	0.348	1.092	1.0	3.032	A0A2R8Y4L2_PF00076_62_131_fpocket_1	Q13151_PF00076_9_78_fpocket_1	0.817
PF00076	A0A2R8Y4L2_PF00076_62_131	Q13283_PF00076_342_406	70	65	0.417	3.892	0.8	1.405	A0A2R8Y4L2_PF00076_62_131_fpocket_1	Q13283_PF00076_342_406_fpocket_2	0.78
PF00076	A0A2R8Y4L2_PF00076_62_131	Q14151_PF00076_409_479	70	71	0.375	1.488	1.0	4.923	A0A2R8Y4L2_PF00076_62_131_fpocket_3	Q14151_PF00076_409_479_fpocket_1	0.783
PF00076	A0A2R8Y4L2_PF00076_62_131	Q32P51_PF00076_107_178	70	72	1.0	0.111	1.0	0.156	A0A2R8Y4L2_PF00076_62_131_fpocket_3	Q32P51_PF00076_107_178_fpocket_1	0.948
PF00076	O60506_PF00076_164_232	P0CB38_PF00076_100_167	69	68	0.4	0.458	0.947368	3.048	O60506_PF00076_164_232_fpocket_1	P0CB38_PF00076_100_167_fpocket_1	0.833
PF00076	O60506_PF00076_164_232	Q13151_PF00076_9_78	69	70	0.333	2.283	0.842105	4.616	O60506_PF00076_164_232_fpocket_1	Q13151_PF00076_9_78_fpocket_1	0.804
PF00076	P0CB38_PF00076_100_167	P23246_PF00076_299_363	68	65	0.316	0.214	0.8	6.058	P0CB38_PF00076_100_167_fpocket_1	P23246_PF00076_299_363_fpocket_5	0.81
PF00076	P0CB38_PF00076_100_167	P23246_PF00076_299_363	68	65	0.5	0.523	0.846154	2.63	P0CB38_PF00076_100_167_fpocket_2	P23246_PF00076_299_363_fpocket_2	0.758
PF00076	P0CB38_PF00076_100_167	Q13151_PF00076_9_78	68	70	0.5	1.632	0.869565	1.812	P0CB38_PF00076_100_167_fpocket_1	Q13151_PF00076_9_78_fpocket_1	0.8
PF00076	Q13151_PF00076_9_78	Q13283_PF00076_342_406	70	65	0.45	3.708	0.869565	2.066	Q13151_PF00076_9_78_fpocket_1	Q13283_PF00076_342_406_fpocket_2	0.769
PF00076	Q14151_PF00076_409_479	Q32P51_PF00076_107_178	71	72	0.333	1.655	1.0	4.67	Q14151_PF00076_409_479_fpocket_1	Q32P51_PF00076_107_178_fpocket_1	0.785
PF00078	O00370_PF00078_517_773	P10266_PF00078_76_245	257	170	0.438	1.358	1.0	3.452	O00370_PF00078_517_773_fpocket_18	P10266_PF00078_76_245_fpocket_2	0.784
PF00078	O00370_PF00078_517_773	P63132_PF00078_76_245	257	170	0.5	1.452	1.0	3.67	O00370_PF00078_517_773_fpocket_18	P63132_PF00078_76_245_fpocket_8	0.784
PF00078	O00370_PF00078_517_773	P63133_PF00078_76_245	257	170	0.471	1.507	1.0	3.393	O00370_PF00078_517_773_fpocket_18	P63133_PF00078_76_245_fpocket_7	0.794
PF00078	O00370_PF00078_517_773	P63135_PF00078_76_245	257	170	0.538	1.589	1.0	0.762	O00370_PF00078_517_773_fpocket_18	P63135_PF00078_76_245_fpocket_1	0.769
PF00078	O00370_PF00078_517_773	P63136_PF00078_76_245	257	170	0.538	1.761	1.0	1.631	O00370_PF00078_517_773_fpocket_18	P63136_PF00078_76_245_fpocket_1	0.8069999999999999
PF00078	O00370_PF00078_517_773	Q9BXR3_PF00078_76_245	257	170	0.462	1.816	1.0	2.965	O00370_PF00078_517_773_fpocket_18	Q9BXR3_PF00078_76_245_fpocket_2	0.779
PF00078	O00370_PF00078_517_773	Q9QC07_PF00078_76_245	257	170	0.438	1.726	1.0	2.594	O00370_PF00078_517_773_fpocket_18	Q9QC07_PF00078_76_245_fpocket_1	0.768
PF00078	O00370_PF00078_517_773	Q9UQG0_PF00078_76_245	257	170	0.438	1.521	1.0	4.259	O00370_PF00078_517_773_fpocket_18	Q9UQG0_PF00078_76_245_fpocket_9	0.754
PF00078	P10266_PF00078_76_245	P63132_PF00078_76_245	170	170	1.0	0.492	1.0	0.662	P10266_PF00078_76_245_fpocket_2	P63132_PF00078_76_245_fpocket_8	0.812
PF00078	P10266_PF00078_76_245	P63132_PF00078_76_245	170	170	0.857	0.203	1.0	1.557	P10266_PF00078_76_245_fpocket_3	P63132_PF00078_76_245_fpocket_2	0.783
PF00078	P10266_PF00078_76_245	P63133_PF00078_76_245	170	170	1.0	0.238	1.0	0.282	P10266_PF00078_76_245_fpocket_2	P63133_PF00078_76_245_fpocket_7	0.857
PF00078	P10266_PF00078_76_245	P63135_PF00078_76_245	170	170	1.0	0.356	1.0	3.018	P10266_PF00078_76_245_fpocket_2	P63135_PF00078_76_245_fpocket_1	0.796
PF00078	P10266_PF00078_76_245	P63136_PF00078_76_245	170	170	1.0	0.11	1.0	4.42	P10266_PF00078_76_245_fpocket_2	P63136_PF00078_76_245_fpocket_1	0.868
PF00078	P10266_PF00078_76_245	P63136_PF00078_76_245	170	170	0.857	0.145	1.0	1.752	P10266_PF00078_76_245_fpocket_3	P63136_PF00078_76_245_fpocket_3	0.832
PF00078	P10266_PF00078_76_245	Q9BXR3_PF00078_76_245	170	170	1.0	0.218	1.0	5.732	P10266_PF00078_76_245_fpocket_2	Q9BXR3_PF00078_76_245_fpocket_2	0.796
PF00078	P10266_PF00078_76_245	Q9BXR3_PF00078_76_245	170	170	0.857	0.182	1.0	6.045	P10266_PF00078_76_245_fpocket_3	Q9BXR3_PF00078_76_245_fpocket_2	0.8049999999999999
PF00078	P10266_PF00078_76_245	Q9QC07_PF00078_76_245	170	170	1.0	0.114	1.0	1.565	P10266_PF00078_76_245_fpocket_2	Q9QC07_PF00078_76_245_fpocket_1	0.849
PF00078	P10266_PF00078_76_245	Q9QC07_PF00078_76_245	170	170	0.857	0.148	1.0	1.614	P10266_PF00078_76_245_fpocket_3	Q9QC07_PF00078_76_245_fpocket_7	0.831
PF00078	P10266_PF00078_76_245	Q9UQG0_PF00078_76_245	170	170	1.0	0.361	1.0	1.361	P10266_PF00078_76_245_fpocket_2	Q9UQG0_PF00078_76_245_fpocket_9	0.794
PF00078	P10266_PF00078_76_245	Q9UQG0_PF00078_76_245	170	170	0.857	0.144	1.0	1.519	P10266_PF00078_76_245_fpocket_3	Q9UQG0_PF00078_76_245_fpocket_3	0.802
PF00078	P63132_PF00078_76_245	P63133_PF00078_76_245	170	170	1.0	0.351	1.0	0.425	P63132_PF00078_76_245_fpocket_8	P63133_PF00078_76_245_fpocket_7	0.864
PF00078	P63132_PF00078_76_245	P63135_PF00078_76_245	170	170	1.0	0.224	1.0	3.081	P63132_PF00078_76_245_fpocket_8	P63135_PF00078_76_245_fpocket_1	0.873
PF00078	P63132_PF00078_76_245	P63136_PF00078_76_245	170	170	1.0	0.173	1.0	0.579	P63132_PF00078_76_245_fpocket_2	P63136_PF00078_76_245_fpocket_3	0.827
PF00078	P63132_PF00078_76_245	P63136_PF00078_76_245	170	170	1.0	0.417	1.0	4.6	P63132_PF00078_76_245_fpocket_8	P63136_PF00078_76_245_fpocket_1	0.792
PF00078	P63132_PF00078_76_245	Q9BXR3_PF00078_76_245	170	170	1.0	0.156	1.0	4.621	P63132_PF00078_76_245_fpocket_2	Q9BXR3_PF00078_76_245_fpocket_2	0.853
PF00078	P63132_PF00078_76_245	Q9BXR3_PF00078_76_245	170	170	1.0	0.345	1.0	5.706	P63132_PF00078_76_245_fpocket_8	Q9BXR3_PF00078_76_245_fpocket_2	0.835
PF00078	P63132_PF00078_76_245	Q9QC07_PF00078_76_245	170	170	1.0	0.244	1.0	0.701	P63132_PF00078_76_245_fpocket_2	Q9QC07_PF00078_76_245_fpocket_7	0.8160000000000001
PF00078	P63132_PF00078_76_245	Q9QC07_PF00078_76_245	170	170	1.0	0.591	1.0	2.099	P63132_PF00078_76_245_fpocket_8	Q9QC07_PF00078_76_245_fpocket_1	0.796
PF00078	P63132_PF00078_76_245	Q9UQG0_PF00078_76_245	170	170	1.0	0.178	1.0	0.393	P63132_PF00078_76_245_fpocket_2	Q9UQG0_PF00078_76_245_fpocket_3	0.872
PF00078	P63132_PF00078_76_245	Q9UQG0_PF00078_76_245	170	170	1.0	0.246	1.0	0.796	P63132_PF00078_76_245_fpocket_8	Q9UQG0_PF00078_76_245_fpocket_9	0.843
PF00078	P63133_PF00078_76_245	P63135_PF00078_76_245	170	170	1.0	0.182	1.0	0.967	P63133_PF00078_76_245_fpocket_6	P63135_PF00078_76_245_fpocket_7	0.933
PF00078	P63133_PF00078_76_245	P63135_PF00078_76_245	170	170	1.0	0.229	1.0	2.94	P63133_PF00078_76_245_fpocket_7	P63135_PF00078_76_245_fpocket_1	0.852
PF00078	P63133_PF00078_76_245	P63136_PF00078_76_245	170	170	1.0	0.163	1.0	4.382	P63133_PF00078_76_245_fpocket_7	P63136_PF00078_76_245_fpocket_1	0.875
PF00078	P63133_PF00078_76_245	Q9BXR3_PF00078_76_245	170	170	1.0	0.103	1.0	0.214	P63133_PF00078_76_245_fpocket_6	Q9BXR3_PF00078_76_245_fpocket_6	0.908
PF00078	P63133_PF00078_76_245	Q9BXR3_PF00078_76_245	170	170	1.0	0.183	1.0	5.604	P63133_PF00078_76_245_fpocket_7	Q9BXR3_PF00078_76_245_fpocket_2	0.851
PF00078	P63133_PF00078_76_245	Q9QC07_PF00078_76_245	170	170	1.0	0.317	1.0	1.704	P63133_PF00078_76_245_fpocket_7	Q9QC07_PF00078_76_245_fpocket_1	0.841
PF00078	P63133_PF00078_76_245	Q9UQG0_PF00078_76_245	170	170	1.0	0.247	1.0	1.191	P63133_PF00078_76_245_fpocket_7	Q9UQG0_PF00078_76_245_fpocket_9	0.787
PF00078	P63135_PF00078_76_245	P63136_PF00078_76_245	170	170	1.0	0.277	1.0	1.711	P63135_PF00078_76_245_fpocket_1	P63136_PF00078_76_245_fpocket_1	0.812
PF00078	P63135_PF00078_76_245	Q9BXR3_PF00078_76_245	170	170	1.0	0.25	1.0	3.028	P63135_PF00078_76_245_fpocket_1	Q9BXR3_PF00078_76_245_fpocket_2	0.86
PF00078	P63135_PF00078_76_245	Q9BXR3_PF00078_76_245	170	170	1.0	0.216	1.0	0.931	P63135_PF00078_76_245_fpocket_7	Q9BXR3_PF00078_76_245_fpocket_6	0.887
PF00078	P63135_PF00078_76_245	Q9QC07_PF00078_76_245	170	170	1.0	0.434	1.0	2.302	P63135_PF00078_76_245_fpocket_1	Q9QC07_PF00078_76_245_fpocket_1	0.777
PF00078	P63135_PF00078_76_245	Q9UQG0_PF00078_76_245	170	170	1.0	0.231	1.0	3.709	P63135_PF00078_76_245_fpocket_1	Q9UQG0_PF00078_76_245_fpocket_9	0.821
PF00078	P63136_PF00078_76_245	Q9BXR3_PF00078_76_245	170	170	1.0	0.118	1.0	2.143	P63136_PF00078_76_245_fpocket_1	Q9BXR3_PF00078_76_245_fpocket_2	0.862
PF00078	P63136_PF00078_76_245	Q9BXR3_PF00078_76_245	170	170	1.0	0.088	1.0	4.395	P63136_PF00078_76_245_fpocket_3	Q9BXR3_PF00078_76_245_fpocket_2	0.842
PF00078	P63136_PF00078_76_245	Q9QC07_PF00078_76_245	170	170	1.0	0.198	1.0	3.277	P63136_PF00078_76_245_fpocket_1	Q9QC07_PF00078_76_245_fpocket_1	0.88
PF00078	P63136_PF00078_76_245	Q9QC07_PF00078_76_245	170	170	1.0	0.088	1.0	0.246	P63136_PF00078_76_245_fpocket_3	Q9QC07_PF00078_76_245_fpocket_7	0.9339999999999999
PF00078	P63136_PF00078_76_245	Q9UQG0_PF00078_76_245	170	170	1.0	0.321	1.0	5.296	P63136_PF00078_76_245_fpocket_1	Q9UQG0_PF00078_76_245_fpocket_9	0.755
PF00078	P63136_PF00078_76_245	Q9UQG0_PF00078_76_245	170	170	1.0	0.199	1.0	0.303	P63136_PF00078_76_245_fpocket_3	Q9UQG0_PF00078_76_245_fpocket_3	0.825
PF00078	Q9BXR3_PF00078_76_245	Q9QC07_PF00078_76_245	170	170	1.0	0.299	1.0	4.967	Q9BXR3_PF00078_76_245_fpocket_2	Q9QC07_PF00078_76_245_fpocket_1	0.774
PF00078	Q9BXR3_PF00078_76_245	Q9QC07_PF00078_76_245	170	170	1.0	0.139	1.0	4.537	Q9BXR3_PF00078_76_245_fpocket_2	Q9QC07_PF00078_76_245_fpocket_7	0.837
PF00078	Q9BXR3_PF00078_76_245	Q9UQG0_PF00078_76_245	170	170	1.0	0.193	1.0	4.65	Q9BXR3_PF00078_76_245_fpocket_2	Q9UQG0_PF00078_76_245_fpocket_3	0.815
PF00078	Q9QC07_PF00078_76_245	Q9UQG0_PF00078_76_245	170	170	1.0	0.495	1.0	2.874	Q9QC07_PF00078_76_245_fpocket_1	Q9UQG0_PF00078_76_245_fpocket_9	0.761
PF00078	Q9QC07_PF00078_76_245	Q9UQG0_PF00078_76_245	170	170	1.0	0.239	1.0	0.38	Q9QC07_PF00078_76_245_fpocket_7	Q9UQG0_PF00078_76_245_fpocket_3	0.819
PF00079	P01008_PF00079_85_461	P01019_PF00079_108_481	377	374	0.188	3.27	0.809524	2.29	P01008_PF00079_85_461_fpocket_11	P01019_PF00079_108_481_fpocket_15	0.862
PF00079	P01008_PF00079_85_461	P05546_PF00079_129_496	377	368	0.5	1.173	0.952381	5.77	P01008_PF00079_85_461_fpocket_11	P05546_PF00079_129_496_fpocket_7	0.8180000000000001
PF00079	P01008_PF00079_85_461	P05546_PF00079_129_496	377	368	0.474	1.147	0.952381	1.048	P01008_PF00079_85_461_fpocket_11	P05546_PF00079_129_496_fpocket_8	0.8029999999999999
PF00079	P01008_PF00079_85_461	P20848_PF00079_55_417	377	363	0.15	2.346	0.952381	3.189	P01008_PF00079_85_461_fpocket_11	P20848_PF00079_55_417_fpocket_6	0.853
PF00079	P01008_PF00079_85_461	P36955_PF00079_56_415	377	360	0.316	1.74	0.904762	2.781	P01008_PF00079_85_461_fpocket_11	P36955_PF00079_56_415_fpocket_4	0.835
PF00079	P01008_PF00079_85_461	P50452_PF00079_6_374	377	369	0.444	0.759	0.857143	3.133	P01008_PF00079_85_461_fpocket_11	P50452_PF00079_6_374_fpocket_8	0.798
PF00079	P01008_PF00079_85_461	Q86WD7_PF00079_46_414	377	369	0.444	1.463	0.904762	0.353	P01008_PF00079_85_461_fpocket_11	Q86WD7_PF00079_46_414_fpocket_25	0.8089999999999999
PF00079	P01019_PF00079_108_481	P05546_PF00079_129_496	374	368	0.19	3.054	0.842105	3.873	P01019_PF00079_108_481_fpocket_15	P05546_PF00079_129_496_fpocket_7	0.857
PF00079	P01019_PF00079_108_481	P05546_PF00079_129_496	374	368	0.188	3.479	0.842105	2.075	P01019_PF00079_108_481_fpocket_15	P05546_PF00079_129_496_fpocket_8	0.844
PF00079	P01019_PF00079_108_481	P20848_PF00079_55_417	374	363	0.375	3.891	0.842105	4.745	P01019_PF00079_108_481_fpocket_15	P20848_PF00079_55_417_fpocket_6	0.877
PF00079	P01019_PF00079_108_481	P36955_PF00079_56_415	374	360	0.312	3.195	0.842105	0.604	P01019_PF00079_108_481_fpocket_15	P36955_PF00079_56_415_fpocket_4	0.864
PF00079	P01019_PF00079_108_481	P50452_PF00079_6_374	374	369	0.188	3.374	0.842105	1.651	P01019_PF00079_108_481_fpocket_15	P50452_PF00079_6_374_fpocket_8	0.767
PF00079	P01019_PF00079_108_481	Q86WD7_PF00079_46_414	374	369	0.176	3.133	0.894737	1.866	P01019_PF00079_108_481_fpocket_15	Q86WD7_PF00079_46_414_fpocket_25	0.8140000000000001
PF00079	P05546_PF00079_129_496	P20848_PF00079_55_417	368	363	0.263	1.988	0.95	4.053	P05546_PF00079_129_496_fpocket_8	P20848_PF00079_55_417_fpocket_6	0.854
PF00079	P05546_PF00079_129_496	P36955_PF00079_56_415	368	360	0.318	1.432	0.95	3.471	P05546_PF00079_129_496_fpocket_7	P36955_PF00079_56_415_fpocket_4	0.835
PF00079	P05546_PF00079_129_496	P36955_PF00079_56_415	368	360	0.333	1.294	0.947368	2.395	P05546_PF00079_129_496_fpocket_8	P36955_PF00079_56_415_fpocket_4	0.846
