Kinase pair (UniprotID1 - UniprotID2)	Max. TM-Score	Max. Seq. Id.	PocketVec distance	Exp. Prof. Jaccard Similarity
P05771-P53779	0.77913	29.204	0.1725	0.0
P05771-P68400	0.81057	37.447	0.1054	0.0
P05771-Q00526	0.97846	48.4	0.1522	0.0
P05771-Q00535	0.8489	37.097	0.159	0.0
P05771-Q00536	0.94544	35.06	0.1318	0.0
P05771-Q02156	0.8963	38.971	0.2031	0.0
P05771-Q02750	0.87236	34.914	0.2213	0.0
P05771-Q04759	0.87962	35.622	0.2139	0.0
P05771-Q05655	0.8888	34.025	0.1958	0.0
P05771-Q13043	0.89601	36.567	0.2027	0.0
P05771-Q13131	0.87543	30.738	0.1387	0.0
P05771-Q13177	0.91653	30.081	0.1621	0.0
P05771-Q13188	0.84788	34.043	0.1844	0.0
P05771-Q13464	0.98181	45.968	0.1672	0.0
P05771-Q13555	0.96337	36.145	0.1516	0.0
P05771-Q13557	0.86779	33.603	0.1865	0.0
P05771-Q13627	0.86238	31.301	0.1624	0.0
P05771-Q13873	0.95804	29.88	0.1187	0.0
P05771-Q13976	0.86773	30.864	0.1568	0.0
P05771-Q14004	0.8775	36.245	0.1292	0.0
P05771-Q14680	0.91454	32.636	0.1858	0.0
P05771-Q15131	0.88715	36.364	0.1562	0.0
P05771-Q15759	0.97753	44.355	0.1946	0.0
P05771-Q15831	0.96266	45.492	0.2057	0.0
P05771-Q16512	0.92948	43.728	0.1898	0.0
P05771-Q16513	0.80347	31.556	0.1777	0.0
P05771-Q16539	0.80262	32.906	0.2243	0.0
P05771-Q16644	0.87464	33.613	0.1578	0.0
P05771-Q2M2I8	0.93297	34.286	0.1683	0.0
P05771-Q5VT25	0.99535	70.385	0.1595	0.0
P05771-Q6A1A2	0.78339	32.917	0.1439	0.0
P05771-Q6P5Z2	0.85377	27.049	0.128	0.0
P05771-Q6PHR2	0.88843	28.98	0.1588	0.0
P05771-Q7KZI7	0.80278	25.217	0.1492	0.0
P05771-Q7L7X3	0.87776	30.126	0.1663	0.0
P05771-Q8N4C8	0.82914	27.801	0.1679	0.0
P05771-Q8NEV1	0.90195	30.204	0.1952	0.0
P05771-Q8TD08	0.95062	35.081	0.1704	0.0
P05771-Q8TDX7	0.83669	32.083	0.1681	0.0
P05771-Q92918	0.92072	30.417	0.1791	0.0
P05771-Q96GD4	0.85447	27.966	0.1726	0.0
P05771-Q96L34	0.92968	29.752	0.133	0.0
P05771-Q96NX5	0.86195	35.565	0.1976	0.0
P05771-Q96RR4	0.88371	28.807	0.173	0.0
P05771-Q9H093	0.84467	31.197	0.1668	0.0
P05771-Q9H0K1	0.91111	32.328	0.1752	0.0
P05771-Q9H2K8	0.91875	35.341	0.1823	0.0
P05771-Q9HAZ1	0.85212	34.934	0.22	0.0
P05771-Q9NQU5	0.8662	31.169	0.1214	0.0
P05771-Q9NSY1	0.86679	33.607	0.2107	0.0
P05771-Q9P289	0.98608	69.231	0.1814	0.0
P05771-Q9UBE8	0.7763	32.068	0.1691	0.0
P05771-Q9UK32	0.84428	26.531	0.1815	0.0
P05771-Q9UKE5	0.88277	29.614	0.1645	0.0
P05771-Q9UL54	0.80415	24.664	0.1799	0.0
P05771-Q9UPZ9	0.82207	33.796	0.177	0.0
P05771-Q9Y243	0.96066	31.048	0.167	0.0
P05771-Q9Y2K2	0.97669	50.195	0.1885	0.0
P05771-Q9Y572	0.83942	35.124	0.1787	0.0
P05771-Q9Y5S2	0.90385	30.263	0.1909	0.0
P05771-Q9Y616	0.85682	35.371	0.184	0.0
P05771-Q9Y6E0	0.95232	43.701	0.1553	0.0
P11309-P11802	0.85885	29.412	0.1873	0.0
P11309-P17252	0.87591	29.614	0.1725	0.0
P11309-P17612	0.87716	33.645	0.1421	0.0
P11309-P19784	0.90209	31.687	0.1686	0.0
P11309-P22612	0.93822	38.554	0.1991	0.0
P11309-P22694	0.85064	36.066	0.1893	0.0
P11309-P23443	0.81785	30.172	0.187	0.0
P11309-P24723	0.86463	33.19	0.1628	0.0
P11309-P24941	0.94459	35.484	0.1711	0.0
P11309-P27361	0.92201	32.068	0.1726	0.0
P11309-P27448	0.92688	33.603	0.1693	0.0
P11309-P28482	0.81101	32.524	0.1639	0.0
P11309-P30291	0.89062	27.347	0.1931	0.0
P11309-P31749	0.85459	27.755	0.1977	0.0
P11309-P31751	0.89966	37.729	0.1807	0.0
P11309-P33981	0.86615	30.579	0.2379	0.0
P11309-P36507	0.83762	26.482	0.1593	0.0
P11309-P36896	0.85296	31.837	0.1632	0.0
P11309-P36897	0.93417	48.399	0.2115	0.0
P11309-P45983	0.81455	29.63	0.1777	0.0
P11309-P45984	0.86212	29.73	0.1817	0.0
P11309-P49137	0.86332	30.488	0.1927	0.0
P11309-P49759	0.86515	33.459	0.1734	0.0
P11309-P49760	0.86222	29.752	0.181	0.0
P11309-P49761	0.88768	28.807	0.1991	0.0
P11309-P49840	0.87917	29.218	0.2187	0.0
P11309-P49841	0.78785	32.52	0.1949	0.0
P11309-P50613	0.82095	33.745	0.2028	0.0
P11309-P50750	0.89506	27.419	0.1752	0.0
P11309-P51817	0.82358	32.524	0.1613	0.0
P11309-P53350	0.76039	23.81	0.1883	0.0
P11309-P53779	0.86766	28.692	0.1904	0.0
P11309-P68400	0.91968	31.535	0.1796	0.0
P11309-Q00526	0.93218	39.442	0.1769	0.0
P11309-Q00535	0.81304	30.769	0.1803	0.0
P11309-Q00536	0.94823	34.94	0.1804	0.0
P11309-Q02156	0.94533	30.769	0.1947	0.0
P11309-Q02750	0.81078	31.933	0.1478	0.0
P11309-Q04759	0.78082	33.197	0.1617	0.0
P11309-Q05655	0.86603	34.263	0.1958	0.0
P11309-Q13043	0.8508	30.453	0.1973	0.0
P11309-Q13131	0.85282	30.233	0.1801	0.0
P11309-Q13177	0.9223	32.051	0.2099	0.0
P11309-Q13188	0.93942	35.772	0.1798	0.0
P11309-Q13464	0.90134	34.426	0.1472	0.0
P11309-Q13555	0.91867	31.687	0.1545	0.0
P11309-Q13557	0.92253	32.922	0.1857	0.0
P11309-Q13627	0.87945	29.461	0.2106	0.0
P11309-Q13873	0.85176	29.876	0.1618	0.0
P11309-Q13976	0.76726	30.802	0.1756	0.0
P11309-Q14004	0.84038	36.752	0.1848	0.0
P11309-Q14680	0.91377	28.916	0.1907	0.0
P11309-Q15131	0.94814	33.865	0.1957	0.0
P11309-Q15759	0.82412	27.935	0.1708	0.0
P11309-Q15831	0.95604	32.377	0.1662	0.0
P11309-Q16512	0.9146	38.34	0.1371	0.0
P11309-Q16513	0.94079	34.538	0.1737	0.0
P11309-Q16539	0.88988	26.016	0.1891	0.0
P11309-Q16644	0.88701	32.0	0.185	0.0
P11309-Q2M2I8	0.87916	32.231	0.1925	0.0
P11309-Q5VT25	0.87768	28.511	0.1957	0.0
P11309-Q6A1A2	0.87855	31.984	0.1781	0.0
P11309-Q6P5Z2	0.75655	23.913	0.1918	0.0
P11309-Q6PHR2	0.87119	33.202	0.157	0.0
P11309-Q7KZI7	0.85457	32.353	0.175	0.0
P11309-Q7L7X3	0.82424	34.375	0.1952	0.0
P11309-Q8N4C8	0.92305	33.73	0.2207	0.0
P11309-Q8NEV1	0.77462	32.114	0.1924	0.0
P11309-Q8TD08	0.90748	31.276	0.1587	0.0
P11309-Q8TDX7	0.84021	31.092	0.1576	0.0
P11309-Q92918	0.9139	33.603	0.1472	0.0
P11309-Q96GD4	0.8028	31.076	0.2097	0.0
P11309-Q96L34	0.8731	31.048	0.1716	0.0
P11309-Q96NX5	0.85504	29.167	0.1289	0.0
P11309-Q96RR4	0.94979	32.271	0.1545	0.0
P11309-Q9H093	0.79949	31.325	0.1678	0.0
P11309-Q9H0K1	0.88352	30.213	0.2053	0.0
P11309-Q9H2K8	0.95178	36.842	0.1494	0.0
P11309-Q9HAZ1	0.92203	49.187	0.1699	0.0
P11309-Q9NQU5	0.86338	30.973	0.1799	0.0
P11309-Q9NSY1	0.93636	41.564	0.204	0.0
P11309-Q9P289	0.88712	33.766	0.1537	0.0
P11309-Q9UBE8	0.87586	33.613	0.2073	0.0
P11309-Q9UK32	0.83769	23.944	0.1689	0.0
P11309-Q9UKE5	0.92365	31.325	0.1906	0.0
P11309-Q9UL54	0.96862	37.903	0.1635	0.0
P11309-Q9UPZ9	0.87151	30.364	0.1969	0.0
P11309-Q9Y243	0.87911	35.593	0.2267	0.0
P11309-Q9Y2K2	0.87378	31.602	0.1888	0.0
P11309-Q9Y572	0.89635	31.76	0.1804	0.0
P11309-Q9Y5S2	0.90372	32.34	0.2143	0.0
P11309-Q9Y616	0.85181	31.95	0.2055	0.0
P11309-Q9Y6E0	0.83105	27.542	0.1547	0.0
P11802-P17252	0.9065	31.873	0.1848	0.0
P11802-P17612	0.84212	31.169	0.2241	0.0
P11802-P19784	0.97205	48.8	0.18	0.0
P11802-P22612	0.90599	31.489	0.2195	0.0
P11802-P22694	0.90913	33.884	0.1906	0.0
P11802-P23443	0.92414	33.2	0.1932	0.0
P11802-P24723	0.83379	32.911	0.1939	0.0
P11802-P24941	0.88497	34.454	0.188	0.0
P11802-P27361	0.90659	33.333	0.2085	0.0
P11802-P27448	0.90885	26.295	0.199	0.0
P11802-P28482	0.90516	33.054	0.1695	0.0
P11802-P30291	0.85607	39.676	0.191	0.0
P11802-P31749	0.87631	31.95	0.1709	0.0
P11802-P31751	0.81384	31.39	0.2014	0.0
P11802-P33981	0.88245	31.452	0.2056	0.0
P11802-P36507	0.96581	37.052	0.1655	0.0
P11802-P36896	0.8321	30.472	0.1742	0.0
P11802-P36897	0.93985	36.8	0.1989	0.0
P11802-P45983	0.86707	31.148	0.231	0.0
P11802-P45984	0.89698	32.735	0.2252	0.0
P11802-P49137	0.86144	34.454	0.1651	0.0
P11802-P49759	0.8909	30.579	0.1952	0.0
P11802-P49760	0.87017	30.29	0.1986	0.0
P11802-P49761	0.89933	31.02	0.1994	0.0
P11802-P49840	0.8911	28.099	0.1839	0.0
P11802-P49841	0.94505	35.366	0.1737	0.0
P11802-P50613	0.85767	32.889	0.1725	0.0
P11802-P50750	0.91633	32.645	0.1495	0.0
P11802-P51817	0.83393	27.586	0.169	0.0
P11802-P53350	0.74878	28.922	0.2025	0.0
P11802-P53779	0.8618	38.362	0.1773	0.0
P11802-P68400	0.79458	27.5	0.1847	0.0
P11802-Q00526	0.85862	36.29	0.1993	0.0
P11802-Q00535	0.86134	39.184	0.1978	0.0
P11802-Q00536	0.80921	34.008	0.1974	0.0
P11802-Q02156	0.81038	30.0	0.2154	0.0
P11802-Q02750	0.86737	32.231	0.1803	0.0
P11802-Q04759	0.8463	37.19	0.1881	0.0
P11802-Q05655	0.80706	33.884	0.2375	0.0
P11802-Q13043	0.82897	30.579	0.1639	0.0
P11802-Q13131	0.82784	32.895	0.1679	0.0
P11802-Q13177	0.8341	28.926	0.1955	0.0
P11802-Q13188	0.82122	31.873	0.1861	0.0
P11802-Q13464	0.80787	28.163	0.2034	0.0
P11802-Q13555	0.85646	37.097	0.1932	0.0
P11802-Q13557	0.84936	38.211	0.2102	0.0
P11802-Q13627	0.82957	34.94	0.1828	0.0
P11802-Q13873	0.87567	33.891	0.1704	0.0
P11802-Q13976	0.90085	32.759	0.1677	0.0
P11802-Q14004	0.9064	46.185	0.2078	0.0
P11802-Q14680	0.8454	31.174	0.1594	0.0
P11802-Q15131	0.89023	32.314	0.1999	0.0
P11802-Q15759	0.85319	31.967	0.1984	0.0
P11802-Q15831	0.92922	52.653	0.1712	0.0
P11802-Q16512	0.74615	30.435	0.179	0.0
P11802-Q16513	0.84441	32.218	0.1854	0.0
P11802-Q16539	0.81799	32.9	0.1845	0.0
P11802-Q16644	0.87886	31.513	0.1806	0.0
P11802-Q2M2I8	0.85662	29.555	0.1785	0.0
P11802-Q5VT25	0.81752	29.96	0.1825	0.0
P11802-Q6A1A2	0.89125	26.86	0.2041	0.0
P11802-Q6P5Z2	0.90864	46.988	0.2025	0.0
P11802-Q6PHR2	0.80407	28.054	0.1532	0.0
P11802-Q7KZI7	0.92282	43.6	0.1534	0.0
P11802-Q7L7X3	0.82521	31.818	0.1641	0.0
P11802-Q8N4C8	0.95892	30.4	0.1718	0.0
P11802-Q8NEV1	0.9612	46.275	0.1462	0.0
P11802-Q8TD08	0.84532	31.707	0.1743	0.0
P11802-Q8TDX7	0.899	31.197	0.1989	0.0
P11802-Q92918	0.85144	33.058	0.1651	0.0
P11802-Q96GD4	0.886	30.612	0.1687	0.0
P11802-Q96L34	0.90847	32.636	0.1905	0.0
P11802-Q96NX5	0.86182	34.529	0.2243	0.0
P11802-Q96RR4	0.8889	31.897	0.1524	0.0
P11802-Q9H093	0.78586	29.545	0.1544	0.0
P11802-Q9H0K1	0.83886	35.747	0.2	0.0
P11802-Q9H2K8	0.81273	30.04	0.1688	0.0
P11802-Q9HAZ1	0.82101	33.613	0.1774	0.0
P11802-Q9NQU5	0.87647	30.081	0.1541	0.0
P11802-Q9NSY1	0.83599	26.214	0.1879	0.0
P11802-Q9P289	0.91916	33.74	0.1721	0.0
P11802-Q9UBE8	0.87515	34.553	0.1909	0.0
P11802-Q9UK32	0.8057	29.767	0.1649	0.0
P11802-Q9UKE5	0.92871	44.082	0.1518	0.0
P11802-Q9UL54	0.82604	28.889	0.1759	0.0
P11802-Q9UPZ9	0.96856	34.661	0.1784	0.0
P11802-Q9Y243	0.83069	31.381	0.164	0.0
P11802-Q9Y2K2	0.75388	28.829	0.1815	0.0
P11802-Q9Y572	0.81342	24.0	0.175	0.0
P11802-Q9Y5S2	0.81972	28.395	0.1813	0.0
P11802-Q9Y616	0.8809	30.962	0.1952	0.0
P11802-Q9Y6E0	0.84968	34.008	0.1476	0.0
P17252-P17612	0.91872	47.967	0.192	0.0
P17252-P19784	0.84268	33.75	0.2061	0.0
P17252-P22612	0.89891	34.234	0.1925	0.0
P17252-P22694	0.82095	27.897	0.1887	0.0
P17252-P23443	0.89329	37.5	0.2031	0.0
P17252-P24723	0.91067	27.755	0.2049	0.0
P17252-P24941	0.92105	31.25	0.1666	0.0
P17252-P27361	0.85572	31.148	0.1991	0.0
P17252-P27448	0.9309	39.024	0.1908	0.0
P17252-P28482	0.88746	38.4	0.1527	0.0
P17252-P30291	0.8692	33.198	0.1909	0.0
P17252-P31749	0.8573	33.333	0.1504	0.0
P17252-P31751	0.76373	27.413	0.1816	0.0
P17252-P33981	0.87053	30.222	0.184	0.0
P17252-P36507	0.83353	35.808	0.1791	0.0
P17252-P36896	0.89605	30.638	0.1367	0.0
P17252-P36897	0.87146	30.453	0.1819	0.0
P17252-P45983	0.89094	33.333	0.1973	0.0
P17252-P45984	0.84796	35.206	0.192	0.0
P17252-P49137	0.9225	49.593	0.1802	0.0
P17252-P49759	0.88609	33.478	0.1599	0.0
P17252-P49760	0.85923	33.186	0.1906	0.0
P17252-P49761	0.90479	33.617	0.1799	0.0
P17252-P49840	0.83846	34.211	0.1558	0.0
P17252-P49841	0.90834	29.032	0.1836	0.0
P17252-P50613	0.82654	28.509	0.1746	0.0
P17252-P50750	0.90701	40.0	0.2162	0.0
P17252-P51817	0.81966	28.063	0.233	0.0
P17252-P53350	0.86275	29.31	0.1942	0.0
P17252-P53779	0.99177	88.845	0.1211	0.0
P17252-P68400	0.79256	28.448	0.1882	0.0
P17252-Q00526	0.8604	33.333	0.1668	0.0
P17252-Q00535	0.83495	32.743	0.1822	0.0
P17252-Q00536	0.86914	35.366	0.1696	0.0
P17252-Q02156	0.82533	31.092	0.1634	0.0
P17252-Q02750	0.91684	47.154	0.1726	0.0
P17252-Q04759	0.92168	51.004	0.1742	0.0
P17252-Q05655	0.83673	30.544	0.2138	0.0
P17252-Q13043	0.84668	32.0	0.1702	0.0
P17252-Q13131	0.78766	26.754	0.1479	0.0
P17252-Q13177	0.81186	33.81	0.1787	0.0
P17252-Q13188	0.88973	33.624	0.1504	0.0
P17252-Q13464	0.85558	29.06	0.194	0.0
P17252-Q13555	0.8634	35.185	0.2032	0.0
P17252-Q13557	0.83719	31.602	0.1574	0.0
P17252-Q13627	0.85797	33.193	0.1577	0.0
P17252-Q13873	0.86162	34.061	0.2148	0.0
P17252-Q13976	0.82257	34.071	0.1651	0.0
P17252-Q14004	0.93194	33.333	0.1767	0.0
P17252-Q14680	0.85385	46.4	0.1479	0.0
P17252-Q15131	0.92111	48.78	0.197	0.0
P17252-Q15759	0.8643	34.545	0.2187	0.0
P17252-Q15831	0.93623	40.65	0.1942	0.0
P17252-Q16512	0.88839	31.818	0.1845	0.0
P17252-Q16513	0.90378	30.672	0.1422	0.0
P17252-Q16539	0.87875	31.466	0.1787	0.0
P17252-Q16644	0.90953	33.471	0.2339	0.0
P17252-Q2M2I8	0.80706	28.807	0.2422	0.0
P17252-Q5VT25	0.90106	32.051	0.1676	0.0
P17252-Q6A1A2	0.90551	32.377	0.1799	0.0
P17252-Q6P5Z2	0.84967	43.145	0.1884	0.0
P17252-Q6PHR2	0.79215	34.286	0.1744	0.0
P17252-Q7KZI7	0.88306	36.214	0.1839	0.0
P17252-Q7L7X3	0.91001	47.39	0.2078	0.0
P17252-Q8N4C8	0.87324	33.473	0.1413	0.0
P17252-Q8NEV1	0.83071	27.897	0.1731	0.0
P17252-Q8TD08	0.92211	32.129	0.1471	0.0
P17252-Q8TDX7	0.85663	34.722	0.1711	0.0
P17252-Q92918	0.8978	33.032	0.2153	0.0
P17252-Q96GD4	0.99106	67.46	0.1391	0.0
P17252-Q96L34	0.90638	47.791	0.2093	0.0
P17252-Q96NX5	0.89037	28.571	0.1997	0.0
P17252-Q96RR4	0.81714	28.063	0.225	0.0
P17252-Q9H093	0.92421	52.209	0.2017	0.0
P17252-Q9H0K1	0.82476	32.018	0.207	0.0
P17252-Q9H2K8	0.91029	46.586	0.1716	0.0
P17252-Q9HAZ1	0.8725	34.597	0.2019	0.0
P17252-Q9NQU5	0.85128	33.475	0.1784	0.0
P17252-Q9NSY1	0.83812	31.556	0.234	0.0
P17252-Q9P289	0.86577	31.452	0.1759	0.0
P17252-Q9UBE8	0.84798	32.389	0.1921	0.0
P17252-Q9UK32	0.875	32.773	0.1942	0.0
P17252-Q9UKE5	0.83807	47.451	0.2036	0.0
P17252-Q9UL54	0.83959	31.799	0.1852	0.0
P17252-Q9UPZ9	0.83954	35.081	0.2004	0.0
P17252-Q9Y243	0.81791	28.571	0.2211	0.0
P17252-Q9Y2K2	0.92176	50.407	0.2031	0.0
P17252-Q9Y572	0.88506	35.268	0.1757	0.0
P17252-Q9Y5S2	0.86016	32.589	0.1575	0.0
P17252-Q9Y616	0.90569	33.054	0.1796	0.0
P17252-Q9Y6E0	0.85955	35.426	0.2213	0.0
P17612-P19784	0.96801	39.442	0.1574	0.0
P17612-P22612	0.88243	34.454	0.1864	0.0
P17612-P22694	0.90122	32.78	0.1871	0.0
P17612-P23443	0.85852	31.915	0.1874	0.0
P17612-P24723	0.9227	34.553	0.0967	0.0
P17612-P24941	0.86977	31.349	0.1937	0.0
P17612-P27361	0.86035	29.461	0.1576	0.0
P17612-P27448	0.91197	31.048	0.1916	0.0
P17612-P28482	0.88621	29.719	0.1374	0.0
P17612-P30291	0.88832	33.471	0.1725	0.0
P17612-P31749	0.91696	36.0	0.1786	0.0
P17612-P31751	0.89219	34.728	0.2321	0.0
P17612-P33981	0.84668	38.956	0.1846	0.0
P17612-P36507	0.83136	31.967	0.172	0.0
P17612-P36896	0.87376	37.849	0.2129	0.0
P17612-P36897	0.86841	30.612	0.1462	0.0
P17612-P45983	0.85672	33.182	0.2097	0.0
P17612-P45984	0.88871	33.473	0.1845	0.0
P17612-P49137	0.95031	34.661	0.1469	0.0
P17612-P49759	0.88091	32.927	0.1919	0.0
P17612-P49760	0.80318	26.609	0.1526	0.0
P17612-P49761	0.7997	32.645	0.1368	0.0
P17612-P49840	0.85676	31.95	0.1762	0.0
P17612-P49841	0.93675	35.294	0.1506	0.0
P17612-P50613	0.95373	33.466	0.1612	0.0
P17612-P50750	0.87703	30.29	0.1606	0.0
P17612-P51817	0.95652	35.2	0.1737	0.0
P17612-P53350	0.9036	25.896	0.2064	0.0
P17612-P53779	0.86655	31.301	0.1616	0.0
P17612-P68400	0.89035	36.283	0.1444	0.0
P17612-Q00526	0.89397	33.778	0.1489	0.0
P17612-Q00535	0.89862	31.381	0.1568	0.0
P17612-Q00536	0.97072	51.2	0.1806	0.0
P17612-Q02156	0.86741	38.866	0.1859	0.0
P17612-Q02750	0.94118	33.2	0.1718	0.0
P17612-Q04759	0.8258	30.544	0.14	0.0
P17612-Q05655	0.85616	30.579	0.1728	0.0
P17612-Q13043	0.90496	31.707	0.1932	0.0
P17612-Q13131	0.89529	27.966	0.1065	0.0
P17612-Q13177	0.87544	31.092	0.2042	0.0
P17612-Q13188	0.89924	33.054	0.1792	0.0
P17612-Q13464	0.86702	32.314	0.1468	0.0
P17612-Q13555	0.90357	35.865	0.1469	0.0
P17612-Q13557	0.83772	33.766	0.1631	0.0
P17612-Q13627	0.8501	32.489	0.1778	0.0
P17612-Q13873	0.99545	90.189	0.2252	0.0
P17612-Q13976	0.91204	46.185	0.2221	0.0
P17612-Q14004	0.81428	31.855	0.1937	0.0
P17612-Q14680	0.84912	31.513	0.1749	0.0
P17612-Q15131	0.83632	30.453	0.1691	0.0
P17612-Q15759	0.79115	30.081	0.1646	0.0
P17612-Q15831	0.79464	35.51	0.1892	0.0
P17612-Q16512	0.81337	31.95	0.1656	0.0
P17612-Q16513	0.77595	34.667	0.1736	0.0
P17612-Q16539	0.81906	33.913	0.1539	0.0
P17612-Q16644	0.80703	31.535	0.15	0.0
P17612-Q2M2I8	0.78827	27.826	0.1333	0.0
P17612-Q5VT25	0.81602	33.061	0.155	0.0
P17612-Q6A1A2	0.84733	31.304	0.1753	0.0
P17612-Q6P5Z2	0.83915	33.755	0.1776	0.0
P17612-Q6PHR2	0.79898	32.787	0.1946	0.0
P17612-Q7KZI7	0.88794	32.432	0.1939	0.0
P17612-Q7L7X3	0.8012	29.832	0.1678	0.0
P17612-Q8N4C8	0.74635	30.279	0.1522	0.0
P17612-Q8NEV1	0.8776	35.593	0.1767	0.0
P17612-Q8TD08	0.77117	28.34	0.1943	0.0
P17612-Q8TDX7	0.79177	35.223	0.1689	0.0
P17612-Q92918	0.82539	32.53	0.158	0.0
P17612-Q96GD4	0.75228	25.974	0.1613	0.0
P17612-Q96L34	0.82379	32.922	0.183	0.0
P17612-Q96NX5	0.7081	29.412	0.1998	0.0
P17612-Q96RR4	0.78339	28.319	0.1782	0.0
P17612-Q9H093	0.77188	30.085	0.1724	0.0
P17612-Q9H0K1	0.82479	25.403	0.1644	0.0
P17612-Q9H2K8	0.7968	31.048	0.1825	0.0
P17612-Q9HAZ1	0.78523	28.854	0.172	0.0
P17612-Q9NQU5	0.85342	42.4	0.1812	0.0
P17612-Q9NSY1	0.84095	46.275	0.1808	0.0
P17612-Q9P289	0.81374	31.858	0.1643	0.0
P17612-Q9UBE8	0.79928	30.769	0.2018	0.0
P17612-Q9UK32	0.84638	46.8	0.1458	0.0
P17612-Q9UKE5	0.82567	42.231	0.1644	0.0
P17612-Q9UL54	0.79833	30.705	0.1394	0.0
P17612-Q9UPZ9	0.84972	39.6	0.1595	0.0
P17612-Q9Y243	0.82837	28.049	0.208	0.0
P17612-Q9Y2K2	0.8128	33.884	0.1847	0.0
P17612-Q9Y572	0.79786	30.081	0.1943	0.0
P17612-Q9Y5S2	0.76392	33.884	0.1988	0.0
P17612-Q9Y616	0.8348	32.203	0.1756	0.0
P17612-Q9Y6E0	0.82626	33.871	0.1696	0.0
P19784-P22612	0.82363	30.645	0.1941	0.0
P19784-P22694	0.83699	35.124	0.2051	0.0
P19784-P23443	0.86803	36.441	0.19	0.0
P19784-P24723	0.82058	27.755	0.175	0.0
P19784-P24941	0.86395	34.862	0.1506	0.0
P19784-P27361	0.84018	32.301	0.1791	0.0
P19784-P27448	0.88163	31.696	0.1871	0.0
P19784-P28482	0.88627	29.461	0.2216	0.0
P19784-P30291	0.87145	29.661	0.2283	0.0
P19784-P31749	0.799	30.488	0.109	0.0
P19784-P31751	0.83597	30.417	0.1768	0.0
P19784-P33981	0.87052	33.475	0.184	0.0
P19784-P36507	0.89115	26.471	0.1437	0.0
P19784-P36896	0.77482	29.218	0.1428	0.0
P19784-P36897	0.79483	31.004	0.1883	0.0
P19784-P45983	0.87404	34.909	0.2252	0.0
P19784-P45984	0.93043	52.653	0.2074	0.0
P19784-P49137	0.74663	27.948	0.1773	0.0
P19784-P49759	0.84186	32.864	0.2	0.0
P19784-P49760	0.87506	32.911	0.2128	0.0
P19784-P49761	0.85385	29.958	0.216	0.0
P19784-P49840	0.86896	29.583	0.1642	0.0
P19784-P49841	0.88739	28.017	0.1611	0.0
P19784-P50613	0.82388	33.641	0.1677	0.0
P19784-P50750	0.83768	34.649	0.1444	0.0
P19784-P51817	0.90368	41.912	0.1641	0.0
P19784-P53350	0.8828	36.1	0.1596	0.0
P19784-P53779	0.84063	34.274	0.2054	0.0
P19784-P68400	0.87528	32.669	0.1694	0.0
P19784-Q00526	0.9076	40.702	0.2146	0.0
P19784-Q00535	0.87102	33.19	0.192	0.0
P19784-Q00536	0.859	30.328	0.2045	0.0
P19784-Q02156	0.88359	31.148	0.1913	0.0
P19784-Q02750	0.8659	34.601	0.166	0.0
P19784-Q04759	0.88184	36.1	0.1964	0.0
P19784-Q05655	0.90605	35.95	0.1935	0.0
P19784-Q13043	0.89027	35.223	0.1919	0.0
P19784-Q13131	0.80236	30.645	0.2129	0.0
P19784-Q13177	0.81807	33.333	0.2032	0.0
P19784-Q13188	0.91311	34.959	0.1935	0.0
P19784-Q13464	0.90029	30.0	0.2173	0.0
P19784-Q13555	0.81413	32.0	0.1966	0.0
P19784-Q13557	0.79335	37.975	0.1964	0.0
P19784-Q13627	0.84363	31.33	0.1765	0.0
P19784-Q13873	0.90527	35.458	0.1979	0.0
P19784-Q13976	0.77376	27.236	0.1471	0.0
P19784-Q14004	0.83017	35.135	0.1538	0.0
P19784-Q14680	0.86749	31.818	0.1928	0.0
P19784-Q15131	0.86759	31.967	0.214	0.0
P19784-Q15759	0.92039	32.627	0.1597	0.0
P19784-Q15831	0.88252	31.646	0.2628	0.0
P19784-Q16512	0.89046	35.616	0.2075	0.0
P19784-Q16513	0.95522	31.855	0.187	0.0
P19784-Q16539	0.93355	34.874	0.2079	0.0
P19784-Q16644	0.92579	32.411	0.2275	0.0
P19784-Q2M2I8	0.84621	35.366	0.238	0.0
P19784-Q5VT25	0.86734	30.126	0.2303	0.0
P19784-Q6A1A2	0.95118	33.871	0.1964	0.0
P19784-Q6P5Z2	0.79068	31.646	0.2077	0.0
P19784-Q6PHR2	0.83008	30.864	0.2147	0.0
P19784-Q7KZI7	0.87185	33.871	0.2632	0.0
P19784-Q7L7X3	0.8773	31.39	0.284	0.0
P19784-Q8N4C8	0.86281	33.058	0.2237	0.0
P19784-Q8NEV1	0.88987	34.483	0.2308	0.0
P19784-Q8TD08	0.95309	34.661	0.2122	0.0
P19784-Q8TDX7	0.92959	35.656	0.2277	0.0
P19784-Q92918	0.91826	34.426	0.1963	0.0
P19784-Q96GD4	0.96769	54.365	0.2255	0.0
P19784-Q96L34	0.94828	42.688	0.2128	0.0
P19784-Q96NX5	0.89316	29.046	0.2329	0.0
P19784-Q96RR4	0.86421	29.96	0.1928	0.0
P19784-Q9H093	0.85778	30.453	0.1503	0.0
P19784-Q9H0K1	0.85244	37.872	0.1803	0.0
P19784-Q9H2K8	0.87925	33.333	0.1501	0.0
P19784-Q9HAZ1	0.84204	33.475	0.1776	0.0
P19784-Q9NQU5	0.86851	35.268	0.1677	0.0
P19784-Q9NSY1	0.8436	29.032	0.1729	0.0
