Compound set	Compound name	MW
LLM	InterBioScreen STOCK5S-26244	356.155849008
LLM	InterBioScreen STOCK5S-90980	423.16952491200004
LLM	InterBioScreen STOCK5S-92205	445.163770836
LLM	InterBioScreen STOCK5S-86658	426.124942804
LLM	InterBioScreen STOCK5S-84158	374.18744630009
LLM	InterBioScreen STOCK5S-88271	437.04020031590994
LLM	InterBioScreen STOCK5S-96574	335.103669116
LLM	Chembridge 5284189	410.124212444
LLM	InnovaPharm STT-00186867	292.132411132
LLM	Life Chemicals F0577-0037	395.16674804
LLM	InnovaPharm STT-00192300	355.17646701609
LLM	Chemical Block A3981/0169586	385.10625596000006
LLM	InnovaPharm STT-00194632	315.15042928
LLM	Labotest LT01411268	246.11356695191
LLM	Specs AQ-360/43019639	252.15066686808998
LLM	FCHC 26560	313.061804304
LLM	Enamine T0504-2588	264.137496512
LLM	TimTec ST031526	276.137496512
LLM	Chem T&I DIMA0004887	324.04656884
LLM	Enamine T0501-8939	305.004116464
LLM	Enamine T0501-9078	336.008388828
LLM	Chem T&I ARAK0117259	269.141578848
LLM	Enamine T0502-5232	299.054004032
LLM	Enamine T0502-8815	367.05461074799996
LLM	Enamine T0502-4984	318.148061196
LLM	InterBioScreen STOCK4S-78232	356.15247788
LLM	Enamine T0503-4856	391.01021657999996
LLM	Enamine T0503-7280	406.08326802
LLM	Enamine T0503-7526	404.0232503760001
LLM	Enamine T0503-9700	321.158960228
LLM	Labotest LT01905658	398.18733916400004
LLM	Enamine T0504-7142	294.159294576
LLM	Enamine T0505-0113	318.078661308
LLM	Tripos 1547-01615	341.22235458809
LLM	Chemdiv 1416-0529	377.173941596
LLM	Enamine T0507-0361	367.03781332
LLM	Enamine T0507-3770	277.99729768000003
LLM	Enamine T0509-2958	406.152871804
LLM	Enamine T0508-2565	397.11479271999997
LLM	Chem T&I NSB 0071574	446.081553768
LLM	Enamine T0508-8978	421.0620082
LLM	Enamine T0507-0768	319.10199978
LLM	Enamine T0509-8799	333.121237328
LLM	Enamine T0511-9553	409.017491372
LLM	Princeton Biomolecular OSSK_245042	431.148120772
LLM	Chem T&I ARAK0118211	372.150763628
LLM	Enamine T0510-9385	419.10366911599994
LLM	TimTec ST048013	419.001841308
LLM	Akos OWH-S11-3362	411.08530415999996
LLM	Enamine T0511-3654	353.023704544
LLM	Enamine T0511-9352	345.0935831
LLM	Enamine T0506-0067	341.12632270800003
LLM	Chem T&I ARAK0121991	352.03814766799997
LLM	Enamine T0512-2278	334.017890892
LLM	Enamine T0512-1408	409.146012596
LLM	Enamine T0506-6634	275.06375754791003
LLM	Chembridge 6712579	366.98434385609005
LLM	Specs AK-968/33441002	277.08701785591006
LLM	Enamine T0509-6262	388.10929274
LLM	Peakdale 1000170	273.10327519199996
LLM	Peakdale 1001249	325.1215121
LLM	Peakdale 1003635	285.16412586
LLM	Peakdale 1001888	408.21827225209
LLM	MDPI 1268	256.14632988
LLM	MDPI 13055	346.131742436
LLM	InterBioScreen STOCK4S-52524	421.24777523200004
LLM	Tripos 1502-11425	373.175004216
LLM	Tripos 1502-14745	399.20188766
LLM	Tripos 1502-15066	419.20697304
LLM	Tripos 1503-01399	366.16998466809
LLM	Comgenex CGX-2065738	443.18450628
LLM	Tripos 1511-01756	377.173941596
LLM	Tripos 1511-10577	387.117883264
LLM	Tripos 1511-16956	375.16952491200004
LLM	Tripos 1515-06237	383.16674803999996
LLM	Tripos 1517-02813	405.135841836
LLM	Tripos 1518-01043	425.057273612
LLM	Tripos 1518-03381	400.12448745609004
LLM	Tripos 1518-06794	415.12569439609
LLM	Tripos 1518-07905	401.19834533209
LLM	Tripos 1520-06332	432.21607933209
LLM	Tripos 1559-01221	381.0801568
LLM	Life Chemicals F1773-0302	419.040205904
LLM	Tripos 1526-13160	356.09614121199996
LLM	Tripos 1526-13478	383.203133548
LLM	Comgenex CGX-3120872	358.20049069199996
LLM	Tripos 1526-22023	351.16166266
LLM	Tripos 1527-26767	318.194342692
LLM	Tripos 1528-07639	353.075550088
LLM	Chem T&I IVK/0001168	331.043377368
LLM	Tripos 1528-09226	347.020591236
LLM	Chem T&I AMSACS-26179	290.108898816
LLM	Tripos 1530-01375	399.109817116
LLM	Tripos 1513-09513	387.16166266000005
LLM	Tripos 1534-03292	431.1692501399999
LLM	Tripos 1534-00247	399.215806408
LLM	Tripos 1557-01752	372.082302716
LLM	Tripos 1534-10080	408.11084812400003
LLM	Tripos 1534-05651	402.10718456399997
LLM	Tripos 1539-02275	381.13584183599994
LLM	Tripos 1539-30042	301.053942052
LLM	Tripos 1539-23951	389.08096772799996
LLM	Tripos 1539-35661	369.103479088
LLM	Tripos 1539-02263	363.11404377199995
LLM	Tripos 1539-29420	373.134779216
LLM	Tripos 1539-25707	323.059169664
LLM	Tripos 1539-27159	309.063506096
LLM	Tripos 1539-36168	349.094806224
LLM	Tripos 1527-00219	262.168127944
LLM	Tripos 1527-02989	292.077868968
LLM	Tripos 1540-01960	280.178692628
LLM	Asinex ASN 06583389	356.129155592
LLM	Tripos 1527-27418	309.14886972
LLM	Tripos 1540-09746	397.13238240000004
LLM	Tripos 1544-00533	375.082366784
LLM	Tripos 1545-04137	336.187149136
LLM	Princeton Biomolecular OSSK_126891	342.20637017609
LLM	Tripos 1547-01344	363.22996538818
LLM	Tripos 1547-01108	396.18933812009
LLM	Chembridge 7916788	323.064985404
LLM	Tripos 1554-07659	348.11437811999997
LLM	Tripos 1557-10610	347.119129152
LLM	Tripos 1557-07473	377.010026552
LLM	Specs AO-081/42097701	386.166413692
LLM	Tripos 1557-00088	343.04452024
LLM	Princeton Biomolecular OSSK_115610	305.108564468
LLM	Tripos 1557-13590	365.108564468
LLM	Tripos 1559-05640	343.09906240400005
LLM	Tripos 1559-05871	323.0149697
LLM	Chem T&I IVK/0000448	372.150763628
LLM	Chem T&I IVK/0000805	359.17877552409
LLM	Tripos 1525-15078	346.06234254799995
LLM	Peakdale 3000093	393.11310975609
LLM	Peakdale 3000737	289.096359972
LLM	Peakdale 3001959	343.143310164
LLM	Otava 7014750353	358.135113564
LLM	Otava 7016260528	436.16343648799995
LLM	Toslab 21013	151.07267064408998
LLM	Life Chemicals F0642-0697	331.079075908
LLM	Chembridge 6737853	328.12454888
LLM	Life Chemicals F0497-0082	405.18008959599996
LLM	Otava 7119692092	409.18892296399997
LLM	Life Chemicals F1790-0059	406.055419272
LLM	Toslab 787032	413.056958472
LLM	InterBioScreen STOCK4S-31832	361.142641468
LLM	Chembridge 9014479	315.133139404
LLM	Toslab 825032	384.090851936
LLM	Specs AA-504/36954121	391.099062404
LLM	Specs AC-907/34130057	303.11067264400003
LLM	BiotechCA 5933	229.029441556
LLM	Specs AE-848/36048014	314.0361278
LLM	Chemical Block A3560/0151021	438.05379773199996
LLM	Labotest LT00145590	345.16312546009
LLM	Chemdiv 8004-7250	421.14378433999997
LLM	Asinex ASN 05546097	377.11979784799996
LLM	Chemstar CHS 3325001	409.088099304
LLM	Pharmeks PHAR000990	343.143310164
LLM	Life Chemicals F1814-1505	304.04819038
LLM	Chemical Block A0684/0031864	366.191657324
LLM	Specs AK-968/11369194	319.097521116
LLM	Specs AG-690/40699372	279.14918964809004
LLM	InterBioScreen STOCK3S-60544	410.046962764
LLM	Princeton Biomolecular OSSK_563438	386.06042440000004
LLM	Labotest LT01411472	245.051049592
LLM	Specs AK-968/12865832	405.978688944
LLM	Specs AJ-333/25006129	300.01803312400006
LLM	Chem T&I NSB 0020136	320.01603975600005
LLM	Specs AK-968/37032063	375.13503066791
LLM	Specs AK-968/37053096	354.076216696
LLM	Chemdiv 2858-0009	373.13477921599997
LLM	Chem T&I ALBK0006969	355.15722891200005
LLM	Chem T&I ALBK0007049	396.183778008
LLM	Specs AM-807/14147601	392.12496612409
LLM	Specs AM-807/42947073	213.987069432
LLM	Enamine T0508-4534	309.96208603599996
LLM	Chem T&I AMCLME-02094	361.135718192
LLM	Chem T&I VAD 0002132	317.119797848
LLM	Chem T&I AMCLME-00502	365.16418808009
LLM	Chem T&I AMCLME-04649	434.07582301209
LLM	Chem T&I AMCLME-04601	408.11431669609
LLM	Chem T&I AMCLME-05084	307.16523363609
LLM	Chem T&I AMCLME-09915	325.20228784009
LLM	Princeton Biomolecular OSSK_461350	362.14299464409
LLM	Chem T&I AMCLME-07310	301.15387484800004
LLM	Chem T&I AMSACS-00431	325.094806224
LLM	Chem T&I AMSACS-00849	371.119129152
LLM	Chem T&I AMSACS-01301	403.910038004
LLM	Chem T&I AMSACS-05075	315.08530416
LLM	Chem T&I AMSACS-06153	363.104147784
LLM	Chem T&I AMSACS-08237	401.021259932
LLM	Chem T&I AMSACS-08601	363.080825496
LLM	Chem T&I AMSACS-08712	351.082366784
LLM	Chem T&I AMSACS-11579	357.014659852
LLM	Chem T&I AMSACS-11282	321.151097976
LLM	Chem T&I AMSACS-12205	376.076074464
LLM	Chem T&I AMSACS-12929	319.12863177209
LLM	Chem T&I AMSACS-24731	352.136925132
LLM	Specs AP-263/42699063	337.078407212
LLM	Chem T&I AMSACS-14733	301.069654096
LLM	Chem T&I AMSACS-15276	303.06776227600005
LLM	Chem T&I AMSACS-17229	335.039833276
LLM	Chem T&I AMSACS-06167	345.125945848
LLM	Chem T&I AMSACS-18868	370.14634694399996
LLM	Chem T&I AMSACS-21429	241.113649848
LLM	Chem T&I AMSACS-19833	297.094725972
LLM	Specs AP-263/41418019	315.129299912
LLM	Chem T&I AMSACS-17673	307.0426904
LLM	Chem T&I AMSACS-28627	285.139864596
LLM	Chem T&I AMSACS-29569	374.133399312
LLM	Maybridge KM 09574	273.030504176
LLM	Bionet 3J-305S	336.01997218391
LLM	Chembridge 6939248	301.111421592
LLM	Chembridge 7185734	340.158706132
LLM	Specs AN-465/40743444	404.1372217399999
LLM	Specs AK-777/36505031	392.06365864400004
LLM	Specs AN-648/15101110	213.998302812
LLM	Specs AN-648/40682295	282.136827816
LLM	InterBioScreen STOCK5S-94939	442.02280330799994
LLM	Chem T&I NSB 0011247	199.080870412
LLM	Chembridge 5622977	350.120132196
LLM	InterBioScreen STOCK5S-46273	296.096105876
LLM	InterBioScreen STOCK2S-27479	349.131408088
LLM	Specs AO-081/40681133	384.12413163591
LLM	Chembridge 6374473	392.09431137199994
LLM	Specs AO-476/43250091	343.08360236799996
LLM	Specs AP-015/15620016	201.053826464
LLM	Chemical Block A2903/0122323	348.13077713200005
LLM	Specs AP-501/40804743	366.126280196
LLM	Specs AP-501/42239295	338.13136557599995
LLM	Specs AP-866/42442546	393.03163458800003
LLM	Specs AP-970/42898398	417.172227344
LLM	Chembridge 5460363	291.20670452409
LLM	Chemdiv 8005-4355	435.058238916
LLM	Chemical Block A3614/0153203	296.09094024399997
LLM	Chem T&I ARAK0113609	268.121177752
LLM	Chem T&I ARAK0119664	371.14005462399996
LLM	Chemdiv 2254-0140	379.99271746799997
LLM	Chem T&I ARAK0131652	385.013533784
LLM	Chem T&I ARAK0132847	347.06728360799997
LLM	Chem T&I NSB-0008717	295.043377368
LLM	Comgenex CGX-0866757	368.19686811209
LLM	Life Chemicals F0412-0110	400.182063756
LLM	ASDI 100018405	297.022641924
LLM	Maybridge BTB 07318	327.99207006800003
LLM	Cerep CER0136091	282.136827816
LLM	Chem T&I IVK/0000376	292.102334128
LLM	Maybridge BTB 08527	395.073990528
LLM	Lithuania 3320543	198.94001504791
LLM	Asinex BAS 00025608	284.050715244
LLM	Chembridge 7463380	383.02626450391
LLM	Chembridge 6665155	308.01863984
LLM	Chem T&I CTI-PMOS-0009106	309.19613984009004
LLM	Chem T&I CTI-PMOS-0009149	340.16556798409
LLM	Chem T&I ARAK0114249	207.083018416
LLM	Chemdiv 1400-7881	343.124214532
LLM	Menai H4242	324.093248752
LLM	Chembridge 5379981	308.986136596
LLM	Cerep CER0224616	344.14272436409
LLM	Tripos 1554-03108	340.99451872000003
LLM	Tripos 1528-10289	350.994376488
LLM	Chembridge 6576510	289.146664228
LLM	InterBioScreen STOCK5S-79425	411.059753616
LLM	Specs AG-690/11191358	358.12298932000004
LLM	Otava 0120630218	346.00842895591006
LLM	Maybridge HTS 06299	352.04933325200005
LLM	Maybridge KM 02208	319.01822524
LLM	Maybridge KM 06855	290.072513308
LLM	Maybridge KM 09691	352.072703336
LLM	Akos AKB-ICA-0079	178.03098019991
LLM	Bionet 10N-091	388.10347700000005
LLM	Sigma-Aldrich (SALOR) L233595	273.116506972
LLM	Sigma-Aldrich (SALOR) L307122	294.022976272
LLM	Maybridge BTB 09051	295.143310164
LLM	InterBioScreen STOCK4S-86333	377.131031228
LLM	Chem T&I MARI0000695	435.143035392
LLM	Maybridge ML 00307	268.10725900399996
LLM	Maybridge MWP 00028	286.050905272
LLM	Maybridge MWP 00552	249.001512556
LLM	Chembridge 9008758	338.126657056
LLM	Nanosyn NS28381	279.10578342
LLM	Asinex ASN 03271999	390.11833295991
LLM	Life Chemicals F0325-0222	348.069926464
LLM	Chemdiv C094-1548	317.22235458809
LLM	Chem T&I NSB 0023951	324.033540956
LLM	Chem T&I IVK/0000986	358.189257312
LLM	Chem T&I NSB 0027204	320.046692484
LLM	Enamine T0507-7757	335.163376912
LLM	Chem T&I NSB 0075662	288.066555336
LLM	Chem T&I NSB 0054126	317.056718924
LLM	Chem T&I NSB 0026885	238.97162558
LLM	Chem T&I NSB 0047332	324.07060074809004
LLM	Chem T&I NSB 0052574	317.093104432
LLM	Specs AG-690/40129458	379.03202416799996
LLM	Chem T&I SHCLME-000404	318.11504681599996
LLM	Princeton Biomolecular OSSK_194129	268.084792244
LLM	Princeton Biomolecular OSSK_198284	380.08307799199997
LLM	Labotest LT01784615	247.157228912
LLM	Princeton Biomolecular OSSK_285466	312.16985925999995
LLM	Princeton Biomolecular OSSK_456441	360.14526100391
LLM	Lithuania 515534	378.157957184
LLM	Princeton Biomolecular OSSK_459353	355.09872541191
LLM	Princeton Biomolecular OSSK_459539	288.13615912
LLM	Maybridge HTS 07015	342.13469631991
LLM	Comgenex CGX-3302684	381.14886971999994
LLM	Princeton Biomolecular OSSK_465841	392.115236844
LLM	Princeton Biomolecular OSSK_481719	380.163059628
LLM	Maybridge RJF 00894	237.147726848
LLM	Chem T&I AMCLME-06811	291.20670452409
LLM	InterBioScreen STOCK3S-96135	406.13019994
LLM	Princeton Biomolecular OSSK_490751	420.00395912791
LLM	Princeton Biomolecular OSSK_476333	243.100776656
LLM	Otava 7119720121	442.19262843999996
LLM	Otava 7015510157	385.131408088
LLM	Comgenex CGX-2104791	376.14567824799997
LLM	Princeton Biomolecular OSSK_553208	375.96812426
LLM	Specs AG-690/33075013	284.131348512
LLM	Chem T&I NSB 0004264	312.1473925
LLM	Princeton Biomolecular OSSK_619721	319.01822524
LLM	InterBioScreen STOCK4S-40156	217.13353958409
LLM	Pharmeks PHAR013973	429.1787522039999
LLM	Pharmeks PHAR108866	301.142641468
LLM	Pharmeks PHAR110701	327.10414778399996
LLM	Pharmeks PHAR031304	433.084763512
LLM	Pharmeks PHAR021952	424.22308286008996
LLM	Princeton Biomolecular OSSK_633669	328.25146364399995
LLM	Pharmeks PHAR066478	394.18925731199994
LLM	Pharmeks PHAR073549	401.18517497600004
LLM	Life Chemicals F0631-0161	373.16927346009004
LLM	Pharmeks PHAR099684	427.21072102799997
LLM	Pharmeks PHAR087547	285.057197592
LLM	Pharmeks PHAR059105	413.20709844809
LLM	Pharmeks PHAR059863	340.09939675199996
LLM	Pharmeks PHAR110543	419.15362339609004
LLM	Pharmeks PHAR090539	353.117569592
LLM	Pharmeks PHAR065513	375.05114690799996
LLM	Chem T&I PMOS-0027433	444.1546031199999
LLM	Chem T&I PMOS-0030169	420.06639646799994
LLM	Asinex ASN 06396448	399.08735035599994
LLM	Pyxis Discovery PYX 00000172	335.21293277609
LLM	Pyxis Discovery PYX 00003095	362.11790394
LLM	Asinex ASN 06916822	394.211724072
LLM	Pyxis Discovery PYX 00004219	411.15943440399997
LLM	Asinex ASN 09961559	383.16674804
LLM	Specs AG-205/07903010	353.08118408400003
LLM	BiotechCA 57288	328.19072011209
LLM	Sigma-Aldrich (SALOR) R598631	371.038172168
LLM	Specs AM-900/14781005	334.04552328399996
LLM	Sigma-Aldrich (SALOR) S761370	327.07172361208995
LLM	Chem T&I VAD 0002133	363.158291532
LLM	Bionet 12R-1184	301.12265497199996
LLM	Specs AI-204/31702052	288.99796846400005
LLM	InterBioScreen STOCK2S-05153	202.15902606008999
LLM	Maybridge RJF 01152	305.093104432
LLM	Maybridge S 04724	278.105527688
LLM	BiotechCA 18002	247.07645317191
LLM	Chembridge 6135451	296.078347636
LLM	Chembridge 5471954	273.07897859200006
LLM	ASDI 100086207	266.118590908
LLM	Enamine T0515-0185	211.132076784
LLM	Chembridge 5226945	379.97891479191
LLM	Maybridge SCR 00699	280.132411132
LLM	Enamine T0505-3993	370.07874156
LLM	Specs AM-970/41069476	244.084792244
LLM	Maybridge HTS 07425	308.127325752
LLM	Chem T&I SHCLME-002292	359.141595912
LLM	Chem T&I SHCLME-032725	392.145301388
LLM	Asinex BAS 02138094	372.198382516
LLM	Chem T&I SHCLME-019285	387.08013852799996
LLM	Chem T&I SHCLME-000519	425.119146216
LLM	Chem T&I SHCLME-015318	411.0922627719999
LLM	Chembridge 7786101	385.103102228
LLM	Chem T&I SHCLME-031858	408.12898262799996
LLM	Chem T&I SHCLME-036725	393.16233135600004
LLM	Chem T&I SHCLME-009789	412.10276787999993
LLM	Chem T&I SHCLME-041474	400.1317595
LLM	Chem T&I SHCLME-009624	449.098016848
LLM	Chem T&I IVK/0002196	369.0718021
LLM	Chem T&I SHCLME-050495	424.156911628
LLM	Chem T&I SHCLME-050195	404.10891588
LLM	Maybridge KM 08587	318.047441432
LLM	Life Chemicals F0828-0014	382.11626994
LLM	Maybridge SEW 00369	290.08031413609
LLM	Menai CB315	379.14634429990997
LLM	TimTec ST014103	352.088163372
LLM	TimTec ST017903	398.03783782
LLM	Chemical Block A3849/0163526	192.05080674799999
LLM	Chem T&I ARAK0114714	283.095691276
LLM	Chembridge 5468565	284.02402182800006
LLM	Chemical Block A2152/0090379	433.13255095999995
LLM	Cerep CER0136666	378.205576072
LLM	Vitas-M Lab STK202466	328.070405132
LLM	InterBioScreen STOCK3S-06831	387.09858373599997
LLM	Chem T&I NSB 0073893	362.10333476799997
LLM	TimTec TRE0007100	346.116486296
LLM	Chemical Block A1216/0056060	292.17062648
LLM	Chemdiv 0091-0129	246.053692448
LLM	Chem T&I UZI/4030346	314.163042564
LLM	Chem T&I UZI/4041208	420.08230271599996
LLM	Chem T&I UZI/9555149	283.15722891200005
LLM	Chem T&I VAD 0002167	388.14567824799997
LLM	Nanosyn NS61821	410.141261564
LLM	Tripos 1557-06740	367.135447912
LLM	Chembridge 6350086	295.15722891200005
LLM	Enamine T0500-3039	315.12592878400005
Fragments	Schrodinger_fragment_1	42.046950192
Fragments	Schrodinger_fragment_2	70.07825032
Fragments	Schrodinger_fragment_3	84.093900384
Fragments	Schrodinger_fragment_4	96.093900384
Fragments	Schrodinger_fragment_5	110.109550448
Fragments	Schrodinger_fragment_6	32.026214748
Fragments	Schrodinger_fragment_7	46.041864812
Fragments	Schrodinger_fragment_8	32.04947561209
Fragments	Schrodinger_fragment_9	46.06512567608999
Fragments	Schrodinger_fragment_10	60.08077574008999
Fragments	Schrodinger_fragment_11	48.003371128
Fragments	Schrodinger_fragment_11_a	46.99609467591
Fragments	Schrodinger_fragment_12	41.026549096
Fragments	Schrodinger_fragment_13	58.041864812
Fragments	Schrodinger_fragment_14	59.01385291591001
Fragments	Schrodinger_fragment_15	59.03711378
Fragments	Schrodinger_fragment_16	73.052763844
Fragments	Schrodinger_fragment_17	87.068413908
Fragments	Schrodinger_fragment_18	74.048012812
Fragments	Schrodinger_fragment_19	88.063662876
Fragments	Schrodinger_fragment_20	102.07931294
Fragments	Schrodinger_fragment_21	116.094963004
Fragments	Schrodinger_fragment_22	94.008850432
Fragments	Schrodinger_fragment_23	95.0040994
Fragments	Schrodinger_fragment_23_a	93.99682294791
Fragments	Schrodinger_fragment_24	109.019749464
Fragments	Schrodinger_fragment_24_a	108.01247301191
Fragments	Schrodinger_fragment_25	123.035399528
Fragments	Schrodinger_fragment_26	98.09642580408999
Fragments	Schrodinger_fragment_27	112.11207586808999
Fragments	Schrodinger_fragment_28	125.084063972
Fragments	Schrodinger_fragment_29	139.099714036
Fragments	Schrodinger_fragment_30	71.03711378
Fragments	Schrodinger_fragment_31	85.052763844
Fragments	Schrodinger_fragment_32	85.052763844
Fragments	Schrodinger_fragment_33	99.068413908
Fragments	Schrodinger_fragment_34	99.0320284
Fragments	Schrodinger_fragment_34_a	98.02475194791
Fragments	Schrodinger_fragment_35	113.047678464
Fragments	Schrodinger_fragment_36	97.016378336
Fragments	Schrodinger_fragment_37	111.0320284
Fragments	Schrodinger_fragment_38	147.0320284
Fragments	Schrodinger_fragment_38_a	146.02475194791
Fragments	Schrodinger_fragment_39	161.047678464
Fragments	Schrodinger_fragment_40	147.068413908
Fragments	Schrodinger_fragment_41	78.046950192
Fragments	Schrodinger_fragment_42	94.041864812
Fragments	Schrodinger_fragment_43	108.057514876
Fragments	Schrodinger_fragment_44	93.057849224
Fragments	Schrodinger_fragment_45	107.073499288
Fragments	Schrodinger_fragment_46	109.01174473991
Fragments	Schrodinger_fragment_46_a	110.019021192
Fragments	Schrodinger_fragment_47	103.04219916
Fragments	Schrodinger_fragment_48	120.057514876
Fragments	Schrodinger_fragment_49	121.02950297991
Fragments	Schrodinger_fragment_50	121.052763844
Fragments	Schrodinger_fragment_50_a	120.04548739191
Fragments	Schrodinger_fragment_51	156.024500496
Fragments	Schrodinger_fragment_52	157.019749464
Fragments	Schrodinger_fragment_52_a	156.01247301191
Fragments	Schrodinger_fragment_53	112.00797784
Fragments	Schrodinger_fragment_54	145.969005488
Fragments	Schrodinger_fragment_55	145.969005488
Fragments	Schrodinger_fragment_56	145.969005488
Fragments	Schrodinger_fragment_57	92.062600256
Fragments	Schrodinger_fragment_58	106.07825032
Fragments	Schrodinger_fragment_59	106.07825032
Fragments	Schrodinger_fragment_60	106.07825032
Fragments	Schrodinger_fragment_61	101.084063972
Fragments	Schrodinger_fragment_61_a	102.09134042408999
Fragments	Schrodinger_fragment_62	86.09642580408999
Fragments	Schrodinger_fragment_63	100.11207586808999
Fragments	Schrodinger_fragment_64	127.099714036
Fragments	Schrodinger_fragment_65	163.066699656
Fragments	Schrodinger_fragment_66	87.09167477208999
Fragments	Schrodinger_fragment_66_a	88.09895122417998
Fragments	Schrodinger_fragment_67	101.10732483608999
Fragments	Schrodinger_fragment_67_a	101.10732483608999
Fragments	Schrodinger_fragment_67_b	100.10004838399999
Fragments	Schrodinger_fragment_68	115.12297490008999
Fragments	Schrodinger_fragment_68_a	114.11569844799999
Fragments	Schrodinger_fragment_69	129.10223945609
Fragments	Schrodinger_fragment_69_a	128.094963004
Fragments	Schrodinger_fragment_70	142.110613068
Fragments	Schrodinger_fragment_70_a	143.11788952009
Fragments	Schrodinger_fragment_71	164.061948624
Fragments	Schrodinger_fragment_71_a	165.06922507609
Fragments	Schrodinger_fragment_72	178.077598688
Fragments	Schrodinger_fragment_72_a	179.08487514009
Fragments	Schrodinger_fragment_73	79.04219916
Fragments	Schrodinger_fragment_73_a	80.04947561208999
Fragments	Schrodinger_fragment_74	68.026214748
Fragments	Schrodinger_fragment_75	84.003371128
Fragments	Schrodinger_fragment_76	68.037448128
Fragments	Schrodinger_fragment_76_a	69.04472458008999
Fragments	Schrodinger_fragment_77	83.06037464408999
Fragments	Schrodinger_fragment_77_a	82.053098192
Fragments	Schrodinger_fragment_78	118.053098192
Fragments	Schrodinger_fragment_78_a	119.06037464408999
Fragments	Schrodinger_fragment_79	132.068748256
Fragments	Schrodinger_fragment_79_a	133.07602470809
Fragments	Schrodinger_fragment_80	67.04219916
Fragments	Schrodinger_fragment_81	81.057849224
Fragments	Schrodinger_fragment_82	84.998620096
Fragments	Schrodinger_fragment_83	69.021463716
Fragments	Schrodinger_fragment_84	69.021463716
Fragments	Schrodinger_fragment_85	68.037448128
Fragments	Schrodinger_fragment_86	82.053098192
Fragments	Schrodinger_fragment_87	71.06037464408999
Fragments	Schrodinger_fragment_88	100.08692374008999
Fragments	Schrodinger_fragment_89	85.993869064
Fragments	Schrodinger_fragment_90	85.993869064
Fragments	Schrodinger_fragment_91	70.016712684
Fragments	Schrodinger_fragment_92	70.016712684
Fragments	Schrodinger_fragment_93	118.041864812
Fragments	Schrodinger_fragment_94	134.019021192
Fragments	Schrodinger_fragment_95	117.057849224
Fragments	Schrodinger_fragment_96	131.073499288
Fragments	Schrodinger_fragment_97	80.037448128
Fragments	Schrodinger_fragment_98	80.037448128
Fragments	Schrodinger_fragment_99	80.037448128
Fragments	Schrodinger_fragment_100	81.03269709599999
Fragments	Schrodinger_fragment_101	81.03269709599999
Fragments	Schrodinger_fragment_102	138.05032132
Fragments	Schrodinger_fragment_103	122.07316494
Fragments	Schrodinger_fragment_104	121.08914935199999
Fragments	Schrodinger_fragment_105	119.073499288
Fragments	Schrodinger_fragment_106	120.08077574008999
Fragments	Schrodinger_fragment_107	135.01427016
Fragments	Schrodinger_fragment_108	119.03711378
Fragments	Schrodinger_fragment_109	119.03711378
Fragments	Schrodinger_fragment_110	119.03711378
Fragments	Schrodinger_fragment_111	118.053098192
Fragments	Schrodinger_fragment_111_a	119.06037464408999
Fragments	Schrodinger_fragment_112	133.07602470809
Fragments	Schrodinger_fragment_112_a	132.068748256
Fragments	Schrodinger_fragment_113	119.06037464408999
Fragments	Schrodinger_fragment_113_a	118.053098192
Fragments	Schrodinger_fragment_114	133.07602470809
Fragments	Schrodinger_fragment_114_a	132.068748256
Fragments	Schrodinger_fragment_115	118.053098192
Fragments	Schrodinger_fragment_116	118.053098192
Fragments	Schrodinger_fragment_116_a	118.053098192
Fragments	Schrodinger_fragment_117	132.068748256
Fragments	Schrodinger_fragment_118	118.053098192
Fragments	Schrodinger_fragment_119	132.068748256
Fragments	Schrodinger_fragment_120	118.053098192
Fragments	Schrodinger_fragment_121	118.053098192
Fragments	Schrodinger_fragment_121_a	119.06037464408999
Fragments	Schrodinger_fragment_122	120.032362748
Fragments	Schrodinger_fragment_123	120.032362748
Fragments	Schrodinger_fragment_124	119.04834715999999
Fragments	Schrodinger_fragment_125	133.063997224
Fragments	Schrodinger_fragment_126	119.04834715999999
Fragments	Schrodinger_fragment_127	133.063997224
Fragments	Schrodinger_fragment_128	119.04834715999999
Fragments	Schrodinger_fragment_128_a	119.04834715999999
Fragments	Schrodinger_fragment_129	133.063997224
Fragments	Schrodinger_fragment_130	119.04834715999999
Fragments	Schrodinger_fragment_131	120.05562361208999
Fragments	Schrodinger_fragment_131_a	119.04834715999999
Fragments	Schrodinger_fragment_131_b	119.04834715999999
Fragments	Schrodinger_fragment_132	119.04834715999999
Fragments	Schrodinger_fragment_133	133.063997224
Fragments	Schrodinger_fragment_134	134.07127367609
Fragments	Schrodinger_fragment_135	133.063997224
Fragments	Schrodinger_fragment_136	134.07127367609
Fragments	Schrodinger_fragment_137	119.04834715999999
Fragments	Schrodinger_fragment_137_a	119.04834715999999
Fragments	Schrodinger_fragment_137_b	118.04107070791
Fragments	Schrodinger_fragment_138	133.063997224
Fragments	Schrodinger_fragment_139	134.07127367609
Fragments	Schrodinger_fragment_140	120.04359612799999
Fragments	Schrodinger_fragment_140_a	120.04359612799999
Fragments	Schrodinger_fragment_140_b	119.03631967591
Fragments	Schrodinger_fragment_141	134.059246192
Fragments	Schrodinger_fragment_142	120.04359612799999
Fragments	Schrodinger_fragment_142_a	120.04359612799999
Fragments	Schrodinger_fragment_142_b	119.03631967591
Fragments	Schrodinger_fragment_143	134.059246192
