Uniprot ID	Compound Name	Binding
P24941	Linsitinib	0
P24941	Losmapimod	0
P24941	MK-1775	0
P24941	MK-2206	0
P24941	MK-5108	0
P24941	MLN-8054	0
P24941	Milciclib	0
P24941	Momelotinib	0
P24941	Motesanib	0
P24941	OTS-167	0
P24941	Orantinib	0
P24941	P-276-00	0
P24941	PD-325901	0
P24941	PF-03814735	0
P24941	PF-3758309	0
P24941	PF-477736	0
P24941	PF-562271	0
P24941	PH-797804	0
P24941	PHA-793887	0
P24941	Pacritinib	0
P24941	Pexidartinib	0
P24941	Pimasertib	0
P24941	Ponatinib	0
P24941	R-547	1
P24941	RDEA-436	0
P24941	RGB-286638	0
P24941	Ro-4987655	0
P24941	Ro-5126766	0
P24941	Ruboxistaurin	0
P24941	SAR-407899	0
P24941	SB-1317	0
P24941	SCH-900776	0
P24941	SGI-1776	0
P24941	Sapanisertib	0
P24941	Silmitasertib	0
P24941	Sonolisib	0
P24941	Sotrastaurin	0
P24941	TAK-733	0
P24941	TAK-901	0
P24941	TG-100572	0
P24941	Talmapimod	0
P24941	Tanzisertib	0
P24941	Tesevatinib	0
P24941	Tozasertib	0
P24941	Trametinib	0
P24941	UCN-01	0
P24941	Uprosertib	0
P24941	VX-702	0
P24941	XL-019	0
P24941	XL-228	0
P24941	XL-413	0
P24941	Y-39983	0
P27361	AEW-541	0
P27361	AMG-208	0
P27361	AMG-900	0
P27361	AT-13148	0
P27361	AT-7519	0
P27361	AT-9283	0
P27361	AZD-1208	0
P27361	AZD-7762	0
P27361	AZD-8330	0
P27361	Abemaciclib	0
P27361	Alisertib	0
P27361	Alvocidib	0
P27361	BI-847325	0
P27361	BMS-690514	0
P27361	BMS-754807	0
P27361	Bafetinib	0
P27361	Barasertib_HQPA	0
P27361	Bosutinib	0
P27361	Brivanib_alaninate	0
P27361	CH-5183284	0
P27361	CP-547632	0
P27361	Cerdulatinib	0
P27361	Cobimetinib	0
P27361	Crenolanib	0
P27361	Cyc-116	0
P27361	Dabrafenib	0
P27361	Danusertib	0
P27361	Dasatinib	0
P27361	Defactinib	0
P27361	Dinaciclib	0
P27361	Dovitinib	0
P27361	GDC-0994	1
P27361	GSK-1059615	0
P27361	GSK-2110183	0
P27361	GSK-690693	0
P27361	Galunisertib	0
P27361	Gilteritinib	0
P27361	JNJ-26483327	0
P27361	K-252a	0
P27361	KW-2449	0
P27361	LY-2584702	0
P27361	Lestaurtinib	0
P27361	Linsitinib	0
P27361	Losmapimod	0
P27361	MK-1775	0
P27361	MK-2206	0
P27361	MK-5108	0
P27361	MLN-8054	0
P27361	Milciclib	0
P27361	Momelotinib	0
P27361	Motesanib	0
P27361	OTS-167	0
P27361	Orantinib	0
P27361	P-276-00	0
P27361	PD-325901	0
P27361	PF-03814735	0
P27361	PF-3758309	0
P27361	PF-477736	0
P27361	PF-562271	0
P27361	PH-797804	0
P27361	PHA-793887	0
P27361	Pacritinib	0
P27361	Pexidartinib	0
P27361	Pimasertib	0
P27361	Ponatinib	0
P27361	R-547	0
P27361	RDEA-436	0
P27361	RGB-286638	0
P27361	Ro-4987655	0
P27361	Ro-5126766	0
P27361	Ruboxistaurin	0
P27361	SAR-407899	0
P27361	SB-1317	0
P27361	SCH-900776	0
P27361	SGI-1776	0
P27361	Sapanisertib	0
P27361	Silmitasertib	0
P27361	Sonolisib	0
P27361	Sotrastaurin	0
P27361	TAK-733	0
P27361	TAK-901	0
P27361	TG-100572	0
P27361	Talmapimod	0
P27361	Tanzisertib	0
P27361	Tesevatinib	0
P27361	Tozasertib	0
P27361	Trametinib	0
P27361	UCN-01	0
P27361	Uprosertib	0
P27361	VX-702	0
P27361	XL-019	0
P27361	XL-228	0
P27361	XL-413	0
P27361	Y-39983	0
P27448	AEW-541	0
P27448	AMG-208	0
P27448	AMG-900	0
P27448	AT-13148	0
P27448	AT-7519	0
P27448	AT-9283	0
P27448	AZD-1208	0
P27448	AZD-7762	0
P27448	AZD-8330	0
P27448	Abemaciclib	0
P27448	Alisertib	0
P27448	Alvocidib	0
P27448	BI-847325	0
P27448	BMS-690514	0
P27448	BMS-754807	0
P27448	Bafetinib	0
P27448	Barasertib_HQPA	0
P27448	Bosutinib	0
P27448	Brivanib_alaninate	0
P27448	CH-5183284	0
P27448	CP-547632	0
P27448	Cerdulatinib	0
P27448	Cobimetinib	0
P27448	Crenolanib	0
P27448	Cyc-116	0
P27448	Dabrafenib	0
P27448	Danusertib	0
P27448	Dasatinib	0
P27448	Defactinib	0
P27448	Dinaciclib	0
P27448	Dovitinib	0
P27448	GDC-0994	0
P27448	GSK-1059615	0
P27448	GSK-2110183	0
P27448	GSK-690693	0
P27448	Galunisertib	0
P27448	Gilteritinib	0
P27448	JNJ-26483327	0
P27448	K-252a	0
P27448	KW-2449	0
P27448	LY-2584702	0
P27448	Lestaurtinib	0
P27448	Linsitinib	0
P27448	Losmapimod	0
P27448	MK-1775	0
P27448	MK-2206	0
P27448	MK-5108	0
P27448	MLN-8054	0
P27448	Milciclib	0
P27448	Momelotinib	0
P27448	Motesanib	0
P27448	OTS-167	0
P27448	Orantinib	0
P27448	P-276-00	0
P27448	PD-325901	0
P27448	PF-03814735	0
P27448	PF-3758309	0
P27448	PF-477736	0
P27448	PF-562271	0
P27448	PH-797804	0
P27448	PHA-793887	0
P27448	Pacritinib	0
P27448	Pexidartinib	0
P27448	Pimasertib	0
P27448	Ponatinib	0
P27448	R-547	0
P27448	RDEA-436	0
P27448	RGB-286638	0
P27448	Ro-4987655	0
P27448	Ro-5126766	0
P27448	Ruboxistaurin	0
P27448	SAR-407899	0
P27448	SB-1317	0
P27448	SCH-900776	0
P27448	SGI-1776	0
P27448	Sapanisertib	0
P27448	Silmitasertib	0
P27448	Sonolisib	0
P27448	Sotrastaurin	0
P27448	TAK-733	0
P27448	TAK-901	0
P27448	TG-100572	0
P27448	Talmapimod	0
P27448	Tanzisertib	0
P27448	Tesevatinib	0
P27448	Tozasertib	0
P27448	Trametinib	0
P27448	UCN-01	1
P27448	Uprosertib	0
P27448	VX-702	0
P27448	XL-019	0
P27448	XL-228	0
P27448	XL-413	0
P27448	Y-39983	0
P28482	AEW-541	0
P28482	AMG-208	0
P28482	AMG-900	0
P28482	AT-13148	0
P28482	AT-7519	0
P28482	AT-9283	0
P28482	AZD-1208	0
P28482	AZD-7762	0
P28482	AZD-8330	0
P28482	Abemaciclib	0
P28482	Alisertib	0
P28482	Alvocidib	0
P28482	BI-847325	0
P28482	BMS-690514	0
P28482	BMS-754807	0
P28482	Bafetinib	0
P28482	Barasertib_HQPA	0
P28482	Bosutinib	0
P28482	Brivanib_alaninate	0
P28482	CH-5183284	0
P28482	CP-547632	0
P28482	Cerdulatinib	0
P28482	Cobimetinib	0
P28482	Crenolanib	0
P28482	Cyc-116	0
P28482	Dabrafenib	0
P28482	Danusertib	0
P28482	Dasatinib	0
P28482	Defactinib	0
P28482	Dinaciclib	0
P28482	Dovitinib	0
P28482	GDC-0994	1
P28482	GSK-1059615	0
P28482	GSK-2110183	0
P28482	GSK-690693	0
P28482	Galunisertib	0
P28482	Gilteritinib	0
P28482	JNJ-26483327	0
P28482	K-252a	0
P28482	KW-2449	0
P28482	LY-2584702	0
P28482	Lestaurtinib	0
P28482	Linsitinib	0
P28482	Losmapimod	0
P28482	MK-1775	0
P28482	MK-2206	0
P28482	MK-5108	0
P28482	MLN-8054	0
P28482	Milciclib	0
P28482	Momelotinib	0
P28482	Motesanib	0
P28482	OTS-167	0
P28482	Orantinib	0
P28482	P-276-00	0
P28482	PD-325901	0
P28482	PF-03814735	0
P28482	PF-3758309	0
P28482	PF-477736	0
P28482	PF-562271	0
P28482	PH-797804	0
P28482	PHA-793887	0
P28482	Pacritinib	0
P28482	Pexidartinib	0
P28482	Pimasertib	0
P28482	Ponatinib	0
P28482	R-547	0
P28482	RDEA-436	0
P28482	RGB-286638	0
P28482	Ro-4987655	0
P28482	Ro-5126766	0
P28482	Ruboxistaurin	0
P28482	SAR-407899	0
P28482	SB-1317	0
P28482	SCH-900776	0
P28482	SGI-1776	0
P28482	Sapanisertib	0
P28482	Silmitasertib	0
P28482	Sonolisib	0
P28482	Sotrastaurin	0
P28482	TAK-733	0
P28482	TAK-901	0
P28482	TG-100572	0
P28482	Talmapimod	0
P28482	Tanzisertib	0
P28482	Tesevatinib	0
P28482	Tozasertib	0
P28482	Trametinib	0
P28482	UCN-01	0
P28482	Uprosertib	0
P28482	VX-702	0
P28482	XL-019	0
P28482	XL-228	0
P28482	XL-413	0
P28482	Y-39983	0
P30291	AEW-541	0
P30291	AMG-208	0
P30291	AMG-900	0
P30291	AT-13148	0
P30291	AT-7519	0
P30291	AT-9283	0
P30291	AZD-1208	0
P30291	AZD-7762	0
P30291	AZD-8330	0
P30291	Abemaciclib	0
P30291	Alisertib	0
P30291	Alvocidib	0
P30291	BI-847325	0
P30291	BMS-690514	0
P30291	BMS-754807	0
P30291	Bafetinib	0
P30291	Barasertib_HQPA	0
P30291	Bosutinib	0
P30291	Brivanib_alaninate	0
P30291	CH-5183284	0
P30291	CP-547632	0
P30291	Cerdulatinib	0
P30291	Cobimetinib	0
P30291	Crenolanib	0
P30291	Cyc-116	0
P30291	Dabrafenib	0
P30291	Danusertib	0
P30291	Dasatinib	0
P30291	Defactinib	0
P30291	Dinaciclib	0
P30291	Dovitinib	0
P30291	GDC-0994	0
P30291	GSK-1059615	0
P30291	GSK-2110183	0
P30291	GSK-690693	0
P30291	Galunisertib	0
P30291	Gilteritinib	0
P30291	JNJ-26483327	0
P30291	K-252a	0
P30291	KW-2449	0
P30291	LY-2584702	0
P30291	Lestaurtinib	0
P30291	Linsitinib	0
P30291	Losmapimod	0
P30291	MK-1775	1
P30291	MK-2206	0
P30291	MK-5108	0
P30291	MLN-8054	0
P30291	Milciclib	1
P30291	Momelotinib	0
P30291	Motesanib	0
P30291	OTS-167	0
P30291	Orantinib	0
P30291	P-276-00	0
P30291	PD-325901	0
P30291	PF-03814735	0
P30291	PF-3758309	0
P30291	PF-477736	0
P30291	PF-562271	0
P30291	PH-797804	0
P30291	PHA-793887	0
P30291	Pacritinib	0
P30291	Pexidartinib	0
P30291	Pimasertib	0
P30291	Ponatinib	0
P30291	R-547	0
P30291	RDEA-436	0
P30291	RGB-286638	0
P30291	Ro-4987655	0
P30291	Ro-5126766	0
P30291	Ruboxistaurin	0
P30291	SAR-407899	0
P30291	SB-1317	0
P30291	SCH-900776	0
P30291	SGI-1776	0
P30291	Sapanisertib	0
P30291	Silmitasertib	0
P30291	Sonolisib	0
P30291	Sotrastaurin	0
P30291	TAK-733	0
P30291	TAK-901	0
P30291	TG-100572	0
P30291	Talmapimod	0
P30291	Tanzisertib	0
P30291	Tesevatinib	0
P30291	Tozasertib	0
P30291	Trametinib	0
P30291	UCN-01	0
P30291	Uprosertib	0
P30291	VX-702	0
P30291	XL-019	0
P30291	XL-228	0
P30291	XL-413	0
P30291	Y-39983	0
P31749	AEW-541	0
P31749	AMG-208	0
P31749	AMG-900	0
P31749	AT-13148	0
P31749	AT-7519	0
P31749	AT-9283	0
P31749	AZD-1208	0
P31749	AZD-7762	0
P31749	AZD-8330	0
P31749	Abemaciclib	0
P31749	Alisertib	0
P31749	Alvocidib	0
P31749	BI-847325	0
P31749	BMS-690514	0
P31749	BMS-754807	0
P31749	Bafetinib	0
P31749	Barasertib_HQPA	0
P31749	Bosutinib	0
P31749	Brivanib_alaninate	0
P31749	CH-5183284	0
P31749	CP-547632	0
P31749	Cerdulatinib	0
P31749	Cobimetinib	0
P31749	Crenolanib	0
P31749	Cyc-116	0
P31749	Dabrafenib	0
P31749	Danusertib	0
P31749	Dasatinib	0
P31749	Defactinib	0
P31749	Dinaciclib	0
P31749	Dovitinib	0
P31749	GDC-0994	0
P31749	GSK-1059615	0
P31749	GSK-2110183	0
P31749	GSK-690693	0
P31749	Galunisertib	0
P31749	Gilteritinib	0
P31749	JNJ-26483327	0
P31749	K-252a	0
P31749	KW-2449	0
P31749	LY-2584702	0
P31749	Lestaurtinib	0
P31749	Linsitinib	0
P31749	Losmapimod	0
P31749	MK-1775	0
P31749	MK-2206	1
P31749	MK-5108	0
P31749	MLN-8054	0
P31749	Milciclib	0
P31749	Momelotinib	0
P31749	Motesanib	0
P31749	OTS-167	0
P31749	Orantinib	0
P31749	P-276-00	0
P31749	PD-325901	0
P31749	PF-03814735	0
P31749	PF-3758309	0
P31749	PF-477736	0
P31749	PF-562271	0
P31749	PH-797804	0
P31749	PHA-793887	0
P31749	Pacritinib	0
P31749	Pexidartinib	0
P31749	Pimasertib	0
P31749	Ponatinib	0
P31749	R-547	0
P31749	RDEA-436	0
P31749	RGB-286638	0
P31749	Ro-4987655	0
P31749	Ro-5126766	0
P31749	Ruboxistaurin	0
P31749	SAR-407899	0
P31749	SB-1317	0
P31749	SCH-900776	0
P31749	SGI-1776	0
P31749	Sapanisertib	0
P31749	Silmitasertib	0
P31749	Sonolisib	0
P31749	Sotrastaurin	0
P31749	TAK-733	0
P31749	TAK-901	0
P31749	TG-100572	0
P31749	Talmapimod	0
P31749	Tanzisertib	0
P31749	Tesevatinib	0
P31749	Tozasertib	0
P31749	Trametinib	0
P31749	UCN-01	0
P31749	Uprosertib	0
P31749	VX-702	0
P31749	XL-019	0
P31749	XL-228	0
P31749	XL-413	0
P31749	Y-39983	0
P31751	AEW-541	0
P31751	AMG-208	0
P31751	AMG-900	0
P31751	AT-13148	0
P31751	AT-7519	0
P31751	AT-9283	0
P31751	AZD-1208	0
P31751	AZD-7762	0
P31751	AZD-8330	0
P31751	Abemaciclib	0
P31751	Alisertib	0
P31751	Alvocidib	0
P31751	BI-847325	0
P31751	BMS-690514	0
P31751	BMS-754807	0
P31751	Bafetinib	0
P31751	Barasertib_HQPA	0
P31751	Bosutinib	0
P31751	Brivanib_alaninate	0
P31751	CH-5183284	0
P31751	CP-547632	0
P31751	Cerdulatinib	0
P31751	Cobimetinib	0
P31751	Crenolanib	0
P31751	Cyc-116	0
P31751	Dabrafenib	0
P31751	Danusertib	0
P31751	Dasatinib	0
P31751	Defactinib	0
P31751	Dinaciclib	0
P31751	Dovitinib	0
P31751	GDC-0994	0
P31751	GSK-1059615	0
P31751	GSK-2110183	0
P31751	GSK-690693	0
P31751	Galunisertib	0
P31751	Gilteritinib	0
P31751	JNJ-26483327	0
P31751	K-252a	0
P31751	KW-2449	0
P31751	LY-2584702	0
P31751	Lestaurtinib	0
P31751	Linsitinib	0
P31751	Losmapimod	0
P31751	MK-1775	0
P31751	MK-2206	1
P31751	MK-5108	0
P31751	MLN-8054	0
P31751	Milciclib	0
P31751	Momelotinib	0
P31751	Motesanib	0
P31751	OTS-167	0
P31751	Orantinib	0
P31751	P-276-00	0
P31751	PD-325901	0
P31751	PF-03814735	0
P31751	PF-3758309	0
P31751	PF-477736	0
P31751	PF-562271	0
P31751	PH-797804	0
P31751	PHA-793887	0
P31751	Pacritinib	0
P31751	Pexidartinib	0
P31751	Pimasertib	0
P31751	Ponatinib	0
P31751	R-547	0
P31751	RDEA-436	0
P31751	RGB-286638	0
P31751	Ro-4987655	0
P31751	Ro-5126766	0
P31751	Ruboxistaurin	0
P31751	SAR-407899	0
P31751	SB-1317	0
P31751	SCH-900776	0
P31751	SGI-1776	0
P31751	Sapanisertib	0
P31751	Silmitasertib	0
P31751	Sonolisib	0
P31751	Sotrastaurin	0
P31751	TAK-733	0
P31751	TAK-901	0
P31751	TG-100572	0
P31751	Talmapimod	0
P31751	Tanzisertib	0
P31751	Tesevatinib	0
P31751	Tozasertib	0
P31751	Trametinib	0
P31751	UCN-01	0
P31751	Uprosertib	0
P31751	VX-702	0
P31751	XL-019	0
P31751	XL-228	0
P31751	XL-413	0
P31751	Y-39983	0
P33981	AEW-541	0
P33981	AMG-208	0
P33981	AMG-900	0
P33981	AT-13148	0
P33981	AT-7519	0
P33981	AT-9283	0
P33981	AZD-1208	0
P33981	AZD-7762	0
P33981	AZD-8330	0
P33981	Abemaciclib	0
P33981	Alisertib	0
P33981	Alvocidib	0
P33981	BI-847325	0
P33981	BMS-690514	0
P33981	BMS-754807	0
P33981	Bafetinib	0
P33981	Barasertib_HQPA	0
P33981	Bosutinib	0
P33981	Brivanib_alaninate	0
P33981	CH-5183284	0
P33981	CP-547632	0
P33981	Cerdulatinib	0
P33981	Cobimetinib	0
P33981	Crenolanib	0
P33981	Cyc-116	1
P33981	Dabrafenib	0
P33981	Danusertib	0
P33981	Dasatinib	0
P33981	Defactinib	0
P33981	Dinaciclib	0
P33981	Dovitinib	0
P33981	GDC-0994	0
P33981	GSK-1059615	0
P33981	GSK-2110183	0
P33981	GSK-690693	0
P33981	Galunisertib	0
P33981	Gilteritinib	0
P33981	JNJ-26483327	0
P33981	K-252a	1
P33981	KW-2449	0
P33981	LY-2584702	0
P33981	Lestaurtinib	0
P33981	Linsitinib	0
P33981	Losmapimod	0
P33981	MK-1775	0
P33981	MK-2206	0
P33981	MK-5108	0
P33981	MLN-8054	0
P33981	Milciclib	0
P33981	Momelotinib	0
P33981	Motesanib	0
P33981	OTS-167	0
P33981	Orantinib	0
P33981	P-276-00	0
P33981	PD-325901	0
P33981	PF-03814735	0
P33981	PF-3758309	0
P33981	PF-477736	0
P33981	PF-562271	0
P33981	PH-797804	0
P33981	PHA-793887	0
P33981	Pacritinib	0
P33981	Pexidartinib	0
P33981	Pimasertib	0
P33981	Ponatinib	0
P33981	R-547	0
P33981	RDEA-436	0
P33981	RGB-286638	0
P33981	Ro-4987655	0
P33981	Ro-5126766	0
P33981	Ruboxistaurin	0
P33981	SAR-407899	0
P33981	SB-1317	0
P33981	SCH-900776	0
P33981	SGI-1776	0
P33981	Sapanisertib	0
P33981	Silmitasertib	0
P33981	Sonolisib	0
P33981	Sotrastaurin	0
P33981	TAK-733	0
P33981	TAK-901	0
P33981	TG-100572	0
P33981	Talmapimod	0
P33981	Tanzisertib	0
P33981	Tesevatinib	0
P33981	Tozasertib	0
P33981	Trametinib	0
P33981	UCN-01	0
P33981	Uprosertib	0
P33981	VX-702	0
P33981	XL-019	0
P33981	XL-228	0
P33981	XL-413	0
P33981	Y-39983	0
P36507	AEW-541	0
P36507	AMG-208	0
P36507	AMG-900	0
P36507	AT-13148	0
P36507	AT-7519	0
P36507	AT-9283	0
P36507	AZD-1208	0
P36507	AZD-7762	0
P36507	AZD-8330	1
P36507	Abemaciclib	0
P36507	Alisertib	0
P36507	Alvocidib	0
P36507	BI-847325	0
P36507	BMS-690514	0
P36507	BMS-754807	0
P36507	Bafetinib	0
P36507	Barasertib_HQPA	0
P36507	Bosutinib	0
P36507	Brivanib_alaninate	0
P36507	CH-5183284	0
P36507	CP-547632	0
P36507	Cerdulatinib	0
P36507	Cobimetinib	1
P36507	Crenolanib	0
P36507	Cyc-116	0
P36507	Dabrafenib	0
P36507	Danusertib	0
P36507	Dasatinib	0
P36507	Defactinib	0
P36507	Dinaciclib	0
P36507	Dovitinib	0
P36507	GDC-0994	0
P36507	GSK-1059615	0
P36507	GSK-2110183	0
P36507	GSK-690693	0
P36507	Galunisertib	0
P36507	Gilteritinib	0
P36507	JNJ-26483327	0
P36507	K-252a	0
P36507	KW-2449	0
P36507	LY-2584702	0
P36507	Lestaurtinib	0
P36507	Linsitinib	0
P36507	Losmapimod	0
P36507	MK-1775	0
P36507	MK-2206	0
P36507	MK-5108	0
P36507	MLN-8054	0
P36507	Milciclib	0
P36507	Momelotinib	0
P36507	Motesanib	0
P36507	OTS-167	0
P36507	Orantinib	0
P36507	P-276-00	0
P36507	PD-325901	1
P36507	PF-03814735	0
P36507	PF-3758309	0
P36507	PF-477736	0
P36507	PF-562271	0
P36507	PH-797804	0
P36507	PHA-793887	0
P36507	Pacritinib	0
P36507	Pexidartinib	0
P36507	Pimasertib	0
P36507	Ponatinib	0
P36507	R-547	0
P36507	RDEA-436	1
P36507	RGB-286638	0
P36507	Ro-4987655	1
P36507	Ro-5126766	0
P36507	Ruboxistaurin	0
P36507	SAR-407899	0
P36507	SB-1317	0
P36507	SCH-900776	0
P36507	SGI-1776	0
P36507	Sapanisertib	0
P36507	Silmitasertib	0
P36507	Sonolisib	0
P36507	Sotrastaurin	0
P36507	TAK-733	1
P36507	TAK-901	0
P36507	TG-100572	0
P36507	Talmapimod	0
P36507	Tanzisertib	0
P36507	Tesevatinib	0
P36507	Tozasertib	0
P36507	Trametinib	1
P36507	UCN-01	0
P36507	Uprosertib	0
P36507	VX-702	0
P36507	XL-019	0
P36507	XL-228	0
P36507	XL-413	0
P36507	Y-39983	0
P36896	AEW-541	0
P36896	AMG-208	0
P36896	AMG-900	0
P36896	AT-13148	0
P36896	AT-7519	0
P36896	AT-9283	0
P36896	AZD-1208	0
P36896	AZD-7762	0
P36896	AZD-8330	0
P36896	Abemaciclib	0
P36896	Alisertib	0
P36896	Alvocidib	0
P36896	BI-847325	0
P36896	BMS-690514	0
P36896	BMS-754807	0
P36896	Bafetinib	0
P36896	Barasertib_HQPA	0
P36896	Bosutinib	0
P36896	Brivanib_alaninate	0
P36896	CH-5183284	0
P36896	CP-547632	1
P36896	Cerdulatinib	0
P36896	Cobimetinib	0
P36896	Crenolanib	0
P36896	Cyc-116	0
P36896	Dabrafenib	0
P36896	Danusertib	0
P36896	Dasatinib	0
P36896	Defactinib	0
P36896	Dinaciclib	0
P36896	Dovitinib	0
P36896	GDC-0994	0
P36896	GSK-1059615	0
P36896	GSK-2110183	0
P36896	GSK-690693	0
P36896	Galunisertib	1
P36896	Gilteritinib	0
P36896	JNJ-26483327	0
P36896	K-252a	0
P36896	KW-2449	0
P36896	LY-2584702	0
P36896	Lestaurtinib	0
P36896	Linsitinib	0
P36896	Losmapimod	0
P36896	MK-1775	0
P36896	MK-2206	0
P36896	MK-5108	0
P36896	MLN-8054	0
P36896	Milciclib	0
P36896	Momelotinib	0
P36896	Motesanib	0
P36896	OTS-167	0
P36896	Orantinib	0
P36896	P-276-00	0
P36896	PD-325901	0
P36896	PF-03814735	0
P36896	PF-3758309	0
P36896	PF-477736	0
P36896	PF-562271	0
P36896	PH-797804	0
P36896	PHA-793887	0
P36896	Pacritinib	0
P36896	Pexidartinib	0
P36896	Pimasertib	0
P36896	Ponatinib	0
P36896	R-547	0
P36896	RDEA-436	0
P36896	RGB-286638	0
P36896	Ro-4987655	0
P36896	Ro-5126766	0
P36896	Ruboxistaurin	0
P36896	SAR-407899	0
P36896	SB-1317	0
P36896	SCH-900776	0
P36896	SGI-1776	0
P36896	Sapanisertib	0
P36896	Silmitasertib	0
P36896	Sonolisib	0
P36896	Sotrastaurin	0
P36896	TAK-733	0
P36896	TAK-901	0
P36896	TG-100572	1
P36896	Talmapimod	0
P36896	Tanzisertib	0
P36896	Tesevatinib	0
P36896	Tozasertib	0
P36896	Trametinib	0
P36896	UCN-01	0
P36896	Uprosertib	0
P36896	VX-702	0
P36896	XL-019	0
P36896	XL-228	0
P36896	XL-413	0
P36896	Y-39983	0
P36897	AEW-541	0
P36897	AMG-208	0
P36897	AMG-900	0
P36897	AT-13148	0
P36897	AT-7519	0
P36897	AT-9283	0
P36897	AZD-1208	0
P36897	AZD-7762	0
P36897	AZD-8330	0
P36897	Abemaciclib	0
P36897	Alisertib	0
P36897	Alvocidib	0
P36897	BI-847325	0
P36897	BMS-690514	0
P36897	BMS-754807	0
P36897	Bafetinib	0
P36897	Barasertib_HQPA	0
P36897	Bosutinib	0
P36897	Brivanib_alaninate	0
P36897	CH-5183284	0
P36897	CP-547632	1
P36897	Cerdulatinib	0
P36897	Cobimetinib	0
P36897	Crenolanib	0
P36897	Cyc-116	0
P36897	Dabrafenib	0
P36897	Danusertib	0
P36897	Dasatinib	0
P36897	Defactinib	0
P36897	Dinaciclib	0
P36897	Dovitinib	0
P36897	GDC-0994	0
P36897	GSK-1059615	0
P36897	GSK-2110183	0
P36897	GSK-690693	0
P36897	Galunisertib	0
P36897	Gilteritinib	0
P36897	JNJ-26483327	0
P36897	K-252a	0
P36897	KW-2449	0
P36897	LY-2584702	0
P36897	Lestaurtinib	0
P36897	Linsitinib	0
P36897	Losmapimod	0
P36897	MK-1775	0
P36897	MK-2206	0
P36897	MK-5108	0
P36897	MLN-8054	0
P36897	Milciclib	0
P36897	Momelotinib	0
P36897	Motesanib	0
P36897	OTS-167	0
P36897	Orantinib	0
P36897	P-276-00	0
P36897	PD-325901	0
P36897	PF-03814735	0
P36897	PF-3758309	0
P36897	PF-477736	0
P36897	PF-562271	0
P36897	PH-797804	0
P36897	PHA-793887	0
P36897	Pacritinib	0
P36897	Pexidartinib	0
P36897	Pimasertib	0
P36897	Ponatinib	0
P36897	R-547	0
P36897	RDEA-436	0
P36897	RGB-286638	0
P36897	Ro-4987655	0
P36897	Ro-5126766	0
P36897	Ruboxistaurin	0
P36897	SAR-407899	0
P36897	SB-1317	0
P36897	SCH-900776	0
P36897	SGI-1776	0
P36897	Sapanisertib	0
P36897	Silmitasertib	0
P36897	Sonolisib	0
P36897	Sotrastaurin	0
P36897	TAK-733	0
P36897	TAK-901	0
P36897	TG-100572	1
P36897	Talmapimod	0
P36897	Tanzisertib	0
P36897	Tesevatinib	0
P36897	Tozasertib	0
P36897	Trametinib	0
P36897	UCN-01	0
P36897	Uprosertib	0
P36897	VX-702	0
P36897	XL-019	0
P36897	XL-228	0
P36897	XL-413	0
P36897	Y-39983	0
P45983	AEW-541	0
P45983	AMG-208	0
P45983	AMG-900	0
P45983	AT-13148	0
P45983	AT-7519	0
P45983	AT-9283	0
P45983	AZD-1208	0
P45983	AZD-7762	0
P45983	AZD-8330	0
P45983	Abemaciclib	0
P45983	Alisertib	0
P45983	Alvocidib	0
P45983	BI-847325	0
P45983	BMS-690514	0
P45983	BMS-754807	0
P45983	Bafetinib	0
P45983	Barasertib_HQPA	0
P45983	Bosutinib	0
P45983	Brivanib_alaninate	0
P45983	CH-5183284	0
P45983	CP-547632	0
P45983	Cerdulatinib	0
P45983	Cobimetinib	0
P45983	Crenolanib	0
P45983	Cyc-116	0
P45983	Dabrafenib	0
P45983	Danusertib	0
P45983	Dasatinib	0
P45983	Defactinib	0
P45983	Dinaciclib	0
P45983	Dovitinib	0
P45983	GDC-0994	0
P45983	GSK-1059615	0
P45983	GSK-2110183	0
P45983	GSK-690693	0
P45983	Galunisertib	0
P45983	Gilteritinib	0
P45983	JNJ-26483327	0
P45983	K-252a	0
P45983	KW-2449	0
P45983	LY-2584702	0
P45983	Lestaurtinib	0
P45983	Linsitinib	0
P45983	Losmapimod	0
P45983	MK-1775	0
P45983	MK-2206	0
P45983	MK-5108	0
P45983	MLN-8054	0
P45983	Milciclib	0
P45983	Momelotinib	0
P45983	Motesanib	0
P45983	OTS-167	0
P45983	Orantinib	0
P45983	P-276-00	0
P45983	PD-325901	0
P45983	PF-03814735	0
P45983	PF-3758309	0
P45983	PF-477736	0
P45983	PF-562271	0
P45983	PH-797804	0
P45983	PHA-793887	0
P45983	Pacritinib	0
P45983	Pexidartinib	0
P45983	Pimasertib	0
P45983	Ponatinib	0
P45983	R-547	0
P45983	RDEA-436	0
P45983	RGB-286638	0
P45983	Ro-4987655	0
P45983	Ro-5126766	0
P45983	Ruboxistaurin	0
P45983	SAR-407899	0
P45983	SB-1317	0
P45983	SCH-900776	0
P45983	SGI-1776	0
P45983	Sapanisertib	0
P45983	Silmitasertib	0
P45983	Sonolisib	0
P45983	Sotrastaurin	0
P45983	TAK-733	0
P45983	TAK-901	0
P45983	TG-100572	0
P45983	Talmapimod	0
P45983	Tanzisertib	1
P45983	Tesevatinib	0
P45983	Tozasertib	0
P45983	Trametinib	0
P45983	UCN-01	0
P45983	Uprosertib	0
P45983	VX-702	0
P45983	XL-019	0
P45983	XL-228	0
P45983	XL-413	0
P45983	Y-39983	0
