Pocket Set	Pocket	Volume (A³)	Buriedness
PDB-PD	Q96IY4_PF02244_29_105_fpocket_1	3362.88	19
PDB-PD	Q96IY4_PF02244_29_105_fpocket_3	4203.5	16
PDB-PD	Q96IZ5_PF00076_311_381_fpocket_3	2672.25	24
PDB-PD	Q96IZ5_PF00076_311_381_fpocket_6	4278.0	15
PDB-PD	Q96J02_PF00168_18_116_fpocket_2	3856.75	18
PDB-PD	Q96J02_PF00168_18_116_fpocket_5	3329.25	19
PDB-PD	Q96J02_PF00397_328_357_fpocket_1	4488.12	14
PDB-PD	Q96J02_PF00397_328_357_fpocket_2	5701.38	6
PDB-PD	Q96J02_PF00397_360_389_fpocket_1	4780.38	14
PDB-PD	Q96J02_PF00397_360_389_fpocket_2	5443.5	6
PDB-PD	Q96J02_PF00397_440_469_fpocket_1	4565.12	12
PDB-PD	Q96J02_PF00397_480_509_fpocket_1	4589.5	12
PDB-PD	Q96J02_PF00397_480_509_fpocket_2	4892.25	12
PDB-PD	Q96J02_PF00632_598_903_fpocket_1	2458.0	20
PDB-PD	Q96J02_PF00632_598_903_fpocket_4	2728.5	26
PDB-PD	Q96J87_PF00076_48_117_fpocket_3	3688.88	18
PDB-PD	Q96J87_PF00076_48_117_fpocket_5	2840.12	20
PDB-PD	Q96J94_PF02170_280_413_fpocket_1	3451.0	21
PDB-PD	Q96J94_PF02170_280_413_fpocket_9	4359.38	10
PDB-PD	Q96JA1_PF07679_599_689_fpocket_2	4114.5	12
PDB-PD	Q96JA1_PF07679_599_689_fpocket_3	4827.25	12
PDB-PD	Q96JA1_PF07679_693_780_fpocket_1	4406.5	14
PDB-PD	Q96JA1_PF07679_693_780_fpocket_3	3602.0	15
PDB-PD	Q96JA1_PF13927_494_581_fpocket_1	3949.5	17
PDB-PD	Q96JA1_PF13927_494_581_fpocket_6	4185.88	15
PDB-PD	Q96JA3_PF08718_330_472_fpocket_5	4109.38	12
PDB-PD	Q96JA3_PF08718_330_472_fpocket_6	1831.12	18
PDB-PD	Q96JC9_PF09816_14_114_fpocket_1	3724.25	15
PDB-PD	Q96JC9_PF09816_14_114_fpocket_2	4163.0	14
PDB-PD	Q96JH8_PF00595_976_1058_fpocket_1	2732.62	21
PDB-PD	Q96JH8_PF00595_976_1058_fpocket_2	4001.0	19
PDB-PD	Q96JH8_PF00788_61_164_fpocket_1	3401.75	16
PDB-PD	Q96JH8_PF00788_61_164_fpocket_4	4352.12	16
PDB-PD	Q96JM7_PF02820_268_336_fpocket_1	3350.12	19
PDB-PD	Q96JM7_PF02820_268_336_fpocket_3	4540.12	9
PDB-PD	Q96JM7_PF02820_375_443_fpocket_1	3526.88	13
PDB-PD	Q96JM7_PF02820_375_443_fpocket_5	4594.62	13
PDB-PD	Q96JM7_PF02820_479_546_fpocket_1	3727.12	14
PDB-PD	Q96JN0_PF05225_350_395_fpocket_1	4692.0	12
PDB-PD	Q96JN8_PF07177_44_206_fpocket_11	4686.88	11
PDB-PD	Q96JN8_PF07177_44_206_fpocket_9	4458.75	13
PDB-PD	Q96JP2_PF07653_1426_1481_fpocket_1	4725.0	13
PDB-PD	Q96JP2_PF07653_1426_1481_fpocket_2	4493.5	13
PDB-PD	Q96JP5_PF00096_400_422_fpocket_1	5014.5	9
PDB-PD	Q96JY0_PF09011_2_73_fpocket_3	3887.88	15
PDB-PD	Q96JY0_PF09011_2_73_fpocket_7	4224.75	14
PDB-PD	Q96JY6_PF00595_3_81_fpocket_3	4068.25	13
PDB-PD	Q96JY6_PF00595_3_81_fpocket_4	4419.38	13
PDB-PD	Q96JZ2_PF00017_34_109_fpocket_2	3695.75	15
PDB-PD	Q96JZ2_PF00017_34_109_fpocket_3	4176.5	15
PDB-PD	Q96KB5_PF00069_33_318_fpocket_17	4782.5	11
PDB-PD	Q96KB5_PF00069_33_318_fpocket_18	4698.0	10
PDB-PD	Q96KC2_PF00025_1_176_fpocket_11	3890.12	16
PDB-PD	Q96KC2_PF00025_1_176_fpocket_9	3609.88	19
PDB-PD	Q96KC8_PF00249_494_543_fpocket_2	4197.38	11
PDB-PD	Q96KC8_PF00249_494_543_fpocket_3	5129.25	10
PDB-PD	Q96KN2_PF07687_241_402_fpocket_1	3159.88	19
PDB-PD	Q96KN2_PF07687_241_402_fpocket_8	4305.5	15
PDB-PD	Q96KN7_PF18111_1114_1279_fpocket_11	4204.12	14
PDB-PD	Q96KN7_PF18111_1114_1279_fpocket_2	3620.5	16
PDB-PD	Q96KP4_PF07687_208_369_fpocket_2	3232.88	17
PDB-PD	Q96KP4_PF07687_208_369_fpocket_4	4808.12	9
PDB-PD	Q96KS0_PF13640_282_375_fpocket_1	2023.12	21
PDB-PD	Q96KS0_PF13640_282_375_fpocket_2	3815.38	12
PDB-PD	Q96L34_PF00069_59_310_fpocket_14	3492.5	16
PDB-PD	Q96L34_PF00069_59_310_fpocket_4	2303.88	21
PDB-PD	Q96L34_PF00627_331_366_fpocket_1	3852.25	16
PDB-PD	Q96L34_PF00627_331_366_fpocket_2	4109.0	15
PDB-PD	Q96L73_PF17907_1901_1939_fpocket_1	4484.25	15
PDB-PD	Q96L73_PF17907_1901_1939_fpocket_3	4439.62	12
PDB-PD	Q96L92_PF00595_43_133_fpocket_1	3419.38	19
PDB-PD	Q96L92_PF00595_43_133_fpocket_3	4589.75	16
PDB-PD	Q96L92_PF00787_184_265_fpocket_1	2363.62	22
PDB-PD	Q96L92_PF00787_184_265_fpocket_6	4318.12	13
PDB-PD	Q96L92_PF00788_273_362_fpocket_1	3499.0	15
PDB-PD	Q96L92_PF00788_273_362_fpocket_3	3955.12	15
PDB-PD	Q96L93_PF00787_1209_1283_fpocket_2	3660.25	16
PDB-PD	Q96L93_PF00787_1209_1283_fpocket_6	4615.25	10
PDB-PD	Q96L94_PF00787_31_108_fpocket_1	3367.25	20
PDB-PD	Q96L94_PF00787_31_108_fpocket_6	3128.75	17
PDB-PD	Q96LA8_PF13649_86_182_fpocket_1	3420.38	16
PDB-PD	Q96LA8_PF13649_86_182_fpocket_2	3218.12	20
PDB-PD	Q96LB8_PF01510_230_359_fpocket_2	2313.0	26
PDB-PD	Q96LB8_PF01510_230_359_fpocket_5	2044.25	24
PDB-PD	Q96LB9_PF01510_197_327_fpocket_3	3529.12	18
PDB-PD	Q96LB9_PF01510_197_327_fpocket_7	4808.38	10
PDB-PD	Q96LD8_PF02902_25_212_fpocket_1	3236.62	21
PDB-PD	Q96LD8_PF02902_25_212_fpocket_6	4368.25	14
PDB-PD	Q96LI5_PF03372_192_529_fpocket_14	2817.25	21
PDB-PD	Q96LI5_PF03372_192_529_fpocket_17	3376.12	16
PDB-PD	Q96LJ7_PF00106_8_209_fpocket_1	2370.25	22
PDB-PD	Q96LJ7_PF00106_8_209_fpocket_7	2995.0	18
PDB-PD	Q96LL9_PF00226_49_111_fpocket_1	4286.5	19
PDB-PD	Q96LL9_PF00226_49_111_fpocket_7	4868.88	9
PDB-PD	Q96LR5_PF00179_59_196_fpocket_2	3724.25	17
PDB-PD	Q96LR5_PF00179_59_196_fpocket_4	3435.88	13
PDB-PD	Q96LT9_PF00076_422_497_fpocket_1	2636.5	24
PDB-PD	Q96LT9_PF00076_422_497_fpocket_4	5167.12	11
PDB-PD	Q96MF2_PF00018_253_298_fpocket_1	3865.88	13
PDB-PD	Q96MF2_PF00018_253_298_fpocket_2	4263.12	15
PDB-PD	Q96MF2_PF00130_90_144_fpocket_1	3821.88	17
PDB-PD	Q96MF2_PF00130_90_144_fpocket_2	4146.62	15
PDB-PD	Q96MF2_PF07653_310_364_fpocket_1	4079.88	14
PDB-PD	Q96MF2_PF07653_310_364_fpocket_2	3652.5	19
PDB-PD	Q96MF7_PF11789_156_216_fpocket_1	4613.62	12
PDB-PD	Q96MF7_PF11789_156_216_fpocket_2	3472.38	20
PDB-PD	Q96MN2_PF02758_10_86_fpocket_1	3806.25	16
PDB-PD	Q96MN2_PF02758_10_86_fpocket_5	4476.62	11
PDB-PD	Q96MS0_PF00041_557_641_fpocket_2	4262.0	20
PDB-PD	Q96MS0_PF00041_557_641_fpocket_3	3693.62	20
PDB-PD	Q96MS0_PF00041_675_756_fpocket_2	4424.25	16
PDB-PD	Q96MS0_PF00041_675_756_fpocket_3	3273.25	20
PDB-PD	Q96MS0_PF00041_770_857_fpocket_1	3957.62	19
PDB-PD	Q96MS0_PF00041_770_857_fpocket_2	4277.5	19
PDB-PD	Q96MU7_PF04146_355_432_fpocket_1	2876.5	18
PDB-PD	Q96MU7_PF04146_355_432_fpocket_5	4015.5	13
PDB-PD	Q96MU7_PF04146_432_493_fpocket_1	3476.88	18
PDB-PD	Q96MU7_PF04146_432_493_fpocket_2	4464.12	14
PDB-PD	Q96MU8_PF00051_32_114_fpocket_1	3615.88	20
PDB-PD	Q96MU8_PF00051_32_114_fpocket_3	3339.38	15
PDB-PD	Q96MU8_PF00431_214_318_fpocket_2	4831.88	10
PDB-PD	Q96MU8_PF00431_214_318_fpocket_3	4248.75	11
PDB-PD	Q96MU8_PF01822_119_200_fpocket_1	2501.38	21
PDB-PD	Q96MU8_PF01822_119_200_fpocket_5	3773.38	19
PDB-PD	Q96N21_PF01417_20_137_fpocket_1	3467.25	18
PDB-PD	Q96N21_PF01417_20_137_fpocket_3	4093.12	12
PDB-PD	Q96NI6_PF07679_287_374_fpocket_2	2939.0	23
PDB-PD	Q96NI6_PF07679_287_374_fpocket_3	4695.25	11
PDB-PD	Q96NX5_PF00069_23_277_fpocket_1	1483.62	24
PDB-PD	Q96NX5_PF00069_23_277_fpocket_5	3897.0	14
PDB-PD	Q96NY8_PF07686_35_146_fpocket_1	2950.0	23
PDB-PD	Q96NY8_PF07686_35_146_fpocket_3	3227.5	20
PDB-PD	Q96NY8_PF08205_151_234_fpocket_2	5000.12	14
PDB-PD	Q96NY8_PF08205_151_234_fpocket_3	3939.0	20
PDB-PD	Q96NY9_PF02732_273_415_fpocket_2	3147.25	18
PDB-PD	Q96NY9_PF02732_273_415_fpocket_5	3153.12	16
PDB-PD	Q96NZ8_PF00014_358_410_fpocket_1	5172.25	10
PDB-PD	Q96P09_PF00653_7_70_fpocket_2	4093.38	11
PDB-PD	Q96P09_PF00653_7_70_fpocket_5	4047.0	15
PDB-PD	Q96P20_PF02758_9_85_fpocket_1	3603.5	15
PDB-PD	Q96P20_PF02758_9_85_fpocket_3	4273.38	12
PDB-PD	Q96P20_PF05729_220_389_fpocket_13	4075.25	16
PDB-PD	Q96P20_PF05729_220_389_fpocket_6	3740.38	20
PDB-PD	Q96P20_PF17776_522_645_fpocket_1	2933.75	21
PDB-PD	Q96P20_PF17776_522_645_fpocket_11	3454.62	13
PDB-PD	Q96P20_PF17779_464_520_fpocket_1	3365.75	22
PDB-PD	Q96P20_PF17779_464_520_fpocket_2	2796.12	22
PDB-PD	Q96P47_PF00071_93_251_fpocket_3	2968.5	25
PDB-PD	Q96P47_PF00071_93_251_fpocket_4	3150.75	21
PDB-PD	Q96PC3_PF01217_1_142_fpocket_10	3910.5	15
PDB-PD	Q96PC3_PF01217_1_142_fpocket_4	4033.12	18
PDB-PD	Q96PK6_PF00076_81_143_fpocket_1	4184.5	11
PDB-PD	Q96PM5_PF05495_20_93_fpocket_3	4570.38	12
PDB-PD	Q96PM5_PF05495_20_93_fpocket_4	2680.25	18
PDB-PD	Q96PM5_PF13639_143_187_fpocket_1	3939.38	16
PDB-PD	Q96PM5_PF13639_143_187_fpocket_2	4596.12	13
PDB-PD	Q96PN6_PF00211_285_464_fpocket_1	3669.75	16
PDB-PD	Q96PN6_PF00211_285_464_fpocket_4	3214.12	18
PDB-PD	Q96PN6_PF00211_37_218_fpocket_10	3705.62	19
PDB-PD	Q96PN6_PF00211_37_218_fpocket_3	3890.25	14
PDB-PD	Q96PP8_PF02263_18_280_fpocket_2	2634.88	24
PDB-PD	Q96PP8_PF02263_18_280_fpocket_6	2534.62	21
PDB-PD	Q96PQ0_PF18911_785_870_fpocket_1	4327.75	18
PDB-PD	Q96PQ0_PF18911_785_870_fpocket_7	3495.62	18
PDB-PD	Q96PU4_PF00240_3_76_fpocket_2	1775.62	24
PDB-PD	Q96PU4_PF00240_3_76_fpocket_3	4419.75	15
PDB-PD	Q96PU4_PF00628_346_395_fpocket_1	4806.62	12
PDB-PD	Q96PU4_PF00628_346_395_fpocket_2	4552.38	12
PDB-PD	Q96PU4_PF02182_446_616_fpocket_10	3488.12	19
PDB-PD	Q96PU4_PF02182_446_616_fpocket_7	3831.38	16
PDB-PD	Q96PU5_PF00168_20_127_fpocket_4	4764.0	11
PDB-PD	Q96PU5_PF00168_20_127_fpocket_7	2804.5	17
PDB-PD	Q96PU5_PF00397_195_224_fpocket_1	4568.62	12
PDB-PD	Q96PU5_PF00397_387_416_fpocket_1	4581.5	12
PDB-PD	Q96PU5_PF00397_499_528_fpocket_1	4496.75	14
PDB-PD	Q96PU5_PF00632_669_974_fpocket_23	3556.0	15
PDB-PD	Q96PU5_PF00632_669_974_fpocket_8	3697.25	16
PDB-PD	Q96PU8_PF00013_83_140_fpocket_3	4577.12	13
PDB-PD	Q96PU8_PF00013_83_140_fpocket_4	4758.38	12
PDB-PD	Q96PY6_PF00069_4_258_fpocket_11	2631.75	19
PDB-PD	Q96PY6_PF00069_4_258_fpocket_8	2088.25	22
PDB-PD	Q96PZ7_PF00084_527_580_fpocket_1	4906.38	11
PDB-PD	Q96PZ7_PF00084_527_580_fpocket_2	4671.12	12
PDB-PD	Q96Q04_PF07714_133_408_fpocket_1	2788.88	20
PDB-PD	Q96Q04_PF07714_133_408_fpocket_3	3334.62	16
PDB-PD	Q96Q11_PF01743_59_182_fpocket_1	3227.38	15
PDB-PD	Q96Q11_PF01743_59_182_fpocket_7	4407.62	12
PDB-PD	Q96Q11_PF12627_215_271_fpocket_2	4000.5	16
PDB-PD	Q96Q11_PF12627_215_271_fpocket_3	3205.5	19
PDB-PD	Q96Q77_PF13499_105_174_fpocket_2	4481.75	11
PDB-PD	Q96Q77_PF13499_105_174_fpocket_3	5268.12	9
PDB-PD	Q96Q83_PF13532_89_275_fpocket_2	1098.12	24
PDB-PD	Q96Q83_PF13532_89_275_fpocket_5	2603.38	22
PDB-PD	Q96QB1_PF00620_1092_1238_fpocket_2	3590.88	16
PDB-PD	Q96QB1_PF00620_1092_1238_fpocket_3	3046.38	19
PDB-PD	Q96QB1_PF07647_452_513_fpocket_2	4579.5	12
PDB-PD	Q96QB1_PF07647_452_513_fpocket_4	4542.62	11
PDB-PD	Q96QC0_PF08711_93_144_fpocket_1	4031.62	12
PDB-PD	Q96QC0_PF08711_93_144_fpocket_4	3815.38	15
PDB-PD	Q96QE5_PF12836_76_133_fpocket_3	4434.12	13
PDB-PD	Q96QE5_PF12836_76_133_fpocket_4	4428.88	13
PDB-PD	Q96QT6_PF16737_202_241_fpocket_1	4745.25	15
PDB-PD	Q96QT6_PF16737_202_241_fpocket_2	4626.12	15
PDB-PD	Q96QU1_PF00028_1044_1135_fpocket_3	4319.12	16
PDB-PD	Q96QU1_PF00028_1044_1135_fpocket_6	3492.62	21
PDB-PD	Q96QU1_PF00028_152_256_fpocket_1	3236.62	19
PDB-PD	Q96QU1_PF00028_152_256_fpocket_2	4015.38	17
PDB-PD	Q96QU1_PF00028_514_606_fpocket_1	3960.38	14
PDB-PD	Q96QU1_PF00028_514_606_fpocket_3	3119.12	22
PDB-PD	Q96QU1_PF00028_824_917_fpocket_1	3070.62	20
PDB-PD	Q96QU1_PF00028_824_917_fpocket_2	3766.88	20
PDB-PD	Q96QU1_PF00028_931_1027_fpocket_1	3316.38	22
PDB-PD	Q96QU1_PF00028_931_1027_fpocket_2	3812.0	21
PDB-PD	Q96QU1_PF18432_31_140_fpocket_2	4189.88	14
PDB-PD	Q96QU1_PF18432_31_140_fpocket_4	4400.62	15
PDB-PD	Q96QV6_PF00125_2_91_fpocket_1	4161.75	17
PDB-PD	Q96QV6_PF00125_2_91_fpocket_2	4276.62	14
PDB-PD	Q96QZ7_PF00397_302_331_fpocket_1	4650.75	12
PDB-PD	Q96QZ7_PF00397_302_331_fpocket_2	4881.25	14
PDB-PD	Q96QZ7_PF00397_361_390_fpocket_1	4770.25	11
PDB-PD	Q96QZ7_PF00595_1152_1231_fpocket_5	2807.25	17
PDB-PD	Q96QZ7_PF00595_1152_1231_fpocket_7	4107.62	14
PDB-PD	Q96QZ7_PF00595_472_552_fpocket_1	4353.62	12
PDB-PD	Q96QZ7_PF00595_472_552_fpocket_2	4490.25	15
PDB-PD	Q96QZ7_PF00595_642_720_fpocket_1	3201.0	16
PDB-PD	Q96QZ7_PF00595_642_720_fpocket_2	4577.75	14
PDB-PD	Q96QZ7_PF00595_841_922_fpocket_2	3380.25	17
PDB-PD	Q96QZ7_PF00595_841_922_fpocket_3	3000.12	17
PDB-PD	Q96R05_PF00061_6_134_fpocket_5	2117.0	20
PDB-PD	Q96R05_PF00061_6_134_fpocket_7	3385.38	19
PDB-PD	Q96RE7_PF00651_20_124_fpocket_4	4019.75	16
PDB-PD	Q96RE7_PF00651_20_124_fpocket_6	3850.62	17
PDB-PD	Q96RE7_PF10523_397_464_fpocket_1	3945.0	15
PDB-PD	Q96RE7_PF10523_397_464_fpocket_4	4624.25	13
PDB-PD	Q96RG2_PF00069_999_1251_fpocket_2	1899.12	23
PDB-PD	Q96RG2_PF00069_999_1251_fpocket_4	3631.12	13
PDB-PD	Q96RG2_PF13426_131_234_fpocket_4	3447.62	19
PDB-PD	Q96RG2_PF13426_131_234_fpocket_5	4163.75	14
PDB-PD	Q96RI1_PF00104_289_471_fpocket_12	3233.88	18
PDB-PD	Q96RI1_PF00104_289_471_fpocket_16	1515.62	20
PDB-PD	Q96RJ3_PF09256_16_45_fpocket_1	5683.12	7
PDB-PD	Q96RK0_PF00505_200_268_fpocket_1	4155.75	17
PDB-PD	Q96RK0_PF00505_200_268_fpocket_3	3815.12	15
PDB-PD	Q96RL1_PF18282_72_128_fpocket_1	5257.88	11
PDB-PD	Q96RL1_PF18282_72_128_fpocket_2	5315.88	10
PDB-PD	Q96RQ3_PF00364_650_714_fpocket_1	3144.88	17
PDB-PD	Q96RR4_PF00069_165_446_fpocket_11	3637.5	14
PDB-PD	Q96RR4_PF00069_165_446_fpocket_6	2144.25	23
PDB-PD	Q96RT1_PF00595_1321_1407_fpocket_3	3842.88	13
PDB-PD	Q96RT1_PF00595_1321_1407_fpocket_4	3451.0	18
PDB-PD	Q96RT7_PF04130_1513_1816_fpocket_15	4308.12	13
PDB-PD	Q96RT7_PF04130_1513_1816_fpocket_8	3460.38	17
PDB-PD	Q96RU8_PF00069_105_338_fpocket_1	3235.75	18
PDB-PD	Q96RU8_PF00069_105_338_fpocket_6	3658.62	15
PDB-PD	Q96S90_PF01476_42_85_fpocket_1	4559.38	12
PDB-PD	Q96S90_PF01476_42_85_fpocket_2	4343.5	15
PDB-PD	Q96SB4_PF00069_475_653_fpocket_1	3353.25	18
PDB-PD	Q96SB4_PF00069_475_653_fpocket_22	4359.88	13
PDB-PD	Q96SB4_PF00069_80_231_fpocket_1	2917.5	17
PDB-PD	Q96SB4_PF00069_80_231_fpocket_8	2685.25	20
PDB-PD	Q96SD1_PF07522_239_345_fpocket_2	4230.75	17
PDB-PD	Q96SD1_PF07522_239_345_fpocket_6	3863.25	15
PDB-PD	Q96SE7_PF00096_289_311_fpocket_1	4845.62	10
PDB-PD	Q96SE7_PF00096_345_367_fpocket_1	5131.88	10
PDB-PD	Q96SE7_PF00096_401_423_fpocket_1	4545.75	14
PDB-PD	Q96SE7_PF00096_569_591_fpocket_1	4612.75	14
PDB-PD	Q96SE7_PF00096_597_619_fpocket_1	5692.88	7
PDB-PD	Q96SE7_PF00096_653_675_fpocket_1	4711.38	11
PDB-PD	Q96SE7_PF00096_709_731_fpocket_1	4551.12	15
PDB-PD	Q96SE7_PF00096_737_759_fpocket_1	4969.38	11
PDB-PD	Q96SI9_PF00035_389_451_fpocket_3	4541.75	13
PDB-PD	Q96SI9_PF00035_389_451_fpocket_5	4644.88	15
PDB-PD	Q96ST2_PF08711_636_689_fpocket_1	3550.75	17
PDB-PD	Q96ST2_PF08711_636_689_fpocket_2	3907.62	16
PDB-PD	Q96SW2_PF03226_319_437_fpocket_1	3269.62	18
PDB-PD	Q96SW2_PF03226_319_437_fpocket_2	4030.88	14
PDB-PD	Q96SY0_PF13519_3_118_fpocket_10	4486.38	10
PDB-PD	Q96SY0_PF13519_3_118_fpocket_2	3672.62	17
PDB-PD	Q96T51_PF01363_637_701_fpocket_1	4628.0	12
PDB-PD	Q96T51_PF01363_637_701_fpocket_2	4002.12	14
PDB-PD	Q96T58_PF00076_337_407_fpocket_3	4359.5	12
PDB-PD	Q96T58_PF00076_337_407_fpocket_5	4600.0	11
PDB-PD	Q96T58_PF00076_440_507_fpocket_2	4335.5	13
PDB-PD	Q96T58_PF00076_440_507_fpocket_3	4754.75	11
PDB-PD	Q96T58_PF00076_519_583_fpocket_2	4249.12	13
PDB-PD	Q96T58_PF00076_519_583_fpocket_3	4162.75	15
PDB-PD	Q96T58_PF07744_3499_3664_fpocket_1	3873.62	11
PDB-PD	Q96T58_PF07744_3499_3664_fpocket_7	4270.25	13
PDB-PD	Q96T60_PF17913_10_107_fpocket_1	4882.0	12
PDB-PD	Q96T60_PF17913_10_107_fpocket_3	3596.88	18
PDB-PD	Q96T66_PF01467_10_208_fpocket_4	2924.0	19
PDB-PD	Q96T66_PF01467_10_208_fpocket_8	2195.12	17
PDB-PD	Q96T88_PF00240_3_76_fpocket_1	3712.88	16
PDB-PD	Q96T88_PF00240_3_76_fpocket_2	4363.75	16
PDB-PD	Q96T88_PF00628_317_366_fpocket_1	3829.62	12
PDB-PD	Q96T88_PF00628_317_366_fpocket_2	3987.0	14
PDB-PD	Q96T88_PF02182_417_586_fpocket_5	2996.25	21
PDB-PD	Q96T88_PF02182_417_586_fpocket_6	3109.0	20
PDB-PD	Q96T88_PF12148_132_284_fpocket_1	4036.5	13
PDB-PD	Q96T88_PF12148_132_284_fpocket_3	2943.88	14
PDB-PD	Q99062_PF06328_24_110_fpocket_1	3287.0	18
PDB-PD	Q99062_PF06328_24_110_fpocket_6	3027.0	23
PDB-PD	Q99075_PF00008_108_142_fpocket_1	4250.25	15
PDB-PD	Q99075_PF00008_108_142_fpocket_2	4449.12	13
PDB-PD	Q99259_PF00282_144_518_fpocket_27	3102.62	17
PDB-PD	Q99259_PF00282_144_518_fpocket_8	2563.5	19
PDB-PD	Q99418_PF01369_61_243_fpocket_1	2995.75	13
PDB-PD	Q99418_PF01369_61_243_fpocket_4	3288.25	19
PDB-PD	Q99435_PF07645_440_480_fpocket_1	4259.62	13
PDB-PD	Q99435_PF07645_440_480_fpocket_2	4997.5	11
PDB-PD	Q99435_PF07645_555_600_fpocket_1	4673.38	12
PDB-PD	Q99435_PF07645_555_600_fpocket_2	3965.62	13
PDB-PD	Q99435_PF12947_486_521_fpocket_1	4296.5	16
PDB-PD	Q99436_PF00227_40_221_fpocket_2	2838.25	22
PDB-PD	Q99436_PF00227_40_221_fpocket_9	4034.25	16
PDB-PD	Q99439_PF00307_28_133_fpocket_2	4258.75	13
PDB-PD	Q99439_PF00307_28_133_fpocket_5	3757.0	17
PDB-PD	Q99447_PF01467_217_333_fpocket_1	3125.62	18
PDB-PD	Q99447_PF01467_217_333_fpocket_3	2924.62	22
PDB-PD	Q99447_PF01467_26_152_fpocket_1	3342.75	17
PDB-PD	Q99447_PF01467_26_152_fpocket_2	3160.38	17
PDB-PD	Q99459_PF13921_11_71_fpocket_1	4549.38	12
PDB-PD	Q99459_PF13921_11_71_fpocket_2	4335.25	15
PDB-PD	Q99459_PF13921_63_119_fpocket_2	5062.38	12
PDB-PD	Q99459_PF13921_63_119_fpocket_3	4812.25	13
PDB-PD	Q99460_PF18004_786_925_fpocket_1	4775.62	13
PDB-PD	Q99460_PF18004_786_925_fpocket_2	3299.0	22
PDB-PD	Q99469_PF07653_348_402_fpocket_1	4412.0	14
PDB-PD	Q99469_PF07653_348_402_fpocket_2	4635.88	11
PDB-PD	Q99469_PF14604_292_340_fpocket_1	3761.25	17
PDB-PD	Q99469_PF14604_292_340_fpocket_2	4425.38	12
PDB-PD	Q99489_PF01266_5_324_fpocket_17	3549.12	18
PDB-PD	Q99489_PF01266_5_324_fpocket_2	2316.75	23
PDB-PD	Q99490_PF00071_408_568_fpocket_3	3702.25	16
PDB-PD	Q99490_PF00071_408_568_fpocket_8	4265.62	16
PDB-PD	Q99496_PF13923_50_90_fpocket_2	4183.62	15
PDB-PD	Q99496_PF13923_50_90_fpocket_3	4679.25	11
PDB-PD	Q99496_PF16207_246_330_fpocket_5	3881.12	14
PDB-PD	Q99496_PF16207_246_330_fpocket_7	3583.12	15
PDB-PD	Q99497_PF01965_4_171_fpocket_4	3594.12	23
PDB-PD	Q99497_PF01965_4_171_fpocket_7	3302.88	19
PDB-PD	Q99523_PF15901_574_740_fpocket_10	3287.62	19
PDB-PD	Q99523_PF15901_574_740_fpocket_4	3955.25	16
PDB-PD	Q99536_PF08240_76_144_fpocket_1	4502.12	16
PDB-PD	Q99536_PF08240_76_144_fpocket_3	3411.62	20
PDB-PD	Q99536_PF13602_232_385_fpocket_1	3712.5	19
PDB-PD	Q99536_PF13602_232_385_fpocket_5	3405.88	16
PDB-PD	Q99543_PF16717_339_430_fpocket_1	2872.25	20
PDB-PD	Q99543_PF16717_339_430_fpocket_6	4833.75	10
PDB-PD	Q99549_PF00385_59_109_fpocket_1	4659.0	10
PDB-PD	Q99549_PF00385_59_109_fpocket_2	4571.88	11
PDB-PD	Q99558_PF00069_401_649_fpocket_12	3793.62	17
PDB-PD	Q99558_PF00069_401_649_fpocket_2	2541.62	22
PDB-PD	Q99574_PF00079_24_397_fpocket_1	2848.25	22
PDB-PD	Q99574_PF00079_24_397_fpocket_2	2805.38	23
PDB-PD	Q99575_PF08170_617_708_fpocket_3	4436.38	14
PDB-PD	Q99575_PF08170_617_708_fpocket_9	4548.25	17
PDB-PD	Q99581_PF00178_48_127_fpocket_1	4253.88	10
PDB-PD	Q99581_PF00178_48_127_fpocket_5	3839.25	13
PDB-PD	Q99584_PF01023_9_53_fpocket_2	3989.5	14
PDB-PD	Q99584_PF01023_9_53_fpocket_4	4508.62	12
PDB-PD	Q99593_PF00907_56_238_fpocket_1	3759.5	14
PDB-PD	Q99593_PF00907_56_238_fpocket_4	3435.75	16
PDB-PD	Q99594_PF17725_223_432_fpocket_1	3391.25	16
PDB-PD	Q99594_PF17725_223_432_fpocket_2	1697.88	22
PDB-PD	Q99613_PF01399_712_846_fpocket_1	3898.25	16
PDB-PD	Q99613_PF01399_712_846_fpocket_10	3131.88	18
PDB-PD	Q99616_PF00048_32_89_fpocket_1	4041.12	15
PDB-PD	Q99616_PF00048_32_89_fpocket_2	4713.12	13
PDB-PD	Q99626_PF00046_187_243_fpocket_1	3708.88	14
PDB-PD	Q99626_PF00046_187_243_fpocket_2	3691.12	13
PDB-PD	Q99633_PF08799_84_112_fpocket_2	4849.38	11
PDB-PD	Q99633_PF08799_84_112_fpocket_3	4293.38	17
PDB-PD	Q99640_PF00069_110_359_fpocket_17	4285.25	18
PDB-PD	Q99640_PF00069_110_359_fpocket_19	2244.75	22
PDB-PD	Q99653_PF00036_114_142_fpocket_1	5074.38	11
PDB-PD	Q99653_PF00036_114_142_fpocket_2	4565.62	12
PDB-PD	Q99661_PF00225_264_588_fpocket_22	3248.25	20
PDB-PD	Q99661_PF00225_264_588_fpocket_6	2812.5	21
PDB-PD	Q99675_PF13920_270_315_fpocket_1	4813.38	10
PDB-PD	Q99675_PF13920_270_315_fpocket_3	5004.75	9
PDB-PD	Q99683_PF00069_682_938_fpocket_10	2772.62	21
