Uniprot ID 1	Uniprot ID 2	PocketVec distance	Exp. Prof, Jaccard Similarity
P17252	Q9Y5S2	0.1486	0.0
P17252	Q9Y616	0.1744	0.0
P17252	Q9Y6E0	0.1542	0.0
P17612	O00444	0.1858	0.0
P17612	O14578	0.1561	0.0
P17612	O14757	0.1539	0.0
P17612	O14965	0.1669	0.0
P17612	O14976	0.1679	0.0
P17612	O15530	0.1635	0.16666666666666663
P17612	O43930	0.1672	0.25
P17612	O75116	0.1356	0.5
P17612	O75385	0.1704	0.0
P17612	O75460	0.1691	0.0
P17612	O76039	0.1634	0.0
P17612	O94804	0.1584	0.0
P17612	O94806	0.2294	0.0
P17612	O95819	0.1565	0.0
P17612	O95835	0.1464	0.19999999999999996
P17612	O96013	0.1593	0.0
P17612	P05771	0.1527	0.0
P17612	P11309	0.1849	0.0
P17612	P11802	0.1834	0.0
P17612	P17252	0.1702	0.0
P17612	P17612	0.0	1.0
P17612	P19784	0.1451	0.0
P17612	P22612	0.0878	0.0
P17612	P22694	0.1091	0.33333333333333337
P17612	P23443	0.1784	0.0
P17612	P24723	0.1325	0.0
P17612	P24941	0.1678	0.0
P17612	P27361	0.1774	0.0
P17612	P27448	0.1841	0.0
P17612	P28482	0.1774	0.0
P17612	P30291	0.175	0.0
P17612	P31749	0.163	0.0
P17612	P31751	0.1548	0.0
P17612	P33981	0.1677	0.0
P17612	P36507	0.1669	0.0
P17612	P36896	0.1876	0.0
P17612	P36897	0.1774	0.0
P17612	P45983	0.1823	0.0
P17612	P45984	0.1723	0.0
P17612	P49137	0.1629	0.0
P17612	P49759	0.1433	0.0
P17612	P49760	0.1724	0.0
P17612	P49761	0.1735	0.0
P17612	P49840	0.1941	0.0
P17612	P49841	0.1943	0.0
P17612	P50613	0.174	0.0
P17612	P50750	0.1742	0.0
P17612	P51817	0.1594	0.25
P17612	P53350	0.1905	0.0
P17612	P53779	0.1614	0.0
P17612	P68400	0.154	0.0
P17612	Q00526	0.1693	0.0
P17612	Q00535	0.1521	0.0
P17612	Q00536	0.1705	0.0
P17612	Q02156	0.1801	0.0
P17612	Q02750	0.1848	0.0
P17612	Q04759	0.1278	0.0
P17612	Q05655	0.2185	0.25
P17612	Q13043	0.1606	0.0
P17612	Q13131	0.1897	0.0
P17612	Q13177	0.1905	0.0
P17612	Q13188	0.1592	0.0
P17612	Q13464	0.1725	0.5
P17612	Q13555	0.1718	0.0
P17612	Q13557	0.1906	0.0
P17612	Q13627	0.1593	0.0
P17612	Q13873	0.1947	0.0
P17612	Q13976	0.1	0.33333333333333337
P17612	Q14004	0.1799	0.0
P17612	Q14680	0.1416	0.0
P17612	Q15131	0.2243	0.0
P17612	Q15759	0.2061	0.0
P17612	Q15831	0.1317	0.0
P17612	Q16512	0.1482	0.4
P17612	Q16513	0.1894	0.5
P17612	Q16539	0.1808	0.0
P17612	Q16644	0.161	0.0
P17612	Q2M2I8	0.1801	0.07692307692307687
P17612	Q5VT25	0.1587	0.33333333333333337
P17612	Q6A1A2	0.1889	0.16666666666666663
P17612	Q6P5Z2	0.1537	0.0
P17612	Q6PHR2	0.1857	0.0
P17612	Q7KZI7	0.1583	0.0
P17612	Q7L7X3	0.2212	0.0
P17612	Q8N4C8	0.1935	0.0
P17612	Q8NEV1	0.1733	0.0
P17612	Q8TD08	0.2001	0.0
P17612	Q8TDX7	0.1763	0.0
P17612	Q92918	0.185	0.0
P17612	Q96GD4	0.1702	0.0
P17612	Q96L34	0.1854	0.0
P17612	Q96NX5	0.18	0.0
P17612	Q96RR4	0.1681	0.0
P17612	Q9H093	0.1746	0.0
P17612	Q9H0K1	0.2059	0.0
P17612	Q9H2K8	0.1846	0.0
P17612	Q9HAZ1	0.1782	0.0
P17612	Q9NQU5	0.1709	0.0
P17612	Q9NSY1	0.1785	0.09999999999999998
P17612	Q9P289	0.1814	0.0
P17612	Q9UBE8	0.1872	0.0
P17612	Q9UK32	0.1466	0.0
P17612	Q9UKE5	0.1832	0.0
P17612	Q9UL54	0.1724	0.0
P17612	Q9UPZ9	0.2015	0.0
P17612	Q9Y243	0.1475	0.0
P17612	Q9Y2K2	0.1655	0.0
P17612	Q9Y572	0.1929	0.0
P17612	Q9Y5S2	0.1529	0.33333333333333337
P17612	Q9Y616	0.1708	0.0
P17612	Q9Y6E0	0.1806	0.0
P19784	O00444	0.158	0.0
P19784	O14578	0.1602	0.0
P19784	O14757	0.1474	0.0
P19784	O14965	0.1638	0.0
P19784	O14976	0.1377	0.16666666666666663
P19784	O15530	0.1705	0.09999999999999998
P19784	O43930	0.184	0.0
P19784	O75116	0.1835	0.0
P19784	O75385	0.165	0.0
P19784	O75460	0.1992	0.0
P19784	O76039	0.1375	0.0
P19784	O94804	0.178	0.125
P19784	O94806	0.2033	0.0
P19784	O95819	0.1473	0.0
P19784	O95835	0.1719	0.11111111111111116
P19784	O96013	0.1801	0.0
P19784	P05771	0.1488	0.0
P19784	P11309	0.1562	0.375
P19784	P11802	0.1504	0.0
P19784	P17252	0.1439	0.0
P19784	P17612	0.1451	0.0
P19784	P19784	0.0	1.0
P19784	P22612	0.1856	0.0
P19784	P22694	0.2038	0.0
P19784	P23443	0.151	0.0
P19784	P24723	0.1393	0.0
P19784	P24941	0.1587	0.0
P19784	P27361	0.1491	0.0
P19784	P27448	0.1738	0.0
P19784	P28482	0.1577	0.0
P19784	P30291	0.1498	0.0
P19784	P31749	0.1767	0.0
P19784	P31751	0.1778	0.0
P19784	P33981	0.1597	0.125
P19784	P36507	0.1675	0.0
P19784	P36896	0.1649	0.0
P19784	P36897	0.1559	0.0
P19784	P45983	0.158	0.0
P19784	P45984	0.1466	0.0
P19784	P49137	0.1266	0.0
P19784	P49759	0.1293	0.5
P19784	P49760	0.1242	0.25
P19784	P49761	0.1512	0.125
P19784	P49840	0.1701	0.2222222222222222
P19784	P49841	0.1732	0.2222222222222222
P19784	P50613	0.1521	0.0
P19784	P50750	0.1462	0.0
P19784	P51817	0.1607	0.0
P19784	P53350	0.1738	0.0
P19784	P53779	0.1576	0.11111111111111116
P19784	P68400	0.0254	0.8571428571428572
P19784	Q00526	0.1807	0.0
P19784	Q00535	0.153	0.0
P19784	Q00536	0.1481	0.11111111111111116
P19784	Q02156	0.1886	0.0
P19784	Q02750	0.1833	0.0
P19784	Q04759	0.1528	0.0
P19784	Q05655	0.1914	0.0
P19784	Q13043	0.1435	0.0
P19784	Q13131	0.1311	0.0
P19784	Q13177	0.1935	0.0
P19784	Q13188	0.1615	0.0
P19784	Q13464	0.1745	0.0
P19784	Q13555	0.1538	0.1428571428571429
P19784	Q13557	0.1531	0.1428571428571429
P19784	Q13627	0.133	0.1428571428571429
P19784	Q13873	0.1679	0.0
P19784	Q13976	0.1515	0.0
P19784	Q14004	0.1595	0.0
P19784	Q14680	0.1356	0.1428571428571429
P19784	Q15131	0.2063	0.0
P19784	Q15759	0.2006	0.0
P19784	Q15831	0.1717	0.0
P19784	Q16512	0.1402	0.0
P19784	Q16513	0.171	0.0
P19784	Q16539	0.1557	0.0
P19784	Q16644	0.1175	0.11111111111111116
P19784	Q2M2I8	0.1365	0.125
P19784	Q5VT25	0.1761	0.0
P19784	Q6A1A2	0.1697	0.09999999999999998
P19784	Q6P5Z2	0.164	0.0
P19784	Q6PHR2	0.17	0.0
P19784	Q7KZI7	0.1394	0.0
P19784	Q7L7X3	0.2032	0.2857142857142857
P19784	Q8N4C8	0.2142	0.0
P19784	Q8NEV1	0.0767	0.8571428571428572
P19784	Q8TD08	0.1769	0.0
P19784	Q8TDX7	0.1657	0.0
P19784	Q92918	0.1682	0.0
P19784	Q96GD4	0.185	0.0
P19784	Q96L34	0.1593	0.0
P19784	Q96NX5	0.1782	0.0
P19784	Q96RR4	0.1195	0.0
P19784	Q9H093	0.186	0.09999999999999998
P19784	Q9H0K1	0.19	0.0
P19784	Q9H2K8	0.1876	0.1428571428571429
P19784	Q9HAZ1	0.1411	0.19999999999999996
P19784	Q9NQU5	0.1573	0.0
P19784	Q9NSY1	0.1348	0.15384615384615385
P19784	Q9P289	0.1528	0.09090909090909094
P19784	Q9UBE8	0.2033	0.11111111111111116
P19784	Q9UK32	0.1435	0.0
P19784	Q9UKE5	0.1638	0.0
P19784	Q9UL54	0.1788	0.1428571428571429
P19784	Q9UPZ9	0.1762	0.1428571428571429
P19784	Q9Y243	0.1761	0.0
P19784	Q9Y2K2	0.1432	0.0
P19784	Q9Y572	0.1482	0.0
P19784	Q9Y5S2	0.1517	0.0
P19784	Q9Y616	0.1667	0.09090909090909094
P19784	Q9Y6E0	0.1744	0.0
P22612	O00444	0.1701	0.1428571428571429
P22612	O14578	0.1573	0.0
P22612	O14757	0.149	0.0
P22612	O14965	0.184	0.0714285714285714
P22612	O14976	0.1882	0.0
P22612	O15530	0.1786	0.0
P22612	O43930	0.1753	0.0
P22612	O75116	0.1341	0.0
P22612	O75385	0.1729	0.0
P22612	O75460	0.1936	0.0
P22612	O76039	0.1699	0.0
P22612	O94804	0.1508	0.0
P22612	O94806	0.2082	0.0
P22612	O95819	0.1937	0.0
P22612	O95835	0.1523	0.0
P22612	O96013	0.1473	0.0
P22612	P05771	0.1375	0.0
P22612	P11309	0.1763	0.0
P22612	P11802	0.2146	0.0
P22612	P17252	0.1374	0.0
P22612	P17612	0.0878	0.0
P22612	P19784	0.1856	0.0
P22612	P22612	0.0	1.0
P22612	P22694	0.1568	0.0
P22612	P23443	0.1629	0.0
P22612	P24723	0.1427	0.0
P22612	P24941	0.18	0.0
P22612	P27361	0.1723	0.0
P22612	P27448	0.1652	0.0
P22612	P28482	0.1526	0.0
P22612	P30291	0.1715	0.0
P22612	P31749	0.1603	0.0
P22612	P31751	0.1606	0.0
P22612	P33981	0.1572	0.0
P22612	P36507	0.1932	0.0
P22612	P36896	0.1898	0.0
P22612	P36897	0.1807	0.0
P22612	P45983	0.1961	0.0
P22612	P45984	0.204	0.0
P22612	P49137	0.1616	0.0
P22612	P49759	0.1832	0.0
P22612	P49760	0.2046	0.0
P22612	P49761	0.1927	0.0
P22612	P49840	0.2016	0.16666666666666663
P22612	P49841	0.177	0.16666666666666663
P22612	P50613	0.1763	0.0
P22612	P50750	0.1668	0.0
P22612	P51817	0.1389	0.0
P22612	P53350	0.1827	0.0
P22612	P53779	0.1749	0.0
P22612	P68400	0.1808	0.0
P22612	Q00526	0.1785	0.0
P22612	Q00535	0.218	0.0
P22612	Q00536	0.171	0.0
P22612	Q02156	0.1488	0.0
P22612	Q02750	0.1965	0.0
P22612	Q04759	0.1359	0.0
P22612	Q05655	0.1976	0.0
P22612	Q13043	0.1793	0.0
P22612	Q13131	0.181	0.0
P22612	Q13177	0.1876	0.0
P22612	Q13188	0.1892	0.0
P22612	Q13464	0.1636	0.0
P22612	Q13555	0.1702	0.0
P22612	Q13557	0.177	0.0
P22612	Q13627	0.203	0.0
P22612	Q13873	0.1926	0.0
P22612	Q13976	0.1237	0.0
P22612	Q14004	0.1729	0.0
P22612	Q14680	0.1602	0.0
P22612	Q15131	0.2093	0.33333333333333337
P22612	Q15759	0.1993	0.0
P22612	Q15831	0.167	0.0
P22612	Q16512	0.1343	0.0
P22612	Q16513	0.1883	0.0
P22612	Q16539	0.1809	0.0
P22612	Q16644	0.174	0.0
P22612	Q2M2I8	0.172	0.07692307692307687
P22612	Q5VT25	0.1855	0.0
P22612	Q6A1A2	0.1741	0.0
P22612	Q6P5Z2	0.117	0.0
P22612	Q6PHR2	0.1761	0.0
P22612	Q7KZI7	0.1609	0.0
P22612	Q7L7X3	0.2053	0.0
P22612	Q8N4C8	0.2111	0.0
P22612	Q8NEV1	0.1969	0.0
P22612	Q8TD08	0.1875	0.0
P22612	Q8TDX7	0.1694	0.0
P22612	Q92918	0.1749	0.0
P22612	Q96GD4	0.1863	0.1428571428571429
P22612	Q96L34	0.1634	0.0
P22612	Q96NX5	0.1775	0.0
P22612	Q96RR4	0.1691	0.0
P22612	Q9H093	0.1573	0.0
P22612	Q9H0K1	0.1817	0.11111111111111116
P22612	Q9H2K8	0.1667	0.0
P22612	Q9HAZ1	0.1816	0.0
P22612	Q9NQU5	0.171	0.0
P22612	Q9NSY1	0.1761	0.0
P22612	Q9P289	0.1929	0.0
P22612	Q9UBE8	0.2015	0.0
P22612	Q9UK32	0.1474	0.25
P22612	Q9UKE5	0.1828	0.0
P22612	Q9UL54	0.1828	0.0
P22612	Q9UPZ9	0.2014	0.0
P22612	Q9Y243	0.1438	0.0
P22612	Q9Y2K2	0.1494	0.19999999999999996
P22612	Q9Y572	0.1932	0.0
P22612	Q9Y5S2	0.1544	0.0
P22612	Q9Y616	0.1781	0.0
P22612	Q9Y6E0	0.177	0.0
P22694	O00444	0.1812	0.0
P22694	O14578	0.2048	0.0
P22694	O14757	0.1873	0.0
P22694	O14965	0.1884	0.0
P22694	O14976	0.2097	0.0
P22694	O15530	0.1606	0.0
P22694	O43930	0.1835	0.0
P22694	O75116	0.1758	0.33333333333333337
P22694	O75385	0.1797	0.0
P22694	O75460	0.1956	0.0
P22694	O76039	0.2199	0.0
P22694	O94804	0.1918	0.0
P22694	O94806	0.1891	0.0
P22694	O95819	0.174	0.0
P22694	O95835	0.1538	0.33333333333333337
P22694	O96013	0.1744	0.0
P22694	P05771	0.1276	0.0
P22694	P11309	0.1943	0.0
P22694	P11802	0.2031	0.0
P22694	P17252	0.1413	0.0
P22694	P17612	0.1091	0.33333333333333337
P22694	P19784	0.2038	0.0
P22694	P22612	0.1568	0.0
P22694	P22694	0.0	1.0
P22694	P23443	0.1814	0.0
P22694	P24723	0.1687	0.0
P22694	P24941	0.1838	0.0
P22694	P27361	0.2029	0.0
P22694	P27448	0.1617	0.0
P22694	P28482	0.1654	0.0
P22694	P30291	0.2171	0.0
P22694	P31749	0.1545	0.0
P22694	P31751	0.1427	0.0
P22694	P33981	0.1861	0.0
P22694	P36507	0.1785	0.0
P22694	P36896	0.2342	0.0
P22694	P36897	0.2136	0.0
P22694	P45983	0.186	0.0
P22694	P45984	0.1993	0.0
P22694	P49137	0.1974	0.0
P22694	P49759	0.1893	0.0
P22694	P49760	0.22	0.0
P22694	P49761	0.1999	0.0
P22694	P49840	0.2184	0.0
P22694	P49841	0.1914	0.0
P22694	P50613	0.1838	0.0
P22694	P50750	0.1828	0.0
P22694	P51817	0.1953	0.0
P22694	P53350	0.2014	0.0
P22694	P53779	0.2022	0.0
P22694	P68400	0.1885	0.0
P22694	Q00526	0.2142	0.0
P22694	Q00535	0.2176	0.0
P22694	Q00536	0.1753	0.0
P22694	Q02156	0.2042	0.0
P22694	Q02750	0.2023	0.0
P22694	Q04759	0.1723	0.0
P22694	Q05655	0.1856	0.0
P22694	Q13043	0.1732	0.0
P22694	Q13131	0.1764	0.0
P22694	Q13177	0.2042	0.0
P22694	Q13188	0.1597	0.0
P22694	Q13464	0.1976	0.33333333333333337
P22694	Q13555	0.183	0.0
P22694	Q13557	0.1933	0.0
P22694	Q13627	0.1731	0.0
P22694	Q13873	0.2167	0.0
P22694	Q13976	0.1393	0.0
P22694	Q14004	0.1753	0.0
P22694	Q14680	0.1794	0.0
P22694	Q15131	0.2025	0.0
P22694	Q15759	0.1848	0.0
P22694	Q15831	0.1603	0.0
P22694	Q16512	0.1962	0.25
P22694	Q16513	0.2152	0.33333333333333337
P22694	Q16539	0.1979	0.0
P22694	Q16644	0.1943	0.0
P22694	Q2M2I8	0.2007	0.0
P22694	Q5VT25	0.1833	0.0
P22694	Q6A1A2	0.2094	0.0
P22694	Q6P5Z2	0.1872	0.0
P22694	Q6PHR2	0.1857	0.0
P22694	Q7KZI7	0.1809	0.0
P22694	Q7L7X3	0.2175	0.0
P22694	Q8N4C8	0.21	0.0
P22694	Q8NEV1	0.206	0.0
P22694	Q8TD08	0.2211	0.0
P22694	Q8TDX7	0.1641	0.0
P22694	Q92918	0.2017	0.0
P22694	Q96GD4	0.192	0.0
P22694	Q96L34	0.1815	0.0
P22694	Q96NX5	0.2216	0.0
P22694	Q96RR4	0.2154	0.0
P22694	Q9H093	0.1922	0.0
P22694	Q9H0K1	0.1839	0.0
P22694	Q9H2K8	0.204	0.0
P22694	Q9HAZ1	0.1737	0.0
P22694	Q9NQU5	0.1873	0.0
P22694	Q9NSY1	0.2143	0.0
P22694	Q9P289	0.2082	0.0
P22694	Q9UBE8	0.2156	0.0
P22694	Q9UK32	0.1643	0.0
P22694	Q9UKE5	0.1962	0.0
P22694	Q9UL54	0.1974	0.0
P22694	Q9UPZ9	0.2191	0.0
P22694	Q9Y243	0.1622	0.0
P22694	Q9Y2K2	0.1751	0.0
P22694	Q9Y572	0.1968	0.0
P22694	Q9Y5S2	0.1858	0.0
P22694	Q9Y616	0.1968	0.0
P22694	Q9Y6E0	0.2015	0.0
P23443	O00444	0.1545	0.0
P23443	O14578	0.1853	0.0
P23443	O14757	0.1451	0.0
P23443	O14965	0.1747	0.0
P23443	O14976	0.1595	0.0
P23443	O15530	0.1671	0.0
P23443	O43930	0.1544	0.0
P23443	O75116	0.158	0.0
P23443	O75385	0.1723	0.0
P23443	O75460	0.1695	0.0
P23443	O76039	0.1706	0.0
P23443	O94804	0.1569	0.0
P23443	O94806	0.1852	0.0
P23443	O95819	0.152	0.0
P23443	O95835	0.1256	0.0
P23443	O96013	0.1725	0.0
P23443	P05771	0.1626	0.0
P23443	P11309	0.1768	0.0
P23443	P11802	0.1786	0.0
P23443	P17252	0.1258	0.0
P23443	P17612	0.1784	0.0
P23443	P19784	0.151	0.0
P23443	P22612	0.1629	0.0
P23443	P22694	0.1814	0.0
P23443	P23443	0.0	1.0
P23443	P24723	0.1589	0.0
P23443	P24941	0.1744	0.0
P23443	P27361	0.1628	0.0
P23443	P27448	0.1656	0.0
P23443	P28482	0.1263	0.0
P23443	P30291	0.1551	0.0
P23443	P31749	0.1291	0.0
P23443	P31751	0.1263	0.0
P23443	P33981	0.1824	0.0
P23443	P36507	0.1798	0.0
P23443	P36896	0.1705	0.0
P23443	P36897	0.1515	0.0
P23443	P45983	0.1747	0.0
P23443	P45984	0.1553	0.0
P23443	P49137	0.1582	0.0
P23443	P49759	0.1602	0.0
P23443	P49760	0.1262	0.0
P23443	P49761	0.1616	0.0
P23443	P49840	0.1653	0.0
P23443	P49841	0.1656	0.0
P23443	P50613	0.1675	0.0
P23443	P50750	0.1524	0.0
P23443	P51817	0.1708	0.0
P23443	P53350	0.1508	0.0
P23443	P53779	0.1952	0.0
P23443	P68400	0.152	0.0
P23443	Q00526	0.1901	0.0
P23443	Q00535	0.1613	0.0
P23443	Q00536	0.1428	0.0
P23443	Q02156	0.1874	0.0
P23443	Q02750	0.1634	0.0
P23443	Q04759	0.157	0.0
P23443	Q05655	0.191	0.0
P23443	Q13043	0.1655	0.0
P23443	Q13131	0.1563	0.0
P23443	Q13177	0.1794	0.0
P23443	Q13188	0.1912	0.0
P23443	Q13464	0.1536	0.0
P23443	Q13555	0.143	0.0
P23443	Q13557	0.1729	0.0
P23443	Q13627	0.1511	0.0
P23443	Q13873	0.1994	0.0
P23443	Q13976	0.1209	0.0
P23443	Q14004	0.1817	0.0
P23443	Q14680	0.1571	0.0
P23443	Q15131	0.1857	0.0
P23443	Q15759	0.1989	0.0
P23443	Q15831	0.1658	0.0
P23443	Q16512	0.1425	0.0
P23443	Q16513	0.1864	0.0
P23443	Q16539	0.1325	0.0
P23443	Q16644	0.1265	0.0
P23443	Q2M2I8	0.1515	0.0
P23443	Q5VT25	0.1804	0.0
P23443	Q6A1A2	0.177	0.0
P23443	Q6P5Z2	0.1775	0.0
P23443	Q6PHR2	0.1649	0.0
P23443	Q7KZI7	0.1585	0.0
P23443	Q7L7X3	0.1635	0.0
P23443	Q8N4C8	0.2063	0.0
P23443	Q8NEV1	0.1287	0.0
P23443	Q8TD08	0.1951	0.0
P23443	Q8TDX7	0.1737	0.0
P23443	Q92918	0.1785	0.0
P23443	Q96GD4	0.1876	0.0
P23443	Q96L34	0.1682	0.0
P23443	Q96NX5	0.1838	0.0
P23443	Q96RR4	0.1339	0.0
P23443	Q9H093	0.1703	0.0
P23443	Q9H0K1	0.16	0.0
P23443	Q9H2K8	0.1891	0.0
P23443	Q9HAZ1	0.1684	0.0
P23443	Q9NQU5	0.1713	0.0
P23443	Q9NSY1	0.1635	0.0
P23443	Q9P289	0.1787	0.0
P23443	Q9UBE8	0.2143	0.0
P23443	Q9UK32	0.1483	0.0
P23443	Q9UKE5	0.1738	0.0
P23443	Q9UL54	0.2132	0.0
P23443	Q9UPZ9	0.1731	0.0
P23443	Q9Y243	0.1307	0.0
P23443	Q9Y2K2	0.1719	0.0
P23443	Q9Y572	0.1949	0.0
P23443	Q9Y5S2	0.1761	0.0
P23443	Q9Y616	0.1749	0.0
P23443	Q9Y6E0	0.1673	0.0
P24723	O00444	0.1575	0.0
P24723	O14578	0.1525	0.0
P24723	O14757	0.1673	0.0
P24723	O14965	0.1698	0.0
P24723	O14976	0.1613	0.0
P24723	O15530	0.1759	0.0
P24723	O43930	0.1673	0.0
P24723	O75116	0.1616	0.0
P24723	O75385	0.1562	0.0
P24723	O75460	0.1796	0.0
P24723	O76039	0.1448	0.0
P24723	O94804	0.1646	0.0
P24723	O94806	0.204	0.0
P24723	O95819	0.1737	0.0
P24723	O95835	0.143	0.0
P24723	O96013	0.1759	0.0
P24723	P05771	0.133	0.5
P24723	P11309	0.1579	0.0
P24723	P11802	0.1714	0.0
P24723	P17252	0.1421	0.5
P24723	P17612	0.1325	0.0
P24723	P19784	0.1393	0.0
P24723	P22612	0.1427	0.0
P24723	P22694	0.1687	0.0
P24723	P23443	0.1589	0.0
P24723	P24723	0.0	1.0
P24723	P24941	0.1761	0.0
P24723	P27361	0.1646	0.0
P24723	P27448	0.1565	0.0
P24723	P28482	0.1348	0.0
P24723	P30291	0.1427	0.0
P24723	P31749	0.1307	0.0
P24723	P31751	0.119	0.0
P24723	P33981	0.1479	0.0
P24723	P36507	0.1762	0.0
P24723	P36896	0.1485	0.0
P24723	P36897	0.1448	0.0
P24723	P45983	0.1652	0.0
P24723	P45984	0.1481	0.0
P24723	P49137	0.1679	0.0
P24723	P49759	0.1396	0.0
P24723	P49760	0.1496	0.0
P24723	P49761	0.1493	0.0
P24723	P49840	0.1619	0.0
P24723	P49841	0.1587	0.0
P24723	P50613	0.1613	0.0
P24723	P50750	0.1381	0.0
P24723	P51817	0.1707	0.0
P24723	P53350	0.1748	0.0
P24723	P53779	0.1572	0.0
P24723	P68400	0.141	0.0
P24723	Q00526	0.1758	0.0
P24723	Q00535	0.1765	0.0
P24723	Q00536	0.147	0.0
P24723	Q02156	0.1125	1.0
P24723	Q02750	0.1751	0.0
P24723	Q04759	0.1083	0.25
P24723	Q05655	0.1912	0.5
P24723	Q13043	0.1491	0.0
P24723	Q13131	0.1452	0.0
P24723	Q13177	0.1518	0.0
P24723	Q13188	0.1675	0.0
P24723	Q13464	0.1449	0.0
P24723	Q13555	0.1628	0.0
P24723	Q13557	0.1787	0.0
P24723	Q13627	0.1503	0.0
P24723	Q13873	0.1672	0.0
P24723	Q13976	0.1225	0.0
P24723	Q14004	0.1674	0.0
P24723	Q14680	0.1519	0.0
P24723	Q15131	0.1994	0.0
P24723	Q15759	0.192	0.0
P24723	Q15831	0.1609	0.0
P24723	Q16512	0.1568	0.0
P24723	Q16513	0.1757	0.0
P24723	Q16539	0.1742	0.0
P24723	Q16644	0.1414	0.0
P24723	Q2M2I8	0.1455	0.0
P24723	Q5VT25	0.1587	0.0
P24723	Q6A1A2	0.1671	0.0
P24723	Q6P5Z2	0.1361	0.0
P24723	Q6PHR2	0.1503	0.0
P24723	Q7KZI7	0.1422	0.0
P24723	Q7L7X3	0.2107	0.0
P24723	Q8N4C8	0.1958	0.0
P24723	Q8NEV1	0.1418	0.0
P24723	Q8TD08	0.1743	0.0
P24723	Q8TDX7	0.1709	0.0
P24723	Q92918	0.1646	0.0
P24723	Q96GD4	0.1872	0.0
P24723	Q96L34	0.1604	0.0
P24723	Q96NX5	0.168	0.0
P24723	Q96RR4	0.1504	0.0
P24723	Q9H093	0.1748	0.0
P24723	Q9H0K1	0.1845	0.0
P24723	Q9H2K8	0.1745	0.0
P24723	Q9HAZ1	0.1417	0.0
P24723	Q9NQU5	0.1781	0.0
P24723	Q9NSY1	0.1632	0.0
P24723	Q9P289	0.1551	0.0
P24723	Q9UBE8	0.1955	0.0
P24723	Q9UK32	0.1476	0.0
P24723	Q9UKE5	0.1522	0.0
P24723	Q9UL54	0.1849	0.0
P24723	Q9UPZ9	0.1738	0.0
P24723	Q9Y243	0.1236	0.0
P24723	Q9Y2K2	0.1579	0.0
P24723	Q9Y572	0.1866	0.0
P24723	Q9Y5S2	0.1504	0.0
P24723	Q9Y616	0.1731	0.0
P24723	Q9Y6E0	0.1541	0.0
P24941	O00444	0.1412	0.0
P24941	O14578	0.1803	0.0
P24941	O14757	0.1526	0.0
P24941	O14965	0.1626	0.0
P24941	O14976	0.1808	0.0
P24941	O15530	0.1605	0.0
P24941	O43930	0.1746	0.0
P24941	O75116	0.1592	0.0
P24941	O75385	0.171	0.0
P24941	O75460	0.1814	0.0
P24941	O76039	0.1602	0.0
P24941	O94804	0.159	0.0
P24941	O94806	0.1803	0.0
P24941	O95819	0.1579	0.0
P24941	O95835	0.1661	0.0
P24941	O96013	0.128	0.0
P24941	P05771	0.1662	0.0
P24941	P11309	0.1732	0.0
P24941	P11802	0.1645	0.0
P24941	P17252	0.1663	0.0
P24941	P17612	0.1678	0.0
P24941	P19784	0.1587	0.0
P24941	P22612	0.18	0.0
P24941	P22694	0.1838	0.0
P24941	P23443	0.1744	0.0
P24941	P24723	0.1761	0.0
P24941	P24941	0.0	1.0
P24941	P27361	0.1607	0.0
P24941	P27448	0.1713	0.0
P24941	P28482	0.1488	0.0
P24941	P30291	0.1695	0.0
P24941	P31749	0.166	0.0
P24941	P31751	0.1484	0.0
P24941	P33981	0.1577	0.0
P24941	P36507	0.1793	0.0
P24941	P36896	0.1639	0.0
P24941	P36897	0.1554	0.0
P24941	P45983	0.1717	0.0
P24941	P45984	0.1626	0.0
P24941	P49137	0.1714	0.0
P24941	P49759	0.1703	0.0
P24941	P49760	0.1542	0.0
P24941	P49761	0.1749	0.0
P24941	P49840	0.1755	0.0
P24941	P49841	0.1643	0.0
P24941	P50613	0.1669	0.0
P24941	P50750	0.1781	0.1428571428571429
P24941	P51817	0.1707	0.0
P24941	P53350	0.1599	0.0
P24941	P53779	0.1768	0.0
P24941	P68400	0.1504	0.0
P24941	Q00526	0.144	0.0
P24941	Q00535	0.1543	0.5
P24941	Q00536	0.152	0.25
P24941	Q02156	0.1896	0.0
P24941	Q02750	0.1797	0.0
P24941	Q04759	0.1505	0.0
P24941	Q05655	0.2077	0.0
P24941	Q13043	0.1587	0.0
P24941	Q13131	0.1649	0.0
P24941	Q13177	0.1762	0.0
P24941	Q13188	0.1601	0.0
P24941	Q13464	0.171	0.0
P24941	Q13555	0.1383	0.0
P24941	Q13557	0.1478	0.0
P24941	Q13627	0.1697	0.0
P24941	Q13873	0.1722	0.0
P24941	Q13976	0.165	0.0
P24941	Q14004	0.1627	0.0
P24941	Q14680	0.1411	0.0
P24941	Q15131	0.1715	0.0
P24941	Q15759	0.174	0.0
P24941	Q15831	0.1678	0.0
P24941	Q16512	0.1751	0.0
P24941	Q16513	0.1816	0.0
P24941	Q16539	0.1505	0.0
P24941	Q16644	0.1409	0.0
P24941	Q2M2I8	0.1597	0.0
P24941	Q5VT25	0.1936	0.0
P24941	Q6A1A2	0.1604	0.0
P24941	Q6P5Z2	0.1611	0.0
P24941	Q6PHR2	0.164	0.0
P24941	Q7KZI7	0.1296	0.0
P24941	Q7L7X3	0.1916	0.0
P24941	Q8N4C8	0.1944	0.0
