Pocket Set	Pocket	Buriedness
PDB-PD	Q99497_PF01965_4_171_fpocket_4	23
PDB-PD	Q99497_PF01965_4_171_fpocket_7	19
PDB-PD	Q99523_PF15901_574_740_fpocket_10	19
PDB-PD	Q99523_PF15901_574_740_fpocket_4	16
PDB-PD	Q99536_PF08240_76_144_fpocket_1	16
PDB-PD	Q99536_PF08240_76_144_fpocket_3	20
PDB-PD	Q99536_PF13602_232_385_fpocket_1	19
PDB-PD	Q99536_PF13602_232_385_fpocket_5	16
PDB-PD	Q99543_PF16717_339_430_fpocket_1	20
PDB-PD	Q99543_PF16717_339_430_fpocket_6	10
PDB-PD	Q99549_PF00385_59_109_fpocket_1	10
PDB-PD	Q99549_PF00385_59_109_fpocket_2	11
PDB-PD	Q99558_PF00069_401_649_fpocket_12	17
PDB-PD	Q99558_PF00069_401_649_fpocket_2	22
PDB-PD	Q99574_PF00079_24_397_fpocket_1	22
PDB-PD	Q99574_PF00079_24_397_fpocket_2	23
PDB-PD	Q99575_PF08170_617_708_fpocket_3	14
PDB-PD	Q99575_PF08170_617_708_fpocket_9	17
PDB-PD	Q99581_PF00178_48_127_fpocket_1	10
PDB-PD	Q99581_PF00178_48_127_fpocket_5	13
PDB-PD	Q99584_PF01023_9_53_fpocket_2	14
PDB-PD	Q99584_PF01023_9_53_fpocket_4	12
PDB-PD	Q99593_PF00907_56_238_fpocket_1	14
PDB-PD	Q99593_PF00907_56_238_fpocket_4	16
PDB-PD	Q99594_PF17725_223_432_fpocket_1	16
PDB-PD	Q99594_PF17725_223_432_fpocket_2	22
PDB-PD	Q99613_PF01399_712_846_fpocket_1	16
PDB-PD	Q99613_PF01399_712_846_fpocket_10	18
PDB-PD	Q99616_PF00048_32_89_fpocket_1	15
PDB-PD	Q99616_PF00048_32_89_fpocket_2	13
PDB-PD	Q99626_PF00046_187_243_fpocket_1	14
PDB-PD	Q99626_PF00046_187_243_fpocket_2	13
PDB-PD	Q99633_PF08799_84_112_fpocket_2	11
PDB-PD	Q99633_PF08799_84_112_fpocket_3	17
PDB-PD	Q99640_PF00069_110_359_fpocket_17	18
PDB-PD	Q99640_PF00069_110_359_fpocket_19	22
PDB-PD	Q99653_PF00036_114_142_fpocket_1	11
PDB-PD	Q99653_PF00036_114_142_fpocket_2	12
PDB-PD	Q99661_PF00225_264_588_fpocket_22	20
PDB-PD	Q99661_PF00225_264_588_fpocket_6	21
PDB-PD	Q99675_PF13920_270_315_fpocket_1	10
PDB-PD	Q99675_PF13920_270_315_fpocket_3	9
PDB-PD	Q99683_PF00069_682_938_fpocket_10	21
PDB-PD	Q99683_PF00069_682_938_fpocket_3	23
PDB-PD	Q99683_PF19039_555_654_fpocket_1	12
PDB-PD	Q99683_PF19039_555_654_fpocket_4	17
PDB-PD	Q99697_PF00046_86_142_fpocket_1	13
PDB-PD	Q99697_PF00046_86_142_fpocket_2	17
PDB-PD	Q99704_PF02174_151_254_fpocket_2	13
PDB-PD	Q99704_PF02174_151_254_fpocket_3	15
PDB-PD	Q99706_PF00047_129_209_fpocket_1	21
PDB-PD	Q99706_PF00047_129_209_fpocket_7	15
PDB-PD	Q99706_PF00047_34_112_fpocket_1	21
PDB-PD	Q99706_PF00047_34_112_fpocket_3	19
PDB-PD	Q99707_PF00809_375_613_fpocket_17	19
PDB-PD	Q99707_PF00809_375_613_fpocket_19	19
PDB-PD	Q99707_PF02965_965_1246_fpocket_1	18
PDB-PD	Q99707_PF02965_965_1246_fpocket_4	17
PDB-PD	Q99714_PF00106_11_213_fpocket_1	20
PDB-PD	Q99714_PF00106_11_213_fpocket_11	13
PDB-PD	Q99717_PF03165_31_132_fpocket_1	14
PDB-PD	Q99717_PF03165_31_132_fpocket_2	18
PDB-PD	Q99728_PF14835_41_105_fpocket_1	15
PDB-PD	Q99728_PF14835_41_105_fpocket_2	12
PDB-PD	Q99729_PF00076_71_140_fpocket_2	15
PDB-PD	Q99729_PF00076_71_140_fpocket_4	13
PDB-PD	Q99731_PF00048_27_86_fpocket_1	13
PDB-PD	Q99731_PF00048_27_86_fpocket_2	18
PDB-PD	Q99748_PF00019_102_196_fpocket_1	13
PDB-PD	Q99748_PF00019_102_196_fpocket_3	14
PDB-PD	Q99757_PF00085_61_163_fpocket_1	20
PDB-PD	Q99757_PF00085_61_163_fpocket_3	21
PDB-PD	Q99759_PF00564_44_123_fpocket_2	19
PDB-PD	Q99759_PF00564_44_123_fpocket_3	14
PDB-PD	Q99801_PF00046_125_181_fpocket_1	12
PDB-PD	Q99801_PF00046_125_181_fpocket_3	13
PDB-PD	Q99814_PF08447_254_341_fpocket_3	25
PDB-PD	Q99814_PF08447_254_341_fpocket_4	11
PDB-PD	Q99816_PF05743_21_141_fpocket_5	14
PDB-PD	Q99816_PF05743_21_141_fpocket_6	14
PDB-PD	Q99816_PF09454_316_379_fpocket_1	10
PDB-PD	Q99816_PF09454_316_379_fpocket_2	12
PDB-PD	Q99835_PF01392_70_178_fpocket_1	27
PDB-PD	Q99835_PF01392_70_178_fpocket_2	20
PDB-PD	Q99836_PF00531_30_107_fpocket_1	12
PDB-PD	Q99836_PF00531_30_107_fpocket_4	15
PDB-PD	Q99856_PF01388_240_326_fpocket_1	15
PDB-PD	Q99856_PF01388_240_326_fpocket_3	10
PDB-PD	Q99873_PF13649_92_189_fpocket_1	19
PDB-PD	Q99873_PF13649_92_189_fpocket_2	14
PDB-PD	Q99895_PF00089_30_262_fpocket_1	23
PDB-PD	Q99895_PF00089_30_262_fpocket_6	12
PDB-PD	Q99933_PF00240_144_222_fpocket_1	17
PDB-PD	Q99933_PF00240_144_222_fpocket_2	16
PDB-PD	Q99952_PF00102_56_290_fpocket_2	18
PDB-PD	Q99952_PF00102_56_290_fpocket_5	21
PDB-PD	Q99956_PF00782_211_343_fpocket_1	19
PDB-PD	Q99956_PF00782_211_343_fpocket_3	16
PDB-PD	Q99958_PF00250_71_157_fpocket_3	14
PDB-PD	Q99958_PF00250_71_157_fpocket_5	14
PDB-PD	Q99962_PF03114_6_242_fpocket_10	15
PDB-PD	Q99962_PF03114_6_242_fpocket_3	23
PDB-PD	Q99962_PF07653_294_347_fpocket_1	11
PDB-PD	Q99963_PF00018_291_336_fpocket_1	15
PDB-PD	Q99963_PF00018_291_336_fpocket_3	13
PDB-PD	Q99963_PF03114_6_242_fpocket_10	17
PDB-PD	Q99963_PF03114_6_242_fpocket_6	15
PDB-PD	Q99986_PF00069_37_324_fpocket_14	18
PDB-PD	Q99986_PF00069_37_324_fpocket_3	24
PDB-PD	Q99988_PF00019_210_307_fpocket_3	14
PDB-PD	Q99988_PF00019_210_307_fpocket_5	17
PDB-PD	Q9BPU6_PF01979_57_446_fpocket_1	26
PDB-PD	Q9BPU6_PF01979_57_446_fpocket_9	19
PDB-PD	Q9BPX1_PF13561_14_250_fpocket_13	22
PDB-PD	Q9BPX1_PF13561_14_250_fpocket_9	16
PDB-PD	Q9BPX6_PF13202_223_247_fpocket_1	10
PDB-PD	Q9BPX6_PF13202_223_247_fpocket_2	9
PDB-PD	Q9BPZ7_PF16979_381_488_fpocket_1	15
PDB-PD	Q9BPZ7_PF16979_381_488_fpocket_2	13
PDB-PD	Q9BQ04_PF00076_80_142_fpocket_1	12
PDB-PD	Q9BQ04_PF00076_80_142_fpocket_2	10
PDB-PD	Q9BQ15_PF01336_23_104_fpocket_1	21
PDB-PD	Q9BQ15_PF01336_23_104_fpocket_6	17
PDB-PD	Q9BQ24_PF16696_108_233_fpocket_2	20
PDB-PD	Q9BQ24_PF16696_108_233_fpocket_3	13
PDB-PD	Q9BQ39_PF08152_571_665_fpocket_1	13
PDB-PD	Q9BQ39_PF08152_571_665_fpocket_2	10
PDB-PD	Q9BQ69_PF01661_170_283_fpocket_1	14
PDB-PD	Q9BQ69_PF01661_170_283_fpocket_3	23
PDB-PD	Q9BQG2_PF00293_320_441_fpocket_10	18
PDB-PD	Q9BQG2_PF00293_320_441_fpocket_2	20
PDB-PD	Q9BQG2_PF09296_147_277_fpocket_2	17
PDB-PD	Q9BQG2_PF09296_147_277_fpocket_4	19
PDB-PD	Q9BQG2_PF09297_279_309_fpocket_1	6
PDB-PD	Q9BQG2_PF09297_279_309_fpocket_2	19
PDB-PD	Q9BQI5_PF10291_560_827_fpocket_10	17
PDB-PD	Q9BQI5_PF10291_560_827_fpocket_2	20
PDB-PD	Q9BQP7_PF12705_204_344_fpocket_1	19
PDB-PD	Q9BQP7_PF12705_204_344_fpocket_8	19
PDB-PD	Q9BQQ3_PF04495_1_94_fpocket_1	21
PDB-PD	Q9BQQ3_PF04495_1_94_fpocket_5	17
PDB-PD	Q9BQQ3_PF04495_69_205_fpocket_1	18
PDB-PD	Q9BQQ3_PF04495_69_205_fpocket_3	18
PDB-PD	Q9BR01_PF00685_45_277_fpocket_1	13
PDB-PD	Q9BR01_PF00685_45_277_fpocket_5	19
PDB-PD	Q9BR61_PF00887_43_118_fpocket_1	20
PDB-PD	Q9BR61_PF00887_43_118_fpocket_3	17
PDB-PD	Q9BRJ2_PF04280_118_266_fpocket_1	20
PDB-PD	Q9BRJ2_PF04280_118_266_fpocket_16	17
PDB-PD	Q9BRK3_PF07686_169_292_fpocket_1	24
PDB-PD	Q9BRK3_PF07686_169_292_fpocket_2	12
PDB-PD	Q9BRK3_PF07686_37_157_fpocket_1	19
PDB-PD	Q9BRK3_PF07686_37_157_fpocket_8	15
PDB-PD	Q9BRL6_PF00076_16_86_fpocket_6	8
PDB-PD	Q9BRL6_PF00076_16_86_fpocket_8	17
PDB-PD	Q9BRR9_PF00169_323_435_fpocket_1	16
PDB-PD	Q9BRR9_PF00169_323_435_fpocket_4	21
PDB-PD	Q9BRS8_PF05383_96_154_fpocket_1	11
PDB-PD	Q9BRS8_PF05383_96_154_fpocket_2	13
PDB-PD	Q9BRT9_PF16922_165_223_fpocket_1	19
PDB-PD	Q9BRT9_PF16922_165_223_fpocket_2	10
PDB-PD	Q9BRX2_PF03465_271_370_fpocket_2	14
PDB-PD	Q9BRX2_PF03465_271_370_fpocket_3	17
PDB-PD	Q9BS26_PF00085_30_138_fpocket_3	14
PDB-PD	Q9BS26_PF00085_30_138_fpocket_5	11
PDB-PD	Q9BS26_PF13848_167_350_fpocket_1	17
PDB-PD	Q9BS26_PF13848_167_350_fpocket_11	20
PDB-PD	Q9BSE4_PF00240_12_89_fpocket_1	14
PDB-PD	Q9BSE4_PF00240_12_89_fpocket_2	10
PDB-PD	Q9BSJ2_PF17681_218_506_fpocket_20	18
PDB-PD	Q9BSJ2_PF17681_218_506_fpocket_3	19
PDB-PD	Q9BSM1_PF16207_190_253_fpocket_2	16
PDB-PD	Q9BSM1_PF16207_190_253_fpocket_3	15
PDB-PD	Q9BSQ5_PF16545_287_387_fpocket_1	18
PDB-PD	Q9BSQ5_PF16545_287_387_fpocket_6	12
PDB-PD	Q9BSV6_PF01974_217_301_fpocket_4	18
PDB-PD	Q9BSV6_PF01974_217_301_fpocket_5	10
PDB-PD	Q9BSW2_PF13499_52_114_fpocket_2	15
PDB-PD	Q9BSW2_PF13499_52_114_fpocket_4	13
PDB-PD	Q9BSW7_PF00168_199_312_fpocket_1	16
PDB-PD	Q9BSW7_PF00168_199_312_fpocket_3	17
PDB-PD	Q9BSY4_PF06747_58_92_fpocket_1	12
PDB-PD	Q9BSY4_PF06747_58_92_fpocket_2	9
PDB-PD	Q9BSY4_PF16860_5_49_fpocket_1	12
PDB-PD	Q9BSY4_PF16860_5_49_fpocket_2	11
PDB-PD	Q9BT23_PF00412_40_96_fpocket_2	14
PDB-PD	Q9BT23_PF00412_40_96_fpocket_4	16
PDB-PD	Q9BT30_PF13532_66_203_fpocket_1	22
PDB-PD	Q9BT30_PF13532_66_203_fpocket_5	18
PDB-PD	Q9BT78_PF01399_264_363_fpocket_1	19
PDB-PD	Q9BT78_PF01399_264_363_fpocket_3	19
PDB-PD	Q9BT78_PF18420_365_406_fpocket_1	12
PDB-PD	Q9BT78_PF18420_365_406_fpocket_2	10
PDB-PD	Q9BTC0_PF00628_270_322_fpocket_1	16
PDB-PD	Q9BTC0_PF00628_270_322_fpocket_2	13
PDB-PD	Q9BTM1_PF00125_2_91_fpocket_1	18
PDB-PD	Q9BTM1_PF00125_2_91_fpocket_4	14
PDB-PD	Q9BTP6_PF02892_55_107_fpocket_1	14
PDB-PD	Q9BTP6_PF02892_55_107_fpocket_4	14
PDB-PD	Q9BTP7_PF17949_11_134_fpocket_3	15
PDB-PD	Q9BTP7_PF17949_11_134_fpocket_7	16
PDB-PD	Q9BTZ2_PF13561_38_275_fpocket_12	14
PDB-PD	Q9BTZ2_PF13561_38_275_fpocket_2	21
PDB-PD	Q9BU02_PF01928_5_192_fpocket_1	22
PDB-PD	Q9BU02_PF01928_5_192_fpocket_14	16
PDB-PD	Q9BUB5_PF00069_50_172_fpocket_1	14
PDB-PD	Q9BUB5_PF00069_50_172_fpocket_2	16
PDB-PD	Q9BUD6_PF06468_41_235_fpocket_4	19
PDB-PD	Q9BUD6_PF06468_41_235_fpocket_6	25
PDB-PD	Q9BUE0_PF09637_19_207_fpocket_1	15
PDB-PD	Q9BUE0_PF09637_19_207_fpocket_15	18
PDB-PD	Q9BUI4_PF08221_7_68_fpocket_1	17
PDB-PD	Q9BUI4_PF08221_7_68_fpocket_2	18
PDB-PD	Q9BUJ2_PF02037_3_37_fpocket_1	15
PDB-PD	Q9BUL5_PF00628_341_387_fpocket_1	13
PDB-PD	Q9BUL5_PF00628_341_387_fpocket_2	14
PDB-PD	Q9BUP3_PF13460_25_214_fpocket_1	24
PDB-PD	Q9BUP3_PF13460_25_214_fpocket_7	17
PDB-PD	Q9BUQ8_PF00270_415_616_fpocket_10	15
PDB-PD	Q9BUQ8_PF00270_415_616_fpocket_5	18
PDB-PD	Q9BUQ8_PF00271_650_759_fpocket_2	22
PDB-PD	Q9BUQ8_PF00271_650_759_fpocket_3	16
PDB-PD	Q9BUT1_PF13561_13_244_fpocket_1	24
PDB-PD	Q9BUT1_PF13561_13_244_fpocket_20	18
PDB-PD	Q9BV23_PF00561_72_313_fpocket_1	19
PDB-PD	Q9BV23_PF00561_72_313_fpocket_12	16
PDB-PD	Q9BV47_PF00782_69_204_fpocket_1	17
PDB-PD	Q9BV47_PF00782_69_204_fpocket_3	16
PDB-PD	Q9BV57_PF03079_3_157_fpocket_2	21
PDB-PD	Q9BV57_PF03079_3_157_fpocket_4	21
PDB-PD	Q9BV68_PF14369_9_40_fpocket_1	11
PDB-PD	Q9BV68_PF14369_9_40_fpocket_2	10
PDB-PD	Q9BV79_PF00107_195_332_fpocket_5	14
PDB-PD	Q9BV79_PF00107_195_332_fpocket_8	19
PDB-PD	Q9BV79_PF08240_70_141_fpocket_1	13
PDB-PD	Q9BV79_PF08240_70_141_fpocket_2	22
PDB-PD	Q9BVA1_PF00091_3_212_fpocket_3	12
PDB-PD	Q9BVA1_PF00091_3_212_fpocket_4	19
PDB-PD	Q9BVA1_PF03953_261_383_fpocket_2	20
PDB-PD	Q9BVA1_PF03953_261_383_fpocket_5	17
PDB-PD	Q9BVG8_PF00225_451_768_fpocket_2	17
PDB-PD	Q9BVG8_PF00225_451_768_fpocket_3	15
PDB-PD	Q9BVI0_PF18115_89_136_fpocket_1	15
PDB-PD	Q9BVI0_PF18115_89_136_fpocket_2	11
PDB-PD	Q9BVJ7_PF00782_26_148_fpocket_1	9
PDB-PD	Q9BVJ7_PF00782_26_148_fpocket_2	16
PDB-PD	Q9BVS4_PF09202_9_91_fpocket_1	13
PDB-PD	Q9BVS4_PF09202_9_91_fpocket_7	16
PDB-PD	Q9BW19_PF00225_349_663_fpocket_17	18
PDB-PD	Q9BW19_PF00225_349_663_fpocket_5	22
PDB-PD	Q9BW30_PF05517_11_166_fpocket_5	25
PDB-PD	Q9BW30_PF05517_11_166_fpocket_9	15
PDB-PD	Q9BW62_PF00004_244_380_fpocket_10	19
PDB-PD	Q9BW62_PF00004_244_380_fpocket_7	18
PDB-PD	Q9BW62_PF09336_439_488_fpocket_2	9
PDB-PD	Q9BW62_PF09336_439_488_fpocket_3	10
PDB-PD	Q9BW62_PF17862_402_463_fpocket_1	14
PDB-PD	Q9BW62_PF17862_402_463_fpocket_5	13
PDB-PD	Q9BW91_PF00293_191_331_fpocket_1	24
PDB-PD	Q9BW91_PF00293_191_331_fpocket_5	17
PDB-PD	Q9BWD1_PF00108_8_267_fpocket_1	20
PDB-PD	Q9BWD1_PF00108_8_267_fpocket_3	17
PDB-PD	Q9BWD1_PF02803_274_396_fpocket_1	22
PDB-PD	Q9BWD1_PF02803_274_396_fpocket_6	17
PDB-PD	Q9BWF3_PF00076_4_66_fpocket_1	22
PDB-PD	Q9BWF3_PF00076_4_66_fpocket_3	12
PDB-PD	Q9BWP8_PF00059_159_266_fpocket_1	15
PDB-PD	Q9BWP8_PF00059_159_266_fpocket_2	14
PDB-PD	Q9BWS9_PF00704_80_385_fpocket_2	14
PDB-PD	Q9BWS9_PF00704_80_385_fpocket_3	16
PDB-PD	Q9BWT3_PF04926_365_432_fpocket_2	14
PDB-PD	Q9BWT3_PF04926_365_432_fpocket_3	17
PDB-PD	Q9BWT3_PF04928_20_363_fpocket_12	20
PDB-PD	Q9BWT3_PF04928_20_363_fpocket_17	23
PDB-PD	Q9BWV1_PF00041_716_802_fpocket_2	17
PDB-PD	Q9BWV1_PF00041_716_802_fpocket_5	15
PDB-PD	Q9BX59_PF07654_303_389_fpocket_2	13
PDB-PD	Q9BX59_PF07654_303_389_fpocket_3	9
PDB-PD	Q9BX59_PF07686_195_301_fpocket_1	17
PDB-PD	Q9BX59_PF07686_195_301_fpocket_5	16
PDB-PD	Q9BX66_PF00018_873_920_fpocket_1	14
PDB-PD	Q9BX66_PF00018_873_920_fpocket_3	16
PDB-PD	Q9BX66_PF07653_797_850_fpocket_1	11
PDB-PD	Q9BX66_PF07653_797_850_fpocket_2	12
PDB-PD	Q9BX66_PF14604_1238_1288_fpocket_1	18
PDB-PD	Q9BX66_PF14604_1238_1288_fpocket_2	13
PDB-PD	Q9BX68_PF01230_61_158_fpocket_1	23
PDB-PD	Q9BX68_PF01230_61_158_fpocket_4	15
PDB-PD	Q9BX70_PF08005_375_524_fpocket_1	18
PDB-PD	Q9BX70_PF08005_375_524_fpocket_2	12
PDB-PD	Q9BXB4_PF00169_60_155_fpocket_1	13
PDB-PD	Q9BXB4_PF00169_60_155_fpocket_3	14
PDB-PD	Q9BXD5_PF00701_7_303_fpocket_1	20
PDB-PD	Q9BXD5_PF00701_7_303_fpocket_5	18
PDB-PD	Q9BXF3_PF00439_443_526_fpocket_1	16
PDB-PD	Q9BXF3_PF00439_443_526_fpocket_3	16
PDB-PD	Q9BXJ0_PF00386_105_232_fpocket_1	22
PDB-PD	Q9BXJ0_PF00386_105_232_fpocket_4	14
PDB-PD	Q9BXL7_PF00619_23_109_fpocket_2	20
PDB-PD	Q9BXL7_PF00619_23_109_fpocket_4	15
PDB-PD	Q9BXP5_PF12066_153_262_fpocket_12	12
PDB-PD	Q9BXP5_PF12066_153_262_fpocket_2	15
PDB-PD	Q9BXS1_PF00293_49_197_fpocket_1	21
PDB-PD	Q9BXS1_PF00293_49_197_fpocket_8	15
PDB-PD	Q9BXT4_PF00567_490_611_fpocket_2	18
PDB-PD	Q9BXT4_PF00567_490_611_fpocket_3	20
PDB-PD	Q9BXW4_PF02991_21_126_fpocket_4	10
PDB-PD	Q9BXW4_PF02991_21_126_fpocket_7	14
PDB-PD	Q9BY14_PF00021_140_215_fpocket_1	15
PDB-PD	Q9BY14_PF00021_140_215_fpocket_2	12
PDB-PD	Q9BY32_PF01725_10_188_fpocket_1	15
PDB-PD	Q9BY32_PF01725_10_188_fpocket_2	11
PDB-PD	Q9BY41_PF00850_31_322_fpocket_1	17
PDB-PD	Q9BY41_PF00850_31_322_fpocket_2	23
PDB-PD	Q9BY49_PF13561_25_266_fpocket_1	24
PDB-PD	Q9BY49_PF13561_25_266_fpocket_9	24
PDB-PD	Q9BY50_PF00717_32_155_fpocket_2	16
PDB-PD	Q9BY50_PF00717_32_155_fpocket_5	19
PDB-PD	Q9BY66_PF00628_316_364_fpocket_1	14
PDB-PD	Q9BY66_PF00628_316_364_fpocket_2	18
PDB-PD	Q9BY66_PF01388_81_165_fpocket_1	18
PDB-PD	Q9BY66_PF01388_81_165_fpocket_3	26
PDB-PD	Q9BY67_PF07686_49_143_fpocket_1	20
PDB-PD	Q9BY67_PF07686_49_143_fpocket_3	12
PDB-PD	Q9BY76_PF00147_184_400_fpocket_1	19
PDB-PD	Q9BY76_PF00147_184_400_fpocket_19	16
PDB-PD	Q9BY84_PF00581_11_131_fpocket_1	13
PDB-PD	Q9BY84_PF00581_11_131_fpocket_6	21
PDB-PD	Q9BY84_PF00782_166_297_fpocket_5	18
PDB-PD	Q9BY84_PF00782_166_297_fpocket_7	18
PDB-PD	Q9BYC5_PF14604_509_559_fpocket_1	13
PDB-PD	Q9BYC5_PF14604_509_559_fpocket_2	10
PDB-PD	Q9BYE2_PF00089_326_554_fpocket_1	23
PDB-PD	Q9BYE2_PF00089_326_554_fpocket_5	17
PDB-PD	Q9BYE2_PF15494_231_321_fpocket_2	12
PDB-PD	Q9BYE2_PF15494_231_321_fpocket_8	13
PDB-PD	Q9BYE7_PF13923_133_172_fpocket_1	14
PDB-PD	Q9BYE7_PF13923_133_172_fpocket_2	15
PDB-PD	Q9BYE9_PF00028_129_225_fpocket_1	16
PDB-PD	Q9BYE9_PF00028_129_225_fpocket_8	22
PDB-PD	Q9BYE9_PF00028_31_115_fpocket_1	23
PDB-PD	Q9BYE9_PF00028_31_115_fpocket_3	21
PDB-PD	Q9BYF1_PF16959_617_770_fpocket_1	15
PDB-PD	Q9BYF1_PF16959_617_770_fpocket_7	14
PDB-PD	Q9BYG3_PF12196_227_266_fpocket_2	11
PDB-PD	Q9BYG3_PF12196_227_266_fpocket_4	6
PDB-PD	Q9BYH1_PF00084_745_800_fpocket_1	17
PDB-PD	Q9BYJ4_PF15227_15_59_fpocket_1	16
PDB-PD	Q9BYJ4_PF15227_15_59_fpocket_2	14
PDB-PD	Q9BYJ9_PF04146_389_524_fpocket_1	18
PDB-PD	Q9BYJ9_PF04146_389_524_fpocket_4	16
PDB-PD	Q9BYP7_PF00069_147_405_fpocket_1	22
PDB-PD	Q9BYP7_PF00069_147_405_fpocket_12	16
PDB-PD	Q9BYP7_PF12202_426_489_fpocket_1	16
PDB-PD	Q9BYP7_PF12202_426_489_fpocket_2	16
PDB-PD	Q9BYV9_PF00651_27_133_fpocket_1	13
PDB-PD	Q9BYV9_PF00651_27_133_fpocket_3	18
PDB-PD	Q9BYW2_PF00397_2391_2420_fpocket_2	12
PDB-PD	Q9BYW2_PF00397_2391_2420_fpocket_3	12
PDB-PD	Q9BYW2_PF08236_2467_2557_fpocket_1	15
PDB-PD	Q9BYW2_PF08236_2467_2557_fpocket_3	14
PDB-PD	Q9BYW2_PF17907_1511_1547_fpocket_1	10
PDB-PD	Q9BYW2_PF17907_1511_1547_fpocket_2	13
PDB-PD	Q9BYX2_PF00169_46_140_fpocket_1	16
PDB-PD	Q9BYX2_PF00169_46_140_fpocket_2	12
PDB-PD	Q9BYX4_PF00271_699_826_fpocket_7	14
PDB-PD	Q9BYX4_PF00271_699_826_fpocket_9	16
PDB-PD	Q9BYX4_PF00619_115_200_fpocket_1	12
PDB-PD	Q9BYX4_PF00619_115_200_fpocket_2	14
PDB-PD	Q9BYX4_PF11648_903_1018_fpocket_1	17
PDB-PD	Q9BYX4_PF11648_903_1018_fpocket_4	10
PDB-PD	Q9BYX4_PF16739_7_99_fpocket_1	12
PDB-PD	Q9BYX4_PF16739_7_99_fpocket_2	11
PDB-PD	Q9BYX4_PF18119_536_692_fpocket_3	12
PDB-PD	Q9BYX4_PF18119_536_692_fpocket_8	13
PDB-PD	Q9BYZ8_PF00059_47_156_fpocket_11	19
PDB-PD	Q9BYZ8_PF00059_47_156_fpocket_3	19
PDB-PD	Q9BZ11_PF01421_210_409_fpocket_1	20
PDB-PD	Q9BZ11_PF01421_210_409_fpocket_10	17
PDB-PD	Q9BZ29_PF00169_175_281_fpocket_2	12
PDB-PD	Q9BZ29_PF00169_175_281_fpocket_3	15
PDB-PD	Q9BZ95_PF00855_271_380_fpocket_1	14
PDB-PD	Q9BZ95_PF00855_271_380_fpocket_8	19
PDB-PD	Q9BZ95_PF00855_961_1049_fpocket_6	15
PDB-PD	Q9BZ95_PF00855_961_1049_fpocket_7	15
PDB-PD	Q9BZ95_PF17907_1104_1142_fpocket_1	18
PDB-PD	Q9BZ95_PF17907_1104_1142_fpocket_3	13
PDB-PD	Q9BZ95_PF17982_1364_1413_fpocket_1	14
PDB-PD	Q9BZ95_PF17982_1364_1413_fpocket_3	12
PDB-PD	Q9BZB8_PF16366_502_559_fpocket_1	15
PDB-PD	Q9BZB8_PF16366_502_559_fpocket_3	13
PDB-PD	Q9BZB8_PF16367_310_410_fpocket_1	24
PDB-PD	Q9BZB8_PF16367_310_410_fpocket_5	19
PDB-PD	Q9BZC1_PF00076_154_222_fpocket_1	20
PDB-PD	Q9BZC1_PF00076_154_222_fpocket_5	12
PDB-PD	Q9BZC1_PF00076_56_125_fpocket_1	16
PDB-PD	Q9BZC1_PF00076_56_125_fpocket_2	11
PDB-PD	Q9BZE9_PF00789_386_463_fpocket_2	15
PDB-PD	Q9BZE9_PF00789_386_463_fpocket_3	13
PDB-PD	Q9BZF1_PF00169_149_265_fpocket_1	17
PDB-PD	Q9BZF1_PF00169_149_265_fpocket_4	19
PDB-PD	Q9BZL1_PF00240_4_73_fpocket_1	15
PDB-PD	Q9BZL1_PF00240_4_73_fpocket_2	18
PDB-PD	Q9BZM4_PF00129_30_206_fpocket_2	14
PDB-PD	Q9BZM4_PF00129_30_206_fpocket_7	16
PDB-PD	Q9BZP6_PF00704_23_365_fpocket_12	17
PDB-PD	Q9BZP6_PF00704_23_365_fpocket_7	21
PDB-PD	Q9BZS1_PF00250_336_418_fpocket_1	9
PDB-PD	Q9BZS1_PF00250_336_418_fpocket_2	9
PDB-PD	Q9BZV1_PF09409_168_255_fpocket_1	21
PDB-PD	Q9BZV1_PF09409_168_255_fpocket_4	13
PDB-PD	Q9BZX2_PF00485_22_217_fpocket_1	23
PDB-PD	Q9BZX2_PF00485_22_217_fpocket_5	18
PDB-PD	Q9C000_PF00619_1379_1462_fpocket_2	12
PDB-PD	Q9C000_PF00619_1379_1462_fpocket_4	15
PDB-PD	Q9C026_PF00041_441_525_fpocket_1	24
PDB-PD	Q9C026_PF00041_441_525_fpocket_3	18
PDB-PD	Q9C035_PF00643_90_131_fpocket_1	9
PDB-PD	Q9C035_PF15227_15_58_fpocket_1	15
PDB-PD	Q9C0B1_PF12933_36_325_fpocket_1	29
PDB-PD	Q9C0B1_PF12933_36_325_fpocket_4	20
PDB-PD	Q9C0B1_PF12934_329_498_fpocket_1	19
PDB-PD	Q9C0B1_PF12934_329_498_fpocket_3	14
PDB-PD	Q9C0E4_PF00595_249_329_fpocket_1	13
PDB-PD	Q9C0E4_PF00595_249_329_fpocket_4	21
PDB-PD	Q9C0E4_PF17820_486_542_fpocket_1	14
PDB-PD	Q9C0E4_PF17820_486_542_fpocket_2	22
PDB-PD	Q9GZL7_PF08154_4_70_fpocket_3	15
PDB-PD	Q9GZL7_PF08154_4_70_fpocket_4	16
PDB-PD	Q9GZQ8_PF02991_15_120_fpocket_1	20
PDB-PD	Q9GZQ8_PF02991_15_120_fpocket_2	16
PDB-PD	Q9GZT9_PF13640_298_391_fpocket_1	19
PDB-PD	Q9GZT9_PF13640_298_391_fpocket_3	15
PDB-PD	Q9GZU2_PF02023_42_131_fpocket_2	19
