Kinase pair (UniprotID1 - UniprotID2)	Max. TM-Score	Max. Seq. Id.	PocketVec distance	Exp. Prof. Jaccard Similarity
O75116-P51817	0.82789	31.169	0.1848	0.0
O75116-P54646	0.76818	34.272	0.176	0.0
O75116-P68400	0.83277	27.027	0.1607	0.0
O75116-Q00536	0.78863	28.095	0.1629	0.0
O75116-Q02750	0.82244	29.858	0.1942	0.0
O75116-Q04759	0.82888	29.412	0.1983	0.0
O75116-Q05655	0.8323	31.651	0.1796	0.0
O75116-Q13043	0.83274	29.13	0.1803	0.0
O75116-Q13163	0.82637	29.224	0.2047	0.0
O75116-Q13188	0.80373	30.131	0.1663	0.0
O75116-Q13464	0.81693	28.384	0.1562	0.0
O75116-Q13705	0.82784	32.243	0.1851	0.0
O75116-Q13873	0.83171	30.172	0.1869	0.0
O75116-Q13976	0.84544	30.392	0.1733	0.0
O75116-Q15759	0.77817	32.911	0.1755	0.0
O75116-Q16512	0.82494	31.925	0.1621	0.0
O75116-Q16539	0.7963	25.439	0.1607	0.0
O75116-Q2M2I8	0.7604	30.222	0.1714	0.0
O75116-Q5VT25	0.77531	27.679	0.1832	0.0
O75116-Q6DT37	0.8316	30.137	0.1601	0.0
O75116-Q6P5Z2	0.75104	28.947	0.1626	0.0
O75116-Q6PHR2	0.79458	32.796	0.164	0.0
O75116-Q7L7X3	0.80908	28.899	0.1552	0.0
O75116-Q8NEV1	0.79405	32.328	0.1892	0.0
O75116-Q8TD19	0.79245	33.621	0.1587	0.0
O75116-Q96GD4	0.83348	37.879	0.152	0.0
O75116-Q9H093	0.75749	32.227	0.1833	0.0
O75116-Q9H0K1	0.84336	30.0	0.1749	0.0
O75116-Q9HAZ1	0.8032	29.956	0.1677	0.0
O75116-Q9NQU5	0.76256	30.516	0.1689	0.0
O75116-Q9NSY1	0.74801	30.137	0.169	0.0
O75116-Q9UBE8	0.85319	33.654	0.1676	0.0
O75116-Q9UK32	0.85305	29.493	0.2176	0.0
O75116-Q9UPZ9	0.80109	25.877	0.1647	0.0
O75116-Q9Y572	0.84372	33.333	0.1982	0.0
O75116-Q9Y5S2	0.79607	29.958	0.1781	0.0
O75116-Q9Y616	0.82133	30.131	0.1684	0.0
O75116-Q9Y6E0	0.83275	30.222	0.1792	0.0
O76039-O94806	0.86835	34.322	0.1622	0.0
O76039-O95835	0.86628	31.667	0.2055	0.0
O76039-O96013	0.87871	31.203	0.1945	0.0
O76039-P05771	0.87761	29.796	0.1824	0.0
O76039-P15735	0.87035	32.231	0.1847	0.0
O76039-P17252	0.87184	27.642	0.1674	0.0
O76039-P17612	0.88705	30.165	0.1987	0.0
O76039-P19784	0.84152	37.778	0.1457	0.0
O76039-P22694	0.87243	35.021	0.1802	0.0
O76039-P23443	0.82168	34.45	0.1807	0.0
O76039-P30291	0.90782	41.404	0.1806	0.0
O76039-P36507	0.85546	31.602	0.1918	0.0
O76039-P36896	0.89143	37.269	0.1596	0.0
O76039-P36897	0.83087	27.897	0.1849	0.0
O76039-P45983	0.81991	27.778	0.194	0.0
O76039-P45984	0.84717	28.87	0.1706	0.0
O76039-P48729	0.82084	29.02	0.2061	0.0
O76039-P48730	0.81978	29.098	0.176	0.0
O76039-P49137	0.81995	33.816	0.1495	0.0
O76039-P49674	0.87939	31.818	0.1804	0.0
O76039-P49759	0.88357	31.203	0.1567	0.0
O76039-P49760	0.862	36.567	0.1786	0.0
O76039-P49840	0.71698	29.771	0.1542	0.0
O76039-P49841	0.86426	34.783	0.1572	0.0
O76039-P50613	0.86034	31.356	0.13	0.0
O76039-P50750	0.84946	29.046	0.1763	0.0
O76039-P51817	0.79244	29.787	0.144	0.0
O76039-P54646	0.81311	31.174	0.211	0.0
O76039-P68400	0.83986	29.032	0.1477	0.0
O76039-Q00536	0.76573	32.365	0.1784	0.0
O76039-Q02750	0.74507	33.588	0.175	0.0
O76039-Q04759	0.84366	28.916	0.1845	0.0
O76039-Q05655	0.95112	53.901	0.1873	0.0
O76039-Q13043	0.84992	25.322	0.1928	0.0
O76039-Q13163	0.9478	53.901	0.2004	0.0
O76039-Q13188	0.84859	29.876	0.1767	0.0
O76039-Q13464	0.85536	26.695	0.1559	0.0
O76039-Q13705	0.79214	29.817	0.153	0.0
O76039-Q13873	0.84125	35.185	0.1448	0.0
O76039-Q13976	0.82015	33.18	0.1369	0.0
O76039-Q15759	0.82139	30.705	0.2145	0.0
O76039-Q16512	0.82171	28.235	0.195	0.0
O76039-Q16539	0.84689	29.339	0.179	0.0
O76039-Q2M2I8	0.86905	36.161	0.1774	0.0
O76039-Q5VT25	0.86711	33.473	0.2184	0.0
O76039-Q6DT37	0.87862	29.63	0.1465	0.0
O76039-Q6P5Z2	0.84978	28.452	0.1464	0.0
O76039-Q6PHR2	0.87853	29.675	0.1511	0.0
O76039-Q7L7X3	0.87428	28.455	0.195	0.0
O76039-Q8NEV1	0.88994	30.453	0.2061	0.0
O76039-Q8TD19	0.84184	36.94	0.1439	0.0
O76039-Q96GD4	0.87469	31.557	0.1682	0.0
O76039-Q9H093	0.8222	31.05	0.1708	0.0
O76039-Q9H0K1	0.85768	31.78	0.1524	0.0
O76039-Q9HAZ1	0.89326	36.029	0.1654	0.0
O76039-Q9NQU5	0.87542	32.035	0.1508	0.0
O76039-Q9NSY1	0.84156	28.125	0.2073	0.0
O76039-Q9UBE8	0.84644	28.514	0.1672	0.0
O76039-Q9UK32	0.76698	34.783	0.1841	0.0
O76039-Q9UPZ9	0.83903	36.68	0.1457	0.0
O76039-Q9Y572	0.89089	36.162	0.1707	0.0
O76039-Q9Y5S2	0.89012	37.5	0.1945	0.0
O76039-Q9Y616	0.85769	35.401	0.1662	0.0
O76039-Q9Y6E0	0.86995	32.857	0.1505	0.0
O94806-O95835	0.85578	32.444	0.1747	0.0
O94806-O96013	0.88305	34.322	0.1533	0.0
O94806-P05771	0.74665	30.566	0.1707	0.0
O94806-P15735	0.88315	30.0	0.1542	0.0
O94806-P17252	0.71601	29.615	0.1669	0.0
O94806-P17612	0.86538	36.364	0.1474	0.0
O94806-P19784	0.86223	31.915	0.2507	0.0
O94806-P22694	0.84954	27.53	0.1812	0.0
O94806-P23443	0.81157	30.769	0.2273	0.0
O94806-P30291	0.84849	28.34	0.1678	0.0
O94806-P36507	0.83983	30.041	0.182	0.0
O94806-P36896	0.86045	35.606	0.1414	0.0
O94806-P36897	0.71075	30.769	0.1702	0.0
O94806-P45983	0.95759	41.2	0.1672	0.0
O94806-P45984	0.86263	33.772	0.1835	0.0
O94806-P48729	0.8473	28.049	0.1929	0.0
O94806-P48730	0.86381	30.4	0.1804	0.0
O94806-P49137	0.85577	31.624	0.2144	0.0
O94806-P49674	0.86613	35.135	0.1247	0.0
O94806-P49759	0.88694	31.276	0.1567	0.0
O94806-P49760	0.87283	34.31	0.1644	0.0
O94806-P49840	0.88997	29.098	0.1654	0.0
O94806-P49841	0.89141	29.388	0.1882	0.0
O94806-P50613	0.85876	33.824	0.153	0.0
O94806-P50750	0.86212	28.514	0.1799	0.0
O94806-P51817	0.8176	31.481	0.149	0.0
O94806-P54646	0.85617	34.413	0.1319	0.0
O94806-P68400	0.90222	40.741	0.1823	0.0
O94806-Q00536	0.80379	35.648	0.1602	0.0
O94806-Q02750	0.82035	30.279	0.1596	0.0
O94806-Q04759	0.81557	31.535	0.1677	0.0
O94806-Q05655	0.8209	32.432	0.1768	0.0
O94806-Q13043	0.81574	29.68	0.1379	0.0
O94806-Q13163	0.88277	29.614	0.1645	0.0
O94806-Q13188	0.91649	40.239	0.1825	0.0
O94806-Q13464	0.93297	34.286	0.1683	0.0
O94806-Q13705	0.90195	30.204	0.1952	0.0
O94806-Q13873	0.8662	31.169	0.1214	0.0
O94806-Q13976	0.91489	27.755	0.1528	0.0
O94806-Q15759	0.94473	32.4	0.177	0.0
O94806-Q16512	0.93822	38.554	0.1991	0.0
O94806-Q16539	0.75678	28.139	0.1838	0.0
O94806-Q2M2I8	0.95824	32.114	0.2047	0.0
O94806-Q5VT25	0.85868	30.131	0.1608	0.0
O94806-Q6DT37	0.85885	29.412	0.1873	0.0
O94806-Q6P5Z2	0.95232	43.701	0.1553	0.0
O94806-Q6PHR2	0.83942	35.124	0.1787	0.0
O94806-Q7L7X3	0.82207	33.796	0.177	0.0
O94806-Q8NEV1	0.91206	37.945	0.1643	0.0
O94806-Q8TD19	0.80415	24.664	0.1799	0.0
O94806-Q96GD4	0.87716	33.645	0.1421	0.0
O94806-Q9H093	0.91587	37.945	0.2188	0.0
O94806-Q9H0K1	0.84695	28.692	0.1642	0.0
O94806-Q9HAZ1	0.84357	29.583	0.1986	0.0
O94806-Q9NQU5	0.8843	36.866	0.2104	0.0
O94806-Q9NSY1	0.83994	32.51	0.1917	0.0
O94806-Q9UBE8	0.8901	29.555	0.1953	0.0
O94806-Q9UK32	0.88605	32.794	0.186	0.0
O94806-Q9UPZ9	0.90919	32.669	0.1914	0.0
O94806-Q9Y572	0.9257	32.661	0.2101	0.0
O94806-Q9Y5S2	0.83314	33.054	0.1923	0.0
O94806-Q9Y616	0.91036	29.707	0.1715	0.0
O94806-Q9Y6E0	0.84357	30.568	0.2327	0.0
O95835-O96013	0.82237	28.571	0.1996	0.0
O95835-P05771	0.92644	44.8	0.1821	0.0
O95835-P15735	0.81411	23.695	0.2107	0.0
O95835-P17252	0.82023	30.942	0.2037	0.0
O95835-P17612	0.7848	28.251	0.1994	0.0
O95835-P19784	0.86588	35.135	0.211	0.0
O95835-P22694	0.90563	32.932	0.2131	0.0
O95835-P23443	0.91882	37.549	0.1794	0.0
O95835-P30291	0.85432	31.004	0.1374	0.0
O95835-P36507	0.78214	29.148	0.165	0.0
O95835-P36896	0.86353	30.041	0.172	0.0
O95835-P36897	0.86929	31.169	0.1416	0.0
O95835-P45983	0.87155	27.234	0.1952	0.0
O95835-P45984	0.81855	31.527	0.1199	0.0
O95835-P48729	0.87272	30.568	0.1377	0.0
O95835-P48730	0.87787	32.314	0.1689	0.0
O95835-P49137	0.89073	35.443	0.1914	0.0
O95835-P49674	0.8418	29.915	0.1953	0.0
O95835-P49759	0.89656	37.443	0.1908	0.0
O95835-P49760	0.87219	32.189	0.196	0.0
O95835-P49840	0.99844	81.061	0.072	0.0
O95835-P49841	0.82491	30.252	0.2112	0.0
O95835-P50613	0.86647	33.058	0.153	0.0
O95835-P50750	0.80959	33.193	0.1743	0.0
O95835-P51817	0.81362	30.342	0.1741	0.0
O95835-P54646	0.84028	31.05	0.1411	0.0
O95835-P68400	0.82692	32.203	0.1184	0.0
O95835-Q00536	0.92043	40.486	0.1852	0.0
O95835-Q02750	0.86589	30.932	0.1428	0.0
O95835-Q04759	0.86766	28.692	0.1904	0.0
O95835-Q05655	0.8683	33.043	0.1659	0.0
O95835-Q13043	0.77649	29.528	0.175	0.0
O95835-Q13163	0.86049	30.045	0.2012	0.0
O95835-Q13188	0.84837	29.185	0.1927	0.0
O95835-Q13464	0.8607	29.565	0.1847	0.0
O95835-Q13705	0.87632	33.476	0.1804	0.0
O95835-Q13873	0.75419	28.968	0.1829	0.0
O95835-Q13976	0.88617	35.874	0.187	0.0
O95835-Q15759	0.82511	28.571	0.1859	0.0
O95835-Q16512	0.75239	31.034	0.2018	0.0
O95835-Q16539	0.83668	33.333	0.1539	0.0
O95835-Q2M2I8	0.77183	29.6	0.1833	0.0
O95835-Q5VT25	0.89268	33.871	0.1478	0.0
O95835-Q6DT37	0.8175	32.018	0.1972	0.0
O95835-Q6P5Z2	0.78293	26.724	0.1343	0.0
O95835-Q6PHR2	0.85279	32.599	0.1634	0.0
O95835-Q7L7X3	0.83624	35.849	0.157	0.0
O95835-Q8NEV1	0.82107	34.434	0.1808	0.0
O95835-Q8TD19	0.81616	33.772	0.2162	0.0
O95835-Q96GD4	0.84568	27.753	0.157	0.0
O95835-Q9H093	0.85821	33.032	0.1836	0.0
O95835-Q9H0K1	0.77973	31.818	0.1921	0.0
O95835-Q9HAZ1	0.86841	28.755	0.1951	0.0
O95835-Q9NQU5	0.80449	26.009	0.1674	0.0
O95835-Q9NSY1	0.7598	33.198	0.2198	0.0
O95835-Q9UBE8	0.82043	31.651	0.171	0.0
O95835-Q9UK32	0.85139	32.5	0.1939	0.0
O95835-Q9UPZ9	0.76093	29.333	0.2088	0.0
O95835-Q9Y572	0.77996	28.448	0.1415	0.0
O95835-Q9Y5S2	0.8366	35.484	0.1981	0.0
O95835-Q9Y616	0.82343	28.319	0.177	0.0
O95835-Q9Y6E0	0.75353	32.927	0.191	0.0
O96013-P05771	0.83825	39.801	0.1932	0.0
O96013-P15735	0.74596	34.286	0.1764	0.0
O96013-P17252	0.82297	29.289	0.1782	0.0
O96013-P17612	0.79576	27.66	0.1838	0.0
O96013-P19784	0.85377	27.049	0.128	0.0
O96013-P22694	0.84455	30.0	0.1958	0.0
O96013-P23443	0.85675	33.475	0.185	0.0
O96013-P30291	0.86476	30.165	0.1909	0.0
O96013-P36507	0.86057	37.402	0.1949	0.0
O96013-P36896	0.87631	29.796	0.2118	0.0
O96013-P36897	0.87464	33.613	0.1578	0.0
O96013-P45983	0.87917	29.218	0.2187	0.0
O96013-P45984	0.88768	28.807	0.1991	0.0
O96013-P48729	0.86515	33.459	0.1734	0.0
O96013-P48730	0.86332	30.488	0.1927	0.0
O96013-P49137	0.82358	32.524	0.1613	0.0
O96013-P49674	0.93417	48.399	0.2115	0.0
O96013-P49759	0.85296	31.837	0.1632	0.0
O96013-P49760	0.89966	37.729	0.1807	0.0
O96013-P49840	0.81101	32.524	0.1639	0.0
O96013-P49841	0.81455	29.63	0.1777	0.0
O96013-P50613	0.76039	23.81	0.1883	0.0
O96013-P50750	0.85849	31.579	0.1747	0.0
O96013-P51817	0.84109	27.126	0.1918	0.0
O96013-P54646	0.81271	31.405	0.1836	0.0
O96013-P68400	0.81534	29.839	0.1923	0.0
O96013-Q00536	0.91517	30.12	0.1821	0.0
O96013-Q02750	0.90361	32.569	0.1915	0.0
O96013-Q04759	0.85403	32.751	0.1368	0.0
O96013-Q05655	0.90907	33.191	0.1743	0.0
O96013-Q13043	0.96319	37.349	0.1776	0.0
O96013-Q13163	0.93364	35.802	0.1478	0.0
O96013-Q13188	0.9539	32.669	0.1717	0.0
O96013-Q13464	0.84414	35.021	0.183	0.0
O96013-Q13705	0.86859	29.555	0.18	0.0
O96013-Q13873	0.85828	28.333	0.1869	0.0
O96013-Q13976	0.83852	29.675	0.1775	0.0
O96013-Q15759	0.81535	35.714	0.1832	0.0
O96013-Q16512	0.79467	25.738	0.1693	0.0
O96013-Q16539	0.89253	33.195	0.1839	0.0
O96013-Q2M2I8	0.84767	26.531	0.2028	0.0
O96013-Q5VT25	0.82231	31.658	0.1745	0.0
O96013-Q6DT37	0.84826	33.475	0.1743	0.0
O96013-Q6P5Z2	0.90484	34.855	0.1774	0.0
O96013-Q6PHR2	0.89033	37.931	0.2138	0.0
O96013-Q7L7X3	0.84283	31.14	0.1696	0.0
O96013-Q8NEV1	0.84212	31.169	0.2241	0.0
O96013-Q8TD19	0.9065	31.873	0.1848	0.0
O96013-Q96GD4	0.83105	27.542	0.1547	0.0
O96013-Q9H093	0.89635	31.76	0.1804	0.0
O96013-Q9H0K1	0.9144	30.165	0.1881	0.0
O96013-Q9HAZ1	0.89006	34.322	0.2011	0.0
O96013-Q9NQU5	0.89691	28.049	0.1923	0.0
O96013-Q9NSY1	0.95983	30.8	0.1575	0.0
O96013-Q9UBE8	0.87911	35.593	0.2267	0.0
O96013-Q9UK32	0.86031	31.034	0.1978	0.0
O96013-Q9UPZ9	0.92365	31.325	0.1906	0.0
O96013-Q9Y572	0.83769	23.944	0.1689	0.0
O96013-Q9Y5S2	0.87586	33.613	0.2073	0.0
O96013-Q9Y616	0.8861	31.933	0.1952	0.0
O96013-Q9Y6E0	0.83009	37.387	0.1521	0.0
P05771-P15735	0.87151	30.364	0.1969	0.0
P05771-P17252	0.94079	34.538	0.1737	0.0
P05771-P17612	0.88988	26.016	0.1891	0.0
P05771-P19784	0.88701	32.0	0.185	0.0
P05771-P22694	0.88791	32.314	0.163	0.0
P05771-P23443	0.82032	25.751	0.1853	0.0
P05771-P30291	0.8587	32.645	0.1575	0.0
P05771-P36507	0.93396	36.948	0.1883	0.0
P05771-P36896	0.9425	34.4	0.1821	0.0
P05771-P36897	0.8911	28.099	0.1839	0.0
P05771-P45983	0.89933	31.02	0.1994	0.0
P05771-P45984	0.84796	35.206	0.192	0.0
P05771-P48729	0.87059	32.444	0.1615	0.0
P05771-P48730	0.94225	35.341	0.1833	0.0
P05771-P49137	0.86707	31.148	0.231	0.0
P05771-P49674	0.8321	30.472	0.1742	0.0
P05771-P49759	0.88245	31.452	0.2056	0.0
P05771-P49760	0.87631	31.95	0.1709	0.0
P05771-P49840	0.96845	47.2	0.1617	0.0
P05771-P49841	0.87916	32.231	0.1925	0.0
P05771-P50613	0.8909	30.579	0.1952	0.0
P05771-P50750	0.849	28.821	0.1524	0.0
P05771-P51817	0.87996	28.745	0.156	0.0
P05771-P54646	0.83353	35.808	0.1791	0.0
P05771-P68400	0.77615	27.642	0.2245	0.0
P05771-Q00536	0.84268	33.75	0.2061	0.0
P05771-Q02750	0.84532	31.707	0.1743	0.0
P05771-Q04759	0.82521	31.818	0.1641	0.0
P05771-Q05655	0.92282	43.6	0.1534	0.0
P05771-Q13043	0.80407	28.054	0.1532	0.0
P05771-Q13163	0.886	30.612	0.1687	0.0
P05771-Q13188	0.81972	28.395	0.1813	0.0
P05771-Q13464	0.81342	24.0	0.175	0.0
P05771-Q13705	0.75388	28.829	0.1815	0.0
P05771-Q13873	0.83069	31.381	0.164	0.0
P05771-Q13976	0.82101	33.613	0.1774	0.0
P05771-Q15759	0.81273	30.04	0.1688	0.0
P05771-Q16512	0.83886	35.747	0.2	0.0
P05771-Q16539	0.78586	29.545	0.1544	0.0
P05771-Q2M2I8	0.82095	27.897	0.1887	0.0
P05771-Q5VT25	0.81942	32.051	0.2367	0.0
P05771-Q6DT37	0.89329	37.5	0.2031	0.0
P05771-Q6P5Z2	0.86275	29.31	0.1942	0.0
P05771-Q6PHR2	0.76373	27.413	0.1816	0.0
P05771-Q7L7X3	0.8573	33.333	0.1504	0.0
P05771-Q8NEV1	0.86489	33.636	0.1858	0.0
P05771-Q8TD19	0.8692	33.198	0.1909	0.0
P05771-Q96GD4	0.927	29.339	0.175	0.0
P05771-Q9H093	0.85572	31.148	0.1991	0.0
P05771-Q9H0K1	0.87053	30.222	0.184	0.0
P05771-Q9HAZ1	0.83846	34.211	0.1558	0.0
P05771-Q9NQU5	0.90834	29.032	0.1836	0.0
P05771-Q9NSY1	0.90701	40.0	0.2162	0.0
P05771-Q9UBE8	0.82777	31.12	0.2028	0.0
P05771-Q9UK32	0.85797	33.193	0.1577	0.0
P05771-Q9UPZ9	0.81195	34.746	0.1976	0.0
P05771-Q9Y572	0.81186	33.81	0.1787	0.0
P05771-Q9Y5S2	0.84243	30.594	0.1548	0.0
P05771-Q9Y616	0.78766	26.754	0.1479	0.0
P05771-Q9Y6E0	0.82654	28.509	0.1746	0.0
P15735-P17252	0.88245	32.411	0.1618	0.0
P15735-P17612	0.91733	32.231	0.1635	0.0
P15735-P19784	0.88592	35.47	0.2231	0.0
P15735-P22694	0.87333	28.507	0.1725	0.0
P15735-P23443	0.85678	31.064	0.1927	0.0
P15735-P30291	0.95124	40.945	0.171	0.0
P15735-P36507	0.83352	31.818	0.1652	0.0
P15735-P36896	0.82257	34.071	0.1651	0.0
P15735-P36897	0.9146	38.34	0.1371	0.0
P15735-P45983	0.80318	26.609	0.1526	0.0
P15735-P45984	0.88091	32.927	0.1919	0.0
P15735-P48729	0.88871	33.473	0.1845	0.0
P15735-P48730	0.92034	28.745	0.1291	0.0
P15735-P49137	0.91675	36.8	0.1737	0.0
P15735-P49674	0.93888	36.145	0.1991	0.0
P15735-P49759	0.88621	29.719	0.1374	0.0
P15735-P49760	0.91197	31.048	0.1916	0.0
P15735-P49840	0.86273	32.203	0.1719	0.0
P15735-P49841	0.95539	32.258	0.1831	0.0
P15735-P50613	0.93328	35.772	0.1805	0.0
P15735-P50750	0.93489	34.818	0.1923	0.0
P15735-P51817	0.90938	29.091	0.1637	0.0
P15735-P54646	0.88731	32.035	0.1726	0.0
P15735-P68400	0.88978	36.777	0.1765	0.0
P15735-Q00536	0.90519	33.607	0.1984	0.0
P15735-Q02750	0.92245	28.175	0.1857	0.0
P15735-Q04759	0.83561	33.054	0.1565	0.0
P15735-Q05655	0.91364	29.15	0.1843	0.0
P15735-Q13043	0.84607	29.386	0.2075	0.0
P15735-Q13163	0.86977	31.349	0.1937	0.0
P15735-Q13188	0.82384	29.921	0.2176	0.0
P15735-Q13464	0.81136	26.295	0.2149	0.0
P15735-Q13705	0.82467	30.992	0.2118	0.0
P15735-Q13873	0.78826	29.545	0.2082	0.0
P15735-Q13976	0.87208	35.135	0.1768	0.0
P15735-Q15759	0.92921	35.102	0.1636	0.0
P15735-Q16512	0.90124	29.339	0.2072	0.0
P15735-Q16539	0.86488	29.583	0.1854	0.0
P15735-Q2M2I8	0.926	45.2	0.173	0.0
P15735-Q5VT25	0.9227	34.553	0.0967	0.0
P15735-Q6DT37	0.85676	31.95	0.1762	0.0
P15735-Q6P5Z2	0.83772	33.766	0.1631	0.0
P15735-Q6PHR2	0.86925	28.839	0.1416	0.0
P15735-Q7L7X3	0.88163	31.696	0.1871	0.0
P15735-Q8NEV1	0.82047	29.515	0.1415	0.0
P15735-Q8TD19	0.87582	31.034	0.2198	0.0
P15735-Q96GD4	0.86395	34.862	0.1506	0.0
P15735-Q9H093	0.88065	31.179	0.1841	0.0
P15735-Q9H0K1	0.82388	33.641	0.1677	0.0
P15735-Q9HAZ1	0.87145	29.661	0.2283	0.0
P15735-Q9NQU5	0.83768	34.649	0.1444	0.0
P15735-Q9NSY1	0.84363	31.33	0.1765	0.0
P15735-Q9UBE8	0.92634	29.388	0.1705	0.0
P15735-Q9UK32	0.949	30.364	0.2212	0.0
P15735-Q9UPZ9	0.95614	30.242	0.2051	0.0
P15735-Q9Y572	0.8848	29.796	0.1287	0.0
P15735-Q9Y5S2	0.90375	30.645	0.1873	0.0
P15735-Q9Y616	0.86446	31.667	0.149	0.0
P15735-Q9Y6E0	0.75652	24.554	0.1846	0.0
P17252-P17612	0.83986	33.04	0.1612	0.0
P17252-P19784	0.86896	29.583	0.1642	0.0
P17252-P22694	0.92176	50.407	0.2031	0.0
P17252-P23443	0.90357	35.865	0.1469	0.0
P17252-P30291	0.82705	29.73	0.156	0.0
P17252-P36507	0.86702	32.314	0.1468	0.0
P17252-P36896	0.86212	30.126	0.25	0.0
P17252-P36897	0.8826	29.6	0.2142	0.0
P17252-P45983	0.8978	33.032	0.2153	0.0
P17252-P45984	0.87875	31.466	0.1787	0.0
P17252-P48729	0.8612	29.787	0.1184	0.0
P17252-P48730	0.90378	30.672	0.1422	0.0
P17252-P49137	0.93623	40.65	0.1942	0.0
P17252-P49674	0.8643	34.545	0.2187	0.0
P17252-P49759	0.86564	30.645	0.1992	0.0
P17252-P49760	0.84798	32.389	0.1921	0.0
P17252-P49840	0.86016	32.589	0.1575	0.0
P17252-P49841	0.88506	35.268	0.1757	0.0
P17252-P50613	0.81261	35.749	0.1537	0.0
P17252-P50750	0.88839	31.818	0.1845	0.0
P17252-P51817	0.95226	40.0	0.2226	0.0
P17252-P54646	0.8525	33.486	0.2048	0.0
P17252-P68400	0.85553	32.456	0.1722	0.0
P17252-Q00536	0.83307	39.207	0.1717	0.0
P17252-Q02750	0.82831	30.165	0.2174	0.0
P17252-Q04759	0.84355	35.827	0.1629	0.0
P17252-Q05655	0.84735	30.081	0.1503	0.0
P17252-Q13043	0.83996	34.167	0.1809	0.0
P17252-Q13163	0.8489	31.148	0.1754	0.0
P17252-Q13188	0.8602	31.535	0.1761	0.0
P17252-Q13464	0.82185	31.25	0.1686	0.0
P17252-Q13705	0.79801	35.749	0.1664	0.0
P17252-Q13873	0.8586	35.714	0.2063	0.0
P17252-Q13976	0.82159	32.627	0.1505	0.0
P17252-Q15759	0.79913	30.769	0.1579	0.0
P17252-Q16512	0.79591	32.4	0.1523	0.0
P17252-Q16539	0.73019	25.397	0.1864	0.0
P17252-Q2M2I8	0.83978	33.197	0.1917	0.0
P17252-Q5VT25	0.8152	32.051	0.1722	0.0
P17252-Q6DT37	0.79192	30.315	0.1879	0.0
P17252-Q6P5Z2	0.7949	31.873	0.1919	0.0
P17252-Q6PHR2	0.79549	32.883	0.1607	0.0
P17252-Q7L7X3	0.83751	34.802	0.1377	0.0
P17252-Q8NEV1	0.76082	25.112	0.1604	0.0
P17252-Q8TD19	0.84292	32.766	0.1627	0.0
P17252-Q96GD4	0.78228	32.117	0.1695	0.0
P17252-Q9H093	0.82999	30.364	0.1562	0.0
P17252-Q9H0K1	0.83192	28.8	0.2493	0.0
P17252-Q9HAZ1	0.83491	34.746	0.1895	0.0
P17252-Q9NQU5	0.83567	32.068	0.1927	0.0
P17252-Q9NSY1	0.84454	32.645	0.2237	0.0
P17252-Q9UBE8	0.79404	29.167	0.1848	0.0
P17252-Q9UK32	0.73	30.83	0.183	0.0
P17252-Q9UPZ9	0.74307	34.959	0.1876	0.0
P17252-Q9Y572	0.81109	30.453	0.18	0.0
P17252-Q9Y5S2	0.88857	37.5	0.1753	0.0
P17252-Q9Y616	0.82173	29.918	0.167	0.0
P17252-Q9Y6E0	0.87886	41.132	0.1493	0.0
P17612-P19784	0.83631	33.755	0.1496	0.0
P17612-P22694	0.82842	31.25	0.1408	0.0
P17612-P23443	0.83961	30.364	0.2376	0.0
P17612-P30291	0.96751	52.756	0.1836	0.0
P17612-P36507	0.85887	34.137	0.1926	0.0
P17612-P36896	0.78771	32.609	0.1684	0.0
P17612-P36897	0.71572	33.75	0.1945	0.0
P17612-P45983	0.82782	34.599	0.1573	0.0
P17612-P45984	0.74099	30.116	0.194	0.0
P17612-P48729	0.78607	29.317	0.1892	0.0
P17612-P48730	0.7902	34.298	0.1852	0.0
P17612-P49137	0.70226	27.059	0.1576	0.0
P17612-P49674	0.8675	41.532	0.1852	0.0
P17612-P49759	0.85473	34.468	0.1531	0.0
P17612-P49760	0.81386	31.507	0.2028	0.0
P17612-P49840	0.85263	34.322	0.1656	0.0
P17612-P49841	0.84084	32.719	0.1806	0.0
P17612-P50613	0.85699	30.244	0.1847	0.0
P17612-P50750	0.85999	31.381	0.1645	0.0
P17612-P51817	0.71504	32.0	0.1691	0.0
P17612-P54646	0.8397	28.98	0.1401	0.0
P17612-P68400	0.81028	31.25	0.1687	0.0
P17612-Q00536	0.81856	31.95	0.1751	0.0
P17612-Q02750	0.86228	43.725	0.1467	0.0
P17612-Q04759	0.80393	35.784	0.1471	0.0
P17612-Q05655	0.72351	32.203	0.1741	0.0
P17612-Q13043	0.71512	33.469	0.1811	0.0
P17612-Q13163	0.80443	30.0	0.1771	0.0
P17612-Q13188	0.74344	30.62	0.1662	0.0
P17612-Q13464	0.82374	33.772	0.1986	0.0
P17612-Q13705	0.86209	40.891	0.1732	0.0
P17612-Q13873	0.7331	31.154	0.166	0.0
P17612-Q13976	0.78924	33.051	0.1916	0.0
P17612-Q15759	0.7934	35.443	0.1911	0.0
P17612-Q16512	0.82333	32.917	0.1679	0.0
P17612-Q16539	0.82627	28.8	0.1485	0.0
P17612-Q2M2I8	0.85959	32.787	0.2044	0.0
P17612-Q5VT25	0.72718	30.769	0.1927	0.0
P17612-Q6DT37	0.813	31.12	0.1924	0.0
P17612-Q6P5Z2	0.78628	30.342	0.1745	0.0
P17612-Q6PHR2	0.97374	55.731	0.1653	0.0
P17612-Q7L7X3	0.88637	31.939	0.1479	0.0
