Name	SMILES	InChI	InChIKey	Molecular Weight
Tripos 1557-13590	CC(=O)c1ccc(S(=O)(=O)Nc2ccc(Cc3ccccc3)cc2)cc1	InChI=1S/C21H19NO3S/c1-16(23)19-9-13-21(14-10-19)26(24,25)22-20-11-7-18(8-12-20)15-17-5-3-2-4-6-17/h2-14,22H,15H2,1H3	RPPFXODBWOLBFW-UHFFFAOYSA-N	365.45400000000006
EMC Microcollections 013A0485	CCC[C@@H]([NH3+])c1nc(C(=O)NCc2ccc(Cl)cc2)cs1	InChI=1S/C15H18ClN3OS/c1-2-3-12(17)15-19-13(9-21-15)14(20)18-8-10-4-6-11(16)7-5-10/h4-7,9,12H,2-3,8,17H2,1H3,(H,18,20)/p+1/t12-/m1/s1	MUDCRXSTDYLVSW-GFCCVEGCSA-O	324.8570000000001
Asinex ASN 06601079	Cc1cccc(NC(=S)N(CCc2nc3ccccc3[nH]2)Cc2ccccc2)c1	InChI=1S/C24H24N4S/c1-18-8-7-11-20(16-18)25-24(29)28(17-19-9-3-2-4-10-19)15-14-23-26-21-12-5-6-13-22(21)27-23/h2-13,16H,14-15,17H2,1H3,(H,25,29)(H,26,27)	MQMCIVYMIDAYLI-UHFFFAOYSA-N	400.55100000000004
Cerep CER0116166	Cc1nc(-c2c(-c3nnc(SCc4ccc(F)cc4)o3)noc2C)cs1	InChI=1S/C17H13FN4O2S2/c1-9-14(13-8-25-10(2)19-13)15(22-24-9)16-20-21-17(23-16)26-7-11-3-5-12(18)6-4-11/h3-6,8H,7H2,1-2H3	DHOGLAMVCKRVFF-UHFFFAOYSA-N	388.4490000000001
Tripos 1554-07659	CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(OC(C)C)cc2)cc1	InChI=1S/C17H20N2O4S/c1-12(2)23-16-8-4-15(5-9-16)19-24(21,22)17-10-6-14(7-11-17)18-13(3)20/h4-12,19H,1-3H3,(H,18,20)	FPKNDVUSKMFPLF-UHFFFAOYSA-N	348.4240000000001
Princeton Biomolecular OSSK_115610	CC[C@H](C)c1ccc(S(=O)(=O)Nc2ccc(O)cc2)cc1	InChI=1S/C16H19NO3S/c1-3-12(2)13-4-10-16(11-5-13)21(19,20)17-14-6-8-15(18)9-7-14/h4-12,17-18H,3H2,1-2H3/t12-/m0/s1	QOGAXYMWZKIXRZ-LBPRGKRZSA-N	305.3990000000001
Pyxis Discovery PYX 00000172	O=C(C[NH+]1CCC(O)(c2ccc(F)cc2)CC1)NC1CCCCC1	InChI=1S/C19H27FN2O2/c20-16-8-6-15(7-9-16)19(24)10-12-22(13-11-19)14-18(23)21-17-4-2-1-3-5-17/h6-9,17,24H,1-5,10-14H2,(H,21,23)/p+1	FUOSPNMMPBJKEA-UHFFFAOYSA-O	335.4430000000002
Chem T&I IVK/0000448	CCc1ccc(S(=O)(=O)N2CCN(c3ccc(C(C)=O)cc3)CC2)cc1	InChI=1S/C20H24N2O3S/c1-3-17-4-10-20(11-5-17)26(24,25)22-14-12-21(13-15-22)19-8-6-18(7-9-19)16(2)23/h4-11H,3,12-15H2,1-2H3	JTROVGVGDNXTMK-UHFFFAOYSA-N	372.49000000000007
Life Chemicals F0577-0037	CCSc1nc2c(c(=O)[nH]1)[C@@H](c1ccc(C(C)C)cc1)C1=C(CCCC1=O)N2	InChI=1S/C22H25N3O2S/c1-4-28-22-24-20-19(21(27)25-22)17(14-10-8-13(9-11-14)12(2)3)18-15(23-20)6-5-7-16(18)26/h8-12,17H,4-7H2,1-3H3,(H2,23,24,25,27)/t17-/m0/s1	IBRRUBUROYBUPV-KRWDZBQOSA-N	395.52800000000025
Life Chemicals F0642-0697	CCOc1cccc2sc(NNC(=O)c3ccc(F)cc3)nc12	InChI=1S/C16H14FN3O2S/c1-2-22-12-4-3-5-13-14(12)18-16(23-13)20-19-15(21)10-6-8-11(17)9-7-10/h3-9H,2H2,1H3,(H,18,20)(H,19,21)	ZLDRAWSJBALWEV-UHFFFAOYSA-N	331.37200000000007
Chem T&I AMSACS-26179	Cc1cc(C)nc(NS(=O)(=O)c2ccc(C)c(C)c2)c1	InChI=1S/C15H18N2O2S/c1-10-7-13(4)16-15(8-10)17-20(18,19)14-6-5-11(2)12(3)9-14/h5-9H,1-4H3,(H,16,17)	SSMQIVGKPIQTIM-UHFFFAOYSA-N	290.3880000000001
Tripos 1527-02989	O=C(NCCc1ccccc1)Nc1ccc(F)c(Cl)c1	InChI=1S/C15H14ClFN2O/c16-13-10-12(6-7-14(13)17)19-15(20)18-9-8-11-4-2-1-3-5-11/h1-7,10H,8-9H2,(H2,18,19,20)	HEGIJFVIJNPCDA-UHFFFAOYSA-N	292.741
Enamine T0503-9700	Cc1cc(O)nc(N/N=C/c2cc(C)n(-c3ccccc3)c2C)n1	InChI=1S/C18H19N5O/c1-12-9-17(24)21-18(20-12)22-19-11-15-10-13(2)23(14(15)3)16-7-5-4-6-8-16/h4-11H,1-3H3,(H2,20,21,22,24)/b19-11+	GEPJGKKELCVHTF-YBFXNURJSA-N	321.384
Tripos 1513-09513	CC(=O)Nc1ccc(S(=O)(=O)N2CCN(c3cccc(C)c3)[C@H](C)C2)cc1	InChI=1S/C20H25N3O3S/c1-15-5-4-6-19(13-15)23-12-11-22(14-16(23)2)27(25,26)20-9-7-18(8-10-20)21-17(3)24/h4-10,13,16H,11-12,14H2,1-3H3,(H,21,24)/t16-/m1/s1	ZADOPDIGHVNAKP-MRXNPFEDSA-N	387.5050000000001
Chembridge 7916788	CCOc1ccc(NS(=O)(=O)c2ccc(SC)cc2)cc1	InChI=1S/C15H17NO3S2/c1-3-19-13-6-4-12(5-7-13)16-21(17,18)15-10-8-14(20-2)9-11-15/h4-11,16H,3H2,1-2H3	LVOROODZGSJCJA-UHFFFAOYSA-N	323.43900000000014
Asinex ASN 03798095	CC1CCN(S(=O)(=O)c2ccc(NC(=O)C[NH+]3CCC(C)CC3)cc2)CC1	InChI=1S/C20H31N3O3S/c1-16-7-11-22(12-8-16)15-20(24)21-18-3-5-19(6-4-18)27(25,26)23-13-9-17(2)10-14-23/h3-6,16-17H,7-15H2,1-2H3,(H,21,24)/p+1	UVCXSIVDNUEQIT-UHFFFAOYSA-O	394.5610000000002
Life Chemicals F1895-0070	Cc1ccc2nc(NC(=O)CSc3nc(=O)cc(N)n3-c3ccc(F)cc3)sc2c1	InChI=1S/C20H16FN5O2S2/c1-11-2-7-14-15(8-11)30-19(23-14)24-18(28)10-29-20-25-17(27)9-16(22)26(20)13-5-3-12(21)4-6-13/h2-9H,10,22H2,1H3,(H,23,24,28)	ACNHATJDUZOTAJ-UHFFFAOYSA-N	441.51300000000015
Asinex BAS 05101595	Cc1ccc(C(=O)N(Cc2ccccc2)Cc2cc3ccc(C)cc3[nH]c2=O)cc1	InChI=1S/C26H24N2O2/c1-18-8-11-21(12-9-18)26(30)28(16-20-6-4-3-5-7-20)17-23-15-22-13-10-19(2)14-24(22)27-25(23)29/h3-15H,16-17H2,1-2H3,(H,27,29)	RHJUMZALMDMWDX-UHFFFAOYSA-N	396.49000000000007
InterBioScreen STOCK4S-15128	CCOc1ccc(-n2c(SCC(N)=O)nc3sc4c(c3c2=O)CC(C)(C)OC4)cc1	InChI=1S/C21H23N3O4S2/c1-4-27-13-7-5-12(6-8-13)24-19(26)17-14-9-21(2,3)28-10-15(14)30-18(17)23-20(24)29-11-16(22)25/h5-8H,4,9-11H2,1-3H3,(H2,22,25)	CCXPBDOSYQMGMG-UHFFFAOYSA-N	445.56600000000026
Asinex ASN 05588575	CCOc1ccc2nc(SCC(=O)N3CC(=O)Nc4ccccc43)c(C#N)cc2c1	InChI=1S/C22H18N4O3S/c1-2-29-16-7-8-17-14(10-16)9-15(11-23)22(25-17)30-13-21(28)26-12-20(27)24-18-5-3-4-6-19(18)26/h3-10H,2,12-13H2,1H3,(H,24,27)	CZSUGGCHXWQIBW-UHFFFAOYSA-N	418.4780000000001
Biofocus 170_4347_0164	COCCCn1c(=O)[nH]c2ncc(-c3ccc(F)c(Cl)c3)nc21	InChI=1S/C15H14ClFN4O2/c1-23-6-2-5-21-14-13(20-15(21)22)18-8-12(19-14)9-3-4-11(17)10(16)7-9/h3-4,7-8H,2,5-6H2,1H3,(H,18,20,22)	OPPPUTPXHWQRBN-UHFFFAOYSA-N	336.75400000000013
InterBioScreen STOCK5S-06824	Cc1cccc(NC(=O)CCc2nc(-c3ccc(Cl)cc3)no2)c1	InChI=1S/C18H16ClN3O2/c1-12-3-2-4-15(11-12)20-16(23)9-10-17-21-18(22-24-17)13-5-7-14(19)8-6-13/h2-8,11H,9-10H2,1H3,(H,20,23)	WLQATLUPIHCGKM-UHFFFAOYSA-N	341.79800000000006
Biofocus 119_0552_0135	COc1cccc(CC(=O)Nc2cnc3cnc(-c4cccc(N(C)C)c4)cn23)c1	InChI=1S/C23H23N5O2/c1-27(2)18-8-5-7-17(12-18)20-15-28-21(13-24-20)25-14-22(28)26-23(29)11-16-6-4-9-19(10-16)30-3/h4-10,12-15H,11H2,1-3H3,(H,26,29)	NDTRDMJWXRAPIJ-UHFFFAOYSA-N	401.47000000000014
Cerep CER0099275	O=C(c1ccc(C(F)(F)F)c(F)c1)N1CC[NH+](Cc2ccc3c(c2)OCO3)CC1	InChI=1S/C20H18F4N2O3/c21-16-10-14(2-3-15(16)20(22,23)24)19(27)26-7-5-25(6-8-26)11-13-1-4-17-18(9-13)29-12-28-17/h1-4,9-10H,5-8,11-12H2/p+1	QSOYZJRMTWZFKB-UHFFFAOYSA-O	411.37500000000006
Chemical Block A3816/0161993	C=CCn1c2ccccc2c2nnc(SCCOc3ccccc3)nc21	InChI=1S/C20H18N4OS/c1-2-12-24-17-11-7-6-10-16(17)18-19(24)21-20(23-22-18)26-14-13-25-15-8-4-3-5-9-15/h2-11H,1,12-14H2	OSHDRDQLPHQWJJ-UHFFFAOYSA-N	362.4580000000001
Biofocus 170_0148_0349	C[C@@H](c1ccccc1)n1c(=O)[nH]c2ncc(-c3cccc(C(=O)N(C)C)c3)nc21	InChI=1S/C22H21N5O2/c1-14(15-8-5-4-6-9-15)27-20-19(25-22(27)29)23-13-18(24-20)16-10-7-11-17(12-16)21(28)26(2)3/h4-14H,1-3H3,(H,23,25,29)/t14-/m0/s1	LWENFWOCIAMHKA-AWEZNQCLSA-N	387.4430000000001
Life Chemicals F0631-0161	Cc1nc2sc([C@H](c3ccc(C(C)C)cc3)[NH+]3CCOCC3)c(O)n2n1	InChI=1S/C19H24N4O2S/c1-12(2)14-4-6-15(7-5-14)16(22-8-10-25-11-9-22)17-18(24)23-19(26-17)20-13(3)21-23/h4-7,12,16,24H,8-11H2,1-3H3/p+1/t16-/m0/s1	DVAQKGJJMDWPTC-INIZCTEOSA-O	373.5020000000003
Chembridge 9001855	COc1ccc(Cl)cc1C(=O)Nc1ccccc1C(=O)N1CCN(c2ccccc2)CC1	InChI=1S/C25H24ClN3O3/c1-32-23-12-11-18(26)17-21(23)24(30)27-22-10-6-5-9-20(22)25(31)29-15-13-28(14-16-29)19-7-3-2-4-8-19/h2-12,17H,13-16H2,1H3,(H,27,30)	HBABSQUZFHBEOJ-UHFFFAOYSA-N	449.93800000000005
Maybridge HTS 07015	Cc1cc(=O)oc2cc(NC(=O)CC3(CC(=O)[O-])CCCC3)ccc12	InChI=1S/C19H21NO5/c1-12-8-18(24)25-15-9-13(4-5-14(12)15)20-16(21)10-19(11-17(22)23)6-2-3-7-19/h4-5,8-9H,2-3,6-7,10-11H2,1H3,(H,20,21)(H,22,23)/p-1	FKJULBQDFDWHLU-UHFFFAOYSA-M	342.37100000000015
Tripos 1554-03007	COc1ccc(S(=O)(=O)NCc2ccc(F)cc2Cl)cc1	InChI=1S/C14H13ClFNO3S/c1-20-12-4-6-13(7-5-12)21(18,19)17-9-10-2-3-11(16)8-14(10)15/h2-8,17H,9H2,1H3	ACXLZJWXZAEMJM-UHFFFAOYSA-N	329.78000000000003
Asinex ASN 06116813	COc1cccc(C(=O)N(Cc2ccccc2)Cc2cc3cccc(C)c3n3nnnc23)c1	InChI=1S/C26H23N5O2/c1-18-8-6-11-20-14-22(25-27-28-29-31(25)24(18)20)17-30(16-19-9-4-3-5-10-19)26(32)21-12-7-13-23(15-21)33-2/h3-15H,16-17H2,1-2H3	YBRAGECBUWLCJU-UHFFFAOYSA-N	437.50300000000004
Tripos 1559-05871	Cc1cc(S(=O)(=O)N2CCC[C@@H]2CO)c(Cl)cc1Cl	InChI=1S/C12H15Cl2NO3S/c1-8-5-12(11(14)6-10(8)13)19(17,18)15-4-2-3-9(15)7-16/h5-6,9,16H,2-4,7H2,1H3/t9-/m1/s1	VALIEWISYNPIAY-SECBINFHSA-N	324.2290000000001
Specs AN-648/40682295	Cc1ccc(/N=C/c2ccccc2OCC(N)=O)cc1C	InChI=1S/C17H18N2O2/c1-12-7-8-15(9-13(12)2)19-10-14-5-3-4-6-16(14)21-11-17(18)20/h3-10H,11H2,1-2H3,(H2,18,20)/b19-10+	CSXNTSMXHVWNDU-VXLYETTFSA-N	282.34299999999996
ASDI 150016433	N#C[C@H](O)c1ccccc1	InChI=1S/C8H7NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8,10H/t8-/m0/s1	NNICRUQPODTGRU-QMMMGPOBSA-N	133.14999999999998
Tripos 1557-01752	Cc1nn(C)c(Cl)c1S(=O)(=O)N1CCN(c2ccc(F)cc2)CC1	InChI=1S/C15H18ClFN4O2S/c1-11-14(15(16)19(2)18-11)24(22,23)21-9-7-20(8-10-21)13-5-3-12(17)4-6-13/h3-6H,7-10H2,1-2H3	NSYOMRNVZAGQGM-UHFFFAOYSA-N	372.85300000000007
Tripos 1518-06794	CSc1ccc(C(=O)N2CCC[N@H+](Cc3noc(-c4ccccc4)n3)CC2)s1	InChI=1S/C20H22N4O2S2/c1-27-18-9-8-16(28-18)20(25)24-11-5-10-23(12-13-24)14-17-21-19(26-22-17)15-6-3-2-4-7-15/h2-4,6-9H,5,10-14H2,1H3/p+1	IJDALFNCXWZMEC-UHFFFAOYSA-O	415.5640000000002
InterBioScreen STOCK5S-48304	COc1ccc(-c2nc3c(c(=O)c4ccccc4n3C)c(=O)n2CCc2ccccc2)cc1	InChI=1S/C27H23N3O3/c1-29-22-11-7-6-10-21(22)24(31)23-26(29)28-25(19-12-14-20(33-2)15-13-19)30(27(23)32)17-16-18-8-4-3-5-9-18/h3-15H,16-17H2,1-2H3	ZKAJRFGRAMHRAN-UHFFFAOYSA-N	437.4990000000001
Chem T&I PMOS-0027433	O=C(Nc1ccc2nn(-c3ccccc3)nc2c1)c1cc([N+](=O)[O-])ccc1N1CCOCC1	InChI=1S/C23H20N6O4/c30-23(19-15-18(29(31)32)7-9-22(19)27-10-12-33-13-11-27)24-16-6-8-20-21(14-16)26-28(25-20)17-4-2-1-3-5-17/h1-9,14-15H,10-13H2,(H,24,30)	XBBOWWASKBUCMH-UHFFFAOYSA-N	444.4510000000003
Lithuania 1067744	COc1ccc([C@@H]2Nc3ccccc3C(=O)N2c2ccc(F)cc2)cc1OC	InChI=1S/C22H19FN2O3/c1-27-19-12-7-14(13-20(19)28-2)21-24-18-6-4-3-5-17(18)22(26)25(21)16-10-8-15(23)9-11-16/h3-13,21,24H,1-2H3/t21-/m1/s1	IILYXIDXJKRDLO-OAQYLSRUSA-N	378.4030000000001
Maybridge HTS 06299	O=S(=O)(Nc1ccc2ccccc2n1)c1ccc(C(F)(F)F)cc1	InChI=1S/C16H11F3N2O2S/c17-16(18,19)12-6-8-13(9-7-12)24(22,23)21-15-10-5-11-3-1-2-4-14(11)20-15/h1-10H,(H,20,21)	WQQUNMCGLAUAEW-UHFFFAOYSA-N	352.33700000000005
InterBioScreen STOCK5S-05837	C[C@H](Oc1cc2oc(=O)c3c(c2cc1Cl)CCC3)C(=O)NC[C@H]1CC[C@H](C(=O)[O-])CC1	InChI=1S/C23H26ClNO6/c1-12(21(26)25-11-13-5-7-14(8-6-13)22(27)28)30-20-10-19-17(9-18(20)24)15-3-2-4-16(15)23(29)31-19/h9-10,12-14H,2-8,11H2,1H3,(H,25,26)(H,27,28)/p-1/t12-,13-,14-/m0/s1	QKRZEZBFCPKTNX-IHRRRGAJSA-M	446.9070000000003
Life Chemicals F1608-0478	CC[NH+]1CCN(c2c(C(=O)c3ccccc3)c[nH+]c3ccc(OC)cc23)CC1	InChI=1S/C23H25N3O2/c1-3-25-11-13-26(14-12-25)22-19-15-18(28-2)9-10-21(19)24-16-20(22)23(27)17-7-5-4-6-8-17/h4-10,15-16H,3,11-14H2,1-2H3/p+2	JGZJMVNUYFNVJH-UHFFFAOYSA-P	377.48800000000006
Chemdiv 1416-0529	CCN(CC)c1ccc(/C=N/NC(=O)c2cc3ccccc3cc2O)c(O)c1	InChI=1S/C22H23N3O3/c1-3-25(4-2)18-10-9-17(20(26)13-18)14-23-24-22(28)19-11-15-7-5-6-8-16(15)12-21(19)27/h5-14,26-27H,3-4H2,1-2H3,(H,24,28)/b23-14+	SYNAZAXVLZVHFY-OEAKJJBVSA-N	377.4440000000002
Chemical Block A3577/0151844	Cc1ccc2n1CCN(C(=O)c1ccc(S(=O)(=O)N(C)C)cc1)[C@@H]2C	InChI=1S/C18H23N3O3S/c1-13-5-10-17-14(2)21(12-11-20(13)17)18(22)15-6-8-16(9-7-15)25(23,24)19(3)4/h5-10,14H,11-12H2,1-4H3/t14-/m1/s1	XXWPTCGETIGGPA-CQSZACIVSA-N	361.46700000000004
Comgenex CGX-0740668	O=C(Nc1cccc(F)c1)Nc1ccc(N2CCCC2)c(C(=O)N2CCCC2)c1	InChI=1S/C22H25FN4O2/c23-16-6-5-7-17(14-16)24-22(29)25-18-8-9-20(26-10-1-2-11-26)19(15-18)21(28)27-12-3-4-13-27/h5-9,14-15H,1-4,10-13H2,(H2,24,25,29)	SJQJBUVHXLOFMI-UHFFFAOYSA-N	396.46600000000035
Asinex ASN 06745065	CCCCNc1nc(C)nc2c1nnn2Cc1ccccc1	InChI=1S/C16H20N6/c1-3-4-10-17-15-14-16(19-12(2)18-15)22(21-20-14)11-13-8-6-5-7-9-13/h5-9H,3-4,10-11H2,1-2H3,(H,17,18,19)	WYILNKNVWWIFIB-UHFFFAOYSA-N	296.378
Life Chemicals F0497-0082	COc1ccc([C@H]2C(C(=O)Nc3ccc(C)cc3)=C(C)Nc3ncnn32)cc1OC	InChI=1S/C22H23N5O3/c1-13-5-8-16(9-6-13)26-21(28)19-14(2)25-22-23-12-24-27(22)20(19)15-7-10-17(29-3)18(11-15)30-4/h5-12,20H,1-4H3,(H,26,28)(H,23,24,25)/t20-/m0/s1	OVHZAAYURRFZOQ-FQEVSTJZSA-N	405.4580000000002
InnovaPharm STT-00192300	COc1ccc(-c2c(C#N)c(N)nc3c2C[N@@H+](C)CC3)c(OC)c1OC	InChI=1S/C19H22N4O3/c1-23-8-7-14-13(10-23)16(12(9-20)19(21)22-14)11-5-6-15(24-2)18(26-4)17(11)25-3/h5-6H,7-8,10H2,1-4H3,(H2,21,22)/p+1	PDHJLDKUGMGOGM-UHFFFAOYSA-O	355.4180000000001
Tripos 1534-05651	CSc1ccc(C(=O)N2CCC(N3C(=O)OC[C@H]3c3ccccc3)CC2)s1	InChI=1S/C20H22N2O3S2/c1-26-18-8-7-17(27-18)19(23)21-11-9-15(10-12-21)22-16(13-25-20(22)24)14-5-3-2-4-6-14/h2-8,15-16H,9-13H2,1H3/t16-/m0/s1	WZJIYKKZWASOFV-INIZCTEOSA-N	402.54100000000005
Chembridge 5859646	CCOC(=O)N1CCN(C(=O)c2ccc(C#CC(C)(C)O)cc2)CC1	InChI=1S/C19H24N2O4/c1-4-25-18(23)21-13-11-20(12-14-21)17(22)16-7-5-15(6-8-16)9-10-19(2,3)24/h5-8,24H,4,11-14H2,1-3H3	TXZHTJLFMQZDEB-UHFFFAOYSA-N	344.41100000000006
Specs AK-968/37053096	CCC/N=C/[C@H]1C(=O)N(c2nc3ccccc3s2)N=C1C(F)(F)F	InChI=1S/C15H13F3N4OS/c1-2-7-19-8-9-12(15(16,17)18)21-22(13(9)23)14-20-10-5-3-4-6-11(10)24-14/h3-6,8-9H,2,7H2,1H3/b19-8+/t9-/m1/s1	HEOBVZWXBWVPFV-HURAESQDSA-N	354.3570000000001
InterBioScreen STOCK3S-07953	COc1ccc(/C=N/NC(=O)c2ccc3nc[nH]c3c2)c(OC)c1	InChI=1S/C17H16N4O3/c1-23-13-5-3-12(16(8-13)24-2)9-20-21-17(22)11-4-6-14-15(7-11)19-10-18-14/h3-10H,1-2H3,(H,18,19)(H,21,22)/b20-9+	NPWUYRAYPRHVQH-AWQFTUOYSA-N	324.3400000000001
Maybridge RJF 01152	Cc1nc(-c2ccc(Cl)cc2)nc(OC(=O)N(C)C)c1C	InChI=1S/C15H16ClN3O2/c1-9-10(2)17-13(11-5-7-12(16)8-6-11)18-14(9)21-15(20)19(3)4/h5-8H,1-4H3	IYKIFAQNMULYIC-UHFFFAOYSA-N	305.7650000000001
Tripos 1518-03381	O=C(Cc1csc2ccc(Cl)cc12)N1CCC[N@H+](Cc2cccnc2)CC1	InChI=1S/C21H22ClN3OS/c22-18-4-5-20-19(12-18)17(15-27-20)11-21(26)25-8-2-7-24(9-10-25)14-16-3-1-6-23-13-16/h1,3-6,12-13,15H,2,7-11,14H2/p+1	HGGICVRJEZKCRJ-UHFFFAOYSA-O	400.95500000000015
Specs AG-205/07903010	O=C(N/N=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1ccc(F)cc1	InChI=1S/C18H12FN3O4/c19-14-6-4-12(5-7-14)18(23)21-20-11-16-8-9-17(26-16)13-2-1-3-15(10-13)22(24)25/h1-11H,(H,21,23)/b20-11+	MHKAHTWYVZFBFC-RGVLZGJSSA-N	353.3090000000001
Asinex ASN 04479736	Cc1cc(S(=O)(=O)N(Cc2ccco2)C2CCCCC2)ccc1-n1cnnn1	InChI=1S/C19H23N5O3S/c1-15-12-18(9-10-19(15)23-14-20-21-22-23)28(25,26)24(13-17-8-5-11-27-17)16-6-3-2-4-7-16/h5,8-12,14,16H,2-4,6-7,13H2,1H3	IGAQQXKLMSPVEF-UHFFFAOYSA-N	401.49200000000025
Asinex ASN 05110337	O=C(c1ccc(F)cc1)N(Cc1ccco1)Cc1cc2cc3c(cc2[nH]c1=O)OCCO3	InChI=1S/C24H19FN2O5/c25-18-5-3-15(4-6-18)24(29)27(14-19-2-1-7-30-19)13-17-10-16-11-21-22(32-9-8-31-21)12-20(16)26-23(17)28/h1-7,10-12H,8-9,13-14H2,(H,26,28)	UDLWSAQVMQWOED-UHFFFAOYSA-N	434.4230000000001
Chem T&I AMCLME-05084	COc1ccc(NC(=O)C[NH+]2CCC3(CC2)OCCO3)cc1	InChI=1S/C16H22N2O4/c1-20-14-4-2-13(3-5-14)17-15(19)12-18-8-6-16(7-9-18)21-10-11-22-16/h2-5H,6-12H2,1H3,(H,17,19)/p+1	MGSFIQLSMHYRES-UHFFFAOYSA-O	307.3700000000001
Bionet 10W-0283	Cc1ccc(S(=O)(=O)n2[nH]c(=O)c(CCO)c2C)cc1	InChI=1S/C13H16N2O4S/c1-9-3-5-11(6-4-9)20(18,19)15-10(2)12(7-8-16)13(17)14-15/h3-6,16H,7-8H2,1-2H3,(H,14,17)	AISBSBTZTIPGME-UHFFFAOYSA-N	296.348
ASDI 100018405	CS(=O)(=O)Nc1ccc(Cl)cc1Oc1ccccc1	InChI=1S/C13H12ClNO3S/c1-19(16,17)15-12-8-7-10(14)9-13(12)18-11-5-3-2-4-6-11/h2-9,15H,1H3	ZWBOFNHRMHFUMB-UHFFFAOYSA-N	297.763
