Name	SMILES	InChI	InChIKey	Molecular Weight
Asinex ASN 03365236	Cc1cc2cc(CN(CCO)C(=S)Nc3ccc(F)cc3)c(=O)[nH]c2cc1C	InChI=1S/C21H22FN3O2S/c1-13-9-15-11-16(20(27)24-19(15)10-14(13)2)12-25(7-8-26)21(28)23-18-5-3-17(22)4-6-18/h3-6,9-11,26H,7-8,12H2,1-2H3,(H,23,28)(H,24,27)	UQEUWYNVCLKIKY-UHFFFAOYSA-N	399.49100000000016
Asinex ASN 03367965	Cc1cc2cc(CN(CC[NH+](C)C)C(=S)Nc3ccc(F)cc3)c(=O)[nH]c2cc1C	InChI=1S/C23H27FN4OS/c1-15-11-17-13-18(22(29)26-21(17)12-16(15)2)14-28(10-9-27(3)4)23(30)25-20-7-5-19(24)6-8-20/h5-8,11-13H,9-10,14H2,1-4H3,(H,25,30)(H,26,29)/p+1	KKEIHOBYOHXYJC-UHFFFAOYSA-O	427.56900000000013
Life Chemicals F1822-0016	Cc1ccc(C(=O)Nc2nc3cc4c(cc3s2)OCCO4)cc1	InChI=1S/C17H14N2O3S/c1-10-2-4-11(5-3-10)16(20)19-17-18-12-8-13-14(9-15(12)23-17)22-7-6-21-13/h2-5,8-9H,6-7H2,1H3,(H,18,19,20)	LQSJFAFGSHIZPC-UHFFFAOYSA-N	326.3770000000001
Asinex ASN 03878501	CCC[C@H](C(=O)NC1CCCC1)N(C(=O)c1snc(C(N)=O)c1N)c1cccc(C)c1	InChI=1S/C22H29N5O3S/c1-3-7-16(21(29)25-14-9-4-5-10-14)27(15-11-6-8-13(2)12-15)22(30)19-17(23)18(20(24)28)26-31-19/h6,8,11-12,14,16H,3-5,7,9-10,23H2,1-2H3,(H2,24,28)(H,25,29)/t16-/m1/s1	BLJZPYRGFMZVQG-MRXNPFEDSA-N	443.5730000000004
Asinex ASN 03798095	CC1CCN(S(=O)(=O)c2ccc(NC(=O)C[NH+]3CCC(C)CC3)cc2)CC1	InChI=1S/C20H31N3O3S/c1-16-7-11-22(12-8-16)15-20(24)21-18-3-5-19(6-4-18)27(25,26)23-13-9-17(2)10-14-23/h3-6,16-17H,7-15H2,1-2H3,(H,21,24)/p+1	UVCXSIVDNUEQIT-UHFFFAOYSA-O	394.5610000000002
Asinex ASN 03430691	CCCn1c(SCC(=O)Nc2ccc(CC)cc2)nc2c1c(=O)n(C)c(=O)n2C	InChI=1S/C20H25N5O3S/c1-5-11-25-16-17(23(3)20(28)24(4)18(16)27)22-19(25)29-12-15(26)21-14-9-7-13(6-2)8-10-14/h7-10H,5-6,11-12H2,1-4H3,(H,21,26)	FABDOOXMODKHQJ-UHFFFAOYSA-N	415.51900000000023
Asinex ASN 03430797	CCCn1c(SCC(=O)N2CCc3ccccc3C2)nc2c1c(=O)n(C)c(=O)n2C	InChI=1S/C21H25N5O3S/c1-4-10-26-17-18(23(2)21(29)24(3)19(17)28)22-20(26)30-13-16(27)25-11-9-14-7-5-6-8-15(14)12-25/h5-8H,4,9-13H2,1-3H3	URDHXRNMNRJWLA-UHFFFAOYSA-N	427.53000000000026
Asinex ASN 04028477	CCCCn1c(SCC(=O)NCc2ccco2)nnc1-c1cccnc1	InChI=1S/C18H21N5O2S/c1-2-3-9-23-17(14-6-4-8-19-11-14)21-22-18(23)26-13-16(24)20-12-15-7-5-10-25-15/h4-8,10-11H,2-3,9,12-13H2,1H3,(H,20,24)	XFIGHUJOASKLSX-UHFFFAOYSA-N	371.46600000000024
Specs AG-690/11303140	Oc1c2c(nc3cc(-c4ccc(F)cc4)nn13)CCCC2	InChI=1S/C16H14FN3O/c17-11-7-5-10(6-8-11)14-9-15-18-13-4-2-1-3-12(13)16(21)20(15)19-14/h5-9,21H,1-4H2	CKAMUWKVSIDXRI-UHFFFAOYSA-N	283.30600000000004
Asinex ASN 05588396	COc1ccc2nc(SCC(=O)c3ccc(F)cc3)c(C#N)cc2c1	InChI=1S/C19H13FN2O2S/c1-24-16-6-7-17-13(9-16)8-14(10-21)19(22-17)25-11-18(23)12-2-4-15(20)5-3-12/h2-9H,11H2,1H3	YPHIUKJNCSLMKB-UHFFFAOYSA-N	352.39000000000004
Asinex ASN 04454657	Cc1cc2cc(C)c3nnc(SCC(=O)NC4CCCC4)n3c2cc1C	InChI=1S/C20H24N4OS/c1-12-8-15-9-14(3)19-22-23-20(24(19)17(15)10-13(12)2)26-11-18(25)21-16-6-4-5-7-16/h8-10,16H,4-7,11H2,1-3H3,(H,21,25)	SLMKAOYENFOGOM-UHFFFAOYSA-N	368.5060000000002
Asinex ASN 04189013	Cc1cc2cc([C@@H](c3nnnn3Cc3ccc(F)cc3)[NH+]3CCOCC3)c(=O)[nH]c2cc1C	InChI=1S/C24H25FN6O2/c1-15-11-18-13-20(24(32)26-21(18)12-16(15)2)22(30-7-9-33-10-8-30)23-27-28-29-31(23)14-17-3-5-19(25)6-4-17/h3-6,11-13,22H,7-10,14H2,1-2H3,(H,26,32)/p+1/t22-/m0/s1	SMDGLGYRAGGEPE-QFIPXVFZSA-O	449.5100000000003
Asinex ASN 04448059	CC1CCN(S(=O)(=O)c2ccc(NC(=O)CSc3ncccc3C(=O)[O-])cc2)CC1	InChI=1S/C20H23N3O5S2/c1-14-8-11-23(12-9-14)30(27,28)16-6-4-15(5-7-16)22-18(24)13-29-19-17(20(25)26)3-2-10-21-19/h2-7,10,14H,8-9,11-13H2,1H3,(H,22,24)(H,25,26)/p-1	WKSYVJBHRPNZQT-UHFFFAOYSA-M	448.5460000000002
Chembridge 7928511	COc1ccccc1-n1nnnc1SCC(=O)Nc1ccc(Br)cc1	InChI=1S/C16H14BrN5O2S/c1-24-14-5-3-2-4-13(14)22-16(19-20-21-22)25-10-15(23)18-12-8-6-11(17)7-9-12/h2-9H,10H2,1H3,(H,18,23)	CJKLTUAUBLRPKE-UHFFFAOYSA-N	420.2920000000001
Asinex ASN 04479736	Cc1cc(S(=O)(=O)N(Cc2ccco2)C2CCCCC2)ccc1-n1cnnn1	InChI=1S/C19H23N5O3S/c1-15-12-18(9-10-19(15)23-14-20-21-22-23)28(25,26)24(13-17-8-5-11-27-17)16-6-3-2-4-7-16/h5,8-12,14,16H,2-4,6-7,13H2,1H3	IGAQQXKLMSPVEF-UHFFFAOYSA-N	401.49200000000025
Life Chemicals F0579-0521	Cc1ccc(NC(=O)CSc2nc3c(c(=O)n2-c2ccc(F)cc2)SCC3)cc1	InChI=1S/C21H18FN3O2S2/c1-13-2-6-15(7-3-13)23-18(26)12-29-21-24-17-10-11-28-19(17)20(27)25(21)16-8-4-14(22)5-9-16/h2-9H,10-12H2,1H3,(H,23,26)	IQVZPWUOEMOODG-UHFFFAOYSA-N	427.5260000000001
Specs AF-399/40827552	Cc1nc(N2CCN(c3ncccn3)CC2)c2c3c(sc2n1)CCCC3	InChI=1S/C19H22N6S/c1-13-22-17(16-14-5-2-3-6-15(14)26-18(16)23-13)24-9-11-25(12-10-24)19-20-7-4-8-21-19/h4,7-8H,2-3,5-6,9-12H2,1H3	OOMUTVZNPIKEEF-UHFFFAOYSA-N	366.4940000000002
InterBioScreen STOCK1S-87980	COc1cc(NS(=O)(=O)c2ccc(C)cc2)c(C(C)=O)cc1OC	InChI=1S/C17H19NO5S/c1-11-5-7-13(8-6-11)24(20,21)18-15-10-17(23-4)16(22-3)9-14(15)12(2)19/h5-10,18H,1-4H3	QMSAEIAHEXWOHB-UHFFFAOYSA-N	349.4080000000001
Asinex ASN 05346210	COc1ccc([C@@H](c2nnnn2Cc2ccc(F)cc2)[NH+]2CCC(C)CC2)cc1	InChI=1S/C22H26FN5O/c1-16-11-13-27(14-12-16)21(18-5-9-20(29-2)10-6-18)22-24-25-26-28(22)15-17-3-7-19(23)8-4-17/h3-10,16,21H,11-15H2,1-2H3/p+1/t21-/m0/s1	HQGCKVIZPKEWPH-NRFANRHFSA-O	396.49000000000007
Toslab 44086	Cc1ccc([C@H](c2nnnn2C(C)(C)C)[NH+]2CCCCC2)cc1	InChI=1S/C18H27N5/c1-14-8-10-15(11-9-14)16(22-12-6-5-7-13-22)17-19-20-21-23(17)18(2,3)4/h8-11,16H,5-7,12-13H2,1-4H3/p+1/t16-/m1/s1	OGYRWWIGOBAZSV-MRXNPFEDSA-O	314.4570000000001
Asinex BAS 05101595	Cc1ccc(C(=O)N(Cc2ccccc2)Cc2cc3ccc(C)cc3[nH]c2=O)cc1	InChI=1S/C26H24N2O2/c1-18-8-11-21(12-9-18)26(30)28(16-20-6-4-3-5-7-20)17-23-15-22-13-10-19(2)14-24(22)27-25(23)29/h3-15H,16-17H2,1-2H3,(H,27,29)	RHJUMZALMDMWDX-UHFFFAOYSA-N	396.49000000000007
Asinex ASN 05106624	Cc1cc2cc(CN(CCc3ccccc3)C(=O)c3ccccc3)c(=O)[nH]c2cc1C	InChI=1S/C27H26N2O2/c1-19-15-23-17-24(26(30)28-25(23)16-20(19)2)18-29(14-13-21-9-5-3-6-10-21)27(31)22-11-7-4-8-12-22/h3-12,15-17H,13-14,18H2,1-2H3,(H,28,30)	SFQAWSDXDNUMPI-UHFFFAOYSA-N	410.51700000000005
Asinex ASN 05108157	CCOc1ccc2[nH]c(=O)c(CN(CCCO)C(=O)c3ccc(C)cc3)cc2c1	InChI=1S/C23H26N2O4/c1-3-29-20-9-10-21-18(14-20)13-19(22(27)24-21)15-25(11-4-12-26)23(28)17-7-5-16(2)6-8-17/h5-10,13-14,26H,3-4,11-12,15H2,1-2H3,(H,24,27)	DWXAYWKDOQTZDD-UHFFFAOYSA-N	394.4710000000003
Asinex ASN 05110337	O=C(c1ccc(F)cc1)N(Cc1ccco1)Cc1cc2cc3c(cc2[nH]c1=O)OCCO3	InChI=1S/C24H19FN2O5/c25-18-5-3-15(4-6-18)24(29)27(14-19-2-1-7-30-19)13-17-10-16-11-21-22(32-9-8-31-21)12-20(16)26-23(17)28/h1-7,10-12H,8-9,13-14H2,(H,26,28)	UDLWSAQVMQWOED-UHFFFAOYSA-N	434.4230000000001
Asinex ASN 05211765	COc1cc(NC(=O)c2ccccc2)c(OC)cc1NC(=O)C[NH+]1CCCCC1	InChI=1S/C22H27N3O4/c1-28-19-14-18(24-22(27)16-9-5-3-6-10-16)20(29-2)13-17(19)23-21(26)15-25-11-7-4-8-12-25/h3,5-6,9-10,13-14H,4,7-8,11-12,15H2,1-2H3,(H,23,26)(H,24,27)/p+1	UDVCNAWPMLGANR-UHFFFAOYSA-O	398.4830000000002
Asinex ASN 05317597	COc1ccc(NC(=O)c2sc(NC(=O)c3ccc([N+](=O)[O-])cc3)nc2C)cc1	InChI=1S/C19H16N4O5S/c1-11-16(18(25)21-13-5-9-15(28-2)10-6-13)29-19(20-11)22-17(24)12-3-7-14(8-4-12)23(26)27/h3-10H,1-2H3,(H,21,25)(H,20,22,24)	AZOAIICBHAIJDT-UHFFFAOYSA-N	412.42700000000013
Asinex ASN 05343028	CS(=O)(=O)Nc1ccc(-c2nnc(SCC(=O)Nc3ccccc3)o2)cc1	InChI=1S/C17H16N4O4S2/c1-27(23,24)21-14-9-7-12(8-10-14)16-19-20-17(25-16)26-11-15(22)18-13-5-3-2-4-6-13/h2-10,21H,11H2,1H3,(H,18,22)	KVHYYBOCRMIHPF-UHFFFAOYSA-N	404.4730000000002
Asinex ASN 05555492	c1ccc(Cn2nnnc2[C@@H](c2ccccc2)N2CCN(C3CCCCC3)CC2)cc1	InChI=1S/C25H32N6/c1-4-10-21(11-5-1)20-31-25(26-27-28-31)24(22-12-6-2-7-13-22)30-18-16-29(17-19-30)23-14-8-3-9-15-23/h1-2,4-7,10-13,23-24H,3,8-9,14-20H2/t24-/m1/s1	LCMIHKBQIHOPMQ-XMMPIXPASA-N	416.5730000000002
Asinex ASN 05552356	COc1ccc([C@H](c2nnnn2C(C)(C)C)[NH+]2CCN(c3cc(C)ccc3C)CC2)cc1	InChI=1S/C25H34N6O/c1-18-7-8-19(2)22(17-18)29-13-15-30(16-14-29)23(20-9-11-21(32-6)12-10-20)24-26-27-28-31(24)25(3,4)5/h7-12,17,23H,13-16H2,1-6H3/p+1/t23-/m1/s1	XWFOZOUNAPHUPQ-HSZRJFAPSA-O	435.5960000000002
Asinex ASN 05556807	COc1ccc(Cn2nnnc2[C@H](c2ccccc2)[NH+]2CCN(c3ccccc3)CC2)cc1	InChI=1S/C26H28N6O/c1-33-24-14-12-21(13-15-24)20-32-26(27-28-29-32)25(22-8-4-2-5-9-22)31-18-16-30(17-19-31)23-10-6-3-7-11-23/h2-15,25H,16-20H2,1H3/p+1/t25-/m0/s1	BGWYFLOALYHEFD-VWLOTQADSA-O	441.559
Asinex ASN 05588575	CCOc1ccc2nc(SCC(=O)N3CC(=O)Nc4ccccc43)c(C#N)cc2c1	InChI=1S/C22H18N4O3S/c1-2-29-16-7-8-17-14(10-16)9-15(11-23)22(25-17)30-13-21(28)26-12-20(27)24-18-5-3-4-6-19(18)26/h3-10H,2,12-13H2,1H3,(H,24,27)	CZSUGGCHXWQIBW-UHFFFAOYSA-N	418.4780000000001
Asinex ASN 05670151	CCCCN(C(=O)CCC)c1nnc(-c2ccc(OC)cc2)s1	InChI=1S/C17H23N3O2S/c1-4-6-12-20(15(21)7-5-2)17-19-18-16(23-17)13-8-10-14(22-3)11-9-13/h8-11H,4-7,12H2,1-3H3	SCPQOWPKNNIWAC-UHFFFAOYSA-N	333.45700000000016
Asinex ASN 05812854	O=C(c1ccc(Cl)cc1)N(Cc1ccc(F)cc1)Cc1nc2ccccc2c(=O)[nH]1	InChI=1S/C23H17ClFN3O2/c24-17-9-7-16(8-10-17)23(30)28(13-15-5-11-18(25)12-6-15)14-21-26-20-4-2-1-3-19(20)22(29)27-21/h1-12H,13-14H2,(H,26,27,29)	GAHGCWLFHLKMOE-UHFFFAOYSA-N	421.859
Asinex ASN 05812696	CCCC(=O)N(Cc1nc2ccccc2c(=O)[nH]1)C1CCCCC1	InChI=1S/C19H25N3O2/c1-2-8-18(23)22(14-9-4-3-5-10-14)13-17-20-16-12-7-6-11-15(16)19(24)21-17/h6-7,11-12,14H,2-5,8-10,13H2,1H3,(H,20,21,24)	CTSASQIHIKCIJS-UHFFFAOYSA-N	327.4280000000001
Asinex ASN 05917937	CCCCn1c(SCC(=O)Nc2ccc(F)cc2)nnc1-c1ccoc1C	InChI=1S/C19H21FN4O2S/c1-3-4-10-24-18(16-9-11-26-13(16)2)22-23-19(24)27-12-17(25)21-15-7-5-14(20)6-8-15/h5-9,11H,3-4,10,12H2,1-2H3,(H,21,25)	VQZVTXXFZHLMET-UHFFFAOYSA-N	388.46800000000013
Asinex ASN 05988224	CCCCn1c(SCC(=O)c2ccc(F)cc2)nnc1-c1ccco1	InChI=1S/C18H18FN3O2S/c1-2-3-10-22-17(16-5-4-11-24-16)20-21-18(22)25-12-15(23)13-6-8-14(19)9-7-13/h4-9,11H,2-3,10,12H2,1H3	UZNMWSKFTSUCCA-UHFFFAOYSA-N	359.4260000000001
Asinex ASN 05919881	CCCCn1c(SCC(=O)c2ccccc2)nnc1-c1ccoc1C	InChI=1S/C19H21N3O2S/c1-3-4-11-22-18(16-10-12-24-14(16)2)20-21-19(22)25-13-17(23)15-8-6-5-7-9-15/h5-10,12H,3-4,11,13H2,1-2H3	KPYOCIGYKKZUEW-UHFFFAOYSA-N	355.4630000000001
Asinex ASN 05923343	O=C(CSc1nc2cccnc2n1Cc1ccccc1)Nc1ccc(F)cc1	InChI=1S/C21H17FN4OS/c22-16-8-10-17(11-9-16)24-19(27)14-28-21-25-18-7-4-12-23-20(18)26(21)13-15-5-2-1-3-6-15/h1-12H,13-14H2,(H,24,27)	LXBHETKAPSOSSM-UHFFFAOYSA-N	392.45900000000006
Asinex ASN 03929945	CCCCn1c(SCC(N)=O)nnc1-c1ccccc1	InChI=1S/C14H18N4OS/c1-2-3-9-18-13(11-7-5-4-6-8-11)16-17-14(18)20-10-12(15)19/h4-8H,2-3,9-10H2,1H3,(H2,15,19)	RUVRDHVDBDCIRB-UHFFFAOYSA-N	290.39199999999994
Asinex ASN 02617640	Cc1ccc(-c2nnc(SCC(=O)Nc3sc(C)c(C)c3C#N)n2C)cc1	InChI=1S/C19H19N5OS2/c1-11-5-7-14(8-6-11)17-22-23-19(24(17)4)26-10-16(25)21-18-15(9-20)12(2)13(3)27-18/h5-8H,10H2,1-4H3,(H,21,25)	ITCMPPBILOAKCR-UHFFFAOYSA-N	397.5290000000002
Asinex ASN 03155338	CC1(C)Cc2ccccc2-c2nnc(SCC(=O)N3CCc4ccccc43)n21	InChI=1S/C22H22N4OS/c1-22(2)13-16-8-3-5-9-17(16)20-23-24-21(26(20)22)28-14-19(27)25-12-11-15-7-4-6-10-18(15)25/h3-10H,11-14H2,1-2H3	DQFOPYSEAVPWQL-UHFFFAOYSA-N	390.51200000000006
Chemical Block A3816/0161993	C=CCn1c2ccccc2c2nnc(SCCOc3ccccc3)nc21	InChI=1S/C20H18N4OS/c1-2-12-24-17-11-7-6-10-16(17)18-19(24)21-20(23-22-18)26-14-13-25-15-8-4-3-5-9-15/h2-11H,1,12-14H2	OSHDRDQLPHQWJJ-UHFFFAOYSA-N	362.4580000000001
Asinex ASN 06290999	O=C(NC1CCCC1)[C@@H](c1ccc(F)cc1)N(C(=O)c1csnn1)c1ccc(F)cc1	InChI=1S/C22H20F2N4O2S/c23-15-7-5-14(6-8-15)20(21(29)25-17-3-1-2-4-17)28(18-11-9-16(24)10-12-18)22(30)19-13-31-27-26-19/h5-13,17,20H,1-4H2,(H,25,29)/t20-/m1/s1	UHBGOPKVUIEQLU-HXUWFJFHSA-N	442.4910000000002
Asinex ASN 06116813	COc1cccc(C(=O)N(Cc2ccccc2)Cc2cc3cccc(C)c3n3nnnc23)c1	InChI=1S/C26H23N5O2/c1-18-8-6-11-20-14-22(25-27-28-29-31(25)24(18)20)17-30(16-19-9-4-3-5-10-19)26(32)21-12-7-13-23(15-21)33-2/h3-15H,16-17H2,1-2H3	YBRAGECBUWLCJU-UHFFFAOYSA-N	437.50300000000004
Asinex ASN 06116690	Cc1ccc(C(=O)N(Cc2cc3cccc(C)c3n3nnnc23)C2CCCC2)cc1	InChI=1S/C24H25N5O/c1-16-10-12-18(13-11-16)24(30)28(21-8-3-4-9-21)15-20-14-19-7-5-6-17(2)22(19)29-23(20)25-26-27-29/h5-7,10-14,21H,3-4,8-9,15H2,1-2H3	LYCGDYFHQJACCG-UHFFFAOYSA-N	399.4980000000002
Asinex ASN 06146755	CCOc1ccc(C(=O)N(CCOC)Cc2cc3cc4c(cc3nc2Cl)OCO4)cc1	InChI=1S/C23H23ClN2O5/c1-3-29-18-6-4-15(5-7-18)23(27)26(8-9-28-2)13-17-10-16-11-20-21(31-14-30-20)12-19(16)25-22(17)24/h4-7,10-12H,3,8-9,13-14H2,1-2H3	RXTRYJNOHYACCI-UHFFFAOYSA-N	442.89900000000017
Asinex ASN 06153608	CCCC(=O)N(CC(=O)Nc1sc2c(c1C(N)=O)CCCC2)Cc1ccc(F)cc1	InChI=1S/C22H26FN3O3S/c1-2-5-19(28)26(12-14-8-10-15(23)11-9-14)13-18(27)25-22-20(21(24)29)16-6-3-4-7-17(16)30-22/h8-11H,2-7,12-13H2,1H3,(H2,24,29)(H,25,27)	KRLJLAYCOGKWKB-UHFFFAOYSA-N	431.53300000000024
Asinex ASN 06217805	Cc1ccc2ncc(C(=O)NCc3ccc4c(c3)OCO4)c(O)c2c1	InChI=1S/C19H16N2O4/c1-11-2-4-15-13(6-11)18(22)14(9-20-15)19(23)21-8-12-3-5-16-17(7-12)25-10-24-16/h2-7,9H,8,10H2,1H3,(H,20,22)(H,21,23)	APDAWMPQXVFWQX-UHFFFAOYSA-N	336.3470000000001
Asinex ASN 06235439	COc1ccc(C(=O)NC2CCN(C(=O)Nc3cc(C)cc(C)c3)CC2)cc1	InChI=1S/C22H27N3O3/c1-15-12-16(2)14-19(13-15)24-22(27)25-10-8-18(9-11-25)23-21(26)17-4-6-20(28-3)7-5-17/h4-7,12-14,18H,8-11H2,1-3H3,(H,23,26)(H,24,27)	PSQPODRLTQKUAY-UHFFFAOYSA-N	381.4760000000001
Asinex ASN 06459988	Cc1cccc(NC(=O)C[NH+]2CCC(NC(=O)c3cccc(F)c3)CC2)c1C	InChI=1S/C22H26FN3O2/c1-15-5-3-8-20(16(15)2)25-21(27)14-26-11-9-19(10-12-26)24-22(28)17-6-4-7-18(23)13-17/h3-8,13,19H,9-12,14H2,1-2H3,(H,24,28)(H,25,27)/p+1	OQLMUSBTXRZNOY-UHFFFAOYSA-O	384.475
Asinex ASN 06563172	Cc1ccc([C@@H](C(=O)NC2CCCCC2)N(Cc2ccccc2)C(=O)c2csnn2)cc1	InChI=1S/C25H28N4O2S/c1-18-12-14-20(15-13-18)23(24(30)26-21-10-6-3-7-11-21)29(16-19-8-4-2-5-9-19)25(31)22-17-32-28-27-22/h2,4-5,8-9,12-15,17,21,23H,3,6-7,10-11,16H2,1H3,(H,26,30)/t23-/m0/s1	QIJGZVOTFXJMCO-QHCPKHFHSA-N	448.5920000000003
Asinex ASN 06484006	CC1(C)Oc2ccc(C(=O)Nc3ccccc3)cc2N(CC(=O)Nc2ccc(F)cc2)C1=O	InChI=1S/C25H22FN3O4/c1-25(2)24(32)29(15-22(30)27-19-11-9-17(26)10-12-19)20-14-16(8-13-21(20)33-25)23(31)28-18-6-4-3-5-7-18/h3-14H,15H2,1-2H3,(H,27,30)(H,28,31)	JYTLCXPDZOLCGF-UHFFFAOYSA-N	447.4660000000001
Chembridge 5348735	COc1ccc(CC[N@@H+](C)Cc2cccc([N+](=O)[O-])c2)cc1OC	InChI=1S/C18H22N2O4/c1-19(13-15-5-4-6-16(11-15)20(21)22)10-9-14-7-8-17(23-2)18(12-14)24-3/h4-8,11-12H,9-10,13H2,1-3H3/p+1	GKIVJUXVGMWLDN-UHFFFAOYSA-O	331.39200000000005
Asinex ASN 04371767	COc1ccc2c(c1)cc(C)c1nnc(SCC(=O)c3ccc(NC(C)=O)cc3)n12	InChI=1S/C22H20N4O3S/c1-13-10-16-11-18(29-3)8-9-19(16)26-21(13)24-25-22(26)30-12-20(28)15-4-6-17(7-5-15)23-14(2)27/h4-11H,12H2,1-3H3,(H,23,27)	KNRJBOALJLSIRU-UHFFFAOYSA-N	420.49400000000014
Asinex ASN 06593838	COc1ccc(NC(=S)N2CCC[C@H](c3nc4cc(C)c(C)cc4[nH]3)C2)cc1	InChI=1S/C22H26N4OS/c1-14-11-19-20(12-15(14)2)25-21(24-19)16-5-4-10-26(13-16)22(28)23-17-6-8-18(27-3)9-7-17/h6-9,11-12,16H,4-5,10,13H2,1-3H3,(H,23,28)(H,24,25)/t16-/m0/s1	NUIWIIHHTIKSFF-INIZCTEOSA-N	394.54400000000015
Asinex ASN 06601079	Cc1cccc(NC(=S)N(CCc2nc3ccccc3[nH]2)Cc2ccccc2)c1	InChI=1S/C24H24N4S/c1-18-8-7-11-20(16-18)25-24(29)28(17-19-9-3-2-4-10-19)15-14-23-26-21-12-5-6-13-22(21)27-23/h2-13,16H,14-15,17H2,1H3,(H,25,29)(H,26,27)	MQMCIVYMIDAYLI-UHFFFAOYSA-N	400.55100000000004
Asinex ASN 06748704	COc1ccc(-c2ccc(=O)n(CC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)n2)cc1	InChI=1S/C20H15ClF3N3O3/c1-30-14-5-2-12(3-6-14)17-8-9-19(29)27(26-17)11-18(28)25-13-4-7-16(21)15(10-13)20(22,23)24/h2-10H,11H2,1H3,(H,25,28)	UFMVHDHLEYLHHM-UHFFFAOYSA-N	437.80500000000006
Asinex ASN 06919209	Cc1cccc(C(=O)N2CCC[C@@H](c3nc(O)c4nnn(Cc5ccc(F)cc5)c4n3)C2)c1	InChI=1S/C24H23FN6O2/c1-15-4-2-5-17(12-15)24(33)30-11-3-6-18(14-30)21-26-22-20(23(32)27-21)28-29-31(22)13-16-7-9-19(25)10-8-16/h2,4-5,7-10,12,18H,3,6,11,13-14H2,1H3,(H,26,27,32)/t18-/m1/s1	GYDCZMNTVLPMHS-GOSISDBHSA-N	446.48600000000016
Asinex ASN 06942065	O=C(CSc1nnc2n(Cc3ccc(F)cc3)c3ccccc3n12)NC1CCCC1	InChI=1S/C22H22FN5OS/c23-16-11-9-15(10-12-16)13-27-18-7-3-4-8-19(18)28-21(27)25-26-22(28)30-14-20(29)24-17-5-1-2-6-17/h3-4,7-12,17H,1-2,5-6,13-14H2,(H,24,29)	KKCAAIJVFPLMCS-UHFFFAOYSA-N	423.51700000000017
Asinex ASN 07029028	CC(=O)N[C@@H](Cc1cccc(F)c1)C(=O)NC1CCN(C(=O)c2ccc(C)cc2)CC1	InChI=1S/C24H28FN3O3/c1-16-6-8-19(9-7-16)24(31)28-12-10-21(11-13-28)27-23(30)22(26-17(2)29)15-18-4-3-5-20(25)14-18/h3-9,14,21-22H,10-13,15H2,1-2H3,(H,26,29)(H,27,30)/t22-/m0/s1	UNPSUWBGBAYNQY-QFIPXVFZSA-N	425.504
Maybridge HTS 11995	Cc1ccc(Nc2cc(-c3ccccc3)nc3ncnn23)cc1	InChI=1S/C18H15N5/c1-13-7-9-15(10-8-13)21-17-11-16(14-5-3-2-4-6-14)22-18-19-12-20-23(17)18/h2-12,21H,1H3	OCGWVNBBWPTEOM-UHFFFAOYSA-N	301.35300000000007
Asinex ASN 07101930	Cc1nc2ncnn2c(N2CCN(C(=O)c3cccc(F)c3)CC2)c1C	InChI=1S/C18H19FN6O/c1-12-13(2)22-18-20-11-21-25(18)16(12)23-6-8-24(9-7-23)17(26)14-4-3-5-15(19)10-14/h3-5,10-11H,6-9H2,1-2H3	VCVFIKABUSZDNT-UHFFFAOYSA-N	354.389
Asinex ASN 07184508	O=C(CSc1ncccc1-c1nc2ccccc2[nH]1)Nc1ccc(F)cc1	InChI=1S/C20H15FN4OS/c21-13-7-9-14(10-8-13)23-18(26)12-27-20-15(4-3-11-22-20)19-24-16-5-1-2-6-17(16)25-19/h1-11H,12H2,(H,23,26)(H,24,25)	BIXGUXVPQWRLFJ-UHFFFAOYSA-N	378.432
Pyxis Discovery PYX 00000658	CCOC(=O)c1cc2oc(C)cc2n1CC(=O)N1CCC[C@@H](C)C1	InChI=1S/C18H24N2O4/c1-4-23-18(22)15-9-16-14(8-13(3)24-16)20(15)11-17(21)19-7-5-6-12(2)10-19/h8-9,12H,4-7,10-11H2,1-3H3/t12-/m1/s1	CORGSHLPMJLTNS-GFCCVEGCSA-N	332.40000000000015
Asinex ASN 08268002	CN(C)CCNCC(=O)N1CCCCC1	InChI=1S/C11H23N3O/c1-13(2)9-6-12-10-11(15)14-7-4-3-5-8-14/h12H,3-10H2,1-2H3	KSBZHUXYHTUTPS-UHFFFAOYSA-N	213.32499999999996
Bionet JS-2104	O=C(C[NH+]1CCN(c2ccc(F)cc2)CC1)Nc1cc(F)cc(Cl)c1	InChI=1S/C18H18ClF2N3O/c19-13-9-15(21)11-16(10-13)22-18(25)12-23-5-7-24(8-6-23)17-3-1-14(20)2-4-17/h1-4,9-11H,5-8,12H2,(H,22,25)/p+1	VIJKPIWDDCDXPY-UHFFFAOYSA-O	366.8189999999999
Asinex ASN 08910136	CCCCC(=O)N(CCC)c1nnc(-c2cccc(C)c2)s1	InChI=1S/C17H23N3OS/c1-4-6-10-15(21)20(11-5-2)17-19-18-16(22-17)14-9-7-8-13(3)12-14/h7-9,12H,4-6,10-11H2,1-3H3	QMLKFVHSGRRDHP-UHFFFAOYSA-N	317.45800000000014
