	uniprot	numb domains	domains
3083	P29459	1	{'PF03039': 1}
3084	P29460	1	{'PF10420': 1}
3085	P29466	2	{'PF00619': 1, 'PF00656': 1}
3086	P29474	4	{'PF00175': 1, 'PF00258': 1, 'PF00667': 1, 'PF02898': 1}
3087	P29475	5	{'PF00175': 1, 'PF00258': 1, 'PF00595': 1, 'PF00667': 1, 'PF02898': 1}
3088	P29508	1	{'PF00079': 1}
3089	P29558	2	{'PF00076': 2}
3090	P29590	1	{'PF00643': 1}
3091	P29597	5	{'PF07714': 2, 'PF17887': 1, 'PF18377': 1, 'PF18379': 1}
3092	P29622	1	{'PF00079': 1}
3093	P29692	2	{'PF00736': 1, 'PF10587': 1}
3094	P29728	2	{'PF10421': 2}
3095	P29762	1	{'PF00061': 1}
3096	P29965	1	{'PF00229': 1}
3097	P29973	1	{'PF00027': 1}
3098	P29992	1	{'PF00503': 1}
3099	P30040	2	{'PF07749': 1, 'PF07912': 1}
3100	P30041	2	{'PF00578': 1, 'PF10417': 1}
3101	P30043	1	{'PF13460': 1}
3102	P30044	1	{'PF08534': 1}
3103	P30046	1	{'PF01187': 1}
3104	P30047	1	{'PF06399': 1}
3105	P30048	2	{'PF00578': 1, 'PF10417': 1}
3106	P30049	1	{'PF02823': 1}
3107	P30050	2	{'PF00298': 1, 'PF03946': 1}
3108	P30084	1	{'PF00378': 1}
3109	P30085	1	{'PF00406': 1}
3110	P30086	1	{'PF01161': 1}
3111	P30101	3	{'PF00085': 2, 'PF13848': 1}
3112	P30203	3	{'PF00530': 3}
3113	P30279	2	{'PF00134': 1, 'PF02984': 1}
3114	P30281	2	{'PF00134': 1, 'PF02984': 1}
3115	P30291	1	{'PF00069': 1}
3116	P30304	1	{'PF00581': 1}
3117	P30305	1	{'PF00581': 1}
3118	P30307	1	{'PF00581': 1}
3119	P30405	1	{'PF00160': 1}
3120	P30414	1	{'PF00160': 1}
3121	P30419	2	{'PF01233': 1, 'PF02799': 1}
3122	P30511	2	{'PF00129': 1, 'PF07654': 1}
3123	P30519	1	{'PF01126': 1}
3124	P30520	1	{'PF00709': 1}
3125	P30530	4	{'PF00041': 2, 'PF07714': 1, 'PF13927': 1}
3126	P30533	2	{'PF06400': 1, 'PF06401': 1}
3127	P30566	2	{'PF00206': 1, 'PF10397': 1}
3128	P30613	2	{'PF00224': 1, 'PF02887': 1}
3129	P30622	2	{'PF01302': 2}
3130	P30626	2	{'PF13405': 1, 'PF13833': 1}
3131	P30679	1	{'PF00503': 1}
3132	P30711	2	{'PF00043': 1, 'PF13417': 1}
3133	P30740	1	{'PF00079': 1}
3134	P30793	1	{'PF01227': 1}
3135	P30825	1	{'PF13906': 1}
3136	P30876	6	{'PF00562': 1, 'PF04560': 1, 'PF04561': 1, 'PF04565': 1, 'PF04566': 1, 'PF04567': 1}
3137	P31025	1	{'PF00061': 1}
3138	P31040	1	{'PF02910': 1}
3139	P31146	1	{'PF08953': 1}
3140	P31151	1	{'PF01023': 1}
3141	P31152	1	{'PF00069': 1}
3142	P31153	3	{'PF00438': 1, 'PF02772': 1, 'PF02773': 1}
3143	P31249	1	{'PF00046': 1}
3144	P31260	1	{'PF00046': 1}
3145	P31267	1	{'PF00046': 1}
3146	P31268	1	{'PF00046': 1}
3147	P31269	1	{'PF00046': 1}
3148	P31270	1	{'PF00046': 1}
3149	P31271	1	{'PF00046': 1}
3150	P31273	1	{'PF00046': 1}
3151	P31274	1	{'PF00046': 1}
3152	P31275	1	{'PF00046': 1}
3153	P31276	1	{'PF00046': 1}
3154	P31277	1	{'PF00046': 1}
3155	P31314	1	{'PF00046': 1}
3156	P31321	3	{'PF00027': 2, 'PF02197': 1}
3157	P31323	3	{'PF00027': 2, 'PF02197': 1}
3158	P31327	6	{'PF00117': 1, 'PF00988': 1, 'PF02142': 1, 'PF02786': 2, 'PF02787': 1}
3159	P31350	1	{'PF00268': 1}
3160	P31371	1	{'PF00167': 1}
3161	P31483	3	{'PF00076': 3}
3162	P31629	3	{'PF00096': 3}
3163	P31689	3	{'PF00226': 1, 'PF00684': 1, 'PF01556': 1}
3164	P31749	2	{'PF00069': 1, 'PF00169': 1}
3165	P31751	2	{'PF00069': 1, 'PF00169': 1}
3166	P31785	1	{'PF09240': 1}
3167	P31930	1	{'PF05193': 1}
3168	P31937	2	{'PF03446': 1, 'PF14833': 1}
3169	P31939	1	{'PF02142': 1}
3170	P31941	1	{'PF05240': 1}
3171	P31942	2	{'PF00076': 2}
3172	P31943	4	{'PF00076': 3, 'PF08080': 1}
3173	P31944	1	{'PF00656': 1}
3174	P31946	1	{'PF00244': 1}
3175	P31947	1	{'PF00244': 1}
3176	P31948	2	{'PF17830': 2}
3177	P31949	2	{'PF00036': 1, 'PF01023': 1}
3178	P31994	2	{'PF13895': 2}
3179	P31995	2	{'PF13895': 2}
3180	P31997	3	{'PF07686': 1, 'PF13895': 1, 'PF13927': 1}
3181	P32004	10	{'PF00041': 4, 'PF07679': 3, 'PF13882': 1, 'PF13927': 2}
3182	P32019	3	{'PF00620': 1, 'PF03372': 1, 'PF16776': 1}
3183	P32119	2	{'PF00578': 1, 'PF10417': 1}
3184	P32121	2	{'PF00339': 1, 'PF02752': 1}
3185	P32189	2	{'PF00370': 1, 'PF02782': 1}
3186	P32238	1	{'PF09193': 1}
3187	P32242	1	{'PF00046': 1}
3188	P32243	1	{'PF00046': 1}
3189	P32298	2	{'PF00615': 1, 'PF00069': 1}
3190	P32314	1	{'PF00250': 1}
3191	P32320	1	{'PF00383': 1}
3192	P32321	1	{'PF00383': 1}
3193	P32322	1	{'PF14748': 1}
3194	P32418	2	{'PF03160': 2}
3195	P32455	2	{'PF02263': 1, 'PF02841': 1}
3196	P32456	2	{'PF02263': 1, 'PF02841': 1}
3197	P32519	1	{'PF00178': 1}
3198	P32754	1	{'PF00903': 1}
3199	P32780	2	{'PF03909': 1, 'PF08567': 1}
3200	P32856	1	{'PF00804': 1}
3201	P32881	1	{'PF00143': 1}
3202	P32926	3	{'PF00028': 3}
3203	P32929	1	{'PF01053': 1}
3204	P32942	1	{'PF03921': 1}
3205	P32969	2	{'PF00347': 2}
3206	P32970	1	{'PF00229': 1}
3207	P32971	1	{'PF00229': 1}
3208	P33076	1	{'PF05729': 1}
3209	P33121	1	{'PF13193': 1}
3210	P33151	5	{'PF00028': 5}
3211	P33176	1	{'PF00225': 1}
3212	P33240	2	{'PF00076': 1, 'PF14304': 1}
3213	P33260	1	{'PF00067': 1}
3214	P33261	1	{'PF00067': 1}
3215	P33316	1	{'PF00692': 1}
3216	P33402	3	{'PF00211': 1, 'PF07700': 1, 'PF07701': 1}
3217	P33527	2	{'PF00005': 2}
3218	P33552	1	{'PF01111': 1}
3219	P33681	2	{'PF07686': 1, 'PF08205': 1}
3220	P33763	1	{'PF01023': 1}
3221	P33764	1	{'PF01023': 1}
3222	P33778	1	{'PF00125': 1}
3223	P33897	1	{'PF00005': 1}
3224	P33981	1	{'PF00069': 1}
3225	P33991	4	{'PF00493': 1, 'PF14551': 1, 'PF17207': 1, 'PF17855': 1}
3226	P33992	4	{'PF00493': 1, 'PF14551': 1, 'PF17207': 1, 'PF17855': 1}
3227	P33993	4	{'PF00493': 1, 'PF14551': 1, 'PF17207': 1, 'PF17855': 1}
3228	P34059	1	{'PF14707': 1}
3229	P34096	1	{'PF00074': 1}
3230	P34130	1	{'PF00243': 1}
3231	P34820	1	{'PF00019': 1}
3232	P34896	1	{'PF00464': 1}
3233	P34897	1	{'PF00464': 1}
3234	P34913	2	{'PF00561': 1, 'PF00702': 1}
3235	P34925	1	{'PF07714': 1}
3236	P34947	2	{'PF00615': 1, 'PF00069': 1}
3237	P35030	1	{'PF00089': 1}
3238	P35080	1	{'PF00235': 1}
3239	P35212	1	{'PF00029': 1}
3240	P35218	1	{'PF00194': 1}
3241	P35219	1	{'PF00194': 1}
3242	P35225	1	{'PF03487': 1}
3243	P35226	2	{'PF13923': 1, 'PF16207': 1}
3244	P35227	2	{'PF13923': 1, 'PF16207': 1}
3245	P35228	4	{'PF00175': 1, 'PF00258': 1, 'PF00667': 1, 'PF02898': 1}
3246	P35236	1	{'PF00102': 1}
3247	P35237	1	{'PF00079': 1}
3248	P35240	3	{'PF00373': 1, 'PF09379': 1, 'PF09380': 1}
3249	P35241	3	{'PF00373': 1, 'PF09379': 1, 'PF09380': 1}
3250	P35243	2	{'PF13499': 1, 'PF13833': 1}
3251	P35244	1	{'PF08661': 1}
3252	P35247	1	{'PF00059': 1}
3253	P35249	2	{'PF00004': 1, 'PF08542': 1}
3254	P35250	2	{'PF00004': 1, 'PF08542': 1}
3255	P35251	2	{'PF00004': 1, 'PF08519': 1}
3256	P35270	1	{'PF00106': 1}
3257	P35354	2	{'PF00008': 1, 'PF03098': 1}
3258	P35398	2	{'PF00104': 1, 'PF00105': 1}
3259	P35442	13	{'PF00090': 3, 'PF00093': 1, 'PF02412': 7, 'PF07645': 1, 'PF12947': 1}
3260	P35443	8	{'PF02412': 6, 'PF07645': 2}
3261	P35452	1	{'PF00046': 1}
3262	P35453	1	{'PF00046': 1}
3263	P35520	1	{'PF00571': 1}
3264	P35548	1	{'PF00046': 1}
3265	P35555	43	{'PF07645': 38, 'PF12662': 2, 'PF12947': 1, 'PF14670': 1, 'PF18193': 1}
3266	P35556	44	{'PF07645': 38, 'PF12661': 2, 'PF12662': 2, 'PF12947': 1, 'PF18193': 1}
3267	P35557	2	{'PF00349': 1, 'PF03727': 1}
3268	P35558	2	{'PF00821': 1, 'PF17297': 1}
3269	P35568	2	{'PF02174': 1, 'PF00169': 1}
3270	P35573	2	{'PF14701': 1, 'PF14702': 1}
3271	P35579	2	{'PF00063': 1, 'PF02736': 1}
3272	P35580	2	{'PF00063': 1, 'PF02736': 1}
3273	P35590	6	{'PF00041': 3, 'PF00047': 2, 'PF07714': 1}
3274	P35609	7	{'PF00307': 2, 'PF08726': 1, 'PF00435': 4}
3275	P35611	1	{'PF00596': 1}
3276	P35612	1	{'PF00596': 1}
3277	P35613	2	{'PF13927': 2}
3278	P35625	1	{'PF00965': 1}
3279	P35626	3	{'PF00615': 1, 'PF00069': 1, 'PF00169': 1}
3280	P35637	2	{'PF00076': 1, 'PF00641': 1}
3281	P35658	1	{'PF18617': 1}
3282	P35659	1	{'PF08766': 1}
3283	P35670	7	{'PF00403': 6, 'PF00702': 1}
3284	P35711	1	{'PF00505': 1}
3285	P35712	1	{'PF00505': 1}
3286	P35713	1	{'PF00505': 1}
3287	P35716	1	{'PF00505': 1}
3288	P35749	2	{'PF00063': 1, 'PF02736': 1}
3289	P35754	1	{'PF00462': 1}
3290	P35789	15	{'PF00096': 14, 'PF13912': 1}
3291	P35813	1	{'PF07830': 1}
3292	P35869	3	{'PF00010': 1, 'PF00989': 1, 'PF08447': 1}
3293	P35913	3	{'PF00233': 1, 'PF01590': 2}
3294	P35914	1	{'PF00682': 1}
3295	P35916	5	{'PF07679': 1, 'PF07714': 1, 'PF13927': 2, 'PF17988': 1}
3296	P35968	6	{'PF07679': 2, 'PF07714': 1, 'PF13927': 2, 'PF17988': 1}
3297	P35998	2	{'PF00004': 1, 'PF17862': 1}
3298	P36222	1	{'PF00704': 1}
3299	P36268	1	{'PF01019': 1}
3300	P36269	1	{'PF01019': 1}
3301	P36382	2	{'PF00029': 1, 'PF16791': 1}
3302	P36383	1	{'PF00029': 1}
3303	P36402	1	{'PF00505': 1}
3304	P36404	1	{'PF00025': 1}
3305	P36405	1	{'PF00025': 1}
3306	P36406	2	{'PF00025': 1, 'PF00643': 1}
3307	P36507	1	{'PF00069': 1}
3308	P36508	4	{'PF00096': 4}
3309	P36542	1	{'PF00231': 1}
3310	P36575	2	{'PF00339': 1, 'PF02752': 1}
3311	P36578	1	{'PF14374': 1}
3312	P36639	1	{'PF00293': 1}
3313	P36776	2	{'PF00004': 1, 'PF05362': 1}
3314	P36871	3	{'PF02878': 1, 'PF02879': 1, 'PF02880': 1}
3315	P36873	1	{'PF00149': 1}
3316	P36888	2	{'PF00047': 1, 'PF07714': 1}
3317	P36894	2	{'PF01064': 1, 'PF07714': 1}
3318	P36896	2	{'PF00069': 1, 'PF01064': 1}
3319	P36897	2	{'PF00069': 1, 'PF01064': 1}
3320	P36941	3	{'PF00020': 3}
3321	P36952	1	{'PF00079': 1}
3322	P36954	2	{'PF01096': 1, 'PF02150': 1}
3323	P36955	1	{'PF00079': 1}
3324	P36956	1	{'PF00010': 1}
3325	P36957	2	{'PF00198': 1, 'PF00364': 1}
3326	P36959	1	{'PF00478': 1}
3327	P36980	4	{'PF00084': 4}
3328	P37023	1	{'PF07714': 1}
3329	P37058	1	{'PF00106': 1}
3330	P37059	1	{'PF00106': 1}
3331	P37108	1	{'PF02290': 1}
3332	P37173	2	{'PF07714': 1, 'PF08917': 1}
3333	P37231	2	{'PF00104': 1, 'PF00105': 1}
3334	P37235	2	{'PF13499': 1, 'PF13833': 1}
3335	P37268	1	{'PF00494': 1}
3336	P37275	5	{'PF00096': 4, 'PF05605': 1}
3337	P37288	1	{'PF08983': 1}
3338	P37802	1	{'PF00307': 1}
3339	P37837	1	{'PF00923': 1}
3340	P38117	1	{'PF01012': 1}
3341	P38159	1	{'PF00076': 1}
3342	P38398	2	{'PF00097': 1, 'PF12820': 1}
3343	P38405	1	{'PF00503': 1}
3344	P38484	1	{'PF09294': 1}
3345	P38567	1	{'PF01630': 1}
3346	P38570	1	{'PF00092': 1}
3347	P38571	1	{'PF00561': 1}
3348	P38606	2	{'PF00006': 1, 'PF02874': 1}
3349	P38919	2	{'PF00270': 1, 'PF00271': 1}
3350	P38935	3	{'PF01424': 1, 'PF13086': 1, 'PF13087': 1}
3351	P39059	3	{'PF06482': 1, 'PF13385': 1, 'PF20010': 1}
3352	P39060	4	{'PF01392': 1, 'PF06121': 1, 'PF06482': 1, 'PF20010': 1}
3353	P39086	1	{'PF10613': 1}
3354	P39877	1	{'PF00068': 1}
3355	P39880	4	{'PF00046': 1, 'PF02376': 3}
3356	P39900	2	{'PF00413': 1, 'PF01471': 1}
3357	P39905	1	{'PF00019': 1}
3358	P40121	3	{'PF00626': 3}
3359	P40126	1	{'PF00264': 1}
3360	P40145	2	{'PF00211': 2}
3361	P40189	4	{'PF00041': 2, 'PF06328': 1, 'PF09240': 1}
3362	P40198	1	{'PF07686': 1}
3363	P40199	3	{'PF07686': 1, 'PF13895': 1, 'PF13927': 1}
3364	P40225	1	{'PF00758': 1}
3365	P40238	2	{'PF00041': 1, 'PF09067': 1}
3366	P40259	1	{'PF07686': 1}
3367	P40306	1	{'PF00227': 1}
3368	P40313	1	{'PF00089': 1}
3369	P40337	2	{'PF01847': 1, 'PF17211': 1}
3370	P40394	2	{'PF00107': 1, 'PF08240': 1}
3371	P40424	1	{'PF00046': 1}
3372	P40425	1	{'PF00046': 1}
3373	P40426	1	{'PF00046': 1}
3374	P40616	1	{'PF00025': 1}
3375	P40617	1	{'PF00025': 1}
3376	P40692	2	{'PF13589': 1, 'PF16413': 1}
3377	P40763	3	{'PF00017': 1, 'PF02864': 1, 'PF02865': 1}
3378	P40818	2	{'PF00581': 1, 'PF08969': 1}
3379	P40879	1	{'PF01740': 1}
3380	P40925	2	{'PF00056': 1, 'PF02866': 1}
3381	P40926	2	{'PF00056': 1, 'PF02866': 1}
3382	P40933	1	{'PF02372': 1}
3383	P40937	2	{'PF00004': 1, 'PF08542': 1}
3384	P40938	1	{'PF13177': 1}
3385	P40939	4	{'PF00378': 1, 'PF00725': 2, 'PF02737': 1}
3386	P40967	1	{'PF00801': 1}
3387	P41002	3	{'PF00134': 1, 'PF00646': 1, 'PF02984': 1}
3388	P41091	3	{'PF00009': 1, 'PF03144': 1, 'PF09173': 1}
3389	P41134	1	{'PF00010': 1}
3390	P41159	1	{'PF02024': 1}
3391	P41161	1	{'PF00178': 1}
3392	P41162	1	{'PF00178': 1}
3393	P41180	1	{'PF00003': 1}
3394	P41182	5	{'PF00096': 4, 'PF00651': 1}
3395	P41208	2	{'PF13499': 2}
3396	P41212	2	{'PF00178': 1, 'PF02198': 1}
3397	P41214	2	{'PF01253': 1, 'PF17832': 1}
3398	P41217	2	{'PF00047': 2}
3399	P41218	1	{'PF02758': 1}
3400	P41220	1	{'PF00615': 1}
3401	P41222	1	{'PF00061': 1}
3402	P41223	1	{'PF01125': 1}
3403	P41225	1	{'PF00505': 1}
3404	P41226	6	{'PF00899': 2, 'PF09358': 1, 'PF10585': 1, 'PF16190': 1, 'PF16191': 1}
3405	P41229	4	{'PF00628': 1, 'PF01388': 1, 'PF02373': 1, 'PF02928': 1}
3406	P41235	2	{'PF00104': 1, 'PF00105': 1}
3407	P41238	1	{'PF05240': 1}
3408	P41240	3	{'PF00017': 1, 'PF07714': 1, 'PF00018': 1}
3409	P41250	3	{'PF00458': 1, 'PF00587': 1, 'PF03129': 1}
3410	P41252	2	{'PF08264': 1, 'PF19302': 1}
3411	P41271	1	{'PF03045': 1}
3412	P41273	1	{'PF00229': 1}
3413	P41279	1	{'PF00069': 1}
3414	P41439	1	{'PF03024': 1}
3415	P41567	1	{'PF01253': 1}
3416	P41594	2	{'PF10606': 1, 'PF00003': 1}
3417	P41743	3	{'PF00130': 1, 'PF00564': 1, 'PF00069': 1}
3418	P41970	1	{'PF00178': 1}
3419	P42081	1	{'PF07686': 1}
3420	P42126	1	{'PF00378': 1}
3421	P42166	2	{'PF03020': 1, 'PF08198': 1}
3422	P42167	2	{'PF03020': 1, 'PF08198': 1}
3423	P42224	3	{'PF00017': 1, 'PF02864': 1, 'PF02865': 1}
3424	P42226	3	{'PF00017': 1, 'PF02864': 1, 'PF02865': 1}
3425	P42229	3	{'PF00017': 1, 'PF02864': 1, 'PF02865': 1}
3426	P42261	1	{'PF10613': 1}
3427	P42262	1	{'PF10613': 1}
3428	P42263	1	{'PF10613': 1}
3429	P42285	4	{'PF00270': 1, 'PF00271': 1, 'PF08148': 1, 'PF13234': 1}
3430	P42330	1	{'PF00248': 1}
3431	P42331	2	{'PF00620': 1, 'PF00169': 1}
3432	P42336	2	{'PF00792': 1, 'PF00794': 1}
3433	P42338	2	{'PF00792': 1, 'PF00794': 1}
3434	P42345	1	{'PF08771': 1}
3435	P42568	2	{'PF03366': 1, 'PF17793': 1}
3436	P42574	1	{'PF00656': 1}
3437	P42575	2	{'PF00619': 1, 'PF00656': 1}
3438	P42658	1	{'PF00326': 1}
3439	P42679	3	{'PF00017': 1, 'PF07714': 1, 'PF00018': 1}
3440	P42680	4	{'PF00017': 1, 'PF07714': 1, 'PF00169': 1, 'PF00018': 1}
3441	P42681	3	{'PF00017': 1, 'PF07714': 1, 'PF00018': 1}
3442	P42684	4	{'PF00017': 1, 'PF07714': 1, 'PF08919': 1, 'PF00018': 1}
3443	P42685	3	{'PF00017': 1, 'PF07714': 1, 'PF00018': 1}
3444	P42694	3	{'PF13086': 2, 'PF13087': 1}
3445	P42696	2	{'PF00076': 2}
3446	P42701	1	{'PF00041': 1}
3447	P42702	3	{'PF00041': 1, 'PF17971': 1, 'PF18207': 1}
3448	P42765	2	{'PF00108': 1, 'PF02803': 1}
3449	P42768	2	{'PF00568': 1, 'PF00786': 1}
3450	P42785	1	{'PF05577': 1}
3451	P42830	1	{'PF00048': 1}
3452	P42898	1	{'PF02219': 1}
3453	P43026	1	{'PF00019': 1}
3454	P43034	1	{'PF08513': 1}
3455	P43080	2	{'PF13499': 1, 'PF13833': 1}
3456	P43121	4	{'PF00047': 1, 'PF07686': 1, 'PF08205': 1, 'PF13927': 1}
3457	P43146	9	{'PF00041': 6, 'PF07679': 3}
3458	P43166	1	{'PF00194': 1}
3459	P43234	1	{'PF00112': 1}
3460	P43235	2	{'PF00112': 1, 'PF08246': 1}
3461	P43246	5	{'PF00488': 1, 'PF01624': 1, 'PF05188': 1, 'PF05190': 1, 'PF05192': 1}
3462	P43250	2	{'PF00615': 1, 'PF00069': 1}
3463	P43251	1	{'PF19018': 1}
3464	P43268	1	{'PF00178': 1}
3465	P43304	1	{'PF01266': 1}
3466	P43320	2	{'PF00030': 2}
3467	P43354	2	{'PF00104': 1, 'PF00105': 1}
3468	P43378	2	{'PF00102': 1, 'PF00650': 1}
3469	P43403	3	{'PF00017': 2, 'PF07714': 1}
3470	P43405	3	{'PF00017': 2, 'PF07714': 1}
3471	P43487	1	{'PF00638': 1}
3472	P43489	3	{'PF00020': 3}
3473	P43490	1	{'PF18127': 1}
3474	P43626	2	{'PF00047': 2}
3475	P43627	2	{'PF00047': 2}
3476	P43628	2	{'PF00047': 2}
3477	P43629	3	{'PF00047': 3}
3478	P43630	3	{'PF00047': 3}
3479	P43631	2	{'PF00047': 2}
3480	P43632	2	{'PF00047': 2}
3481	P43652	3	{'PF00273': 3}
3482	P43686	3	{'PF00004': 1, 'PF16450': 1, 'PF17862': 1}
3483	P43694	2	{'PF00320': 2}
3484	P43699	1	{'PF00046': 1}
3485	P45381	1	{'PF04952': 1}
3486	P45452	2	{'PF00413': 1, 'PF01471': 1}
3487	P45844	1	{'PF00005': 1}
3488	P45877	1	{'PF00160': 1}
3489	P45954	3	{'PF00441': 1, 'PF02770': 1, 'PF02771': 1}
3490	P45973	2	{'PF00385': 1, 'PF01393': 1}
3491	P45974	4	{'PF00627': 2, 'PF02148': 1, 'PF17807': 1}
3492	P45983	1	{'PF00069': 1}
3493	P45984	1	{'PF00069': 1}
3494	P45985	1	{'PF00069': 1}
3495	P46019	1	{'PF19292': 1}
3496	P46020	1	{'PF19292': 1}
3497	P46060	1	{'PF07834': 1}
3498	P46063	3	{'PF00270': 1, 'PF00271': 1, 'PF16124': 1}
3499	P46087	1	{'PF17125': 1}
3500	P46100	3	{'PF00176': 1, 'PF00271': 1, 'PF17981': 1}
3501	P46108	3	{'PF00017': 1, 'PF07653': 1, 'PF00018': 1}
3502	P46109	3	{'PF00017': 1, 'PF07653': 1, 'PF00018': 1}
3503	P46199	2	{'PF00009': 1, 'PF11987': 1}
3504	P46379	2	{'PF00240': 1, 'PF12057': 1}
3505	P46439	2	{'PF02798': 1, 'PF14497': 1}
3506	P46459	5	{'PF00004': 2, 'PF02359': 1, 'PF02933': 1, 'PF17862': 1}
3507	P46531	34	{'PF00066': 3, 'PF00008': 25, 'PF07645': 4, 'PF12661': 2}
3508	P46597	2	{'PF00891': 1, 'PF16864': 1}
3509	P46721	1	{'PF07648': 1}
3510	P46734	1	{'PF00069': 1}
3511	P46736	1	{'PF18110': 1}
3512	P46777	1	{'PF14204': 1}
3513	P46781	1	{'PF01479': 1}
3514	P46782	1	{'PF00177': 1}
3515	P46783	1	{'PF03501': 1}
3516	P46926	1	{'PF01182': 1}
3517	P46934	5	{'PF00397': 4, 'PF00632': 1}
3518	P46937	2	{'PF00397': 2}
3519	P46939	16	{'PF00307': 2, 'PF00397': 1, 'PF00569': 1, 'PF09068': 1, 'PF09069': 1, 'PF00435': 10}
3520	P46940	1	{'PF00307': 1}
3521	P46952	1	{'PF06052': 1}
3522	P47224	1	{'PF04421': 1}
3523	P47712	1	{'PF00168': 1}
3524	P47813	1	{'PF01176': 1}
3525	P47897	2	{'PF00749': 1, 'PF03950': 1}
3526	P47902	1	{'PF00046': 1}
3527	P47928	1	{'PF00010': 1}
3528	P47929	1	{'PF00337': 1}
3529	P47944	1	{'PF00131': 1}
3530	P47972	1	{'PF00354': 1}
3531	P47985	2	{'PF00355': 1, 'PF09165': 1}
3532	P47989	4	{'PF00111': 1, 'PF01315': 1, 'PF01799': 1, 'PF03450': 1}
3533	P47992	1	{'PF00048': 1}
3534	P48023	1	{'PF00229': 1}
3535	P48048	2	{'PF01007': 1, 'PF17655': 1}
3536	P48050	2	{'PF01007': 1, 'PF17655': 1}
3537	P48051	2	{'PF01007': 1, 'PF17655': 1}
3538	P48052	2	{'PF00246': 1, 'PF02244': 1}
3539	P48058	1	{'PF10613': 1}
3540	P48059	5	{'PF00412': 5}
3541	P48060	1	{'PF00188': 1}
3542	P48061	1	{'PF00048': 1}
3543	P48147	1	{'PF00326': 1}
3544	P48163	2	{'PF00390': 1, 'PF03949': 1}
3545	P48165	1	{'PF00029': 1}
3546	P48200	1	{'PF00694': 1}
3547	P48304	1	{'PF00059': 1}
3548	P48307	3	{'PF00014': 3}
3549	P48357	3	{'PF06328': 1, 'PF18589': 2}
3550	P48378	1	{'PF02257': 1}
3551	P48380	1	{'PF02257': 1}
3552	P48382	3	{'PF02257': 1, 'PF14621': 1, 'PF18326': 1}
3553	P48431	1	{'PF00505': 1}
3554	P48436	1	{'PF00505': 1}
3555	P48443	2	{'PF00104': 1, 'PF00105': 1}
3556	P48444	1	{'PF01217': 1}
3557	P48454	1	{'PF00149': 1}
3558	P48507	1	{'PF00248': 1}
3559	P48544	2	{'PF01007': 1, 'PF17655': 1}
3560	P48547	1	{'PF02214': 1}
3561	P48549	2	{'PF01007': 1, 'PF17655': 1}
3562	P48551	1	{'PF09294': 1}
3563	P48594	1	{'PF00079': 1}
3564	P48595	1	{'PF00079': 1}
3565	P48637	2	{'PF03199': 1, 'PF03917': 1}
3566	P48728	2	{'PF01571': 1, 'PF08669': 1}
3567	P48729	1	{'PF00069': 1}
3568	P48730	1	{'PF00069': 1}
3569	P48735	1	{'PF00180': 1}
3570	P48736	3	{'PF00792': 1, 'PF00794': 1, 'PF19710': 1}
3571	P48740	5	{'PF00084': 2, 'PF00089': 1, 'PF00431': 2}
3572	P48742	3	{'PF00046': 1, 'PF00412': 2}
3573	P48745	4	{'PF00007': 1, 'PF00093': 1, 'PF00219': 1, 'PF19035': 1}
3574	P48751	1	{'PF07565': 1}
3575	P48960	4	{'PF07645': 4}
3576	P49005	1	{'PF18018': 1}
3577	P49023	4	{'PF00412': 4}
3578	P49116	2	{'PF00104': 1, 'PF00105': 1}
3579	P49137	1	{'PF00069': 1}
3580	P49184	1	{'PF03372': 1}
3581	P49221	2	{'PF00868': 1, 'PF00927': 1}
3582	P49223	1	{'PF00014': 1}
3583	P49257	1	{'PF03388': 1}
3584	P49327	8	{'PF00109': 1, 'PF00550': 1, 'PF00107': 1, 'PF00698': 1, 'PF00975': 1, 'PF02801': 1, 'PF08242': 1, 'PF14765': 1}
3585	P49335	2	{'PF00046': 1, 'PF00157': 1}
3586	P49336	1	{'PF00069': 1}
3587	P49366	1	{'PF01916': 1}
3588	P49407	2	{'PF00339': 1, 'PF02752': 1}
3589	P49411	3	{'PF00009': 1, 'PF03143': 1, 'PF03144': 1}
3590	P49418	2	{'PF03114': 1, 'PF14604': 1}
3591	P49427	1	{'PF00179': 1}
3592	P49448	2	{'PF00208': 1, 'PF02812': 1}
3593	P49450	1	{'PF00125': 1}
3594	P49454	1	{'PF10490': 1}
3595	P49458	1	{'PF05486': 1}
3596	P49459	1	{'PF00179': 1}
3597	P49585	1	{'PF01467': 1}
3598	P49588	1	{'PF07973': 1}
3599	P49590	2	{'PF03129': 1, 'PF13393': 1}
3600	P49591	2	{'PF00587': 1, 'PF02403': 1}
3601	P49619	2	{'PF00130': 1, 'PF14513': 1}
3602	P49638	2	{'PF00650': 1, 'PF03765': 1}
3603	P49639	1	{'PF00046': 1}
3604	P49640	1	{'PF00046': 1}
3605	P49641	3	{'PF01074': 1, 'PF07748': 1, 'PF09261': 1}
3606	P49662	2	{'PF00619': 1, 'PF00656': 1}
3607	P49674	1	{'PF00069': 1}
3608	P49675	1	{'PF01852': 1}
3609	P49703	1	{'PF00025': 1}
3610	P49711	7	{'PF00096': 6, 'PF13909': 1}
3611	P49720	1	{'PF00227': 1}
3612	P49721	1	{'PF00227': 1}
3613	P49736	4	{'PF00493': 1, 'PF14551': 1, 'PF17207': 1, 'PF17855': 1}
3614	P49746	8	{'PF02412': 6, 'PF07645': 2}
3615	P49747	8	{'PF02412': 6, 'PF07645': 2}
